pvt,process_section,mim_section,vdd_v,temp_c,job_id,phase,role,method_id,mismatch_seed,noise_mode,noise_seed,band,warmup_frames,total_frames,maxstep_ns,frame_index,phase_index,view,retained,ideal_vid_v,commanded_vid_v,code,bits,valid,complete_v,invalid_v,timeout_v,sampled_diff_v,input_diff_v,complete_time_s,stable_margin_s
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,9,9,STEADY_STATE_RETAINED,True,1.200410601286161,1.200403973513129,216,11011000,True,3.3,0.0,0.0,1.20339,1.20041,4.8755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,10,10,STEADY_STATE_RETAINED,True,1.4985364234506107,1.4985812944704529,238,11101110,True,3.3,0.0,0.0,1.50011,1.49859,5.3755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,11,11,STEADY_STATE_RETAINED,True,1.1163580388581014,1.1163946963427565,209,11010001,True,3.3,0.0,0.0,1.11643,1.1164,5.8755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,12,12,STEADY_STATE_RETAINED,True,0.22737644401506385,0.2272260670458067,142,10001110,True,3.3,0.0,0.0,0.228119,0.227236,6.37551e-06,1.0449000000000059e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,13,13,STEADY_STATE_RETAINED,True,-0.7648293027139206,-0.7648794187493761,67,01000011,True,3.3,0.0,0.0,-0.766585,-0.764869,6.8755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,14,14,STEADY_STATE_RETAINED,True,-1.40981853608705,-1.4098238530634333,19,00010011,True,3.3,0.0,0.0,-1.41253,-1.40981,7.3755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,15,15,STEADY_STATE_RETAINED,True,-1.4147796287657606,-1.414732468599625,18,00010010,True,3.3,0.0,0.0,-1.41614,-1.41472,7.8755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,16,16,STEADY_STATE_RETAINED,True,-0.7774603483941246,-0.7774536204839572,66,01000010,True,3.3,0.0,0.0,-0.780758,-0.777443,8.3755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,17,17,STEADY_STATE_RETAINED,True,0.21280967599837608,0.21277996863974852,141,10001101,True,3.3,0.0,0.0,0.211258,0.21279,8.87548e-06,1.0452000000000014e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,18,18,STEADY_STATE_RETAINED,True,1.106468556641088,1.1064354337381648,208,11010000,True,3.3,0.0,0.0,1.10838,1.10645,9.3755e-06,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,19,19,STEADY_STATE_RETAINED,True,1.4978138452031033,1.4978522651086181,238,11101110,True,3.3,0.0,0.0,1.49717,1.49786,9.8755e-06,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,20,20,STEADY_STATE_RETAINED,True,1.2091829624257837,1.2091229246057473,216,11011000,True,3.3,0.0,0.0,1.20976,1.20913,1.03755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,21,21,STEADY_STATE_RETAINED,True,0.3716082947633996,0.37164361743345053,153,10011001,True,3.3,0.0,0.0,0.371209,0.371654,1.08755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,22,22,STEADY_STATE_RETAINED,True,-0.6346687696089611,-0.6346247642743944,77,01001101,True,3.3,0.0,0.0,-0.636118,-0.634615,1.13755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,23,23,STEADY_STATE_RETAINED,True,-1.3528194814245906,-1.3527394911451287,23,00010111,True,3.3,0.0,0.0,-1.35295,-1.35273,1.18755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,24,24,STEADY_STATE_RETAINED,True,-1.4568184316989683,-1.4568059626626242,15,00001111,True,3.3,0.0,0.0,-1.4554,-1.4568,1.23755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,25,25,STEADY_STATE_RETAINED,True,-0.8994522712850329,-0.899415645621315,57,00111001,True,3.3,0.0,0.0,-0.899759,-0.899405,1.28755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,26,26,STEADY_STATE_RETAINED,True,0.0662464156905973,0.06629890152032661,130,10000010,True,3.3,0.0,0.0,0.067102,0.0663089,1.33755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,27,27,STEADY_STATE_RETAINED,True,1.0018706149383227,1.0018682870580817,200,11001000,True,3.3,0.0,0.0,1.00264,1.00188,1.38755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,28,28,STEADY_STATE_RETAINED,True,1.482666500837955,1.4826481166950716,237,11101101,True,3.3,0.0,0.0,1.48638,1.48266,1.43755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,29,29,STEADY_STATE_RETAINED,True,1.2903627930586585,1.2903996293236648,222,11011110,True,3.3,0.0,0.0,1.29152,1.29041,1.48755e-05,1.0450000000000044e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,30,30,STEADY_STATE_RETAINED,True,0.5122613544914112,0.5123268730056968,163,10100011,True,3.3,0.0,0.0,0.512431,0.512337,1.53755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,31,31,STEADY_STATE_RETAINED,True,-0.4983960293074411,-0.49833469671874536,87,01010111,True,3.3,0.0,0.0,-0.498416,-0.498325,1.58755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,32,32,STEADY_STATE_RETAINED,True,-1.2827920356296636,-1.2827711682150775,28,00011100,True,3.3,0.0,0.0,-1.28177,-1.28276,1.63755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,33,33,STEADY_STATE_RETAINED,True,-1.4848272767569517,-1.4847470494376966,13,00001101,True,3.3,0.0,0.0,-1.48279,-1.48474,1.68755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,34,34,STEADY_STATE_RETAINED,True,-1.0127819771128357,-1.0128093065068018,48,00110000,True,3.3,0.0,0.0,-1.01039,-1.0128,1.73755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,35,35,STEADY_STATE_RETAINED,True,-0.08095483381425642,-0.08094780682626747,119,01110111,True,3.3,0.0,0.0,-0.080366,-0.0809378,1.78755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,36,36,STEADY_STATE_RETAINED,True,0.8876241115355172,0.8875923805898388,192,11000000,True,3.3,0.0,0.0,0.890073,0.887602,1.83755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,37,37,STEADY_STATE_RETAINED,True,1.453240267561782,1.4531043089665339,234,11101010,True,3.3,0.0,0.0,1.4517,1.45311,1.88755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,38,38,STEADY_STATE_RETAINED,True,1.3591157246103238,1.3590969086053855,228,11100100,True,3.3,0.0,0.0,1.35865,1.35911,1.93755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,39,39,STEADY_STATE_RETAINED,True,0.6479810573451193,0.6479725171943513,174,10101110,True,3.3,0.0,0.0,0.645928,0.647982,1.98755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,40,40,STEADY_STATE_RETAINED,True,-0.3573234627926919,-0.35726615387873134,98,01100010,True,3.3,0.0,0.0,-0.359513,-0.357256,2.03755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,41,41,STEADY_STATE_RETAINED,True,-1.2004106012861624,-1.2003845603348338,34,00100010,True,3.3,0.0,0.0,-1.2023,-1.20037,2.08755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,42,42,STEADY_STATE_RETAINED,True,-1.4985364234506107,-1.4987859671278085,12,00001100,True,3.3,0.0,0.0,-1.49931,-1.49878,2.13755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,43,43,STEADY_STATE_RETAINED,True,-1.116358038858104,-1.116362498717982,41,00101001,True,3.3,0.0,0.0,-1.11472,-1.11635,2.18755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,44,44,STEADY_STATE_RETAINED,True,-0.22737644401505985,-0.22742290567092857,108,01101100,True,3.3,0.0,0.0,-0.22835,-0.227413,2.23755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,45,45,STEADY_STATE_RETAINED,True,0.7648293027139195,0.7648925117371979,183,10110111,True,3.3,0.0,0.0,0.764704,0.764902,2.28755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,46,46,STEADY_STATE_RETAINED,True,1.4098185360870479,1.409890066795118,231,11100111,True,3.3,0.0,0.0,1.41,1.4099,2.33755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,47,47,STEADY_STATE_RETAINED,True,1.414779628765761,1.4149075183094417,231,11100111,True,3.3,0.0,0.0,1.41489,1.41492,2.38755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,48,48,STEADY_STATE_RETAINED,True,0.7774603483941213,0.7774619425981518,184,10111000,True,3.3,0.0,0.0,0.777988,0.777472,2.43755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,49,49,STEADY_STATE_RETAINED,True,-0.2128096759983695,-0.21283909258533135,109,01101101,True,3.3,0.0,0.0,-0.212651,-0.212829,2.48755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,50,50,STEADY_STATE_RETAINED,True,-1.1064685566410837,-1.106398702354985,41,00101001,True,3.3,0.0,0.0,-1.10596,-1.10639,2.53755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,51,51,STEADY_STATE_RETAINED,True,-1.4978138452031033,-1.4977916560911386,12,00001100,True,3.3,0.0,0.0,-1.49717,-1.49778,2.58755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,52,52,STEADY_STATE_RETAINED,True,-1.2091829624257844,-1.2091922985748775,34,00100010,True,3.3,0.0,0.0,-1.20951,-1.20918,2.63755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,53,53,STEADY_STATE_RETAINED,True,-0.37160829476340085,-0.37158182114223115,97,01100001,True,3.3,0.0,0.0,-0.37264,-0.371572,2.68755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,54,54,STEADY_STATE_RETAINED,True,0.6346687696089551,0.6346872796588272,173,10101101,True,3.3,0.0,0.0,0.634029,0.634697,2.73755e-05,1.0449999999999875e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,55,55,STEADY_STATE_RETAINED,True,1.352819481424588,1.3528040268869668,227,11100011,True,3.3,0.0,0.0,1.35309,1.35281,2.78755e-05,1.0449999999999536e-07
TT_3P3_27C,typical,mimcap_typical,3.3,27,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,P4_PVT_TT_MC20_LOW,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,FAST64_V2_FIRST_CONVERSION_SEPARATED,86,ON,100086,LOW,4,68,0.05,56,56,STEADY_STATE_RETAINED,True,1.4568184316989696,1.4567797091562347,235,11101011,True,3.3,0.0,0.0,1.45769,1.45679,2.83755e-05,1.0449999999999875e-07
