seed_order,seed_group,mismatch_seed,pvt,baseline_hard_dynamic_pass,resized_hard_dynamic_pass,hard_dynamic_transition,baseline_snr_budget_pass,resized_snr_budget_pass,snr_budget_transition,baseline_codes_all_checksum,resized_codes_all_checksum,baseline_codes_retained_checksum,resized_codes_retained_checksum,baseline_SNR_dB,resized_SNR_dB,delta_resize_minus_baseline_SNR_dB,baseline_SNDR_dB,resized_SNDR_dB,delta_resize_minus_baseline_SNDR_dB,baseline_ENOB_raw_bit,resized_ENOB_raw_bit,delta_resize_minus_baseline_ENOB_raw_bit,baseline_SFDR_dBc,resized_SFDR_dBc,delta_resize_minus_baseline_SFDR_dBc,baseline_THD_dB,resized_THD_dB,delta_resize_minus_baseline_THD_dB,baseline_HD2_dBc,resized_HD2_dBc,delta_resize_minus_baseline_HD2_dBc,baseline_HD3_dBc,resized_HD3_dBc,delta_resize_minus_baseline_HD3_dBc
11,MIDDLE_TAIL,128,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,False,PASS_TO_FAIL,983a9333c2b051cbe5de028aabea5cfa4b3137b98191afb5b6482e5a0426bdaf,fef9a5ee4b33619a12d5f2024414e6b6c860d301ada90ff57341f739a7a825d6,413a7db245897393c577b4dd0ccaec11ec1d5916898143a97b485ddd696ba528,963dca913da26b7914d9205f84b285ab996259d1afbc0e2f9ff8d717af97db89,48.845718134991856,47.92486852881574,-0.9208496061761124,48.25696188451747,47.423528337242466,-0.833433547275007,7.723747821348418,7.585303710505394,-0.13844411084302433,58.96133543940295,56.05450085534093,-2.9068345840620182,-57.22650268177205,-57.0483051860153,0.17819749575674848,-66.69866843241246,-62.798689707996765,3.8999787244156963,-65.90543910230491,-60.96939204942291,4.936047052882003
12,MIDDLE_TAIL,189,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,70bb85cc8913d3735df07b35ba63e496ea5dbdfca280000d956834eb2c281c71,b41e286ab2d6cdf4f8e265fa4fccc8564466dccef099d8acf0612396522d5cf6,0e57733224f3d94c84aa0f5b93784c5e970b491b31ed13ad1336dd98ca6d8ab0,46fa23927403c234f1f8705345d5b86b134d7f38514ffaf18413d8fe616a68ca,48.356575149242154,48.39725495190877,0.04067980266661664,47.85786011015329,48.15841175067291,0.3005516405196218,7.657451845540415,7.707377367221414,0.04992552168099973,56.21709081771602,55.90686723419818,-0.3102235835178391,-57.504150142344315,-60.874000337735836,-3.369850195391521,-68.72967611383967,-69.17176447116296,-0.44208835732328566,-77.28024048916825,-71.19792164197351,6.082318847194742
13,MARGINAL_DIAGNOSTIC,116,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,cbc818bae1c9d8194131aad1852a93fe14a163730edda88fc7c1551c5a626b83,a4800851267d842563bd19b6e11844b5e3852779898c6b3610c0472da1fbfed1,19a55ee5594945e6689b8e08b0c84efbb284dc3155efd610866b7a20a77006b4,c32f63d1d112256af2e177e914815dd6e78c38411482dce50851612baaac83b7,48.99737669861114,49.89954149144084,0.9021647928297014,47.364920990404904,48.61321598308491,1.2482949926800089,7.57556827083138,7.782926243037362,0.2073579722059815,54.21222177049337,55.69378852230206,1.4815667518086855,-52.40504048472975,-54.524849894884,-2.1198094101542466,-54.21222177049337,-65.99764530954724,-11.785423539053866,-79.51774984216564,-68.70653053838754,10.811219303778103
14,MARGINAL_DIAGNOSTIC,190,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,2b3d3fc44402185623f67c27b5684ab4fe49e04cd203b80e9eaed14032eb32d9,2d807c6eb9935deb082e97a9c556d20be0df673062eb04af7ca336beab803344,83afea8aaf070786c6f217b0900a647fdf326a8729534a5c99b948cfcb306a88,6be4889d5e9c75b98f93d5f8c2901d8bba4b895013fd4cef026145dce156167d,48.64169871129087,48.99178143734965,0.35008272605877977,48.10350471045814,48.38130396743285,0.27779925697470986,7.6982565964216185,7.7444026523974845,0.04614605597586596,58.85829521203003,56.49083772071698,-2.367457491313047,-57.43827769595565,-57.204114440323906,0.23416325563174212,-63.0741884158936,-63.534179077199475,-0.4599906613058735,-67.01265812513302,-73.61784724970855,-6.605189124575531
15,MARGINAL_DIAGNOSTIC,45,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,588d16594d4484c1233637ae1a352c8f0bd164d22c6a5fac74194914fb12f0d5,c3e4663365906f4f75bbe90da8ce1859ab36197c0c9a3ebbc5d356562024de01,e5f720536db143dabf15b40959dfbd1116caf36913f6165d2e30e16924194261,7957bbc951c4d6281ad50fefc52f2a62298ac46b91a2bdeb65bcaf1a289dd485,50.32733620142052,50.86694747222401,0.5396112708034906,49.13809176344905,48.86531250665548,-0.2727792567935694,7.870114910871935,7.824802741969349,-0.04531216890258616,58.07931434342099,54.32919604506445,-3.75011829835654,-55.3442853105367,-53.19175294169936,2.152532368837335,-63.323198279908766,-66.97769295415895,-3.654494674250188,-69.78175696547174,-61.0240607616109,8.757696203860846
16,MARGINAL_DIAGNOSTIC,188,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,50aad7806b1c123f627afbdd033b14bf3f6bafb27e15233ec5ba245a817adf09,d7e16af41855a1a2e0bcbdfdc0f41d5b3407b24f4698976007da17e9da7e8ea2,c36ba5d822fc96c646ad3a6b38e1ec629bdc87212db193fe0ff2dea055631cf5,82ee4c4cc7590b00f66cf29c16ff571bbecb75135185f35d9cb6f87a3c7fcc0f,50.05581374328274,48.936102988043814,-1.119710755238927,48.6535492210635,48.30601646073958,-0.3475327603239222,7.789626116455731,7.731896422049765,-0.05772969440596665,55.10482660448609,58.55034240548822,3.4455158010021307,-54.24537616711021,-57.00109262411594,-2.7557164570057324,-64.37821560774934,-64.27379792498637,0.10441768276297125,-75.09428711195416,-66.26183557859571,8.832451533358451
17,REFERENCE_CONTROL,142,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,52c36fb6b487f6a15bd1ff505675306541e0d1dd610ad4c4ecf6ed94e9fe14a9,3a7b54b6d5a0b0b7165b4487f0dee23f88efe615bb640e30a914a7f902f41c4a,a09fc902f479ab64bd79a105dfba8dc4746a82b4db9f443a20ca7018867e25fe,31c392f032e2a4139ccec000d71b4cabd119f12aeb228b2943258a72749f43ca,49.689191213411455,48.51615511573005,-1.173036097681404,49.050475467751,47.41359623516985,-1.6368792325811512,7.8555607089287385,7.583653859662767,-0.27190684926597175,57.02548642431261,54.391171796091996,-2.634314628220615,-57.69068694355569,-53.907044190228326,3.7836427533273636,-62.75822304888388,-77.62835649345475,-14.870133444570868,-73.20001965193353,-54.391171796091996,18.808847855841535
18,REFERENCE_CONTROL,53,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,5567f876ce0bea93d9cf7ef3b255fb36a9478faa5e314f9b004a09dfdbb32d20,30f8341c057e6449cc1808f4a0cd4366eabd669da3331f37b6daed41e37ac404,bff9eddb8550ef7d9eef2c3b86ee2952016ad20f343cc2190855188a59e27ee2,8cf9f6b8a42834bad2288e09223a5af9d01eb8e1b2042171148ac28c84af8319,48.6654857317449,48.500736378908854,-0.16474935283604708,48.38009222122645,48.06148016041141,-0.3186120608150347,7.744201365652235,7.691275774154721,-0.05292559149751419,57.74829910423704,56.47585479364818,-1.2724443105888597,-60.34540974708811,-58.229921211449174,2.1154885356389386,-70.77545034105472,-63.88694840406988,6.888501936984845,-70.02268421593853,-71.53526833697374,-1.5125841210352178
19,REFERENCE_CONTROL,132,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,5b51a00e5e2acbc6ada4b0e45c54d1ff101cb21727d878a89f79f2c75363ebff,9e642b5bd5c5197b8bd4e98f975135fd9cd2743121d8135480587866915298a8,7a67c24925f926cc297dcf537693a2ab4f29629119a6bcefaebc7d8254b4031a,0776c7feadef4f5b384609fa18d5d96fd1db01feb918fd10238e20e1931ea0d7,48.48623990620685,48.3369422584216,-0.14929764778524657,48.230079212614996,47.508215760064026,-0.72186345255097,7.719282261231728,7.599371388714955,-0.11991087251677257,55.6474946103348,56.84264154803493,1.1951469377001303,-60.65024823691229,-55.109722752949146,5.540525483963144,-76.0635143977467,-61.48025953297805,14.583254864768648,-67.001095739452,-59.874623370636,7.126472368815996
20,REFERENCE_CONTROL,96,SS_3P0_125C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,51293e8c656b5e14c6f56443678b3f0baa640aefe0a4525adbf5db8a7c2226aa,e34e0392b6c4ec467ef38f2eaf575a516ffa19c908cedbadcaf7a95259660e01,97a023e9e3cde833d1f8c0a8df739638379594086ae5f78e9d65d7cd1f207fc9,ad5516faf73eb4e138506769bebf528559971beb48aa9e690737bee2eff30ba9,50.02882832067523,48.58117939865199,-1.447648922023241,49.41700609189318,48.28057941101301,-1.1364266808801702,7.916446194666642,7.727670998507145,-0.18877519615949634,58.172620450404644,57.142979692035865,-1.029640758368778,-58.23091706843341,-60.02796604185384,-1.7970489734204236,-63.20648578120508,-82.84213040535057,-19.635644624145492,-63.52849303610279,-62.265008745232045,1.2634842908707427
1,DEEP_TAIL,44,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,abb2f644305bd8661ba4cac712aa6df4e9f5656e6b0c33bfda32a776429b0ee7,92246cad0ac1be49f88f7338a2d67fe9f878e92a6de122be93d69d3a0438be01,83e890dc69df2f67746757f6ad2b23b2a11f2a8dc779eac4e965628462bb5025,386587f0db290c8d7b1d6db0c61e9f8b2a46743e8557f0bf49400e7c302480fb,41.486943948743374,50.07386536763246,8.586921418889084,40.89150227875412,49.14359550207767,8.252093223323556,6.500249547965801,7.87102915316905,1.370779605203249,50.426587340957205,58.570118028608874,8.143530687651669,-49.81527292200038,-56.29218443283235,-6.476911510831968,-61.64522626759218,-61.75884339769161,-0.11361713009942775,-54.335080074114465,-67.39631018917225,-13.06123011505779
2,DEEP_TAIL,26,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,62ee491e595260f25d1d8a34ea7bc1aa3a20aa04304c7a345dcf915b75fb3710,29b63e8a4cada94b007d06541bb92849de610934426bd577076df468b57b9211,7f0104dc6e4343b21fc77383f262e73d7adfb42b1af6134536ce894ca9c6fb56,c93b839b296cdefa3fb29c29e370652d518e82d6f3547eb6b2f4e1edc7983fbb,41.5612743680702,49.23984404691914,7.6785696788489375,40.73253442272051,48.30433306788286,7.571798645162346,6.473842927362212,7.731616788684861,1.257773861322649,51.036186439007054,56.885466554299164,5.84928011529211,-48.33397745694956,-55.43104945185546,-7.097071994905896,-54.398083224928726,-62.84145384573938,-8.443370620810654,-56.58788451305503,-71.85403717144052,-15.266152658385494
3,DEEP_TAIL,65,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,False,FAIL_STAYS_FAIL,7764060a91903994ee0a1988bfcbb4f4ca4815ea8ce02302d6223a634ec140b4,84d2d3582871335433269845a2151addc691d21e0b3ffcdf6e48ed3041447063,a86bb690c1fe0164e8720b6ddf65887bba71ed03bc303ccc02d8e0df911c6e41,70f951931a8a7edba55af53d3f1e7eedb52e023c421ea95827b4489cc95b3d6b,43.714157106704064,48.1272528204953,4.413095713791236,42.63046589634719,47.44730933107049,4.816843434723303,6.789113936270298,7.589254041706063,0.8001401054357649,51.562419853001096,53.76401604430675,2.2015961913056543,-49.18983775789482,-55.83596132094183,-6.646123563047006,-59.834522230511034,-57.055192156149836,2.779330074361198,-54.61593133792775,-65.38868574443254,-10.772754406504788
4,DEEP_TAIL,21,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,6d53277fed2c1ec3882ca5368ad545ee1f241b135a294a41d3867a1d7e09eeb9,e6eeb2e705b10b5140f3d2a43ff55ef240cd8f5f825da4b1213560ba66954a21,ffdf5ad637ee8be099cb4aa6eebc4005f4f5370ffab2f1e72f7a3a7834e6f0e0,d9e4c2773c96787ed709d4981f23708741de4bb2500ef088ca762327bce0add4,41.82784746153711,49.40149200732955,7.57364454579244,41.25691032014452,48.28594235705005,7.029032036905527,6.560948558163543,7.728561853330573,1.1676132951670306,51.33382378684112,57.37872186874962,6.044898081908499,-50.35121210884989,-54.73473841580234,-4.383526306952447,-57.94904517785341,-71.21257264067334,-13.263527462819937,-63.38702805638033,-64.59040608413555,-1.203378027755221
5,DEEP_TAIL,36,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,6f377d36ea4f3199128a5aafeae3599e19acb883121c0da70cefab9458e6be4e,cc6a86e865616be15df7cfc99c575603ccd12395f3174608b9266d3b3631e418,1b1672470cc0147668f12e614fd70fcebe6810bd457a73637d45477240baf8e8,6f5c94f14a74f664cf12a56a045a0712e9cb3e23013dd061b459b547ead248c9,44.93624298136319,50.321281286848716,5.385038305485523,44.3351113213304,48.678332751374995,4.3432214300445935,7.072277628127974,7.7937429819559805,0.7214653538280063,53.25475293092198,54.93022172958323,1.6754687986612495,-53.22035788180148,-53.69554417791102,-0.4751862961095341,-68.0432794910527,-60.62401748954456,7.419262001508137,-54.43927741013745,-69.30255348624252,-14.863276076105066
6,DEEP_TAIL,2,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,fcaca0be5b202d1d97ebdced95f4b730c09a2d5fb545069ed5cd966084329446,aebc4ca182073df848b080c40b00e8b1475da3940a5073b50c78ec59668d9626,6de910753c74d76bf90b6bfc9872f5bd291f83084267f1846ec17a38cdd1fe62,f3a34c6826335073ee2a99799cf7b66d3a0e2c2b395d01b6560c608e4dfd4101,45.096541560003445,50.4079483926487,5.311406832645254,43.99979088151775,49.07342249172043,5.073631610202682,7.0165765583916535,7.859372506930304,0.8427959485386509,52.79226832727433,59.19193011528506,6.399661788010732,-50.51339595901509,-54.84818519823962,-4.334789239224527,-64.51839285848479,-61.1320728997216,3.3863199587631883,-53.82277507693076,-62.65496027691826,-8.8321851999875
7,DEEP_TAIL,12,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,59fbf686dd9114432cecd6c1f7c39ebbe8dd83a8814947a04f36605d403d1dcf,c53d0ece600814fa9b22651682461b2de52b5484894907d56b9336410cbf1b24,d455ac85a1bd4107c7df4a56bd8c0254f83877b232b6c1e80168c0597022882d,9200c6de8d285f9bb7cff63da871bd1be4d7e802541687b137b9b4c7ffb4068d,41.389309766230056,49.99044737784595,8.601137611615897,40.97817634655033,49.68304872020103,8.704872373650701,6.514647233646235,7.960639322292531,1.445992088646296,49.42433009620154,58.97139677578228,9.547066679580745,-51.42013678657564,-61.336664948372345,-9.916528161796705,-55.267825592071,-66.28706558283861,-11.019239990767609,-58.75597331624773,-66.98269234214115,-8.226719025893416
8,DEEP_TAIL,182,FF_3P6_M40C,True,True,PASS_STAYS_PASS,True,True,PASS_STAYS_PASS,f71d518eff47e24801bcf33852122312397d058874b395dc295b731b9c84c3c5,6e3b3e2e31442e1785f0e520a85adb14e0413ba22754a88b6658a24497c60b35,932dc7e9a7cfa69d4a22dc1d1771e6b63b694fd606d1b68011509af51607776c,b565bb2ab647c6c9f72d0f8a7cf7c9dda74361a7d521e025c7ed6adbd09bfdea,48.17341546295013,50.70132241737274,2.5279069544226047,46.92654219733723,50.06798159527307,3.141439397935841,7.502747873311833,8.024581660344364,0.5218337870325307,54.291207747534855,59.44160289608291,5.150395148548057,-52.954693156211604,-58.742272593578534,-5.787579437366929,-62.942447866451666,-inf,-inf,-62.416799232441846,-61.249361992105655,1.1674372403361915
9,MIDDLE_TAIL,86,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,5fc019476857fa53c005b90126ba63ae240ed1fd894d6c1b4df85ee15065da66,aafc6088ca03a7f554fb7336a44adfa675acd3721ece3e6554730be86116012d,d52c7f089543e76378458eab57739751b485721b745ab3dcedda6e9a6d0792ca,b66d4e7ccdb263bf45e97b767473cfa99196c6ace407a5310d74c7653a886304,43.70897644154445,49.14470495032056,5.4357285087761085,42.91508292883144,48.67782070887828,5.762737780046841,6.836392513094924,7.793657925062838,0.9572654119679145,53.27198470994425,55.883940930656195,2.6119562207119458,-50.686205103233426,-58.594922656389826,-7.9087175531564,-59.71414508480976,-77.58280103757465,-17.868655952764897,-56.3898857173175,-63.75013123830631,-7.360245520988812
10,MIDDLE_TAIL,80,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,66e68a09c8a285d80ef4d5cd715b7bf12d677c0fe2e204bd7e081961b54c959d,2a7a13c4d818032f8ec0ddedb9299d1735d63bdc80524955907ee2d30ae224e1,bfece17989d0d28fa78998dc9b1f109b45e113183dfb4057c135b1cc3af72c16,d06e99815b6138ae8d79bddf98fc350d8bf83df53044f3955e9342bad86177c1,44.72583129559858,49.68022434729215,4.954393051693572,44.629324722811525,48.989213918651004,4.359889195839479,7.121150286181317,7.8453843718689384,0.7242340856876215,51.49999482601864,58.06449307411306,6.5644982480944165,-61.20976283862727,-57.31313605375221,3.8966267848750604,-69.27486363461222,-86.09393929948313,-16.81907566487091,-67.74838546543769,-60.20652426122132,7.541861204216374
11,MIDDLE_TAIL,128,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,False,FAIL_STAYS_FAIL,0873ab3623635853c26c2ff79ca8cf919c9e1682b0d32df5b82771d9c26ac8c6,6cc7b96928d9060d4ed1278ce2c082780e860ffd9615c59156923a8e7dc12cee,7075ee8dafa1a0e62a00d7d0960e7637c021f2190a78b4198f2475ad20d2089f,7a63646b63f7ea0bb2366e73201c2dc9437a7198b3b76cadacf7916666370da1,41.03700524319214,47.88961044465104,6.8526052014589,40.20760715700182,47.2567071638436,7.049100006841783,6.38664570714316,7.55759255213349,1.17094684499033,50.305964123783696,53.345357300028375,3.0393931762446798,-47.8059212328499,-55.9337860501773,-8.1278648173274,-56.49694165739814,-67.83567851155254,-11.338736854154405,-52.753564767479865,-62.14775873072932,-9.394193963249457
12,MIDDLE_TAIL,189,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,7a64689f11983e763957649299871380347eebc0c5e13ec88231b0f97705b989,364620ac381f1d4cb9572a6f1723856c1ff47cdb5629fdf1a077c616cca4bbae,c403b7a79a0e38d56ef1a0cf2fe082bd047fcbff6f7d94cad59184e8609e276a,32753c2f2f833a5e5dabb0bb27d7c6eafadcf4c6ed0184607164dfc3eae36e2d,43.20255309838132,49.29936174898419,6.096808650602867,42.906649785010345,48.4272123430868,5.520562558076456,6.834991658639593,7.752028628419735,0.9170369697801419,52.55682115471486,56.138648155195916,3.5818270004810557,-54.720106257284684,-55.827926013445826,-1.1078197561611418,-61.9302600844663,-71.17022165877893,-9.23996157431263,-62.71199853257076,-70.05360547824245,-7.3416069456716855
13,MARGINAL_DIAGNOSTIC,116,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,52b4cd8df43d1a66210c6d94c593e7ae70e287bc2eb3e74f3d56713dd283d501,a1e38b1ddc016220009e9c500e83ececaf4e2e375edf47162ef994b1717e8e6f,a1742ec9a4cf7247e7c7f9258e2076d02aa313406c4f4c6a2f3eb61af742e9be,04dcdd1b964876bcb617079f72e98334693a5ea6c9daffb4921dea42a6a474e5,44.80192611894884,50.06039590395331,5.258469785004465,44.093904691205246,48.80208230933671,4.708177618131465,7.032210081595557,7.814299386933009,0.7820893053374522,53.154135390976826,58.14655477568111,4.992419384704284,-52.32048609763272,-54.79601309052545,-2.475526992892732,-73.07791730274144,-58.14655477568111,14.93136252706033,-55.70806509212369,-69.51299275689969,-13.804927664776002
14,MARGINAL_DIAGNOSTIC,190,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,395e6a283fab3e43f1c0ef9e1b7fa08ff8b489b4b4f0c579ed31bb1ee19769d4,f47f3e9269820f1c3df426e47d3c015f227b0b25711429b0a4d96b90e3c6c0e8,b4f541154d80e6b6a515748a16caca5d020de65298a9430a9d7240d7d518c063,3933d9e3f4694fae194dc42ae0868727a4dd2b7b7043dcd8d66381d1adcf980b,46.09634594639121,48.688590012946975,2.5922440665557644,45.837100239224185,47.93569875201659,2.0985985127924067,7.321777448376111,7.670381852494451,0.3486044041183396,52.64167402197688,55.62527918578872,2.9836051638118377,-58.20680568448743,-55.91722792262155,2.2895777618658784,-68.67522668045089,-75.26648788203504,-6.591261201584146,-63.60242729535142,-61.0270157094024,2.57541158594902
15,MARGINAL_DIAGNOSTIC,45,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,f4d4b06cae21f55efcea694fd0604acf9db5b23d71ad78230c817d10774c0c87,6987e45b3f98249c10e270c0f6913b4d0418c357db707cdd1bf050234d89a59f,f74094ed9db0aa0dc1a5dee6c1e70960a6e59861427a9936038640b8727e4a33,17d1f531f2878436461bdec9fb3fec046c2773c676e010137760c8585da213f9,45.45992210977254,50.89743175852932,5.43750964875678,44.19874120546624,49.001862732521104,4.803121527054863,7.04962478496117,7.847485503741048,0.7978607187798774,53.540715793540244,54.30498250782249,0.7642667142822432,-50.18415145161065,-53.51567552268179,-3.3315240710711365,-62.76178677905746,-71.05923404448164,-8.297447265424182,-53.540715793540244,-62.587101652454955,-9.04638585891471
16,MARGINAL_DIAGNOSTIC,188,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,f2854cf8d8097926b38bbeb05f3f14f7c33cdda890e62ffeb6f69b033876013b,39ad8ba37fc9308463ad97ac52b119119188753163aa50adb701216e8e0ec596,6ce2d8a105f008b8f5cf254cfc5d588771c38a3cf9ce61378ebf780747b13b73,b1262f3593adeda6492720a5808e420a34ea24d4c47c38e56786305cdc4bd510,48.10839691525174,49.45050689788543,1.3421099826336942,46.662013308998965,48.78378639196033,2.1217730829613615,7.458806197508134,7.811260198000055,0.352454000491921,53.55178280027866,58.84887648624358,5.297093685964924,-52.140160725368176,-57.25128773331191,-5.111127007943736,-61.06374499294507,-69.77330441612355,-8.709559423178483,-62.21214586402046,-62.40960517133501,-0.19745930731455275
17,REFERENCE_CONTROL,142,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,9bc4df8cf77584e7f83dfa7123cd4eee90818dbc0ca31399a2736b49b079a5cf,e1b5016e5953b36ae65e6fe0f211f902974c3700fba8ef84b78ffaf9b9abcc95,471ba1bf19c9f68da39b8665ddd27dc9fb017ca0ffef39bbc2282941a70b07ad,f5b0e1a6f290f96d3b0e8fac42a4f0d9124813d6d69bf7ce96f2a0b97b79883d,44.593327645397736,48.62746672202861,4.034139076630872,44.347154608833804,47.87128747615217,3.5241328673183645,7.074278174224886,7.659682305008666,0.5854041307837807,51.486087006851506,56.1674962654062,4.6814092585546945,-56.93509801435247,-55.83548808548108,1.0996099288713879,-72.431559816485,-76.57220784412233,-4.140648027637326,-58.603017103766234,-59.32529240818265,-0.7222753044164136
18,REFERENCE_CONTROL,53,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,904e1193065df5ebe4503ddf0c5ce3941d7757fd3ed610c1ef09926b99467a36,c30592e56c1f06f4605d8931bbe7f6c86c3a9ee107ff417f487103565f5ef5d8,1a201755a0fc0ebc691b15e05d427dde3fa47ed86c616b5f4167ed128ad50f0e,1ce28a06b55bd883dc4b42d4c240be7c67efc646ff8e4048fe38ab967c96310c,47.54530093486441,48.70235214277355,1.1570512079091415,46.57933075229218,48.25026817712816,1.6709374248359836,7.445071553536907,7.722635909821955,0.2775643562850476,57.04457736483597,57.889604753669445,0.8450273888334721,-53.58157319201469,-58.30000156870588,-4.718428376691193,-65.97575450066999,-68.79399709360908,-2.818242592939086,-57.52268550922108,-67.381163249061,-9.858477739839927
19,REFERENCE_CONTROL,132,FF_3P6_M40C,False,True,FAIL_TO_PASS,False,True,FAIL_TO_PASS,66130a2bcfd548ea2d21400acfce10969a14d1155854cf39cd8839adec1d7f54,9c052d5079e986576d3b1aa5361e36db3f975454292d3a5d1bacab37b8e48429,7114c4deb1c12758bfdc33ed8d6f0036145228b6a2407da20611fd037ee28c2b,bf2bcfa11573b45cfe6067b10d94e4a25f2bc93406fffc9c9b8f1840841c34b2,45.62394072454025,48.93513170588239,3.3111909813421434,44.70357369844148,48.36747179085905,3.6638980924175684,7.13348400306337,7.742104948647683,0.6086209455843132,53.36078709547118,57.9920864997952,4.631299404324018,-51.89386592486645,-57.48517143992515,-5.591305515058707,-64.8723769363321,-61.612279661758045,3.2600972745740577,-58.23705147937134,-63.36354871231013,-5.126497232938789
20,REFERENCE_CONTROL,96,FF_3P6_M40C,True,True,PASS_STAYS_PASS,False,True,FAIL_TO_PASS,9b740b15ef1293e55597dc1fefc52c02c294fd941f163479641968957c7d5f56,902be8188fc9bf93703730ca28c76d2fcbf1a485b67cabf934a2bcffa870b0d1,07804395d041188e5560c4d24520f1ac2e87927248f2bb9000afe3c3114ecdfb,2011103bb47cf06b33558af69fb77578a5805b924c7249fa41643417727b60ed,47.60996493207972,49.063456983335314,1.4534920512555942,47.346206789608665,48.52414128700622,1.1779344973975583,7.5724595996027695,7.768129781894722,0.19567018229195288,55.86463860867642,57.188491002143145,1.3238523934667228,-59.643202792197705,-57.85042144935282,1.7927813428448829,-66.83768191957635,-66.8028872806761,0.034794638900251584,-70.8033186910958,-69.0161441971579,1.787174493937897
