case,pvt,mismatch_seed,target_transition,baseline_status,lower_v,upper_v,baseline_transition_v,expected_lower_code,actual_lower_code,lower_code_match,expected_upper_code,actual_upper_code,upper_code_match,actual_bracket_valid,all_frames_valid,returncode,simulation_aborted,row_pass,early_stop,deck,log
S180_TT,TT_3P3_27C,180,1,PASS,-1.6912322998046876,-1.6910766601562501,-1.6911544799804688,0,0,True,1,1,True,True,True,0,False,True,STOP_AFTER_FIRST_5_TRANSITION_BRACKETS,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/jobs/s180_tt_first5_brackets.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/logs/s180_tt_first5_brackets.log
S180_TT,TT_3P3_27C,180,2,PASS,-1.6780503160371554,-1.677894676388718,-1.6779724962129365,1,1,True,2,2,True,True,True,0,False,True,STOP_AFTER_FIRST_5_TRANSITION_BRACKETS,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/jobs/s180_tt_first5_brackets.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/logs/s180_tt_first5_brackets.log
S180_TT,TT_3P3_27C,180,3,PASS,-1.6647905124454048,-1.6646348727969673,-1.664712692621186,2,2,True,3,3,True,True,True,0,False,True,STOP_AFTER_FIRST_5_TRANSITION_BRACKETS,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/jobs/s180_tt_first5_brackets.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/logs/s180_tt_first5_brackets.log
S180_TT,TT_3P3_27C,180,4,PASS,-1.651530708853654,-1.6513750692052165,-1.6514528890294353,3,3,True,4,4,True,True,True,0,False,True,STOP_AFTER_FIRST_5_TRANSITION_BRACKETS,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/jobs/s180_tt_first5_brackets.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/logs/s180_tt_first5_brackets.log
S180_TT,TT_3P3_27C,180,5,PASS,-1.6379596259650284,-1.637803986316591,-1.6378818061408098,4,4,True,5,5,True,True,True,0,False,True,STOP_AFTER_FIRST_5_TRANSITION_BRACKETS,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/jobs/s180_tt_first5_brackets.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T181057Z/static/S180_TT/logs/s180_tt_first5_brackets.log
