case,seed,pvt,transition_count,max_final_bracket_lsb,max_abs_dnl_ep_lsb,max_abs_inl_ep_lsb,min_width_code,min_dnl_ep_lsb,missing_code_count,reversal_count,status
S044_TT,44,TT_3P3_27C,255,0.01562500000000669,0.6103512014787864,0.6866451016635909,191,-0.6103512014787533,0,0,PASS
S116_TT,116,TT_3P3_27C,255,0.011718750000013375,0.4225768685686033,0.35801651364840553,191,-0.30519440507733253,0,0,PASS
S180_TT,180,TT_3P3_27C,255,0.011718750000013375,0.4695081563178495,0.4519016004559494,191,-0.4695081563178495,0,0,PASS
S106_TT,106,TT_3P3_27C,255,0.01562500000000669,0.14671903881700876,0.09390018484288684,128,-0.04108133086876509,0,0,PASS
S044_SS,44,SS_3P0_125C,255,0.015625000000000156,1.4963498028585356,1.5726343026121274,191,-1.0034345736816053,1,1,FAIL
S044_FF,44,FF_3P6_M40C,255,0.01562500000000669,0.32877218934911445,0.41683616863905154,191,-0.328772189349107,0,0,PASS
