category,mismatch_seed,noise_seed,repeat_index,frame_index,ideal_vid_v,commanded_vid_v,code,valid,invalid_v,timeout_v,complete_time_s,measurement_stem,measurement_maxstep_ps,measurement_solver_profile
MC200_MAIN,10,100010,,38,1.3591157246103238,1.3590877710882308,230,True,0.0,0.0,1.93755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,39,0.6479810573451193,0.6479541742802473,176,True,0.0,0.0,1.98755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,40,-0.3573234627926919,-0.35730233881799317,100,True,0.0,0.0,2.03755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,41,-1.2004106012861624,-1.2003641181751845,37,True,0.0,0.0,2.08755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,42,-1.4985364234506107,-1.4985379271501378,14,True,0.0,0.0,2.13755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,43,-1.116358038858104,-1.116358984715672,43,True,0.0,0.0,2.18755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,44,-0.22737644401505985,-0.22753163646682728,110,True,0.0,0.0,2.23755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,45,0.7648293027139195,0.7648432804407883,185,True,0.0,0.0,2.28755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,46,1.4098185360870479,1.4097548475160309,233,True,0.0,0.0,2.33755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,47,1.414779628765761,1.4148390919020994,234,True,0.0,0.0,2.38755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,48,0.7774603483941213,0.777563458365454,186,True,0.0,0.0,2.43755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,49,-0.2128096759983695,-0.21273073691125724,111,True,0.0,0.0,2.48755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,50,-1.1064685566410837,-1.1065072050435165,44,True,0.0,0.0,2.53755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,51,-1.4978138452031033,-1.497810980978317,14,True,0.0,0.0,2.58755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,52,-1.2091829624257844,-1.2092098903212722,36,True,0.0,0.0,2.63755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,53,-0.37160829476340085,-0.371641797245558,99,True,0.0,0.0,2.68755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,54,0.6346687696089551,0.6347784126967673,175,True,0.0,0.0,2.73755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,55,1.352819481424588,1.3529570512764166,229,True,0.0,0.0,2.78755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,56,1.4568184316989696,1.4567846696290103,237,True,0.0,0.0,2.83755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,57,0.8994522712850339,0.8995107132349103,195,True,0.0,0.0,2.88755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,58,-0.06624641569059603,-0.0662999895163246,122,True,0.0,0.0,2.93755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,59,-1.0018706149383219,-1.0019367081588113,52,True,0.0,0.0,2.98755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,60,-1.4826665008379531,-1.482704118968821,16,True,0.0,0.0,3.03755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,61,-1.2903627930586619,-1.2903195371527438,30,True,0.0,0.0,3.08755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,62,-0.5122613544914125,-0.5122793898069088,89,True,0.0,0.0,3.13755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,10,100010,,63,0.4983960293074198,0.4983904791660458,165,True,0.0,0.0,3.18755e-05,fast64_s010_n100010_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,0,1.2827920356296627,1.2828135917091754,221,True,0.0,0.0,3.755e-07,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,1,1.4848272767569515,1.48485100074812,236,True,0.0,0.0,8.755e-07,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,2,1.0127819771128357,1.012796089164588,200,True,0.0,0.0,1.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,3,0.08095483381425314,0.08084196088564707,130,True,0.0,0.0,1.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,4,-0.887624111535514,-0.8876568893783816,57,True,0.0,0.0,2.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,5,-1.4532402675617817,-1.4532025070659003,14,True,0.0,0.0,2.87551e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,6,-1.359115724610322,-1.3592021491507713,21,True,0.0,0.0,3.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,7,-0.6479810573451181,-0.647966816675725,75,True,0.0,0.0,3.87551e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,8,0.35732346279269056,0.3572733185610265,151,True,0.0,0.0,4.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,9,1.200410601286161,1.2003924972691924,214,True,0.0,0.0,4.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,10,1.4985364234506107,1.4985037921096698,237,True,0.0,0.0,5.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,11,1.1163580388581014,1.1164557587848458,208,True,0.0,0.0,5.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,12,0.22737644401506385,0.22740523170648247,141,True,0.0,0.0,6.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,13,-0.7648293027139206,-0.7646855518993327,66,True,0.0,0.0,6.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,14,-1.40981853608705,-1.4097291658190874,18,True,0.0,0.0,7.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,15,-1.4147796287657606,-1.4148493374289328,17,True,0.0,0.0,7.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,16,-0.7774603483941246,-0.7775020241287242,65,True,0.0,0.0,8.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,17,0.21280967599837608,0.2127064773287643,140,True,0.0,0.0,8.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,18,1.106468556641088,1.106413904407293,207,True,0.0,0.0,9.3755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,19,1.4978138452031033,1.497769734378157,237,True,0.0,0.0,9.8755e-06,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,20,1.2091829624257837,1.209156118028887,215,True,0.0,0.0,1.03755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,21,0.3716082947633996,0.37161765463190305,152,True,0.0,0.0,1.08755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,22,-0.6346687696089611,-0.6347435924781372,76,True,0.0,0.0,1.13755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,23,-1.3528194814245906,-1.3529710534353327,22,True,0.0,0.0,1.18755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,24,-1.4568184316989683,-1.4568349935108718,14,True,0.0,0.0,1.23755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,25,-0.8994522712850329,-0.8993904339021965,56,True,0.0,0.0,1.28755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,26,0.0662464156905973,0.06622466543817916,129,True,0.0,0.0,1.33755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,27,1.0018706149383227,1.0019528715300277,199,True,0.0,0.0,1.38755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,28,1.482666500837955,1.482672964934098,236,True,0.0,0.0,1.43755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,29,1.2903627930586585,1.2903896974823594,221,True,0.0,0.0,1.48755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,30,0.5122613544914112,0.5123343375900796,162,True,0.0,0.0,1.53755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,31,-0.4983960293074411,-0.4984507154502887,86,True,0.0,0.0,1.58755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,32,-1.2827920356296636,-1.2828087839778213,27,True,0.0,0.0,1.63755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,33,-1.4848272767569517,-1.4848570983849962,12,True,0.0,0.0,1.68755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,34,-1.0127819771128357,-1.0127592032152708,47,True,0.0,0.0,1.73755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,35,-0.08095483381425642,-0.08100799702894398,118,True,0.0,0.0,1.78755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,36,0.8876241115355172,0.8876640598968326,191,True,0.0,0.0,1.83755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,37,1.453240267561782,1.4531499919212258,233,True,0.0,0.0,1.88755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,38,1.3591157246103238,1.3591372764111374,227,True,0.0,0.0,1.93755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,39,0.6479810573451193,0.6479406682437593,173,True,0.0,0.0,1.98755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,40,-0.3573234627926919,-0.35726053434114297,97,True,0.0,0.0,2.03755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,41,-1.2004106012861624,-1.2003600962318184,33,True,0.0,0.0,2.08755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,42,-1.4985364234506107,-1.4984457711123849,11,True,0.0,0.0,2.13755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,43,-1.116358038858104,-1.1164523114161629,39,True,0.0,0.0,2.18755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,44,-0.22737644401505985,-0.22746298800408318,107,True,0.0,0.0,2.23755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,45,0.7648293027139195,0.7648623434670193,182,True,0.0,0.0,2.28755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,46,1.4098185360870479,1.4098454339796473,230,True,0.0,0.0,2.33755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,47,1.414779628765761,1.414860268402948,231,True,0.0,0.0,2.38755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,48,0.7774603483941213,0.7773998940439549,182,True,0.0,0.0,2.43755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,49,-0.2128096759983695,-0.2128436958367767,108,True,0.0,0.0,2.48755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,50,-1.1064685566410837,-1.106495374099813,40,True,0.0,0.0,2.53755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,51,-1.4978138452031033,-1.4977595423929086,11,True,0.0,0.0,2.58755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,52,-1.2091829624257844,-1.2090836391487245,33,True,0.0,0.0,2.63755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,53,-0.37160829476340085,-0.37163274423231774,95,True,0.0,0.0,2.68755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,54,0.6346687696089551,0.6345026991640881,172,True,0.0,0.0,2.73755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,55,1.352819481424588,1.352921163137931,226,True,0.0,0.0,2.78755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,56,1.4568184316989696,1.4568158145581278,234,True,0.0,0.0,2.83755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,57,0.8994522712850339,0.8993768226205511,191,True,0.0,0.0,2.88755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,58,-0.06624641569059603,-0.06632666376697267,119,True,0.0,0.0,2.93755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,59,-1.0018706149383219,-1.0019351710731144,49,True,0.0,0.0,2.98755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,60,-1.4826665008379531,-1.482598535151076,12,True,0.0,0.0,3.03755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,61,-1.2903627930586619,-1.2904558533001644,26,True,0.0,0.0,3.08755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,62,-0.5122613544914125,-0.512335849897364,85,True,0.0,0.0,3.13755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,11,100011,,63,0.4983960293074198,0.49836959275481063,161,True,0.0,0.0,3.18755e-05,fast64_s011_n100011_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,0,1.2827920356296627,1.282746890004862,228,True,0.0,0.0,3.75496e-07,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,1,1.4848272767569515,1.4848559084683577,243,True,0.0,0.0,8.75501e-07,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,2,1.0127819771128357,1.0127416610113,208,True,0.0,0.0,1.37551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,3,0.08095483381425314,0.08089710891116661,137,True,0.0,0.0,1.87551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,4,-0.887624111535514,-0.887600596392784,64,True,0.0,0.0,2.3755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,5,-1.4532402675617817,-1.4532896377957707,21,True,0.0,0.0,2.87551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,6,-1.359115724610322,-1.3591562097086762,28,True,0.0,0.0,3.37549e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,7,-0.6479810573451181,-0.6480945193468596,82,True,0.0,0.0,3.87548e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,8,0.35732346279269056,0.3573340529629819,158,True,0.0,0.0,4.37548e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,9,1.200410601286161,1.2003960437645345,221,True,0.0,0.0,4.87551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,10,1.4985364234506107,1.4985422759356681,244,True,0.0,0.0,5.3755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,11,1.1163580388581014,1.1163447700299736,215,True,0.0,0.0,5.8755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,12,0.22737644401506385,0.22729415107273834,148,True,0.0,0.0,6.37551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,13,-0.7648293027139206,-0.764797853363822,73,True,0.0,0.0,6.8755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,14,-1.40981853608705,-1.4098657627816737,24,True,0.0,0.0,7.37551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,15,-1.4147796287657606,-1.4148540879603757,24,True,0.0,0.0,7.8755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,16,-0.7774603483941246,-0.777391581575091,72,True,0.0,0.0,8.3755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,17,0.21280967599837608,0.21274773998353697,147,True,0.0,0.0,8.87551e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,18,1.106468556641088,1.106382105871813,214,True,0.0,0.0,9.3755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,19,1.4978138452031033,1.497724501041842,244,True,0.0,0.0,9.8755e-06,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,20,1.2091829624257837,1.2091701129289638,222,True,0.0,0.0,1.03755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,21,0.3716082947633996,0.3714755657471246,160,True,0.0,0.0,1.08755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,22,-0.6346687696089611,-0.6346405200202718,83,True,0.0,0.0,1.13755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,23,-1.3528194814245906,-1.352849291740151,29,True,0.0,0.0,1.18755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,24,-1.4568184316989683,-1.4568185404672007,21,True,0.0,0.0,1.23755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,25,-0.8994522712850329,-0.8994133184803771,64,True,0.0,0.0,1.28755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,26,0.0662464156905973,0.06618680853039709,136,True,0.0,0.0,1.33755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,27,1.0018706149383227,1.0018627484452607,206,True,0.0,0.0,1.38755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,28,1.482666500837955,1.482668450368265,242,True,0.0,0.0,1.43755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,29,1.2903627930586585,1.2904052924569693,228,True,0.0,0.0,1.48755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,30,0.5122613544914112,0.5121982846442793,169,True,0.0,0.0,1.53755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,31,-0.4983960293074411,-0.498460595766292,93,True,0.0,0.0,1.58755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,32,-1.2827920356296636,-1.2828420684376085,34,True,0.0,0.0,1.63755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,33,-1.4848272767569517,-1.4849213433278226,19,True,0.0,0.0,1.68755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,34,-1.0127819771128357,-1.0128308680889138,54,True,0.0,0.0,1.73755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,35,-0.08095483381425642,-0.08092448663316186,125,True,0.0,0.0,1.78755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,36,0.8876241115355172,0.8877167701348173,198,True,0.0,0.0,1.83755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,37,1.453240267561782,1.4532377712719708,240,True,0.0,0.0,1.88755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,38,1.3591157246103238,1.3591297816871617,233,True,0.0,0.0,1.93755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,39,0.6479810573451193,0.6479265154515227,180,True,0.0,0.0,1.98755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,40,-0.3573234627926919,-0.35740532587679985,104,True,0.0,0.0,2.03755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,41,-1.2004106012861624,-1.20049762328885,40,True,0.0,0.0,2.08755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,42,-1.4985364234506107,-1.4985414402159116,18,True,0.0,0.0,2.13755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,43,-1.116358038858104,-1.1163119871212883,47,True,0.0,0.0,2.18755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,44,-0.22737644401505985,-0.22742738913163535,114,True,0.0,0.0,2.23755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,45,0.7648293027139195,0.7647759482804813,188,True,0.0,0.0,2.28755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,46,1.4098185360870479,1.4099285816456013,237,True,0.0,0.0,2.33755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,47,1.414779628765761,1.4147512101095039,237,True,0.0,0.0,2.38755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,48,0.7774603483941213,0.7772307688783893,192,True,0.0,0.0,2.43755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,49,-0.2128096759983695,-0.2128308656787001,115,True,0.0,0.0,2.48755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,50,-1.1064685566410837,-1.1063362854339225,48,True,0.0,0.0,2.53755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,51,-1.4978138452031033,-1.4977751311741359,18,True,0.0,0.0,2.58755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,52,-1.2091829624257844,-1.2091224542724497,40,True,0.0,0.0,2.63755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,53,-0.37160829476340085,-0.3715424017048391,103,True,0.0,0.0,2.68755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,54,0.6346687696089551,0.6347194082169276,179,True,0.0,0.0,2.73755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,55,1.352819481424588,1.35280261515795,233,True,0.0,0.0,2.78755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,56,1.4568184316989696,1.4568109041233246,241,True,0.0,0.0,2.83755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,57,0.8994522712850339,0.8995065483408334,199,True,0.0,0.0,2.88755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,58,-0.06624641569059603,-0.06623994037358015,126,True,0.0,0.0,2.93755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,59,-1.0018706149383219,-1.0018057255866735,55,True,0.0,0.0,2.98755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,60,-1.4826665008379531,-1.4828471684063456,19,True,0.0,0.0,3.03755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,61,-1.2903627930586619,-1.2903759897282112,34,True,0.0,0.0,3.08755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,62,-0.5122613544914125,-0.5122918128818372,92,True,0.0,0.0,3.13755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,12,100012,,63,0.4983960293074198,0.49841941851411115,168,True,0.0,0.0,3.18755e-05,fast64_s012_n100012_main_robust_retry,50.0,ROBUST_GEAR
MC200_MAIN,13,100013,,0,1.2827920356296627,1.2827752220557496,225,True,0.0,0.0,3.75501e-07,fast64_s013_n100013_main_robust_retry,50.0,ROBUST_GEAR
