baseline_abs_offset_rank_ascending,mismatch_seed,baseline_cap_x1_offset_lsb,offset_lsb,cap_x1div3_minus_baseline_offset_lsb,offset_v,t1_measured_v,lower_v,upper_v,width_lsb,bisection_rounds,elapsed_s,cpu_affinity,result_sha256
85,59,0.4160156250000234,0.6621093750000033,0.2460937499999799,0.008793640136718794,-1.6779251098632812,-1.6780029296875,-1.6778472900390626,0.011718749999996657,7,366.8294326110008,12,2b055702a0e1318c47f6f899e383a153f3b9b619d45c36e4f0adec34c961ae96
86,60,0.42773437500000333,0.6738281249999833,0.24609374999998002,0.008949279785156028,-1.677769470214844,-1.6778472900390626,-1.6776916503906252,0.011718749999996657,7,366.7875980530007,2,175cc4e3312399889e4faf995e25416bef1c0e9d796d6e4a9fe0ef273383ddc1
64,61,-0.2636718750000167,-0.017578125000003345,0.24609375000001338,-0.0002334594726562944,-1.6869522094726563,-1.6870300292968752,-1.6868743896484375,0.011718750000013375,7,367.45673895300206,4,66d41a97e96675b1eb12c6a811142fee8c7be78531f35b2858c3cb9463a76d7b
50,62,-0.19335937500000336,0.052734375000010034,0.24609375000001338,0.0007003784179688832,-1.6860183715820312,-1.68609619140625,-1.6859405517578125,0.011718749999996657,7,366.58880424999734,6,f83d108e717b368d72a9aef1a8b4fd8fe3491556144091fcd59bdacda249b74e
34,63,0.13476562500000336,0.3808593750000167,0.24609375000001335,0.005058288574218972,-1.681660461425781,-1.68173828125,-1.6815826416015625,0.011718749999996657,7,367.96921099599786,14,9a5d159917f86a3cd0efa18f78930f07f40097ca51725f9ea6859d60b5446b62
32,64,0.12304687499998997,0.36914062500000333,0.24609375000001338,0.004902648925781294,-1.6818161010742188,-1.6818939208984374,-1.68173828125,0.011718749999996657,7,368.7429468549999,0,cbea27313625a0e6c759a058cf933bdcf7ac4df0baa34dd4a04c4a5b237e2b3d
69,65,0.3222656250000167,0.58007812500001,0.2578124999999933,0.007704162597656383,-1.6790145874023437,-1.6790924072265625,-1.6789367675781248,0.011718750000013375,7,378.41337073199975,10,8b7c538721ab572965046a77312a6b1acc96851909e7bf31af6a40a1956658d3
53,66,0.2050781249999833,0.4511718750000301,0.2460937500000468,0.00599212646484415,-1.680726623535156,-1.6808044433593747,-1.6806488037109373,0.011718749999996657,7,367.33561623199785,12,4a400b6aa4c4c03fd417331e0ca3623871d8e5ea35c1e23ed2f0f12c7d37a9c7
54,67,-0.2050781249999833,0.041015624999996655,0.24609374999997996,0.0005447387695312056,-1.6861740112304688,-1.6862518310546875,-1.68609619140625,0.011718749999996657,7,368.8252121869991,2,809f86efb4cc7d86db2dcfc3d8f86bf80e3f5dbf4d2986e81bb42d5fd514cd55
81,68,0.40429687500001005,0.65039062499999,0.24609374999997996,0.008638000488281117,-1.678080749511719,-1.6781585693359375,-1.6780029296875,0.011718749999996657,7,367.44564780600194,8,7bede20562d3e8eea7ec47f39347a1261628131c3744702cd4c05f68e740af71
76,69,0.36914062500000333,0.6152343750000168,0.24609375000001343,0.008171081542968972,-1.678547668457031,-1.67862548828125,-1.6784698486328125,0.011718749999996657,7,368.2926096579977,6,6ee4544119cd52a948fba664d1e8cf1443ae97f0f76329e7e265b1e01efe5d78
21,70,-0.07617187500000334,0.16992187500001005,0.24609375000001338,0.0022567749023438832,-1.6844619750976562,-1.684539794921875,-1.6843841552734375,0.011718749999996657,7,367.8468571900012,4,1a7394196bb4db48f8e520924e5b4a173f10d1200ab314137c4d623d2cf91f61
55,71,-0.2050781249999833,0.041015624999996655,0.24609374999997996,0.0005447387695312056,-1.6861740112304688,-1.6862518310546875,-1.68609619140625,0.011718749999996657,7,369.3128513619995,14,9e7ef125374863316c10ff7364b609ab6d34211fe5bd9e0d697a67607b8505c0
35,72,0.13476562500000336,0.3808593750000167,0.24609375000001335,0.005058288574218972,-1.681660461425781,-1.68173828125,-1.6815826416015625,0.011718749999996657,7,368.6139889139995,0,f784424afbf1f2c1b7ce7961a0b53c0fb8da221ad4021ca53f692e815fb2d407
100,73,0.7578125000000067,1.0078125000000133,0.25000000000000666,0.013385009765625178,-1.6733337402343749,-1.6734375,-1.6732299804687498,0.01562500000000669,8,0.262182849997771,12,de075d3c505fa44c0500dfe58213d7b7aaa149bde24abf1010dcf8ca63a3f86d
5,74,0.005859374999989969,0.25195312500000333,0.24609375000001335,0.0033462524414062944,-1.6833724975585938,-1.6834503173828126,-1.683294677734375,0.011718750000013375,7,368.64064627300104,12,207c6cbbf1a9ff10a58111504fd7a43bee5fd9f818e9fa9ce139fa463cb21700
46,75,0.16992187500001005,0.42773437500000333,0.2578124999999933,0.005680847167968794,-1.6810379028320312,-1.6811157226562499,-1.6809600830078124,0.011718749999996657,7,369.1096296100004,8,af184b241845cdef5600641eed91b6760948b29b9a8e061fc8586f3f6b384846
87,76,0.4394531250000167,0.6855468749999967,0.24609374999997996,0.009104919433593706,-1.6776138305664063,-1.6776916503906252,-1.6775360107421875,0.011718750000013375,7,368.89987291000216,4,24f306ed9c2db09f7811fdd0576084aee650586041ebdc5b2c785ae0d7bfea1e
70,77,0.3222656250000167,0.5683593749999967,0.24609374999997996,0.007548522949218706,-1.6791702270507813,-1.679248046875,-1.6790924072265625,0.011718749999996657,7,367.93297236500075,6,371466eaf13868c6c8b11fe8bec5a4bdb81d81c292a639afa4af80a52f761f43
31,78,0.1113281249999766,0.3574218750000234,0.24609375000004682,0.004747009277344061,-1.681971740722656,-1.6820495605468748,-1.6818939208984374,0.011718749999996657,7,367.50247178300197,2,ffa2a95cdb265d91c354a010acb13661a5a7f7f26ca8f763eac48a346f58f608
58,79,0.21679687499999667,0.46289062500001005,0.24609375000001338,0.006147766113281383,-1.6805709838867187,-1.6806488037109373,-1.6804931640624998,0.011718749999996657,7,370.26064324099934,14,0273aadda50624674aaeb5d2a2e2b5a83e9c4eb2559c86f88d03362227fd1e2c
6,80,-0.005859374999989969,0.24023437499998998,0.24609374999997996,0.0031906127929686168,-1.6835281372070314,-1.68360595703125,-1.6834503173828126,0.011718749999996657,7,368.8375533319995,10,63e8f6e0136d41e992fbf92f79e5da68930907d695e79b1bf877bd7afe6d65db
71,81,0.3222656250000167,0.5683593749999967,0.24609374999997996,0.007548522949218706,-1.6791702270507813,-1.679248046875,-1.6790924072265625,0.011718749999996657,7,371.4621316380035,0,f1055d19c7ab4b7acc31a827b2ee51c77e5081829c2485b9c0e68c01bc5345a0
51,82,0.19335937500000336,0.4394531250000167,0.24609375000001335,0.005836486816406472,-1.6808822631835936,-1.6809600830078124,-1.6808044433593747,0.011718750000013375,7,370.13445608700204,12,e391c670e41db2ee6abc031de733388ec560fd53c75a76e667f612c9fe600e62
36,83,-0.13476562500000336,0.1113281249999766,0.24609374999997996,0.0014785766601559391,-1.685240173339844,-1.6853179931640627,-1.6851623535156253,0.011718749999996657,7,369.3245974800011,2,1fa5c2f07199a56f58e48b6d2250438e7acc7fcbb40a3553eda7c1990947771f
8,84,-0.017578125000003345,0.22851562500001005,0.24609375000001338,0.0030349731445313832,-1.6836837768554687,-1.6837615966796875,-1.68360595703125,0.011718749999996657,7,369.23059170099805,8,e2ec82e6548e9da9214890af6063bcc7c91e31a9f184b89263f545dc8594cd62
37,85,0.13476562500000336,0.3808593750000167,0.24609375000001335,0.005058288574218972,-1.681660461425781,-1.68173828125,-1.6815826416015625,0.011718749999996657,7,369.22547457900146,6,71eb616c61e803aae425bb17675dee72a3d5ccafa19f18ddacd6bd3747f4f0a4
94,86,0.52148437500001,0.7734374999999967,0.2519531249999867,0.010272216796874956,-1.676446533203125,-1.67655029296875,-1.6763427734375,0.01562499999998997,8,0.2602165869975579,4,80a54adafd1d79e52bac3ef3e17d58a46c92633020c58a3198f82243cb7bbe20
73,87,0.33398437499999667,0.58007812500001,0.24609375000001332,0.007704162597656383,-1.6790145874023437,-1.6790924072265625,-1.6789367675781248,0.011718750000013375,7,370.2677132630015,4,c23fbbc3a7dc4cbb6bd20c1318f919176ad7761f74da46d837795f4b465af50e
59,88,0.21679687499999667,0.46289062500001005,0.24609375000001338,0.006147766113281383,-1.6805709838867187,-1.6806488037109373,-1.6804931640624998,0.011718749999996657,7,369.2098832909978,14,3c61f9df41dc57c674e36c1fd171c6bc3464214a296b8031faf06fabc829c4ef
18,89,-0.06445312499998997,0.18164062499998998,0.24609374999997996,0.0024124145507811168,-1.684306335449219,-1.6843841552734375,-1.684228515625,0.011718749999996657,7,369.7127499260023,10,d76703ab37f3caabb60f40331a16b860225de4401f2fa81747c7068b3801e7cc
33,90,0.12304687499998997,0.3808593750000167,0.25781250000002676,0.005058288574218972,-1.681660461425781,-1.68173828125,-1.6815826416015625,0.011718749999996657,7,370.2110606499991,0,cabd18ae89a6404646fe8859311d7ef81917357ccb4ed0c01178eff498d1bc84
56,91,0.2050781249999833,0.4511718750000301,0.2460937500000468,0.00599212646484415,-1.680726623535156,-1.6808044433593747,-1.6806488037109373,0.011718749999996657,7,367.18651006800064,2,6d4a25290c6fa1d45e722f32998ef87aee10273b618f67ea7db2342eab54c878
28,92,0.08789062499998328,0.33398437499999667,0.24609375000001338,0.004435729980468706,-1.6822830200195313,-1.68236083984375,-1.6822052001953125,0.011718749999996657,7,369.79024276400014,8,8eeb9e4b567bae5fb1eadb8e7c27fac1a5ae1af4bb54c92f666ed3a5b1d7cd12
22,93,-0.07617187500000334,0.16992187500001005,0.24609375000001338,0.0022567749023438832,-1.6844619750976562,-1.684539794921875,-1.6843841552734375,0.011718749999996657,7,369.58878528399873,6,1bacfc7a61244a609cd6f6e5f72a129df39dc8dd2e24ffee34115e327a78009f
19,94,-0.06445312499998997,0.18164062499998998,0.24609374999997996,0.0024124145507811168,-1.684306335449219,-1.6843841552734375,-1.684228515625,0.011718749999996657,7,368.81062309400295,12,ba5f4cec488543d91b3999772a1f67a47d12d7ff11ce1acfc311c61b0d060a61
42,95,0.15820312499999667,0.40429687500001005,0.24609375000001338,0.005369567871093883,-1.6813491821289062,-1.681427001953125,-1.6812713623046873,0.011718750000013375,7,368.0848911489993,4,0d11849ce33b87b63970990fa6e66ab890f657c47f47e0a3c63700d41f8fb8eb
57,96,0.2050781249999833,0.4511718750000301,0.2460937500000468,0.00599212646484415,-1.680726623535156,-1.6808044433593747,-1.6806488037109373,0.011718749999996657,7,368.9257094150016,14,a8c980886ba9a4e8d7160f7d62eb2f23bb30ab1d63445ea0385b54f21b4e83d1
30,97,0.09960937499999666,0.34570312500001005,0.24609375000001338,0.004591369628906383,-1.6821273803710937,-1.6822052001953125,-1.6820495605468748,0.011718750000013375,7,367.5923580870003,10,4a8840ad82df4bedd8584fd5a7a111fcba74bc13a2427f174832bd667c0c16de
43,98,0.15820312499999667,0.40429687500001005,0.24609375000001338,0.005369567871093883,-1.6813491821289062,-1.681427001953125,-1.6812713623046873,0.011718750000013375,7,367.1080063829977,0,76804bf9a8d8e4032f52c034c72fa8b5ff43b69fadbd5288874917dfb80007a1
60,99,0.24023437499998998,0.48632812500000333,0.24609375000001335,0.006459045410156294,-1.6802597045898438,-1.6803375244140624,-1.680181884765625,0.011718749999996657,7,308.70668674899935,2,2a185fd5ed1e456329b21631091f2a2036f83bcdfb5500589abd4ba520e0ec38
