mismatch_seed,sampler_offset_v,sampler_gain_negative,sampler_gain_positive,sampler_asymmetry_ppm,sampler_fit_rms_v,correction_offset_v,correction_vicm_slope_scaled_v,correction_settling_scale_v,correction_major_fit_max_error_lsb,correction_major_fit_rms_error_lsb,offset_lsb,gain_error_ppm,endpoint_lsb_v,minimum_code_width_lsb,missing_code_count,max_abs_dnl_lsb,max_abs_inl_endpoint_lsb,max_abs_inl_best_fit_lsb,worst_width_lower_code,worst_dnl_lower_transition,worst_inl_transition,static_risk_score,reconstructed_spec_status,cohort_residual_recalibrated
76,1.0045921071735861e-05,0.9999994444519594,0.9999991806460689,-0.2638060719305846,8.083426579126937e-07,0.023787177709648236,0.013767604747250412,7.072561473675805e-05,0.007049274707596166,0.0049564838217628785,2.000144113979228,-1214.5784910622126,0.01326511887941558,0.5497299172782908,0,0.5644331686733766,0.5313213686436634,0.5083112823605772,64,63,64,0.5644331686733766,PASS,True
77,1.028679560530865e-05,1.0000014947466223,0.9999991720282104,-2.32271763746424,1.0507441624155144e-06,-0.01184382394048401,-0.029794590832192807,1.8959594507406255e-05,0.03480861617202807,0.025376177954025497,-0.8509987731923897,-1189.2992265021273,0.013265454619648018,-0.027060724904951153,2,1.102102058494038,1.093283859116012,1.046488492966627,191,192,192,1.102102058494038,FAIL,True
78,9.735022850900607e-06,0.9999991674186312,1.00000125801409,2.090595014155272,9.78102127544451e-07,-0.005613205615197188,0.015762311530588692,1.591679921214691e-05,0.032560883821040464,0.026772879179534772,-0.31592289344782853,-1252.0743074683205,0.013264620888103935,0.3956907246547542,0,0.6532860279681219,0.6183666472228321,0.6026699123748357,64,63,64,0.6532860279681219,PASS,True
79,9.982274582934274e-06,1.000000610820327,1.0000006170445768,0.0062242459609829735,7.743567582743328e-07,0.01507309493764971,0.012546890877576544,4.167082881193418e-05,0.024851172469044912,0.01801185256815672,1.2604030460583633,-1292.3348980828919,0.013264086177134836,0.4737437456141251,0,0.5262562543858749,0.5362374153366013,0.4923590684201244,64,64,64,0.5262562543858749,PASS,True
80,1.0067856879332582e-05,0.9999998662191705,0.9999987391856999,-1.1270342564275637,1.0195226034161959e-06,-0.027769092136798443,-0.06743798428659008,3.982485250862816e-05,0.06561916801403225,0.0546077305020753,-2.0471646569217397,-1302.4358467981224,0.013263952023909712,-1.456238594973311,6,2.4915090250496927,2.561008669740216,2.424394162956757,191,192,192,2.4915090250496927,FAIL,True
81,9.752999624806701e-06,0.9999992182459236,1.0000001210730802,0.9028274548307623,7.133702240175601e-07,0.013648951033051457,0.0007460390602209116,8.422450713692548e-05,0.015496560350005162,0.010376514575372055,1.1345689896561888,-1348.9705756873916,0.013263333984541652,0.8524026517996284,0,0.14759734820037163,0.19029113316523322,0.1730351337905007,128,128,96,0.14759734820037163,PASS,True
82,9.953299035796152e-06,1.0000000077206226,1.0000004530167081,0.4452959829783012,1.62242410189049e-06,0.014517796268961205,-0.02863310231460388,4.590985290300206e-05,0.03752909427917029,0.02602569026965868,1.1538882490216906,-1266.8639508616186,0.013264424463152619,0.005829849424168119,0,1.068993675758958,1.1156304973813926,1.0315638957883382,191,192,192,1.068993675758958,FAIL,True
83,9.779782211586528e-06,0.9999993506644327,1.0000008876171715,1.536952555742696,8.178510927821176e-07,0.009838501179460536,0.03221567305694829,4.8027569292242294e-05,0.0415228043614731,0.033791621689927026,0.8202498505379113,-1281.2355322562307,0.013264233590587222,-0.21444986566194194,2,1.3107273475545207,1.309779228127647,1.2399605571278671,64,63,64,1.3107273475545207,FAIL,True
84,1.0145055985656663e-05,1.000000409905293,0.9999996435369236,-0.7663683489532354,5.594006202097773e-07,-0.005405149449772718,0.001854821910144234,7.221202910531373e-05,0.004826003420205815,0.0029520355181702857,-0.3191625018267112,-1239.1957420626597,0.01326479193155073,0.805321231546613,0,0.19467876845338705,0.1641878170547775,0.16186733351689636,32,32,96,0.19467876845338705,PASS,True
85,1.0037645163286217e-05,0.9999987309140698,0.9999986277597392,-0.10315446675417922,1.5077002431696528e-06,0.010721055886706,-0.001408388421972196,4.601638308531332e-05,0.010774206494001175,0.005873591205460399,0.8225992054015391,-1310.4412978168777,0.01326384570151337,0.8992494979078209,0,0.24362322682181126,0.1511555863927424,0.1445438445664659,32,127,144,0.24362322682181126,PASS,True
86,1.0251007815667203e-05,1.0000010537929453,0.9999992652352299,-1.7885574301873641,1.787087597089349e-06,0.0634636888580229,0.0599452928506868,6.274599967020977e-05,0.06935976131240613,0.054719980187800235,4.907872468549984,-1185.4288629136179,0.013265506022914429,-1.344776669301144,6,2.344776669301144,2.315445907495017,2.2001453745924087,64,64,64,2.344776669301144,FAIL,True
87,1.0179738117925752e-05,1.0000010095394636,0.9999992585720539,-1.7509671750032307,7.998661569185232e-07,-0.010226821522045642,0.020118254231333992,8.881411295175438e-05,0.03630317395620031,0.029819339232081268,-0.5309172195881348,-1239.478738242039,0.013264788173007722,0.3012875736612146,0,0.7660138121659126,0.7377559022274203,0.717292708466684,64,63,64,0.7660138121659126,PASS,True
88,1.0043982621699745e-05,0.9999995661559757,1.0000001518230586,0.5856671654160195,5.036595409699219e-07,-0.00046859903350722905,-0.00025502439459464327,7.463780602386264e-05,0.022808945937155302,0.0166149429813664,0.14290375513458203,-1240.9155826589301,0.01326476908991781,0.9267596367071924,0,0.14956311452068216,0.12806024884507874,0.1154919439837489,32,128,122,0.14956311452068216,PASS,True
89,1.0094658833646261e-05,1.0000001297986838,0.9999993447770186,-0.7850218714630964,6.413406292096147e-07,-0.01580592020833877,-0.046831525907451904,2.4531222855809745e-06,0.06251488007868802,0.05012254642993659,-1.0532513106719301,-1225.7286097024921,0.013264970791902388,-0.7109501597936911,2,1.7849799696645188,1.7752960101831892,1.6957728559272784,191,192,192,1.7849799696645188,FAIL,True
90,1.013883842693744e-05,1.0000011588464055,0.9999994501929832,-1.7086529019869579,8.426221930788576e-07,0.01928752533510275,0.039696947305484384,6.011532492612384e-05,0.052019523659783,0.04009707373268558,1.659393504384321,-1302.1191304337653,0.013263956230298926,-0.48066173934868317,2,1.4806617393486832,1.4657681468957253,1.4098038932592525,64,64,64,1.4806617393486832,FAIL,True
91,1.0225091461046193e-05,0.999999730539025,0.9999990497200162,-0.6808194240475443,1.7796603375217152e-06,0.03864467350562911,0.022496109362816534,2.784134327829463e-05,0.034027086379884816,0.023691998053698617,3.1352012726222425,-1279.5893669100833,0.013264255453720725,0.11006115631933505,0,0.889938843680665,0.8091485052041384,0.7764548476104666,64,64,64,0.889938843680665,PASS,True
92,9.978291306142215e-06,0.999999437783786,1.0000001134407412,0.6756571068826647,5.169755616198298e-07,0.009700528870040607,0.01459781999859654,2.7280337318578146e-05,0.02056183980027715,0.016413949224906275,0.9242565439550825,-1265.258015444415,0.013264445791982379,0.5071697445459201,0,0.5997091710867479,0.5264921517180723,0.5210026143689217,64,63,64,0.5997091710867479,PASS,True
93,1.0153877653171127e-05,1.0000000609554054,0.9999994043162594,-0.6566393215079841,5.524222766799546e-07,-0.0288351377120232,0.013257672721784266,1.2551858316200367e-05,0.03566554971264575,0.025763657340567143,-2.0818539346082585,-1254.5260448802997,0.013264588325966433,0.5344709444508163,0,0.6221068315266718,0.5285825799324957,0.5282106977704254,64,63,64,0.6221068315266718,PASS,True
94,9.728587632786563e-06,0.9999997422393537,1.0000013947380795,1.6524977863196755,1.0525962585931645e-06,-0.024942432337722056,-0.039625040470013535,1.9863152944675746e-05,0.04517509809773625,0.036702865405631245,-1.7907842157067515,-1274.9988843221427,0.013264316421067596,-0.43388400812905803,2,1.4692900116542877,1.4872144809484322,1.4156602812340462,191,192,192,1.4692900116542877,FAIL,True
95,9.956815935274558e-06,0.9999994018347659,0.9999994451588341,0.0433240931983067,1.7343904938552382e-06,-0.02607221930799689,0.0025470136764031656,1.8058246014590277e-05,0.01456838292582742,0.00894699899207257,-1.7972698903988893,-1266.9959401597764,0.013264422710169753,0.8539626756349475,0,0.15599755569447615,0.13070593639021377,0.13318972048314393,64,223,160,0.15599755569447615,PASS,True
96,9.970062596987927e-06,0.9999996660716127,0.9999999783590918,0.3122875346183236,4.673483627114716e-07,0.008708279144859984,-0.04032914551611301,6.687048844700767e-05,0.052073824965475767,0.03893340293122081,0.743394380811019,-1314.8270222481663,0.013263787453610766,-0.5073750280403058,2,1.5073750280403058,1.5474837937348214,1.4557779170578709,191,191,192,1.5073750280403058,FAIL,True
97,1.010515714438253e-05,1.000000829215943,0.9999995842712216,-1.2449444640392795,6.683069550458028e-07,0.0037788512911373657,-0.001406781661544891,2.3410990803280608e-05,0.008299161140195284,0.004479279551774194,0.512340395653138,-1297.553170359289,0.013264016871956165,0.9277972971980162,0,0.18843047655350986,0.11934586010787873,0.11782921457236595,127,192,153,0.18843047655350986,PASS,True
98,9.664534384454718e-06,0.9999987779077759,1.0000010810017552,2.303094141777931,1.0248791181966804e-06,0.020176920910505384,0.00041682290322465735,3.140036208533055e-05,0.00455412229931043,0.003089473678130109,1.6735757881925692,-1325.1663715698746,0.013263650134127588,0.8808099172095651,0,0.11919008279043486,0.11563646893523169,0.08757607404184883,64,64,193,0.11919008279043486,PASS,True
99,1.001297832903276e-05,1.0000009260008795,1.0000013729514121,0.446950018825982,1.392355025511502e-06,0.02090045167437195,0.04121762030516838,4.747963705525868e-05,0.05653255745157025,0.04313824884908069,1.705293311004054,-1296.2675454999405,0.013264033946661329,-0.5900064227879743,2,1.5900064227879742,1.5423173530317498,1.492038435965024,64,64,64,1.5900064227879742,FAIL,True
100,9.451832652625815e-06,0.9999981067793314,1.0000013903218956,3.283543389825812,1.4366631626269411e-06,0.015159151943630276,0.005116019098156671,7.16585542821154e-05,0.002473553027836035,0.0013545175940852304,1.261375441735712,-1227.9105419669145,0.013264941813114502,0.6973029358871177,0,0.30269706411288233,0.22147328677052264,0.21522859275347173,64,64,160,0.30269706411288233,PASS,True
101,9.756596285678497e-06,1.000000212665703,1.0000013563254853,1.143658885014737,1.8699855180782164e-06,0.006469466174619181,0.041570236572594635,4.4805706898979675e-05,0.06329594327844248,0.05010215830046659,0.7301101479399442,-1302.1588962515152,0.01326395570215916,-0.5547391932063019,2,1.554739193206302,1.5092250128025457,1.454490190483186,64,64,192,1.554739193206302,FAIL,True
102,9.977616614681816e-06,1.0000008197824344,1.0000003315518153,-0.48823033798641685,1.7132178101215556e-06,-0.022634782009785723,-0.0457882543193186,6.517285315175723e-05,0.04665310352076363,0.038230999444207873,-1.5334188159857665,-1281.7962197820832,0.01326422614395602,-0.7405665274961458,2,1.7405665274961457,1.8054767005524122,1.7004394075184115,191,191,192,1.7405665274961457,FAIL,True
103,9.811988395656087e-06,0.9999984134473502,0.9999997800881565,1.366642040694718,1.9653990984448534e-06,-0.015792705551290285,0.028243974919890998,3.188817375521343e-05,0.05107413774888547,0.04063550152657782,-0.9963902060504679,-1350.1345980726499,0.013263318524869347,-0.06526539100602878,2,1.0652653910060288,1.0498334017535786,1.0000835789689864,64,64,192,1.0652653910060288,FAIL,True
104,1.0466063983672604e-05,1.0000009365866673,0.999998242167981,-2.694419792667487,1.2743233125005866e-06,0.004447648261384398,-0.02476146838406429,4.9898703349442574e-05,0.028926789010522654,0.019278756076383935,0.48790829543067354,-1256.8889144145555,0.013264556944105431,-0.008194730921926017,1,1.008194730921926,0.9551340471491465,0.8986632897971587,191,191,192,1.008194730921926,FAIL,True
105,1.002935629223708e-05,0.9999994977832105,0.9999997507061837,0.25292306826894584,1.635790519580402e-06,0.012634646958275732,-0.022786026192542212,4.6186248742722954e-05,0.03176033191047011,0.02464459401140533,1.1462473859016513,-1290.9970848783425,0.013264103944966459,0.12075668338663509,0,0.8977518801277762,0.9741545931785812,0.8979552959122125,191,192,192,0.8977518801277762,PASS,True
106,9.806000129608093e-06,0.9999991549319199,1.000000573364889,1.4184331616656713,7.132062747980296e-07,-0.020079758297254037,-0.005796421696160514,1.1862302684572325e-06,0.00661458129689841,0.0037323455033781232,-1.4683770011673654,-1248.2143838348225,0.013264672152714693,0.8249527108156423,0,0.17504728918435775,0.17961026628169538,0.1613018305890866,191,191,64,0.17504728918435775,PASS,True
107,9.75197539904271e-06,0.9999995680535387,1.0000005464360793,0.9783824845322946,1.6668815994905385e-06,0.010432546092453731,0.004946507680066354,7.560163573574777e-05,0.009094906905280494,0.004933601165512363,0.886972297914363,-1313.8171679354382,0.013263800865738357,0.6805239388280797,0,0.3194760611719203,0.23655880430449566,0.21315407781636142,64,64,64,0.3194760611719203,PASS,True
108,1.0129972335781648e-05,1.0000004098633168,0.9999996322128915,-0.7776504090272868,1.6452849306306115e-06,-0.004896601463785661,0.021749068046953497,4.5850536204068034e-05,0.04589348404520066,0.034148865202318114,-0.147728041027285,-1346.5391257656556,0.013263366277235924,0.1928780804439286,0,0.8094920837927264,0.809176365020667,0.7811111286878092,64,63,64,0.8094920837927264,PASS,True
109,1.0208037468203681e-05,1.0000003409693057,0.9999983907440475,-1.9502264948968986,1.142252839489089e-06,-0.028249872790517976,-0.02926809170143157,6.311280060354673e-05,0.0322127250775014,0.024486827460649327,-2.0089572093232277,-1224.3292305041953,0.013264989377407365,-0.08918809919441735,2,1.102065820636175,1.1627524121097017,1.0857293678502482,191,192,192,1.102065820636175,FAIL,True
110,1.0162936557004305e-05,1.000000449644355,0.999999493349544,-0.956294838373685,1.6603768158274289e-06,0.00387149342769575,-0.004007214554878013,3.565617587383618e-05,0.015479230308350992,0.00932519383707465,0.37343950745044113,-1331.6334345416792,0.013263564243447493,0.9007039608990257,0,0.16694142304565562,0.15897717723417712,0.1413856875779971,128,192,192,0.16694142304565562,PASS,True
111,1.0278029665481789e-05,1.0000008866087449,0.9999990466868204,-1.8399219858501557,8.662126930846991e-07,-0.016587059158974092,-0.003933543338770114,2.4859960672689626e-05,0.0014318622435152532,0.0009325586337690161,-1.0934838291056708,-1216.1809561876958,0.013265097596675633,0.8533933661686137,0,0.17530776185538643,0.1693831817118235,0.1634842300045113,191,192,192,0.17530776185538643,PASS,True
112,9.951999084438803e-06,0.9999995533005833,1.0000003536884883,0.8003879421758162,5.178040458105812e-07,0.007168373254172827,0.0309650537521694,2.1077790027709832e-05,0.04127513774819739,0.03211965708821111,0.6137804662747178,-1290.1614751391621,0.013264115042908307,-0.16404955405070043,2,1.2717611847253059,1.2686882642103388,1.1971523379603775,64,63,64,1.2717611847253059,FAIL,True
113,1.0189167987143818e-05,1.000001406582426,0.9999998243552612,-1.5822261910315405,9.242819326071674e-07,-0.042583483297165395,-0.03646918022643792,5.008829801015181e-05,0.0491797704778197,0.03681170884895148,-3.1587130794487535,-1246.9747263154086,0.013264688616916123,-0.3837250106890164,2,1.3837250106890164,1.3254905086468949,1.2665639022024098,191,191,192,1.3837250106890164,FAIL,True
114,1.0257202378104201e-05,1.0000016960277363,0.9999996514993927,-2.0445269659866527,1.2324841813353922e-06,-0.0072902330581486085,0.0004951261496959625,2.5717361702069678e-05,0.006976330802960817,0.003872082431809126,-0.45548449801206,-1265.4189181598997,0.013264443654993189,0.8902228632511333,0,0.10977713674886669,0.11020086209393143,0.1137721745982627,32,32,96,0.10977713674886669,PASS,True
115,9.647136190863558e-06,0.9999993866567134,1.0000011184627329,1.731805582093861,1.7980155076840943e-06,0.021170545357493277,0.03579975734150176,4.941837234148221e-05,0.03130937775254782,0.025873420911616443,1.7835961048362492,-1247.642485886269,0.013264679748234323,-0.3048742544718786,2,1.3730403167720504,1.3642809490524224,1.3045672234565435,64,63,64,1.3730403167720504,FAIL,True
116,1.0033663257285648e-05,1.0000007588003568,1.0000005236235594,-0.2351766465715403,2.2829658060641274e-06,-0.019630359086986963,-0.0677355320354017,3.747949828436021e-05,0.07176484042326514,0.0576060189450013,-1.3423433282033792,-1281.0972133725506,0.013264235427634895,-1.4704421095545293,6,2.5913387475627205,2.5348563786479765,2.438589414130442,191,192,192,2.5913387475627205,FAIL,True
117,1.0312794675701878e-05,1.0000006387842684,0.9999983402437458,-2.2985416959561658,1.2242572485041676e-06,0.0069620199530344255,0.008195163347887979,7.496098904101928e-05,0.009661217701455449,0.006193409779832376,0.6652632878837875,-1253.966576387655,0.01326459575640735,0.6463616381266934,0,0.35363836187330655,0.33846243450395425,0.32514218750779156,64,64,64,0.35363836187330655,PASS,True
118,1.0407794436049957e-05,1.0000006322579944,0.9999981885297811,-2.4437296541795415,1.989425824180555e-06,0.019749826914466872,0.021244740504392973,9.015810443161952e-05,0.03239242576443721,0.02408502139182426,1.7113448868658352,-1305.9747372325958,0.01326390502302113,0.1724806343641331,0,0.8275193656358669,0.8017382678907676,0.7553103921376589,64,64,64,0.8275193656358669,PASS,True
119,9.824585757168235e-06,0.9999994713757796,1.0000003959422916,0.92456657335386,1.670192811020572e-06,0.0030257887835101653,0.00994008696815119,1.2060978477671937e-05,0.009835431007559054,0.005943040013089491,0.46092523567958044,-1279.9602910350538,0.01326425052738469,0.6702443778890107,0,0.35824580298564546,0.34194684935463987,0.33696181581692547,64,63,64,0.35824580298564546,PASS,True
120,1.031867651977503e-05,1.00000106097461,0.9999985564756079,-2.5044994811240313,1.083431327365787e-06,-0.0059344759036585384,-0.017788653863823937,5.4006792182874905e-05,0.029622409120397035,0.01909422412402072,-0.23952649807298218,-1254.839826987375,0.013264584158547824,0.3076447104884936,0,0.7216248953105648,0.7836048562744367,0.7173689002856364,191,192,192,0.7216248953105648,PASS,True
121,9.95637009572514e-06,0.9999994358248466,0.9999996494576808,0.21363293190750438,2.3134464694096248e-06,0.006220131444956942,0.0029345231834042376,4.649703766967681e-05,0.005440890789887168,0.003564537931946011,0.5159368953368257,-1324.276266112312,0.013263661955840696,0.7535917130918359,0,0.24640828690816408,0.1684265347439057,0.1693828987312418,64,64,64,0.24640828690816408,PASS,True
122,1.013082797240442e-05,0.999999639395446,0.9999987906628038,-0.8487333083978217,1.8191002532088822e-06,-0.029463998021571906,0.010371720194305122,2.2528158034436488e-05,0.03277660202590623,0.025931376578812167,-2.1175205173975087,-1297.1943429097576,0.01326402163763323,0.5988946366683753,0,0.45792864936629263,0.4399488227320868,0.4263394996695845,64,63,64,0.45792864936629263,PASS,True
123,9.912068509740394e-06,0.9999995469535845,1.000000909683753,1.3627298573493145,1.7260773451269687e-06,0.012857202356972512,-0.023113507899735996,8.061615746122859e-05,0.031623267558422055,0.025593162694389073,1.0515471576138846,-1248.8055636022955,0.013264664301108406,0.18880902893522705,0,0.8879600829842067,0.8560949968650173,0.8261491018437926,191,192,192,0.8879600829842067,PASS,True
124,9.945920562699053e-06,1.0000000283297483,1.0000007539070963,0.7255770641953972,6.583718053495594e-07,0.03284786655716157,0.025175031491295408,2.6972886668720723e-05,0.02871169232379224,0.022430953277810195,2.7043214405691174,-1172.7349697671086,0.01326567461368278,-0.029571497903242913,2,1.0295714979032429,0.9547723266015263,0.8842629322175081,64,64,64,1.0295714979032429,FAIL,True
125,9.811085377754012e-06,0.9999992008715377,1.0000011977889933,1.9969170575695803,1.7949725781389272e-06,-0.010843809903449598,0.014202567870483452,1.0817933472288214e-05,0.021756359901513787,0.016447802995319477,-0.6988618741921387,-1260.5100518131574,0.013264508850874357,0.5189117278764075,0,0.6493260698556416,0.5540643813174675,0.5459836017393552,64,63,64,0.6493260698556416,PASS,True
126,1.0054639559584248e-05,0.9999996219224866,0.9999990654691969,-0.5564536548713157,1.7771488420016342e-06,-0.007643605094613488,-0.02708652670754533,8.762857063267521e-05,0.03592526096115365,0.02839288343574336,-0.5391154912059652,-1243.3516728578286,0.013264736735594857,-0.03626030703697912,1,1.0362603070369791,0.9832222712499874,0.9338494533294274,191,191,192,1.0362603070369791,FAIL,True
127,9.985166112954418e-06,0.9999995324450185,0.9999990354578734,-0.4969875009715587,8.203938937219066e-07,0.01350286806955134,0.01742486273144471,5.75332328481048e-05,0.0168884043152887,0.012287703837069517,1.2577678699316366,-1237.4532337600108,0.013264815074239125,0.4354033660410982,0,0.6946942616349177,0.6140867265881137,0.6080836936774159,64,63,64,0.6946942616349177,PASS,True
128,9.962162702063453e-06,0.9999984792460475,0.9999986516036905,0.1723578903071374,1.5323657703225894e-06,0.02829642340251313,0.08193729577078725,7.259653113061623e-05,0.10390429922100029,0.08660690874683813,2.357961155871652,-1297.19875647194,0.013264021579015607,-1.9650117541770864,6,3.1398591665934443,3.1186134807566357,2.979385950758951,64,63,64,3.1398591665934443,FAIL,True
129,9.81646884106382e-06,0.9999994406009729,1.0000007678819296,1.3272808183400842,1.6847551851616163e-06,0.01847495665104493,0.03845166913257064,8.974881822862783e-05,0.04718071935165485,0.03888616339429612,1.4368455212131355,-1230.8034136294666,0.013264903392162733,-0.4920495940518216,2,1.525980188874164,1.4842518706331218,1.43275480830551,64,63,192,1.525980188874164,FAIL,True
130,9.949574856372023e-06,1.0000005400104195,1.0000003862733466,-0.153737001647891,6.198138117353656e-07,-0.00597462969151769,-0.03339023464201873,6.237221510240013e-05,0.03469138125043321,0.028894809012239613,-0.28619169060770927,-1324.0866445807242,0.013263664474251662,-0.27651947536230015,2,1.2765194753623001,1.2843235831705908,1.2170048841770142,191,191,192,1.2765194753623001,FAIL,True
131,9.682652976253832e-06,0.9999996951821554,1.0000012726065755,1.5774236567785969,9.43485902118262e-07,-0.021810868459583795,-0.005273128998224083,1.180181836461971e-05,0.004262342935624186,0.0023064832092507663,-1.5054194009863409,-1260.887748810946,0.013264503834586104,0.7848755679921464,0,0.21512443200785358,0.1940629913212917,0.1753891842620894,191,191,64,0.21512443200785358,PASS,True
132,9.781530726367727e-06,1.000000349329667,1.0000015834186538,1.234087794188458,1.3285724762498766e-06,0.003996488253602371,0.04680556222084314,-1.5167213388111325e-05,0.05853672671545267,0.048928720232153666,0.45046684742392445,-1288.612069733519,0.013264135620948851,-0.7428514807956512,2,1.788254895878083,1.7577334686037105,1.6820235202885279,64,63,192,1.788254895878083,FAIL,True
133,1.0083224733193728e-05,0.9999990779598439,0.9999984993244502,-0.5786360946463239,1.4985545711298072e-06,0.024813140891039497,0.006138261566922155,3.4070882933758554e-06,0.010360884969613777,0.006183355730179314,2.1717552257506743,-1301.8577135641697,0.013263959702241725,0.8050984674867531,0,0.24137057814338347,0.20927863667655822,0.1999542789399972,64,128,160,0.24137057814338347,PASS,True
134,1.004601217183777e-05,1.0000004781569025,1.0000001613859837,-0.31677081753471764,1.6350309924686203e-06,0.016731471002547547,-0.03935797998364626,6.0800320006325624e-05,0.06105501861461546,0.04754007153143451,1.2992783567299384,-1318.9828981988728,0.013263732258383296,-0.45033494863975554,2,1.4503349486397554,1.424593614254694,1.3652501074324705,191,191,192,1.4503349486397554,FAIL,True
135,9.900259235990267e-06,1.0000008497738047,1.0000016331700181,0.783395240891947,1.260900854701685e-06,-0.02219076424367883,-0.035067969657969524,8.572371317463735e-05,0.034011847086408274,0.02708761652651232,-1.5617602283525986,-1307.7240760002162,0.013263881789615621,-0.30978412839278957,2,1.3097841283927896,1.3062238331111542,1.2307595580645418,191,191,64,1.3097841283927896,FAIL,True
136,1.0246185203260368e-05,0.9999999738193213,0.9999987156272967,-1.258192849031342,1.892945584923409e-06,-0.029662581994066645,0.035153343438982666,6.350402684981479e-05,0.04962084899898918,0.03849321923308702,-2.0011848341816827,-1256.1678735953928,0.013264566520428811,-0.3286813024115229,2,1.328681302411523,1.3431901897855283,1.2628897691008787,64,64,64,1.328681302411523,FAIL,True
137,1.0349807400174364e-05,1.0000003681285903,0.9999988212970952,-1.5468321220251142,9.212334342392794e-07,-0.000927428552233764,0.03891346739517778,1.7461837094080712e-06,0.05482364394386887,0.04545519556798999,0.17866658777782785,-1272.6750135171328,0.013264347284976725,-0.4101396978454554,2,1.4335974299040117,1.4501939545284779,1.3668066180773804,64,63,192,1.4335974299040117,FAIL,True
138,9.653975152314313e-06,0.9999989340892803,1.0000012605149884,2.3264254817106753,1.0482943887273626e-06,0.0003127087042532351,-0.011375999286810717,5.26788946634379e-05,0.010988870202187313,0.006976658661892996,0.24444657805336126,-1239.6560461190863,0.01326478581813748,0.590216332937233,0,0.5361655683352311,0.548100466566507,0.5006993321210343,191,192,192,0.5361655683352311,PASS,True
139,1.0099657319141569e-05,1.0000007170469862,1.000000108578105,-0.6084686300967046,6.357470976109572e-07,0.021635769453314094,0.010070248627310277,6.520569245040578e-05,0.014909371280782402,0.009969913193509176,1.8098106357830008,-1266.991628786851,0.013264422767430175,0.6243810666253583,0,0.40073329310911876,0.4116877228038572,0.39254002496381724,64,63,64,0.40073329310911876,PASS,True
140,1.0087314485729506e-05,0.9999989595130193,0.9999985450172273,-0.4144963092041857,1.5545282356262705e-06,-0.008898471251446017,-0.03617949264133251,1.6949810942718592e-05,0.033600527032390706,0.027662730953775153,-0.5772077258446101,-1244.1865531356289,0.013264725647341167,-0.35861831632002694,2,1.358618316320027,1.431655761990784,1.3263035961983949,191,191,192,1.358618316320027,FAIL,True
141,9.759177397201662e-06,0.9999995522045044,1.0000010834176019,1.5312126107913606,1.755733818660112e-06,-0.037851249325831886,-0.020241428668421192,4.857482069356661e-05,0.02583543542401286,0.020964484622130023,-2.709841328176845,-1267.4397797625136,0.013264416815425029,0.2263995484782313,0,0.7736004515217687,0.7822403706702517,0.7395587770288187,191,191,192,0.7736004515217687,PASS,True
142,9.876725620128203e-06,0.999999532972687,1.0000008475184656,1.3145455285880425,1.7069055969260648e-06,-0.027589577625997137,-0.04990643846734349,6.228731923920821e-05,0.06521559939383238,0.05292433042413928,-1.9120813961803198,-1257.8265128257992,0.013264544491626533,-0.892890285408755,2,1.892890285408755,1.9535206460501668,1.8428814844698196,191,191,192,1.892890285408755,FAIL,True
143,1.0110455371600475e-05,1.0000002922986562,0.9999999193542431,-0.3729443735511155,4.924426475452462e-07,-0.0003191336322298359,0.07177965960726562,1.5380003985822054e-05,0.08653724379182763,0.0722921463586236,0.17152766869305852,-1265.3402595947937,0.013264444699677256,-1.6380630020453126,6,2.7239948715841527,2.7168965279338546,2.6000987881876494,64,63,64,2.7239948715841527,FAIL,True
144,9.726829132478209e-06,0.9999989504079979,1.000001032828174,2.082420193640651,9.364556345801328e-07,-0.0034650686181388244,-0.006196677255249133,3.098737694530183e-05,0.007371454658703957,0.004382614524854132,-0.1888808663409069,-1203.6825066638057,0.013265263591708371,0.811518043277095,0,0.20959686011538126,0.22720341791386553,0.1802147977336846,191,192,64,0.20959686011538126,PASS,True
145,9.657629166344696e-06,0.9999982918002247,1.0000008328632273,2.541064114713322,1.1584594545547724e-06,-0.026951794496883008,-0.04910536350538236,2.9203094492800735e-05,0.049462736275663825,0.04088816574964552,-1.883281318346653,-1223.4318356033614,0.013265001295933393,-0.8674443788670371,2,1.8674443788670372,1.8558740843264503,1.7803903535557655,191,191,192,1.8674443788670372,FAIL,True
146,9.748495396509033e-06,0.9999992220078707,1.000000733299058,1.5112912209671863,1.7167164009176465e-06,0.0017318621254907153,0.0001012521746279972,2.179130989565199e-05,0.006852678265913436,0.004642715788238452,0.2402512446911106,-1261.8903420894555,0.013264490518894124,0.8931733745014491,0,0.12573113157774007,0.13913755427551516,0.1372814785565772,32,223,96,0.12573113157774007,PASS,True
147,1.032849710400451e-05,1.0000006265538048,0.9999991668245195,-1.4597294361416469,1.723517628144978e-06,-0.011310965440610677,-0.04003915516631878,4.442998712362071e-05,0.040794202056716924,0.03259996766197464,-0.6760985464002294,-1262.3138230415386,0.013264484894537729,-0.4804895525114777,2,1.5567782381222024,1.5440571746931693,1.4805119108780476,191,192,192,1.5567782381222024,FAIL,True
148,9.447310277825288e-06,0.9999982758249439,1.00000161340928,3.337584520861234,1.4269202682189083e-06,0.02554991089683204,-0.02387259808337758,8.008510460460249e-05,0.03341388490790648,0.027770407339547536,2.0513235134240118,-1191.692609465278,0.013265422832530538,0.052719436264424595,0,0.9472805637355755,0.9283875218903982,0.8801962430139669,191,191,192,0.9472805637355755,PASS,True
