mismatch_seed,noise_seed,low_present,near_present,valid_die,hard_dynamic_pass_both,snr_budget_pass_both,preferred_nominal_pass_both,die_state,low_snr_db,low_sndr_db,low_enob_raw,low_sfdr_dbc,low_thd_db,low_state,low_hard_dynamic_pass,low_snr_budget_pass,near_snr_db,near_sndr_db,near_enob_raw,near_sfdr_dbc,near_thd_db,near_state,near_hard_dynamic_pass,near_snr_budget_pass,snr_worst_band,sndr_worst_band,enob_worst_band,snr_worst_band_name,sndr_worst_band_name,enob_worst_band_name
37,100037,True,True,True,True,True,True,VALID_PASS,49.75404651215604,48.81322790054821,7.816150814044555,58.20331222840353,-55.91793251366752,VALID_PASS,True,True,49.19370607163856,48.221583223369315,7.717870967337096,56.110992630553014,-55.19921338846647,VALID_PASS,True,True,49.19370607163856,48.221583223369315,7.717870967337096,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
38,100038,True,True,True,True,True,True,VALID_PASS,48.835276998296344,48.10057368511622,7.6977697151355855,57.91113774435797,-56.179470914340484,VALID_PASS,True,True,48.47996419433134,48.190890497911866,7.712772507958783,57.08560141282463,-60.10238301214646,VALID_PASS,True,True,48.47996419433134,48.10057368511622,7.6977697151355855,NEAR_NYQUIST,LOW,LOW
39,100039,True,True,True,True,True,True,VALID_PASS,49.337750729716234,48.304232747571696,7.7316001241813455,56.15733740413694,-55.04541127756526,VALID_PASS,True,True,48.7306281037102,48.180549303944844,7.711054701651968,57.10779962694323,-57.42628008247302,VALID_PASS,True,True,48.7306281037102,48.180549303944844,7.711054701651968,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
40,100040,True,True,True,True,False,False,VALID_PASS,48.98445959732194,48.333315332946604,7.736431118429669,58.24977682491224,-56.895891352350255,VALID_PASS,True,True,47.72626654629573,47.12041604084378,7.534952830704947,57.00172906990446,-55.974008669529105,VALID_PASS,True,False,47.72626654629573,47.12041604084378,7.534952830704947,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
41,100041,True,True,True,True,True,False,VALID_PASS,48.184145212345996,47.82304477336443,7.651668567004059,54.85134299495919,-58.80390700490277,VALID_PASS,True,True,48.49768492405758,47.31366147828008,7.567053401707656,56.1620217784153,-53.53647152685384,VALID_PASS,True,True,48.184145212345996,47.31366147828008,7.567053401707656,LOW,NEAR_NYQUIST,NEAR_NYQUIST
42,100042,True,True,True,True,True,True,VALID_PASS,48.83331848960548,48.14004829759373,7.704326959733178,56.73995288892972,-56.45089105686622,VALID_PASS,True,True,49.332143864001566,48.78604876237516,7.811636007039064,58.82185911653478,-58.06139584046396,VALID_PASS,True,True,48.83331848960548,48.14004829759373,7.704326959733178,LOW,LOW,LOW
43,100043,True,True,True,True,True,False,VALID_PASS,48.84463712600422,47.603621072040234,7.615219447182764,55.02170826464557,-53.649432176860834,VALID_PASS,True,True,49.91687144274077,49.03818216454361,7.85351863198399,57.84719298324964,-56.409611611714716,VALID_PASS,True,True,48.84463712600422,47.603621072040234,7.615219447182764,LOW,LOW,LOW
44,100044,True,True,True,False,False,False,VALID_FAIL,41.92467848301373,41.0650668655404,6.529080874674486,50.53285327487474,-48.52260594564517,VALID_FAIL,False,False,43.77649480825526,43.20946649492953,6.885293437695936,53.783491999813016,-52.331692045704365,VALID_FAIL,False,False,41.92467848301373,41.0650668655404,6.529080874674486,LOW,LOW,LOW
45,100045,True,True,True,False,False,False,VALID_FAIL,48.2919016529012,46.7139616009533,7.46743548188593,56.08227124603077,-51.87600765576964,VALID_FAIL,False,True,47.8961183296121,47.28831504676119,7.562843031023455,58.12842956726254,-56.128885664566084,VALID_PASS,True,False,47.8961183296121,46.7139616009533,7.46743548188593,NEAR_NYQUIST,LOW,LOW
46,100046,True,True,True,True,True,True,VALID_PASS,49.936552606624474,48.367377539778644,7.742089292322035,57.0419329213857,-53.5494961815653,VALID_PASS,True,True,49.66963736070185,48.884025475638815,7.827911208577877,58.614947435476346,-56.69667434751979,VALID_PASS,True,True,49.66963736070185,48.367377539778644,7.742089292322035,NEAR_NYQUIST,LOW,LOW
47,100047,True,True,True,True,False,False,VALID_PASS,47.99165978683902,47.8182688551281,7.650875225104337,55.76372873602848,-61.89225519393145,VALID_PASS,True,False,48.192031138297196,47.829939085468524,7.6528138015728455,56.53446843992657,-58.79938047785381,VALID_PASS,True,True,47.99165978683902,47.8182688551281,7.650875225104337,LOW,LOW,LOW
48,100048,True,True,True,True,True,False,VALID_PASS,48.40085486833842,47.512930322397004,7.600154538604154,56.29073806107448,-54.843413634860134,VALID_PASS,True,True,49.690102999485255,49.03175613531904,7.8524511852689445,58.444513475278406,-57.55006748115369,VALID_PASS,True,True,48.40085486833842,47.512930322397004,7.600154538604154,LOW,LOW,LOW
49,100049,True,True,True,False,False,False,VALID_FAIL,50.32149430991923,48.70827498277002,7.7987167745465165,57.638134820647835,-53.79085380947928,VALID_PASS,True,True,47.046500432075405,46.78538700596805,7.479300167104328,56.48542486024936,-59.12484069110428,VALID_FAIL,False,False,47.046500432075405,46.78538700596805,7.479300167104328,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
50,100050,True,True,True,True,True,True,VALID_PASS,48.785257702955306,48.443014903569065,7.754653638466623,57.466138179713084,-59.64751251998817,VALID_PASS,True,True,48.66786800471385,48.36337387684133,7.741424232033444,59.14142442231663,-60.05678533935452,VALID_PASS,True,True,48.66786800471385,48.36337387684133,7.741424232033444,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
51,100051,True,True,True,True,True,False,VALID_PASS,48.85693185842443,47.63304289940787,7.620106793921574,54.17204081928627,-53.73104877219784,VALID_PASS,True,True,50.403922922676394,48.96904955540841,7.842034809868507,56.48451249266817,-54.47645860897211,VALID_PASS,True,True,48.85693185842443,47.63304289940787,7.620106793921574,LOW,LOW,LOW
52,100052,True,True,True,False,False,False,VALID_FAIL,48.142701128403175,47.771007173319624,7.6430244473952875,58.06775896781084,-58.63151687630968,VALID_PASS,True,True,32.64316568064831,32.064239828538874,5.033926881817089,45.39379950059821,-41.10210139462518,VALID_FAIL,False,False,32.64316568064831,32.064239828538874,5.033926881817089,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
53,100053,True,True,True,True,False,False,VALID_PASS,48.05521129400903,47.20515083964366,7.549028378678349,56.532848178202414,-54.706595536790715,VALID_PASS,True,False,48.861783173409805,48.59747639681983,7.780311693823893,60.17646813880114,-60.885719711181764,VALID_PASS,True,True,48.05521129400903,47.20515083964366,7.549028378678349,LOW,LOW,LOW
54,100054,True,True,True,True,False,False,VALID_PASS,49.6103601133386,48.6525515906208,7.789460397113091,56.231198705846595,-55.68771395406283,VALID_PASS,True,True,47.939044046336285,47.33512653390092,7.5706190255649375,55.53623034265315,-56.20165360501775,VALID_PASS,True,False,47.939044046336285,47.33512653390092,7.5706190255649375,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
55,100055,True,True,True,True,False,False,VALID_PASS,48.09120859669919,47.40237692098141,7.581790186209537,54.32818120344416,-55.73895342993283,VALID_PASS,True,False,48.5200886189046,47.98368070449774,7.678352276494643,56.993183631874096,-57.3320158106987,VALID_PASS,True,True,48.09120859669919,47.40237692098141,7.581790186209537,LOW,LOW,LOW
56,100056,True,True,True,True,False,False,VALID_PASS,48.104941053462724,47.03212195402476,7.520286038874546,55.22297836477457,-53.63007301316202,VALID_PASS,True,False,47.680723750554684,47.21824275465188,7.551203115390679,54.01089872444095,-57.17433557347648,VALID_PASS,True,False,47.680723750554684,47.03212195402476,7.520286038874546,NEAR_NYQUIST,LOW,LOW
57,100057,True,True,True,True,False,False,VALID_PASS,47.57784793087148,47.31515709341213,7.567301842759491,56.224926772482476,-59.629234339483915,VALID_PASS,True,False,48.714086927180546,47.986314368948335,7.6787897622837775,57.160250791855525,-56.10300664615518,VALID_PASS,True,True,47.57784793087148,47.31515709341213,7.567301842759491,LOW,LOW,LOW
58,100058,True,True,True,True,False,False,VALID_PASS,48.04942587100196,47.91116669409769,7.666306759816893,55.19460209718649,-62.951016329269194,VALID_PASS,True,False,47.622866487112965,47.3324804023827,7.570179468834336,55.60198131197778,-59.22494956204801,VALID_PASS,True,False,47.622866487112965,47.3324804023827,7.570179468834336,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
59,100059,True,True,True,True,False,False,VALID_PASS,49.37442776382119,48.46549168920967,7.758387323788983,58.47816615774215,-55.70454601536159,VALID_PASS,True,True,48.07601816068252,47.78138986333904,7.6447491467340605,55.46612069221194,-59.61296977288847,VALID_PASS,True,False,48.07601816068252,47.78138986333904,7.6447491467340605,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
60,100060,True,True,True,True,True,True,VALID_PASS,50.83966126616011,48.25819951603691,7.723953407979554,55.671599071863156,-51.74436917057464,VALID_PASS,True,True,48.200712708919795,48.018894531902,7.684201749485383,56.75061084082696,-61.89095658718952,VALID_PASS,True,True,48.200712708919795,48.018894531902,7.684201749485383,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
61,100061,True,True,True,True,True,True,VALID_PASS,49.38783397098469,48.611402941246396,7.782625073296744,58.348944668449754,-56.47065051492693,VALID_PASS,True,True,49.07089622547669,47.93360265602359,7.670033663791295,56.874722754618396,-54.308964435660485,VALID_PASS,True,True,49.07089622547669,47.93360265602359,7.670033663791295,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
62,100062,True,True,True,True,True,True,VALID_PASS,49.4902185432568,49.10473308519031,7.864573602191083,56.8982516284606,-59.813813351048225,VALID_PASS,True,True,48.51052536668153,48.00207537856784,7.681407870193994,56.91837188360494,-57.569181072444735,VALID_PASS,True,True,48.51052536668153,48.00207537856784,7.681407870193994,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
63,100063,True,True,True,True,False,False,VALID_PASS,48.64050833804158,48.16556327326876,7.708565327785509,56.45902196265456,-58.01228117301389,VALID_PASS,True,True,48.13399116458168,47.759074627711364,7.641042296962022,56.36872403954172,-58.58368155478995,VALID_PASS,True,False,48.13399116458168,47.759074627711364,7.641042296962022,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
64,100064,True,True,True,False,False,False,VALID_FAIL,49.117713466345556,48.28015630143365,7.727600714523863,53.89740588214879,-55.83990521641059,VALID_PASS,True,True,47.72986356293159,46.8982121491079,7.498041885233871,56.178316548298355,-54.48583398839936,VALID_FAIL,False,False,47.72986356293159,46.8982121491079,7.498041885233871,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
65,100065,True,True,True,False,False,False,VALID_FAIL,44.41403076589802,43.55170058498169,6.942142954315896,53.169467299566264,-50.99684096328019,VALID_FAIL,False,False,45.211665469299945,44.86942266091506,7.161033664603832,54.73072911667448,-56.07392016758453,VALID_FAIL,False,False,44.41403076589802,43.55170058498169,6.942142954315896,LOW,LOW,LOW
66,100066,True,True,True,True,True,False,VALID_PASS,48.50831666720512,47.60850314520838,7.6160304227920905,57.64835646039691,-54.88696263887991,VALID_PASS,True,True,49.204907822014505,48.23428060359718,7.719980166710496,57.87463893375903,-55.21787765757836,VALID_PASS,True,True,48.50831666720512,47.60850314520838,7.6160304227920905,LOW,LOW,LOW
67,100067,True,True,True,True,True,True,VALID_PASS,48.80644397831071,48.363370640596045,7.741423694451171,58.142232724146645,-58.4961109608506,VALID_PASS,True,True,48.667077532165166,48.26807959003893,7.725594616285537,56.6781767194726,-58.83418784851053,VALID_PASS,True,True,48.667077532165166,48.26807959003893,7.725594616285537,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
68,100068,True,True,True,True,True,True,VALID_PASS,49.81355847254183,48.60995694471441,7.782384874537279,55.655975712570786,-54.770883839837616,VALID_PASS,True,True,49.25381627846928,48.6947469186555,7.796469587816529,58.764212960827635,-57.87446949518242,VALID_PASS,True,True,49.25381627846928,48.60995694471441,7.782384874537279,NEAR_NYQUIST,LOW,LOW
69,100069,True,True,True,True,True,True,VALID_PASS,49.4486908984442,48.50269266961718,7.764566888640729,56.79997017992851,-55.58604917095444,VALID_PASS,True,True,50.05813902681412,48.759410327649356,7.807211017881953,58.39277536745868,-54.63526311629201,VALID_PASS,True,True,49.4486908984442,48.50269266961718,7.764566888640729,LOW,LOW,LOW
70,100070,True,True,True,False,False,False,VALID_FAIL,48.788982612975204,47.661191009950095,7.624782559792376,55.456217539215764,-54.06844533252561,VALID_PASS,True,True,47.04824239968043,46.46593219325125,7.426234583596553,55.59142572183707,-55.48013365546492,VALID_FAIL,False,False,47.04824239968043,46.46593219325125,7.426234583596553,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
71,100071,True,True,True,True,True,True,VALID_PASS,49.971643794272886,49.032207545349834,7.852526170323894,58.73028971412001,-56.14263175864413,VALID_PASS,True,True,49.41739367320665,48.888629628985676,7.828676018103934,57.43406822406612,-58.29555351010857,VALID_PASS,True,True,49.41739367320665,48.888629628985676,7.828676018103934,NEAR_NYQUIST,NEAR_NYQUIST,NEAR_NYQUIST
