target_id,mismatch_seed,band,reasons,reference,code_exact,differing_frame_count,differing_frames,metric_exact,electrical_exact,current_state,reference_state,state_comparable,state_exact,current_maxstep_ps,reference_maxstep_ps,current_solver_profile,reference_solver_profile,same_execution_profile,current_snr_db,reference_snr_db,delta_snr_db,current_sndr_db,reference_sndr_db,delta_sndr_db,current_enob,reference_enob,delta_enob,current_sfdr_dbc,reference_sfdr_dbc,delta_sfdr_dbc,current_thd_db,reference_thd_db,delta_thd_db,mismatch_checksum_match,noise_checksum_match
S100_LOW,100,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED;MC10_VS_V7_CODE_MISMATCH,V7_MC200,False,1,1,False,False,VALID_PASS,VALID_FAIL,True,False,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.86885322449879,32.878826250174406,16.990026974324387,48.07542899030289,32.34444309100196,15.730985899300926,7.693592855532042,5.080472274252818,2.613120581279224,56.70930153873768,45.31036270688795,11.398938831849726,-52.782339419106435,-41.708210754235125,-11.07412866487131,True,True
S100_LOW,100,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED;MC10_VS_V7_CODE_MISMATCH,V11_MC10,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.86885322449879,49.86885322449879,0.0,48.07542899030289,48.07542899030289,0.0,7.693592855532042,7.693592855532042,0.0,56.70930153873768,56.70930153873768,0.0,-52.782339419106435,-52.782339419106435,0.0,True,True
S101_LOW,101,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,EARLY_MC200,False,1,62,False,False,VALID_PASS,PASS,False,,50.0,100.0,ROBUST_GEAR,DEFAULT,False,49.58252837967332,49.95946200472271,-0.3769336250493893,48.37767017670448,48.64445725980804,-0.2667870831035657,7.743799032675163,7.78811582388838,-0.044316791213216966,56.450239481615256,55.92429410695836,0.5259453746568994,-54.534664324210866,-54.47395171826813,-0.06071260594273298,,
S101_LOW,101,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V7_MC200,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.58252837967332,49.58252837967332,0.0,48.37767017670448,48.37767017670448,0.0,7.743799032675163,7.743799032675163,0.0,56.450239481615256,56.450239481615256,0.0,-54.534664324210866,-54.534664324210866,0.0,True,True
S110_LOW,110,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,EARLY_MC200,False,1,11,False,False,VALID_PASS,PASS,False,,50.0,50.0,ROBUST_GEAR,DEFAULT,False,48.82017838194646,48.62544843761767,0.19472994432879176,48.02047304074898,47.94394556984067,0.07652747090831014,7.684463960257307,7.671751755787488,0.012712204469818467,57.08805531253833,57.3839619841809,-0.29590667164256956,-55.76273488594455,-56.32340820880768,0.5606733228631242,,
S110_LOW,110,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V7_MC200,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,48.82017838194646,48.82017838194646,0.0,48.02047304074898,48.02047304074898,0.0,7.684463960257307,7.684463960257307,0.0,57.08805531253833,57.08805531253833,0.0,-55.76273488594455,-55.76273488594455,0.0,True,True
S115_LOW,115,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,EARLY_MC200,False,1,36,False,False,VALID_PASS,PASS,False,,50.0,100.0,ROBUST_GEAR,DEFAULT,False,49.73543031173268,48.46767320624795,1.2677571054847263,48.47297194374168,46.82027158199806,1.6527003617436264,7.759629890986991,7.4850949471757575,0.27453494381123367,55.96127091793612,53.44447287024619,2.5167980476899316,-54.454593246077266,-51.82781401060191,-2.626779235475354,,
S115_LOW,115,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V7_MC200,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.73543031173268,49.73543031173268,0.0,48.47297194374168,48.47297194374168,0.0,7.759629890986991,7.759629890986991,0.0,55.96127091793612,55.96127091793612,0.0,-54.454593246077266,-54.454593246077266,0.0,True,True
S115_LOW,115,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V10_MC10,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.73543031173268,49.73543031173268,0.0,48.47297194374168,48.47297194374168,0.0,7.759629890986991,7.759629890986991,0.0,55.96127091793612,55.96127091793612,0.0,-54.454593246077266,-54.454593246077266,0.0,True,True
S115_LOW,115,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V11_MC10,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.73543031173268,49.73543031173268,0.0,48.47297194374168,48.47297194374168,0.0,7.759629890986991,7.759629890986991,0.0,55.96127091793612,55.96127091793612,0.0,-54.454593246077266,-54.454593246077266,0.0,True,True
S116_LOW,116,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,EARLY_MC200,False,1,25,False,False,VALID_FAIL,PASS,False,,50.0,100.0,ROBUST_GEAR,DEFAULT,False,47.36165326198154,45.023635023525166,2.338018238456371,46.76848057571061,44.25097704220873,2.5175035335018805,7.476491789985152,7.0583018342539425,0.41818995573120965,56.038109391471274,54.64615681900433,1.3919525724669413,-55.70772338471775,-52.129550021204906,-3.578173363512846,,
S116_LOW,116,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V7_MC200,True,0,,True,True,VALID_FAIL,VALID_FAIL,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,47.36165326198154,47.36165326198154,0.0,46.76848057571061,46.76848057571061,0.0,7.476491789985152,7.476491789985152,0.0,56.038109391471274,56.038109391471274,0.0,-55.70772338471775,-55.70772338471775,0.0,True,True
S118_LOW,118,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,EARLY_MC200,False,1,1,False,False,VALID_PASS,FAIL,False,,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.8786029179015,32.790585387808036,17.088017530093467,49.246487831208626,32.174879841384325,17.0716079898243,7.8881209021941245,5.052305621492413,2.835815280701712,58.72449327847384,45.40194052005755,13.322552758416286,-57.92859409511209,-40.96320861725914,-16.965385477852948,,
S118_LOW,118,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,V7_MC200,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.8786029179015,49.8786029179015,0.0,49.246487831208626,49.246487831208626,0.0,7.8881209021941245,7.8881209021941245,0.0,58.72449327847384,58.72449327847384,0.0,-57.92859409511209,-57.92859409511209,0.0,True,True
S123_LOW,123,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED,EARLY_MC200,True,0,,True,True,VALID_PASS,PASS,False,,50.0,100.0,ROBUST_GEAR,DEFAULT,False,48.4929064768156,48.4929064768156,0.0,47.384854627212235,47.384854627212235,0.0,7.578879506181435,7.578879506181435,0.0,56.73841216856101,56.73841216856101,0.0,-53.8593497790023,-53.8593497790023,0.0,,
S123_LOW,123,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED,V7_MC200,False,1,0,False,False,VALID_PASS,VALID_FAIL,True,False,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,48.4929064768156,32.42958329433493,16.063323182480666,47.384854627212235,31.770981863464577,15.613872763747658,7.578879506181435,4.985212934130328,2.5936665720511067,56.73841216856101,44.89662803674796,11.84178413181305,-53.8593497790023,-40.287738291011294,-13.571611487991007,True,True
S129_LOW,129,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED;MC10_VS_V7_CODE_MISMATCH,EARLY_MC200,True,0,,True,True,VALID_PASS,PASS,False,,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.29515673053922,49.29515673053922,0.0,48.304909537123606,48.304909537123606,0.0,7.731712547694952,7.731712547694952,0.0,58.12946718858686,58.12946718858686,0.0,-55.211036239308285,-55.211036239308285,0.0,,
S129_LOW,129,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED;MC10_VS_V7_CODE_MISMATCH,V7_MC200,False,1,1,False,False,VALID_PASS,VALID_FAIL,True,False,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.29515673053922,32.83429824817798,16.46085848236124,48.304909537123606,32.27602863794664,16.02888089917697,7.731712547694952,5.069107747167216,2.6626048005277365,58.12946718858686,45.65439968811646,12.475067500470395,-55.211036239308285,-41.46157694759861,-13.749459291709677,True,True
S129_LOW,129,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH;EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED;MC10_VS_V7_CODE_MISMATCH,V10_MC10,True,0,,True,True,VALID_PASS,VALID_PASS,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,49.29515673053922,49.29515673053922,0.0,48.304909537123606,48.304909537123606,0.0,7.731712547694952,7.731712547694952,0.0,58.12946718858686,58.12946718858686,0.0,-55.211036239308285,-55.211036239308285,0.0,True,True
S132_NEAR_NYQUIST,132,NEAR_NYQUIST,EXTREME_TAIL_HISTORICAL_CODE_NOT_REPRODUCED,V7_MC200,False,1,0,False,False,VALID_FAIL,VALID_FAIL,True,True,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,46.633588194251246,32.97534752861856,13.658240665632682,46.237024858306235,32.451062316693424,13.785962541612811,7.388210109353196,5.098183109085286,2.2900270002679095,55.80499778136624,45.84531862793878,9.959679153427459,-56.8285153588646,-41.89273509548387,-14.935780263380728,True,True
S135_LOW,135,LOW,EARLY_MC200_VS_V7_LOW_CODE_MISMATCH,EARLY_MC200,False,1,0,False,False,VALID_PASS,FAIL,False,,50.0,50.0,ROBUST_GEAR,ROBUST_GEAR,True,48.28681914217461,32.69059428137285,15.596224860801755,47.61782600899049,32.11317395660168,15.504652052388813,7.61757907126088,5.042055474518551,2.575523596742329,55.90126929457738,45.22919650070988,10.6720727938675,-56.071656078287475,-41.16160822547889,-14.910047852808582,,
