variant,mismatch_seed,target_transition,lower_v,upper_v,transition_v,lower_code,upper_code,final_bracket_width_lsb,center_v,expansion_half_width_lsb,bisection_rounds,frames_per_point,maxstep_ps,status,reason
CURRENT,44,1,-1.7012451171875003,-1.7010375976562502,-1.7011413574218752,0.0,1.0,0.01562500000000669,-1.68671875,2.0,8.0,2.0,50.0,PASS,BRACKETED
CURRENT,44,2,-1.6878813495786174,-1.68772570993018,-1.6878035297543987,1.0,2.0,0.011718749999996657,-1.6878813495786174,0.75,7.0,2.0,50.0,PASS,BRACKETED
CURRENT,44,3,-1.674154422790047,-1.6739987831416094,-1.6740766029658283,2,3,0.011718749999996657,-1.6746213417353595,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,4,-1.6612056942436642,-1.6610500545952265,-1.6611278744194453,3,4,0.011718750000013375,-1.6613613338921016,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,5,-1.6477900467519686,-1.6476344071035312,-1.6477122269277498,4,5,0.011718749999996657,-1.6481013260488437,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,6,-1.6345300389087107,-1.6343743992602733,-1.634452219084492,5,6,0.011718749999996657,-1.6348413182055859,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,7,-1.620958751768578,-1.6208031121201405,-1.6208809319443591,6,7,0.011718749999996657,-1.621581310362328,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,8,-1.6084769421675076,-1.6083213025190701,-1.6083991223432887,7,8,0.011718749999996657,-1.6083213025190701,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,9,-1.5950612946758123,-1.5949056550273748,-1.5949834748515936,8,9,0.011718749999996657,-1.5950612946758123,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,10,-1.5818012868325544,-1.581645647184117,-1.5817234670083358,9,10,0.011718749999996657,-1.5818012868325544,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,11,-1.5682299996924214,-1.568074360043984,-1.5681521798682025,10,11,0.011718749999996657,-1.5685412789892965,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,12,-1.5552812711460386,-1.5551256314976012,-1.55520345132182,11,12,0.011718749999996657,-1.5552812711460386,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,13,-1.5418656236543433,-1.5417099840059056,-1.5417878038301245,12,13,0.011718750000013375,-1.5420212633027808,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,14,-1.5284499761626478,-1.5282943365142103,-1.528372156338429,13,14,0.011718749999996657,-1.528761255459523,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,15,-1.514878689022515,-1.5147230493740775,-1.5148008691982962,14,15,0.011718749999996657,-1.515501247616265,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,16,-1.5031750776636321,-1.5030194380151947,-1.5030972578394133,15.0,16.0,0.011718749999996657,-1.5022412397730072,0.75,7.0,2.0,50.0,PASS,BRACKETED
CURRENT,44,17,-1.4891368715781867,-1.4889812319297493,-1.489059051753968,16,17,0.011718749999996657,-1.4889812319297493,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,18,-1.4757212240864914,-1.475565584438054,-1.4756434042622728,17,18,0.011718749999996657,-1.4757212240864914,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,19,-1.4621499369463584,-1.461994297297921,-1.4620721171221396,18,19,0.011718749999996657,-1.4624612162432336,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,20,-1.4492012083999757,-1.4490455687515382,-1.449123388575757,19,20,0.011718749999996657,-1.4492012083999757,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,21,-1.4357855609082804,-1.4356299212598427,-1.4357077410840615,20,21,0.011718750000013375,-1.4359412005567178,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,22,-1.4225255530650225,-1.4223699134165848,-1.4224477332408036,21,22,0.011718750000013375,-1.42268119271346,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,23,-1.408798626276452,-1.4086429866280146,-1.4087208064522332,22,23,0.011718749999996657,-1.409421184870202,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,24,-1.3964724563238193,-1.3963168166753817,-1.3963946364996005,23,24,0.011718750000013375,-1.3961611770269442,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,25,-1.3830568088321236,-1.382901169183686,-1.382978989007905,24,25,0.011718749999996657,-1.382901169183686,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,26,-1.3696411613404282,-1.3694855216919908,-1.3695633415162094,25,26,0.011718749999996657,-1.3696411613404282,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,27,-1.3560698742002955,-1.3559142345518578,-1.3559920543760766,26,27,0.011718750000013375,-1.3563811534971704,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,28,-1.3431211456539125,-1.342965506005475,-1.3430433258296937,27,28,0.011718749999996657,-1.3431211456539125,0.75,7,2,50,PASS,BRACKETED
