target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
1,-1.6890533447265625,-1.688975524902344,-1.688897705078125,0.0
2,-1.6758719737135521,-1.6757941538893335,-1.6757163340651147,-0.005869123174570751
3,-1.6624571432278852,-1.6623793234036666,-1.6623015035794477,0.0058691231745540045
4,-1.6493535920390934,-1.6492757722148745,-1.649197952390656,-0.0058691231745540045
5,-1.6360944012018641,-1.6360165813776453,-1.6359387615534267,-0.0058691231745540045
6,-1.6228352103646346,-1.622757390540416,-1.6226795707161972,-0.005869123174570751
7,-1.609420379878968,-1.609342560054749,-1.6092647402305305,0.005869123174570751
8,-1.5964724683386136,-1.5963946485143947,-1.596316828690176,-0.01760736952367876
9,-1.5829019982045094,-1.5828241783802905,-1.582746358556072,0.005869123174570751
10,-1.56964280736728,-1.5695649875430613,-1.5694871677188424,0.0058691231745540045
11,-1.5562279768816132,-1.5561501570573943,-1.5560723372331755,0.017607369523695505
12,-1.5432800653412588,-1.54320224551704,-1.5431244256928214,-0.0058691231745540045
13,-1.529865234855592,-1.529787415031373,-1.5297095952071544,0.005869123174570751
14,-1.5166060440183626,-1.5165282241941438,-1.5164504043699252,0.005869123174570751
15,-1.503191213532696,-1.5031133937084773,-1.5030355738842585,0.01760736952367876
16,-1.4913327795314038,-1.491254959707185,-1.4911771398829663,-0.08803684761844403
17,-1.4776066697488621,-1.4775288499246435,-1.4774510301004247,-0.05282210857108652
18,-1.4643474789116329,-1.4642696590874142,-1.4641918392631954,-0.05282210857108652
19,-1.450932648425966,-1.4508548286017473,-1.4507770087775285,-0.04108386222196177
20,-1.4379847368856118,-1.437906917061393,-1.4378290972371741,-0.06456035492021127
21,-1.4245699063999449,-1.424492086575726,-1.4244142667515074,-0.052822108571069774
22,-1.4113107155627156,-1.4112328957384968,-1.4111550759142781,-0.052822108571069774
23,-1.3978958850770486,-1.3978180652528298,-1.3977402454286112,-0.04108386222194502
24,-1.3851036131851318,-1.3850257933609131,-1.3849479735366943,-0.07629860126933603
25,-1.3715331430510276,-1.371455323226809,-1.3713775034025901,-0.05282210857108652
26,-1.358273952213798,-1.3581961323895793,-1.3581183125653606,-0.052822108571069774
27,-1.3448591217281314,-1.3447813019039128,-1.344703482079694,-0.04108386222196177
28,-1.3317555705393396,-1.3316777507151207,-1.3315999308909021,-0.052822108571069774
29,-1.3184963797021103,-1.3184185598778915,-1.3183407400536729,-0.052822108571069774
30,-1.3052371888648808,-1.3051593690406622,-1.3050815492164434,-0.05282210857108652
31,-1.291822358379214,-1.2917445385549953,-1.2916667187307767,-0.04108386222194502
32,-1.280275203674797,-1.2801973838505782,-1.2801195640263594,-0.17020457206235082
33,-1.265148337056318,-1.265070517232099,-1.2649926974078802,-0.029345615872820262
34,-1.2518891462190886,-1.2518113263948698,-1.251733506570651,-0.029345615872820262
35,-1.2384743157334217,-1.2383964959092029,-1.2383186760849842,-0.01760736952367876
36,-1.2255264041930674,-1.2254485843688485,-1.22537076454463,-0.04108386222194502
37,-1.212267213355838,-1.2121893935316193,-1.2121115737074006,-0.04108386222194502
38,-1.1988523828701714,-1.1987745630459528,-1.198696743221734,-0.02934561587283701
39,-1.1854375523845042,-1.1853597325602854,-1.1852819127360668,-0.01760736952367876
40,-1.1726452804925875,-1.1725674606683687,-1.17248964084415,-0.052822108571069774
41,-1.1590748103584834,-1.1589969905342645,-1.1589191707100457,-0.029345615872820262
42,-1.145815619521254,-1.1457377996970353,-1.1456599798728164,-0.029345615872820262
43,-1.1324007890355872,-1.1323229692113683,-1.1322451493871495,-0.017607369523695505
44,-1.1192972378467954,-1.1192194180225767,-1.119141598198358,-0.02934561587283701
45,-1.1060380470095659,-1.105960227185347,-1.1058824073611282,-0.029345615872820262
46,-1.0927788561723366,-1.0927010363481178,-1.092623216523899,-0.029345615872820262
47,-1.0793640256866697,-1.0792862058624508,-1.0792083860382322,-0.01760736952367876
48,-1.0673499520369405,-1.0672721322127217,-1.067194312388503,-0.1115133403167103
49,-1.0537794819028363,-1.0537016620786175,-1.0536238422543989,-0.08803684761846078
50,-1.0405202910656066,-1.0404424712413878,-1.0403646514171692,-0.08803684761844403
51,-1.02710546057994,-1.0270276407557213,-1.0269498209315024,-0.07629860126933603
52,-1.0141575490395855,-1.014079729215367,-1.014001909391148,-0.09977509396760229
53,-1.0007427185539188,-1.0006648987297,-1.0005870789054814,-0.08803684761846078
54,-0.9874835277166895,-0.9874057078924707,-0.9873278880682519,-0.08803684761846078
55,-0.9740686972310226,-0.9739908774068038,-0.9739130575825851,-0.07629860126932765
56,-0.9612764253391057,-0.961198605514887,-0.9611207856906683,-0.11151334031671867
57,-0.9477059552050014,-0.9476281353807827,-0.9475503155565639,-0.08803684761846078
58,-0.9342911247193346,-0.9342133048951158,-0.934135485070897,-0.07629860126932765
59,-0.9210319338821054,-0.9209541140578865,-0.9208762942336678,-0.07629860126932765
60,-0.9079283826933134,-0.9078505628690947,-0.9077727430448759,-0.08803684761846078
61,-0.8946691918560841,-0.8945913720318653,-0.8945135522076466,-0.08803684761846078
62,-0.8814100010188548,-0.8813321811946361,-0.8812543613704173,-0.08803684761846078
63,-0.8679951705331879,-0.8679173507089691,-0.8678395308847504,-0.07629860126932765
64,-0.8584713312584586,-0.8583935114342399,-0.8583156916100212,-0.35801651364840553
65,-0.8399203923743543,-0.8398425725501356,-0.8397647527259169,0.04108386222194502
66,-0.8266612015371249,-0.8265833817129061,-0.8265055618886874,0.04108386222195339
67,-0.8132463710514581,-0.8131685512272394,-0.8130907314030207,0.05282210857107815
68,-0.8001428198626663,-0.8000650000384476,-0.7999871802142289,0.04108386222194502
69,-0.7868836290254371,-0.7868058092012183,-0.7867279893769996,0.04108386222194502
70,-0.7736244381882076,-0.7735466183639889,-0.7734687985397701,0.04108386222195339
71,-0.7602096077025409,-0.7601317878783221,-0.7600539680541034,0.052822108571069774
72,-0.747417335810624,-0.7473395159864052,-0.7472616961621865,0.017607369523695505
73,-0.7336912260280821,-0.7336134062038634,-0.7335355863796447,0.05282210857107815
74,-0.7204320351908529,-0.7203542153666341,-0.7202763955424154,0.05282210857107815
75,-0.7070172047051861,-0.7069393848809673,-0.7068615650567486,0.0645603549202029
76,-0.6940692931648316,-0.6939914733406128,-0.6939136535163941,0.04108386222195339
77,-0.6808101023276023,-0.6807322825033836,-0.6806544626791649,0.04108386222195339
