utc_started,job,variant,stage,points,frames,frames_per_point,maxstep_ps,elapsed_s,peak_rss_kb,returncode,cached,timed_out,simulation_aborted,retry
2026-07-28T05:22:14.588722+00:00,current_pilot_anchor_expand0_f2_sh000,CURRENT,pilot_anchor_expand0,6,12,2,50,11.334312897990458,44104,0,False,False,False,False
2026-07-28T05:22:25.985007+00:00,current_pilot_anchor_bis00_f2_sh000,CURRENT,pilot_anchor_bis00,3,6,2,50,5.617227048031054,33176,0,False,False,False,False
2026-07-28T05:22:31.644447+00:00,current_pilot_anchor_bis01_f2_sh000,CURRENT,pilot_anchor_bis01,3,6,2,50,5.61757759610191,33192,0,False,False,False,False
2026-07-28T05:22:37.305237+00:00,current_pilot_anchor_bis02_f2_sh000,CURRENT,pilot_anchor_bis02,3,6,2,50,5.517186646000482,33176,0,False,False,False,False
2026-07-28T05:22:42.865366+00:00,current_pilot_anchor_bis03_f2_sh000,CURRENT,pilot_anchor_bis03,3,6,2,50,5.817424428998493,33244,0,False,False,False,False
2026-07-28T05:22:48.722925+00:00,current_pilot_anchor_bis04_f2_sh000,CURRENT,pilot_anchor_bis04,3,6,2,50,6.018473178963177,33048,0,False,False,False,False
2026-07-28T05:22:54.786480+00:00,current_pilot_anchor_bis05_f2_sh000,CURRENT,pilot_anchor_bis05,3,6,2,50,7.0272955760592595,33064,0,False,False,False,False
2026-07-28T05:23:01.872315+00:00,current_pilot_anchor_bis06_f2_sh000,CURRENT,pilot_anchor_bis06,3,6,2,50,7.436027495074086,33004,0,False,False,False,False
2026-07-28T05:23:09.367092+00:00,current_pilot_full_expand0_f2_sh001,CURRENT,pilot_full_expand0,26,52,2,50,93.41937522694934,116844,0,False,False,False,False
2026-07-28T05:23:09.366810+00:00,current_pilot_full_expand0_f2_sh000,CURRENT,pilot_full_expand0,32,64,2,50,107.56736970099155,138804,0,False,False,False,False
2026-07-28T05:24:56.990557+00:00,current_pilot_full_bis00_f2_sh000,CURRENT,pilot_full_bis00,29,58,2,50,69.35963869898114,127696,0,False,False,False,False
2026-07-28T05:26:06.413678+00:00,current_pilot_full_bis01_f2_sh000,CURRENT,pilot_full_bis01,29,58,2,50,71.45662278495729,127856,0,False,False,False,False
2026-07-28T05:27:17.926037+00:00,current_pilot_full_bis02_f2_sh000,CURRENT,pilot_full_bis02,29,58,2,50,69.45681360503659,127748,0,False,False,False,False
2026-07-28T05:28:27.456873+00:00,current_pilot_full_bis03_f2_sh000,CURRENT,pilot_full_bis03,29,58,2,50,70.53617311897688,127728,0,False,False,False,False
2026-07-28T05:29:38.081947+00:00,current_pilot_full_bis04_f2_sh000,CURRENT,pilot_full_bis04,29,58,2,50,69.86078406695742,127700,0,False,False,False,False
2026-07-28T05:30:48.001409+00:00,current_pilot_full_bis05_f2_sh000,CURRENT,pilot_full_bis05,29,58,2,50,70.39388293400407,127816,0,False,False,False,False
2026-07-28T05:31:58.472482+00:00,current_pilot_full_bis06_f2_sh000,CURRENT,pilot_full_bis06,29,58,2,50,69.1181315650465,127692,0,False,False,False,False
