point_id,target,role,vid_v,variant,label,frames_per_point,conditioning_codes,formal_code,all_frames_valid,formal_valid,formal_bits,formal_complete_v,formal_invalid_v,formal_timeout_v,formal_complete_time_s,formal_stable_margin_ns,sampled_diff_v,input_diff_v,job
t020_low,20,low,-1.4470118364949867,CURRENT,full_transition_expand0,2,19,19,True,True,00010011,3.3,0.0,0.0,8.7548e-07,104.51999999999994,-1.447,-1.447,current_full_transition_expand0_f2_sh001
t020_high,20,high,-1.4270899614949866,CURRENT,full_transition_expand0,2,20,20,True,True,00010100,3.3,0.0,0.0,1.87548e-06,104.52000000000014,-1.42708,-1.42708,current_full_transition_expand0_f2_sh001
t021_low,21,low,-1.4337526456577574,CURRENT,full_transition_expand0,2,20,20,True,True,00010100,3.3,0.0,0.0,2.87548e-06,104.51999999999973,-1.43374,-1.43374,current_full_transition_expand0_f2_sh001
t021_high,21,high,-1.4138307706577573,CURRENT,full_transition_expand0,2,21,21,True,True,00010101,3.3,0.0,0.0,3.87548e-06,104.52000000000014,-1.41382,-1.41382,current_full_transition_expand0_f2_sh001
t022_low,22,low,-1.4204934548205281,CURRENT,full_transition_expand0,2,21,21,True,True,00010101,3.3,0.0,0.0,4.87548e-06,104.52000000000099,-1.42048,-1.42048,current_full_transition_expand0_f2_sh001
t022_high,22,high,-1.400571579820528,CURRENT,full_transition_expand0,2,22,22,True,True,00010110,3.3,0.0,0.0,5.87548e-06,104.52000000000014,-1.40056,-1.40056,current_full_transition_expand0_f2_sh001
t023_low,23,low,-1.4072342639832986,CURRENT,full_transition_expand0,2,22,22,True,True,00010110,3.3,0.0,0.0,6.87548e-06,104.52000000000014,-1.40722,-1.40722,current_full_transition_expand0_f2_sh001
t023_high,23,high,-1.3873123889832986,CURRENT,full_transition_expand0,2,23,23,True,True,00010111,3.3,0.0,0.0,7.87548e-06,104.52000000000014,-1.3873,-1.3873,current_full_transition_expand0_f2_sh001
t024_low,24,low,-1.3939750731460694,CURRENT,full_transition_expand0,2,23,23,True,True,00010111,3.3,0.0,0.0,8.87548e-06,104.52000000000014,-1.39397,-1.39397,current_full_transition_expand0_f2_sh001
t024_high,24,high,-1.3740531981460693,CURRENT,full_transition_expand0,2,24,24,True,True,00011000,3.3,0.0,0.0,9.87548e-06,104.52000000000014,-1.37404,-1.37404,current_full_transition_expand0_f2_sh001
t025_low,25,low,-1.3807158823088401,CURRENT,full_transition_expand0,2,24,24,True,True,00011000,3.3,0.0,0.0,1.08755e-05,104.50000000000044,-1.38071,-1.38071,current_full_transition_expand0_f2_sh001
t025_high,25,high,-1.36079400730884,CURRENT,full_transition_expand0,2,25,25,True,True,00011001,3.3,0.0,0.0,1.18755e-05,104.50000000000044,-1.36078,-1.36078,current_full_transition_expand0_f2_sh001
t026_low,26,low,-1.3674566914716106,CURRENT,full_transition_expand0,2,25,25,True,True,00011001,3.3,0.0,0.0,1.28755e-05,104.49999999999875,-1.36745,-1.36745,current_full_transition_expand0_f2_sh001
t026_high,26,high,-1.3475348164716106,CURRENT,full_transition_expand0,2,26,26,True,True,00011010,3.3,0.0,0.0,1.38755e-05,104.50000000000044,-1.34752,-1.34752,current_full_transition_expand0_f2_sh001
t027_low,27,low,-1.3541975006343814,CURRENT,full_transition_expand0,2,26,26,True,True,00011010,3.3,0.0,0.0,1.48755e-05,104.50000000000044,-1.35419,-1.35419,current_full_transition_expand0_f2_sh001
t027_high,27,high,-1.3342756256343813,CURRENT,full_transition_expand0,2,27,27,True,True,00011011,3.3,0.0,0.0,1.58755e-05,104.49999999999875,-1.33427,-1.33427,current_full_transition_expand0_f2_sh001
t028_low,28,low,-1.3409383097971521,CURRENT,full_transition_expand0,2,27,27,True,True,00011011,3.3,0.0,0.0,1.68755e-05,104.49999999999535,-1.34093,-1.34093,current_full_transition_expand0_f2_sh001
t028_high,28,high,-1.321016434797152,CURRENT,full_transition_expand0,2,28,28,True,True,00011100,3.3,0.0,0.0,1.78755e-05,104.49999999999875,-1.32101,-1.32101,current_full_transition_expand0_f2_sh001
t029_low,29,low,-1.3276791189599229,CURRENT,full_transition_expand0,2,28,28,True,True,00011100,3.3,0.0,0.0,1.88755e-05,104.49999999999875,-1.32767,-1.32767,current_full_transition_expand0_f2_sh001
t029_high,29,high,-1.3077572439599228,CURRENT,full_transition_expand0,2,29,29,True,True,00011101,3.3,0.0,0.0,1.98755e-05,104.49999999999875,-1.30775,-1.30775,current_full_transition_expand0_f2_sh001
t030_low,30,low,-1.3144199281226934,CURRENT,full_transition_expand0,2,29,29,True,True,00011101,3.3,0.0,0.0,2.08755e-05,104.49999999999875,-1.31441,-1.31441,current_full_transition_expand0_f2_sh001
t030_high,30,high,-1.2944980531226933,CURRENT,full_transition_expand0,2,30,30,True,True,00011110,3.3,0.0,0.0,2.18755e-05,104.49999999999535,-1.29449,-1.29449,current_full_transition_expand0_f2_sh001
t034_low,34,low,-1.261383164773776,CURRENT,full_transition_expand0,2,33,33,True,True,00100001,3.3,0.0,0.0,2.28755e-05,104.49999999999535,-1.26137,-1.26137,current_full_transition_expand0_f2_sh001
t034_high,34,high,-1.241461289773776,CURRENT,full_transition_expand0,2,34,34,True,True,00100010,3.3,0.0,0.0,2.38755e-05,104.49999999999875,-1.24145,-1.24145,current_full_transition_expand0_f2_sh001
t035_low,35,low,-1.2481239739365468,CURRENT,full_transition_expand0,2,34,34,True,True,00100010,3.3,0.0,0.0,2.48755e-05,104.49999999999875,-1.24811,-1.24811,current_full_transition_expand0_f2_sh001
t035_high,35,high,-1.2282020989365467,CURRENT,full_transition_expand0,2,35,35,True,True,00100011,3.3,0.0,0.0,2.58755e-05,104.49999999999875,-1.22819,-1.22819,current_full_transition_expand0_f2_sh001
t036_low,36,low,-1.2348647830993174,CURRENT,full_transition_expand0,2,35,35,True,True,00100011,3.3,0.0,0.0,2.68755e-05,104.49999999999875,-1.23485,-1.23485,current_full_transition_expand0_f2_sh001
t036_high,36,high,-1.2149429080993173,CURRENT,full_transition_expand0,2,36,36,True,True,00100100,3.3,0.0,0.0,2.78755e-05,104.49999999999535,-1.21493,-1.21493,current_full_transition_expand0_f2_sh001
t037_low,37,low,-1.221605592262088,CURRENT,full_transition_expand0,2,36,36,True,True,00100100,3.3,0.0,0.0,2.88755e-05,104.49999999999535,-1.2216,-1.2216,current_full_transition_expand0_f2_sh001
t037_high,37,high,-1.201683717262088,CURRENT,full_transition_expand0,2,37,37,True,True,00100101,3.3,0.0,0.0,2.98755e-05,104.49999999999875,-1.20167,-1.20167,current_full_transition_expand0_f2_sh001
t038_low,38,low,-1.2083464014248588,CURRENT,full_transition_expand0,2,37,37,True,True,00100101,3.3,0.0,0.0,3.08755e-05,104.49999999999875,-1.20834,-1.20834,current_full_transition_expand0_f2_sh001
t038_high,38,high,-1.1884245264248587,CURRENT,full_transition_expand0,2,38,38,True,True,00100110,3.3,0.0,0.0,3.18755e-05,104.49999999999197,-1.18841,-1.18841,current_full_transition_expand0_f2_sh001
t003_low,3,low,-1.6724180807278852,CURRENT,full_transition_expand0,2,2,2,True,True,00000010,3.3,0.0,0.0,8.75484e-07,104.51599999999993,-1.67241,-1.67241,current_full_transition_expand0_f2_sh000
t003_high,3,high,-1.6524962057278851,CURRENT,full_transition_expand0,2,3,3,True,True,00000011,3.3,0.0,0.0,1.87548e-06,104.52000000000014,-1.65249,-1.65249,current_full_transition_expand0_f2_sh000
t004_low,4,low,-1.659158889890656,CURRENT,full_transition_expand0,2,3,3,True,True,00000011,3.3,0.0,0.0,2.87548e-06,104.51999999999973,-1.65915,-1.65915,current_full_transition_expand0_f2_sh000
t004_high,4,high,-1.6392370148906559,CURRENT,full_transition_expand0,2,4,4,True,True,00000100,3.3,0.0,0.0,3.87548e-06,104.52000000000014,-1.63923,-1.63923,current_full_transition_expand0_f2_sh000
t005_low,5,low,-1.6458996990534267,CURRENT,full_transition_expand0,2,4,4,True,True,00000100,3.3,0.0,0.0,4.87548e-06,104.52000000000099,-1.64589,-1.64589,current_full_transition_expand0_f2_sh000
t005_high,5,high,-1.6259778240534266,CURRENT,full_transition_expand0,2,5,5,True,True,00000101,3.3,0.0,0.0,5.87548e-06,104.52000000000014,-1.62597,-1.62597,current_full_transition_expand0_f2_sh000
t006_low,6,low,-1.6326405082161972,CURRENT,full_transition_expand0,2,5,5,True,True,00000101,3.3,0.0,0.0,6.87548e-06,104.52000000000014,-1.63263,-1.63263,current_full_transition_expand0_f2_sh000
t006_high,6,high,-1.6127186332161971,CURRENT,full_transition_expand0,2,6,6,True,True,00000110,3.3,0.0,0.0,7.87548e-06,104.52000000000014,-1.61271,-1.61271,current_full_transition_expand0_f2_sh000
t007_low,7,low,-1.619381317378968,CURRENT,full_transition_expand0,2,6,6,True,True,00000110,3.3,0.0,0.0,8.87548e-06,104.52000000000014,-1.61937,-1.61937,current_full_transition_expand0_f2_sh000
t007_high,7,high,-1.5994594423789679,CURRENT,full_transition_expand0,2,7,7,True,True,00000111,3.3,0.0,0.0,9.87548e-06,104.52000000000014,-1.59945,-1.59945,current_full_transition_expand0_f2_sh000
