model,amplitude_fs_peak,case,bin,phase_rad,Psignal,Pqn,Pqd,SQNR_total_TD_dB,SQNR_spectral_dB,SQDR_dB,SQNDR_dB,SNR_dB,SNDR_dB,SFDR_dB,THD_dB,ENOB_bit,closure_error_db
direct,0.25,near_nyquist,32113,0.37,0.08993984138844603,1.388597147773651e-05,1.3815508752408316e-06,37.61157282227952,38.11375848475882,48.135852350165734,37.70183552828344,38.11375848475882,37.70183552828344,51.745637112199404,-48.135852350165734,5.970404572804559,9.643274665532861e-15
sar,0.25,near_nyquist,32113,0.37,0.08993984138844603,1.388597147773651e-05,1.3815508752408316e-06,37.61157282227952,38.11375848475882,48.135852350165734,37.70183552828344,38.11375848475882,37.70183552828344,51.745637112199404,-48.135852350165734,5.970404572804559,9.643274665532861e-15
oracle,0.25,near_nyquist,32113,0.37,0.08993984138844603,1.388597147773651e-05,1.3815508752408316e-06,37.61157282227952,38.11375848475882,48.135852350165734,37.70183552828344,38.11375848475882,37.70183552828344,51.745637112199404,-48.135852350165734,5.970404572804559,9.643274665532861e-15
