model,amplitude_fs_peak,case,bin,phase_rad,Psignal,Pqn,Pqd,SQNR_total_TD_dB,SQNR_spectral_dB,SQDR_dB,SQNDR_dB,SNR_dB,SNDR_dB,SFDR_dB,THD_dB,ENOB_bit,closure_error_db
direct,0.8823529411764706,low_frequency,997,0.37,1.1244377475132563,1.453303058994998e-05,2.7530630168540553e-07,48.785902303309626,48.88579228818423,66.11119264111052,48.804291303846995,48.88579228818423,48.804291303846995,67.10506359001432,-66.11119264111052,7.814666329542691,1.4464911998299308e-15
sar,0.8823529411764706,low_frequency,997,0.37,1.1244377475132563,1.453303058994998e-05,2.7530630168540553e-07,48.785902303309626,48.88579228818423,66.11119264111052,48.804291303846995,48.88579228818423,48.804291303846995,67.10506359001432,-66.11119264111052,7.814666329542691,1.4464911998299308e-15
oracle,0.8823529411764706,low_frequency,997,0.37,1.1244377475132563,1.453303058994998e-05,2.7530630168540553e-07,48.785902303309626,48.88579228818423,66.11119264111052,48.804291303846995,48.88579228818423,48.804291303846995,67.10506359001432,-66.11119264111052,7.814666329542691,1.4464911998299308e-15
