model,amplitude_fs_peak,case,bin,phase_rad,Psignal,Pqn,Pqd,SQNR_total_TD_dB,SQNR_spectral_dB,SQDR_dB,SQNDR_dB,SNR_dB,SNDR_dB,SFDR_dB,THD_dB,ENOB_bit,closure_error_db
direct,0.125,near_nyquist,32113,1.11,0.022315227758944043,1.2838922238477547e-05,2.4382726787066434e-06,31.48294824237688,32.40072755324308,39.615190514592,31.645577041016992,32.40072755324308,31.645577041016992,44.22315125802652,-39.61519051459201,4.964381568275248,4.821637332766438e-15
sar,0.125,near_nyquist,32113,1.11,0.022315227758944043,1.2838922238477547e-05,2.4382726787066434e-06,31.48294824237688,32.40072755324308,39.615190514592,31.645577041016992,32.40072755324308,31.645577041016992,44.22315125802652,-39.61519051459201,4.964381568275248,4.821637332766438e-15
oracle,0.125,near_nyquist,32113,1.11,0.022315227758944043,1.2838922238477547e-05,2.4382726787066434e-06,31.48294824237688,32.40072755324308,39.615190514592,31.645577041016992,32.40072755324308,31.645577041016992,44.22315125802652,-39.61519051459201,4.964381568275248,4.821637332766438e-15
