model,amplitude_fs_peak,case,bin,phase_rad,Psignal,Pqn,Pqd,SQNR_total_TD_dB,SQNR_spectral_dB,SQDR_dB,SQNDR_dB,SNR_dB,SNDR_dB,SFDR_dB,THD_dB,ENOB_bit,closure_error_db
direct,0.5,low_frequency,997,0.0,0.3607230203543896,1.4450860017051242e-05,7.304484093168227e-07,43.71031316772886,43.972801645662365,56.93584311023982,43.75864655119887,43.972801645662365,43.75864655119887,60.514743051047674,-56.93584311023982,6.976519360664265,7.232455999149659e-15
sar,0.5,low_frequency,997,0.0,0.3607230203543074,1.44508599349125e-05,7.304483271780823e-07,43.710313167728856,43.97280167034669,56.935843598601906,43.75864659819304,43.97280167034669,43.75864659819304,60.514744164399595,-56.935843598601906,6.976519368470606,1.9286549331065747e-15
oracle,0.5,low_frequency,997,0.0,0.3607230203543896,1.4450860017051242e-05,7.304484093168227e-07,43.71031316772886,43.972801645662365,56.93584311023982,43.75864655119887,43.972801645662365,43.75864655119887,60.514743051047674,-56.93584311023982,6.976519360664265,7.232455999149659e-15
