model,amplitude_fs_peak,case,bin,phase_rad,Psignal,Pqn,Pqd,SQNR_total_TD_dB,SQNR_spectral_dB,SQDR_dB,SQNDR_dB,SNR_dB,SNDR_dB,SFDR_dB,THD_dB,ENOB_bit,closure_error_db
direct,0.5,low_frequency,997,0.37,0.36072336460124194,1.4449854080164065e-05,7.317224227110199e-07,43.71030674284731,43.97310811691413,56.92827909499769,43.758574007313726,43.97310811691413,43.758574007313726,60.5468704070266,-56.92827909499769,6.9765073101850055,2.8929823996598604e-15
sar,0.5,low_frequency,997,0.37,0.36072336460124194,1.4449854080164065e-05,7.317224227110199e-07,43.71030674284731,43.97310811691413,56.92827909499769,43.758574007313726,43.97310811691413,43.758574007313726,60.5468704070266,-56.92827909499769,6.9765073101850055,2.8929823996598604e-15
oracle,0.5,low_frequency,997,0.37,0.36072336460124194,1.4449854080164065e-05,7.317224227110199e-07,43.71030674284731,43.97310811691413,56.92827909499769,43.758574007313726,43.97310811691413,43.758574007313726,60.5468704070266,-56.92827909499769,6.9765073101850055,2.8929823996598604e-15
