model,amplitude_fs_peak,case,bin,phase_rad,Psignal,Pqn,Pqd,SQNR_total_TD_dB,SQNR_spectral_dB,SQDR_dB,SQNDR_dB,SNR_dB,SNDR_dB,SFDR_dB,THD_dB,ENOB_bit,closure_error_db
direct,0.0625,near_nyquist,32113,0.0,0.005460151373200552,1.137304900489174e-05,3.699312687277858e-06,25.314368609961555,26.813277724659695,31.690836409855443,25.59023375571946,26.813277724659695,25.59023375571946,35.0295508107378,-31.690836409855443,3.958510590651073,4.821637332766436e-16
sar,0.0625,near_nyquist,32113,0.0,0.005460151373200552,1.137304900489174e-05,3.699312687277858e-06,25.314368609961555,26.813277724659695,31.690836409855443,25.59023375571946,26.813277724659695,25.59023375571946,35.0295508107378,-31.690836409855443,3.958510590651073,4.821637332766436e-16
oracle,0.0625,near_nyquist,32113,0.0,0.005460151373200552,1.137304900489174e-05,3.699312687277858e-06,25.314368609961555,26.813277724659695,31.690836409855443,25.59023375571946,26.813277724659695,25.59023375571946,35.0295508107378,-31.690836409855443,3.958510590651073,4.821637332766436e-16
