seed_order,seed_group,process_section,mim_section,vdd_v,temp_c,aperture_ns,band,bin,cached,codes_all_checksum,codes_retained_checksum,completed_utc,deck,delta_enob_raw,delta_sfdr_dbc,delta_sndr_db,delta_snr_db,delta_thd_db,duplicate_frame_count,elapsed_s,fin_hz,first_conversion_code,first_conversion_deterministic_pair_pass,first_conversion_protocol_pass,first_conversion_status,historical_replay_method_id,input_vpp_diff,invalid_count,job_id,log,max_conversion_time_ns,maxstep_ns,mean_conversion_time_ns,method_id,mismatch_checksum,mismatch_seed,missing_frame_count,nfft,noise_full_checksum,noise_mode,noise_prefix_checksum_0_63,noise_seed,overall_status,peak_rss_kb,phase,phase_rad,protocol_clean,pvt,retained_frame_end,retained_frame_start,returncode,role,same_phase_reference_code,simulation_aborted,startup_pair_mismatch_count,state,steady_state_clipping_count,steady_state_enob_raw,steady_state_hard_dynamic_pass,steady_state_hd2_dbc,steady_state_hd3_dbc,steady_state_method_id,steady_state_parseval_pass,steady_state_preferred_pass,steady_state_sfdr_dbc,steady_state_sndr_db,steady_state_snr_budget_pass,steady_state_snr_db,steady_state_thd_db,timed_out,timeout_count,total_frames,valid_frame_count,w0_replay_codes_checksum,w0_replay_enob_raw,w0_replay_sfdr_dbc,w0_replay_sndr_db,w0_replay_snr_db,w0_replay_thd_db,warmup_frames
4,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,18e22f305746ff2f769d4fd7f5fb686b9c45e7c62fbdd7a2650acb42dd750950,90cb219a6f413257c6f42af9aad4b964c00391b8dd7e35f95f15d38aa70300ed,2026-07-28T05:30:49.291089+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s021_low_w4.spice,0.015056307909953937,-0.413347536551953,0.09063897361792073,0.029128689370629957,-0.3683217961195524,0,70.9980845770333,218750.0,224,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s021_low_w4.log,325.51000000000073,0.05,325.498264705883,FAST64_V2_FIRST_CONVERSION_SEPARATED,8e2ce428bc6ec7642e3cf477d3ef4257982882036266f2ce54eab7c02bde7ede,21,0,64,c735e91bf1b8501c24f6215d646ff1c1c3b0ffddc35e0f9a1e8fa4bc2798756f,ON,be2731deaece657010eec3c584e06e624e9ed55bef323f71c34c78041dfe741e,100021,PASS_FAST64_COMPLETE,266952,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,225,False,1,COMPLETE,0,7.730764709771601,True,-66.6131870534303,-64.22345779676752,FAST64_SS_W4,True,True,57.36904675499507,48.299203552825034,True,49.13779244717418,-55.85410526680352,False,0,68,68,a767ab31db4daffce28143d161a8e81e503de92e5ac8a3430ebf73a1498e86ba,7.715708401861647,57.78239429154702,48.20856457920711,49.10866375780355,-55.48578347068397,4
5,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,f76e0f5b0c75a7e2545141dd707fc719841a7f3cbc6fad1a173e8c4bd93a9cde,b70e55b8e2aacb7c2860ace86374ac2a2585c9bdcbe1e49152be683079e6aad4,2026-07-28T05:31:56.686803+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s036_low_w4.spice,0.022793347215449344,1.000299805997095,0.13721595023700672,0.4770965625401402,1.076941166401994,0,71.77635569102131,218750.0,223,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s036_low_w4.log,325.511,0.05,325.498264705883,FAST64_V2_FIRST_CONVERSION_SEPARATED,fe79c7091e4a2e3e63ca6ba67a5e53c4539b925fa8c66d30fd23da298f59d366,36,0,64,2c46d1c2c9fb993f480c03cf7f7d9b002a9a668fc7c76dd98b010686be5c5826,ON,6edf2a825197a0a5fb43cc24efd2c788b873d42667c003d03bd8f6af54b702d2,100036,PASS_FAST64_COMPLETE,266536,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,223,False,1,COMPLETE,0,7.590496854025969,True,-61.899706143081815,-60.60645572906631,FAST64_SS_W4,True,False,55.60748366272287,47.45479106123633,True,48.70560924997601,-53.47110133275869,False,0,68,68,b26866196d10527907cab72aa929a9bd484147918914da10ac542995d9707577,7.56770350681052,54.607183856725776,47.31757511099932,48.22851268743587,-54.54804249916069,4
6,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,848eea6b95f812a5a0b980cdc79800fceb8b9e071f8c0a8c5cd315ecb7372bab,66a03ac84fa8f9cc40cc684106ed14a9404988511918aa185c1c2c43b4a77251,2026-07-28T05:31:59.193044+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s002_low_w4.spice,0.018840207461367164,2.661008532719201,0.11341804891743124,-0.48141464944740164,-2.1396736524527284,0,72.35692167596426,218750.0,223,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S002_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s002_low_w4.log,325.51000000000073,0.05,325.49841176470653,FAST64_V2_FIRST_CONVERSION_SEPARATED,7a16a78409eac597885a9b24441039d365792f43a1e553ed97db2bdd7d5ba5bf,2,0,64,81470343d1192baaa9bf2a97ce98b2a376fdf73bf3cb512351392c2fec2eb4c5,ON,61972ea84845cd14941cac277745c959d0689267f80f22c5ffdf58ecc56376d1,100002,PASS_FAST64_COMPLETE,267000,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,2,COMPLETE,0,7.738475967225714,True,-70.18605852705564,-60.10544444980587,FAST64_SS_W4,True,True,58.21568185087875,48.345625322698794,True,49.19247736133812,-55.8619407679289,False,0,68,68,0329f78001f35d59ca92da3b2132fe8152983601140bc66a01bb9ee91c99372c,7.719635759764347,55.55467331815955,48.23220727378136,49.67389201078552,-53.72226711547617,4
7,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,83575403929731b68c06bbf5cdbf4bb103b23eed342cc952a8e5d2e87e6cbf6c,3594b69317cfa009154f76a14a88889bb41cf05ad7dc043ac6b1c92c429a0fb3,2026-07-28T05:31:59.450917+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s012_low_w4.spice,-0.006114350170630445,0.1633542082742565,-0.03680838802719677,-0.09517503548782003,-0.413834814916612,0,71.64470707508735,218750.0,226,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S012_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s012_low_w4.log,325.51000000000073,0.05,325.4981176470595,FAST64_V2_FIRST_CONVERSION_SEPARATED,f2c5cbaafc1bea185cc330de88650a8ec788f8d6b7a019ed80952489810825cc,12,0,64,0515584f3f5f7f97738387f570af68f6b560a49c4651fc5a230d44c655573dce,ON,629a06ea1a89be65b5ebf41d0cc1dab07944f5729f47693095ca0fed5708f487,100012,PASS_FAST64_COMPLETE,266708,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,226,False,1,COMPLETE,0,7.815788459436139,True,-62.70377327915854,-68.08636549812131,FAST64_SS_W4,True,True,59.48326695042897,48.81104652580555,True,49.31133409418606,-58.444435290027016,False,0,68,68,489fb1fac4dc7638ea13dff6b30b872680be3c7219132bccde4c375eb7dd2e74,7.82190280960677,59.31991274215471,48.84785491383275,49.40650912967388,-58.030600475110404,4
8,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,d767331b16c4ffac114b5d56a77c1772f82f6eebaef15f3c7b0bfb6e8910ea77,c0e2e94c1bf23c1ce17229e7537761ffde114b56142d5690fc64538373d2f428,2026-07-28T05:32:01.254257+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s182_low_w4.spice,2.6645352591003757e-15,9.237055564881302e-14,1.4210854715202004e-14,2.1316282072803006e-14,-4.973799150320701e-14,0,71.94544311799109,218750.0,226,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S182_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s182_low_w4.log,325.51200000000006,0.05,325.4980000000007,FAST64_V2_FIRST_CONVERSION_SEPARATED,b8e806b86641e41cb8455d2d025085977914317a0b1b1986a4bec1eb85217434,182,0,64,9807c1c5196ed9ebb2f921745f41ec2f6af6d6c4633b82accb4f8a0779225ad2,ON,349f53ff64c4d493ef97b4242dee3ec78a4f588f710b7f25c9b3bc713230f7b3,100182,PASS_FAST64_COMPLETE,266728,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,226,False,0,COMPLETE,0,7.981811703422993,True,-66.76487588403123,-61.69178770013996,FAST64_SS_W4,True,True,57.81101614137674,49.81050645460641,True,50.629211089721935,-57.460000586570075,False,0,68,68,be0cae37853e75dc56e971043ae1786427cbb2b5f01b612c86260de15f1cd4ff,7.9818117034229905,57.81101614137665,49.8105064546064,50.62921108972191,-57.460000586570025,4
9,MIDDLE_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,6d2ba83f1f4494780a090c4298cd11d46f14ea2eacdc249e68a2c65fe3a79915,995dc995416299d717cf1d1488d051e2e384ad6608fad61818e655870cdd35e5,2026-07-28T05:33:08.039495+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s086_low_w4.spice,-0.027158401322758152,0.9840152095398054,-0.1634935759630025,0.09002566037629123,1.7155532019599775,0,71.33227763709147,218750.0,222,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S086_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s086_low_w4.log,325.51000000000073,0.05,325.4981176470595,FAST64_V2_FIRST_CONVERSION_SEPARATED,3944ead95fc5ccce91b42548832827437b602e57f938ca92e3c3ff3265c48e39,86,0,64,f16cfeab36c50594e14ffb888218bf6e6a1a8a3e8dbc8f6b8bc30afe5409797e,ON,a4efd1684f9bcf9e8f375a09d8113a2be810adedfca4d52c1f4028cccced26b3,100086,PASS_FAST64_COMPLETE,266764,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,221,False,1,COMPLETE,0,7.849950821681078,True,-64.5835685246142,-64.46309777912353,FAST64_SS_W4,True,True,58.76216371338052,49.01670394652008,True,49.808690535492346,-56.79734591258516,False,0,68,68,011b4383d66f2112e85cff2c18af443485e968317c2d67e74ebeea98f5bd4026,7.877109223003836,57.77814850384071,49.180197522483084,49.718664875116055,-58.512899114545135,4
10,MIDDLE_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,431ba54713e350fb363d5b7e53a18709b0b05ce6fa710c9920c888fa7fb61382,5f0198966f72040e5296f35f765347787e7a986895eac29d9b03555326ac38ba,2026-07-28T05:33:10.054622+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s080_low_w4.spice,0.03886827535276183,-0.42238782866753866,0.23398701762362606,0.28709308677597534,0.0905238853963084,0,70.84293316607364,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S080_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s080_low_w4.log,325.51200000000006,0.05,325.49842647058887,FAST64_V2_FIRST_CONVERSION_SEPARATED,98bf6811f0983709e42c521b12eabf3c4370143e3bce9ca70e30a570736c09f8,80,0,64,c6c3d1d0e2aa516f7f1885e2adffbda26fbf2456a6400f41aadc3421e2ba2382,ON,9828f59e4da38d6a31ff187012e1dd951d294ce8c68a022d8e2a56e725677800,100080,PASS_FAST64_COMPLETE,266536,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,225,False,1,COMPLETE,0,7.703074997011323,True,-63.897851403679994,-59.00765055465321,FAST64_SS_W4,True,True,55.2652332360325,48.13251148200816,True,48.817644342091725,-56.49067044365103,False,0,68,68,c49fa1ecd6401160a61cb21aa97818d822e32e6164b1de8c91a369b2aaacb84b,7.664206721658561,55.68762106470004,47.898524464384536,48.53055125531575,-56.581194329047335,4
11,MIDDLE_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,fef9a5ee4b33619a12d5f2024414e6b6c860d301ada90ff57341f739a7a825d6,963dca913da26b7914d9205f84b285ab996259d1afbc0e2f9ff8d717af97db89,2026-07-28T05:33:09.914716+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s128_low_w4.spice,7.993605777301127e-15,0.0,4.973799150320701e-14,4.263256414560601e-14,-1.4210854715202004e-14,0,70.44481969694607,218750.0,223,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S128_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s128_low_w4.log,325.51000000000073,0.05,325.4983823529418,FAST64_V2_FIRST_CONVERSION_SEPARATED,1b439f6519ff0404f9b745055f4533ab0173b3f129a8471a2a04cd8f27b944e5,128,0,64,e0c1005dfe441f3c7083432a4626a37587afecfb7a68ec1f0819c102e4127b1d,ON,9db5f2d514f3a751f4eee8b7235a5c837ee65227ed513bf395a3b0ae8a60ed0f,100128,PASS_FAST64_COMPLETE,266700,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,223,False,0,COMPLETE,0,7.585303710505394,True,-62.798689707996765,-60.96939204942291,FAST64_SS_W4,True,False,56.05450085534093,47.423528337242466,False,47.92486852881574,-57.0483051860153,False,0,68,68,583eca0cd5ccfec9b705f175e71032e6598e14cebad89dc783094432a237f6f0,7.585303710505386,56.05450085534093,47.423528337242416,47.9248685288157,-57.048305186015284,4
12,MIDDLE_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,b41e286ab2d6cdf4f8e265fa4fccc8564466dccef099d8acf0612396522d5cf6,46fa23927403c234f1f8705345d5b86b134d7f38514ffaf18413d8fe616a68ca,2026-07-28T05:33:12.928444+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s189_low_w4.spice,0.035576204674994116,-0.3119989196045765,0.21416875214346476,0.12998781081983424,-1.4837530253184354,0,71.65634024690371,218750.0,227,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S189_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s189_low_w4.log,325.512,0.05,325.4981029411771,FAST64_V2_FIRST_CONVERSION_SEPARATED,21cc420f74325898f3e1991e613a0f4b332bf5810af8452252839548a8518ee7,189,0,64,7a6ddef78e7f8df6523c4fbba54f4815a4ca1b5738c5c2eea8f1f4b040ac5691,ON,4d2eaa6dc9eec38f387e35162613c9cf364b17a769c4d130b7a792648c2513e4,100189,PASS_FAST64_COMPLETE,266656,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,227,False,1,COMPLETE,0,7.707377367221414,True,-69.17176447116296,-71.19792164197351,FAST64_SS_W4,True,True,55.90686723419818,48.15841175067291,True,48.39725495190877,-60.874000337735836,False,0,68,68,3a15c93e88815acc23e57bd6eaaeeb8ed16357ba688ff56a0c2bbaa091112ff4,7.67180116254642,56.21886615380276,47.94424299852945,48.26726714108894,-59.3902473124174,4
13,MARGINAL_DIAGNOSTIC,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,a4800851267d842563bd19b6e11844b5e3852779898c6b3610c0472da1fbfed1,c32f63d1d112256af2e177e914815dd6e78c38411482dce50851612baaac83b7,2026-07-28T05:34:41.319731+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s116_low_w4.spice,-0.043617342659216796,-1.2421854564359478,-0.2625764028084845,0.05470800113982932,1.3408786450839827,0,93.26467473607045,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S116_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s116_low_w4.log,325.51000000000073,0.05,325.49825000000067,FAST64_V2_FIRST_CONVERSION_SEPARATED,c82bf533b44d9505983128fee6523e83672bd576f5b62e01b72334f8313c048d,116,0,64,a693ddeb712fbcac89f9071eafbc4954408e5fff794e7fcd1b04ddefd39fe7a5,ON,dbe9adf5cc0306ac8213feef25a8105eed63cdfd7caad46877bfba86163f1132,100116,PASS_FAST64_COMPLETE,266672,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,1,COMPLETE,0,7.782926243037362,True,-65.99764530954724,-68.70653053838754,FAST64_SS_W4,True,True,55.69378852230206,48.61321598308491,True,49.89954149144084,-54.524849894884,False,0,68,68,48ba1e199542e38c301b705451d79acc5eaa5e5c9cac77561e4c845fa66569f6,7.826543585696578,56.935973978738005,48.8757923858934,49.84483349030101,-55.86572853996798,4
14,MARGINAL_DIAGNOSTIC,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,2d807c6eb9935deb082e97a9c556d20be0df673062eb04af7ca336beab803344,6be4889d5e9c75b98f93d5f8c2901d8bba4b895013fd4cef026145dce156167d,2026-07-28T05:34:43.568641+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s190_low_w4.spice,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0,93.6401264059823,218750.0,224,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S190_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s190_low_w4.log,325.51000000000073,0.05,325.49797058823594,FAST64_V2_FIRST_CONVERSION_SEPARATED,965ee4beb9c68bdf2a045bf4dee032b6c33d6d7e72d5121b40624019f81af67b,190,0,64,e9431721bfc9f6f051624cffba5c06d285f39787218d8a0fb2c1b245a2885424,ON,0c59485963e73a2b9b117589b80e80b1d1bf421f981ce70577b5818383a4a11f,100190,PASS_FAST64_COMPLETE,266652,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,0,COMPLETE,0,7.7444026523974845,True,-63.534179077199475,-73.61784724970855,FAST64_SS_W4,True,True,56.49083772071698,48.38130396743285,True,48.99178143734965,-57.204114440323906,False,0,68,68,56166bda49a973f116023d7d743d1acff4b875fa41bf9607cd73231d57f152fd,7.7444026523974845,56.49083772071698,48.38130396743285,48.99178143734965,-57.20411444032389,4
15,MARGINAL_DIAGNOSTIC,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,c3e4663365906f4f75bbe90da8ce1859ab36197c0c9a3ebbc5d356562024de01,7957bbc951c4d6281ad50fefc52f2a62298ac46b91a2bdeb65bcaf1a289dd485,2026-07-28T05:34:43.327540+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s045_low_w4.spice,1.0658141036401503e-14,0.0,6.394884621840902e-14,9.947598300641403e-14,2.1316282072803006e-14,0,93.25468829798046,218750.0,223,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S045_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s045_low_w4.log,325.51000000000073,0.05,325.49741176470656,FAST64_V2_FIRST_CONVERSION_SEPARATED,232d71d1ea6d74cb97b2c4fd925ecaf6c981525f289c5b780d0e960dc2f3eb95,45,0,64,78c09ac0e33126484b9a87485df9031e045082abda9a7ab669efb0fcc3d1314d,ON,cda7d62a336286878e472cbe12c2e11c9a13a1babc0986af5ed391d167ab22d9,100045,PASS_FAST64_COMPLETE,266748,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,223,False,0,COMPLETE,0,7.824802741969349,True,-66.97769295415895,-61.0240607616109,FAST64_SS_W4,True,True,54.32919604506445,48.86531250665548,True,50.86694747222401,-53.19175294169936,False,0,68,68,fa4f26bbe2bf14a69d7c31c9067f80bf753bc081f8ffec1814fb502e7764a163,7.8248027419693384,54.32919604506445,48.865312506655414,50.86694747222391,-53.191752941699384,4
16,MARGINAL_DIAGNOSTIC,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,d7e16af41855a1a2e0bcbdfdc0f41d5b3407b24f4698976007da17e9da7e8ea2,82ee4c4cc7590b00f66cf29c16ff571bbecb75135185f35d9cb6f87a3c7fcc0f,2026-07-28T05:34:48.106629+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s188_low_w4.spice,8.881784197001252e-15,0.0,4.973799150320701e-14,4.973799150320701e-14,-1.4210854715202004e-14,0,95.16513338801451,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S188_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s188_low_w4.log,325.51000000000073,0.05,325.49855882353006,FAST64_V2_FIRST_CONVERSION_SEPARATED,86668fc2dcfb5801295e5e5d03887b6f76f79b310ec21639c59076feeb38f0cd,188,0,64,0c8d05bd02a111ba7d2450429a72fa1aa91c2e9919b053123acde858b0cc5078,ON,f2b7c396fdadb52e91888a03f12ea39b3115bfab3fe915b83698e4f485584799,100188,PASS_FAST64_COMPLETE,266760,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,225,False,0,COMPLETE,0,7.731896422049765,True,-64.27379792498637,-66.26183557859571,FAST64_SS_W4,True,True,58.55034240548822,48.30601646073958,True,48.936102988043814,-57.00109262411594,False,0,68,68,b57c80a50b0d96bdcc91d7e23aea5c0d9dea09e3c2c3bad656474a112116c4b8,7.731896422049756,58.55034240548822,48.30601646073953,48.936102988043764,-57.00109262411593,4
