seed_order,seed_group,process_section,mim_section,vdd_v,temp_c,aperture_ns,band,bin,cached,codes_all_checksum,codes_retained_checksum,completed_utc,deck,delta_enob_raw,delta_sfdr_dbc,delta_sndr_db,delta_snr_db,delta_thd_db,duplicate_frame_count,elapsed_s,fin_hz,first_conversion_code,first_conversion_deterministic_pair_pass,first_conversion_protocol_pass,first_conversion_status,historical_replay_method_id,input_vpp_diff,invalid_count,job_id,log,max_conversion_time_ns,maxstep_ns,mean_conversion_time_ns,method_id,mismatch_checksum,mismatch_seed,missing_frame_count,nfft,noise_full_checksum,noise_mode,noise_prefix_checksum_0_63,noise_seed,overall_status,peak_rss_kb,phase,phase_rad,protocol_clean,pvt,retained_frame_end,retained_frame_start,returncode,role,same_phase_reference_code,simulation_aborted,startup_pair_mismatch_count,state,steady_state_clipping_count,steady_state_enob_raw,steady_state_hard_dynamic_pass,steady_state_hd2_dbc,steady_state_hd3_dbc,steady_state_method_id,steady_state_parseval_pass,steady_state_preferred_pass,steady_state_sfdr_dbc,steady_state_sndr_db,steady_state_snr_budget_pass,steady_state_snr_db,steady_state_thd_db,timed_out,timeout_count,total_frames,valid_frame_count,w0_replay_codes_checksum,w0_replay_enob_raw,w0_replay_sfdr_dbc,w0_replay_sndr_db,w0_replay_snr_db,w0_replay_thd_db,warmup_frames
11,MIDDLE_TAIL,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,ddb377e4340c8dc6a38a16fe2dc60da0489fc2d9e83c8e318b58afd24ef52bd7,d4ca2891c746e869d003b2168ef59f27d5f5b45a347e7ff1e682c500c0ee8e95,2026-07-28T05:27:11.640372+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s128_low_w4.spice,3.552713678800501e-15,0.0,2.1316282072803006e-14,2.1316282072803006e-14,-7.105427357601002e-15,0,75.77672323398292,218750.0,223,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S128_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s128_low_w4.log,325.5099999999999,0.05,325.4998235294124,FAST64_V2_FIRST_CONVERSION_SEPARATED,1b439f6519ff0404f9b745055f4533ab0173b3f129a8471a2a04cd8f27b944e5,128,0,64,e0c1005dfe441f3c7083432a4626a37587afecfb7a68ec1f0819c102e4127b1d,ON,9db5f2d514f3a751f4eee8b7235a5c837ee65227ed513bf395a3b0ae8a60ed0f,100128,PASS_FAST64_COMPLETE,270248,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,223,False,0,COMPLETE,0,7.59821317470987,True,-74.27007656797814,-64.82570489365136,FAST64_SS_W4,True,False,54.56204842739364,47.50124331175341,False,47.785596903734096,-59.4819003115757,False,0,68,68,0451b1b07a06d7e87765d425d96d136a68f31edc88e8e7d57eaf07d8e696503f,7.5982131747098665,54.56204842739364,47.50124331175339,47.785596903734074,-59.48190031157569,4
12,MIDDLE_TAIL,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,d4584e6835c6cfb49be039232380006ce809a132fb8807caee995e32bc06bd1f,d6e58540971d68a4f4f91b568f537c39291e5f2361383aac59a8956ae3e68cc7,2026-07-28T05:27:12.064617+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s189_low_w4.spice,0.02917834744673886,-0.36971593915803425,0.17565365162936786,-0.14326121275040293,-1.9505874155879894,0,75.78707602596842,218750.0,227,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S189_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s189_low_w4.log,325.51000000000073,0.05,325.5005000000006,FAST64_V2_FIRST_CONVERSION_SEPARATED,21cc420f74325898f3e1991e613a0f4b332bf5810af8452252839548a8518ee7,189,0,64,7a6ddef78e7f8df6523c4fbba54f4815a4ca1b5738c5c2eea8f1f4b040ac5691,ON,4d2eaa6dc9eec38f387e35162613c9cf364b17a769c4d130b7a792648c2513e4,100189,PASS_FAST64_COMPLETE,270084,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,227,False,1,COMPLETE,0,7.791715448240507,True,-71.16756122950243,-69.10198397617289,FAST64_SS_W4,True,True,56.97115379522623,48.66612699840785,True,49.236098980458024,-57.76730465447616,False,0,68,68,9712e9f374f4246ae426a332442a11021ca2f219fbca2c68f0e5b0cfdefa81ca,7.762537100793768,57.34086973438426,48.49047334677848,49.37936019320843,-55.816717238888174,4
13,MARGINAL_DIAGNOSTIC,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,cbb0a2d3525bccea0dde9037442d18f32c6eda1c86aeb736fb887f5e1a82c1f0,b96cb468af2664e1c9e8c8f585cf2c81d3aef519e65983a2653b4b8c6f94e6b9,2026-07-28T05:28:21.612039+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s116_low_w4.spice,-0.03981987010312693,-1.3195053969477328,-0.2397156180208242,0.259728338729758,2.301875790114174,0,72.24088527599815,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S116_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s116_low_w4.log,325.51000000000073,0.05,325.4994852941183,FAST64_V2_FIRST_CONVERSION_SEPARATED,c82bf533b44d9505983128fee6523e83672bd576f5b62e01b72334f8313c048d,116,0,64,a693ddeb712fbcac89f9071eafbc4954408e5fff794e7fcd1b04ddefd39fe7a5,ON,dbe9adf5cc0306ac8213feef25a8105eed63cdfd7caad46877bfba86163f1132,100116,PASS_FAST64_COMPLETE,270148,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,1,COMPLETE,0,7.86375896582192,True,-60.37672870611813,-70.27432985974099,FAST64_SS_W4,True,True,57.600167304329524,49.099828974247956,True,50.31349779029223,-55.229381708479266,False,0,68,68,60d4bba71958f6a5d5a8d0f06083660faa360e3f3520b826d3ccb44b00e070ab,7.903578835925047,58.91967270127726,49.33954459226878,50.053769451562474,-57.53125749859344,4
14,MARGINAL_DIAGNOSTIC,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,81d0ead9789da0eeb5d1aaaec81ae4ed8661742a926ad259dfb6ffee56159034,c9e87bef5fa141fdbb815a5f3cd4fc55e0a35372b8e626f00faa6989ca8cb73e,2026-07-28T05:28:22.748901+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s190_low_w4.spice,5.329070518200751e-15,0.0,2.842170943040401e-14,3.552713678800501e-14,0.0,0,72.57516459794715,218750.0,224,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S190_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s190_low_w4.log,325.51000000000073,0.05,325.49975000000063,FAST64_V2_FIRST_CONVERSION_SEPARATED,965ee4beb9c68bdf2a045bf4dee032b6c33d6d7e72d5121b40624019f81af67b,190,0,64,e9431721bfc9f6f051624cffba5c06d285f39787218d8a0fb2c1b245a2885424,ON,0c59485963e73a2b9b117589b80e80b1d1bf421f981ce70577b5818383a4a11f,100190,PASS_FAST64_COMPLETE,270080,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,0,COMPLETE,0,7.7236395495937,True,-65.64548594190582,-68.74164503143516,FAST64_SS_W4,True,True,55.867284037025044,48.256310088554066,True,49.275253618074935,-55.052167333761616,False,0,68,68,5bef909d82aa2e0127ecb1bc22ccb2ec997fcb71b82fc4c6727e7e92aa3bdb4c,7.7236395495936945,55.867284037025044,48.25631008855404,49.2752536180749,-55.052167333761616,4
15,MARGINAL_DIAGNOSTIC,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,48c224e6669fdb6f46451e92389f21f42ab6385fe764cfe5b38d41f4b882cbfd,17d1f531f2878436461bdec9fb3fec046c2773c676e010137760c8585da213f9,2026-07-28T05:28:24.018108+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s045_low_w4.spice,0.019554651693099778,0.44099792840277274,0.11771900319246242,-0.26135565634421454,-0.7350275435331639,0,72.36055922601372,218750.0,223,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S045_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s045_low_w4.log,325.5099999999999,0.05,325.49900000000065,FAST64_V2_FIRST_CONVERSION_SEPARATED,232d71d1ea6d74cb97b2c4fd925ecaf6c981525f289c5b780d0e960dc2f3eb95,45,0,64,78c09ac0e33126484b9a87485df9031e045082abda9a7ab669efb0fcc3d1314d,ON,cda7d62a336286878e472cbe12c2e11c9a13a1babc0986af5ed391d167ab22d9,100045,PASS_FAST64_COMPLETE,269952,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,1,COMPLETE,0,7.847485503741048,True,-71.05923404448164,-62.587101652454955,FAST64_SS_W4,True,True,54.30498250782249,49.001862732521104,True,50.89743175852932,-53.51567552268179,False,0,68,68,4cf05f84a84b4fe9db5a390becd216d1c31b3ca15a8a43feb097a792ea56c8e8,7.827930852047948,53.863984579419714,48.88414372932864,51.15878741487354,-52.780647979148625,4
16,MARGINAL_DIAGNOSTIC,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,a09c89e6b09848f9941916b45e2fadbfad0bbc4a7e7b9aef758c41fc342db517,83223241d18cd0808d33fed6eb99c8a3879228fbd76b8e455398baf7b09885cf,2026-07-28T05:28:24.155845+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s188_low_w4.spice,1.1546319456101628e-14,0.0,7.105427357601002e-14,7.105427357601002e-14,-3.552713678800501e-14,0,72.06711876299232,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S188_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s188_low_w4.log,325.51000000000033,0.05,325.4996764705889,FAST64_V2_FIRST_CONVERSION_SEPARATED,86668fc2dcfb5801295e5e5d03887b6f76f79b310ec21639c59076feeb38f0cd,188,0,64,0c8d05bd02a111ba7d2450429a72fa1aa91c2e9919b053123acde858b0cc5078,ON,f2b7c396fdadb52e91888a03f12ea39b3115bfab3fe915b83698e4f485584799,100188,PASS_FAST64_COMPLETE,270156,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,225,False,0,COMPLETE,0,7.748298572922409,True,-65.56698947329436,-61.34415606310897,FAST64_SS_W4,True,True,58.780980608201155,48.4047574089929,True,48.94400739837821,-57.73153454783341,False,0,68,68,507a53ede31659e93e294b36b1bcaf593802f73e29cec0b59db4d332aab6bea7,7.748298572922398,58.780980608201155,48.40475740899283,48.94400739837814,-57.73153454783338,4
17,REFERENCE_CONTROL,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,3bee7192c8410e48f34f784df290f131a0233ab3153b50d46b7dc678a5a332da,4c1818f36e11fe5b7b43e5b027dc38d0c9c407055a8f3dc15d837596de84017e,2026-07-28T05:29:34.075998+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s142_low_w4.spice,-3.552713678800501e-15,7.815970093361102e-14,-2.1316282072803006e-14,-2.842170943040401e-14,-8.526512829121202e-14,0,72.44661111501046,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S142_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s142_low_w4.log,325.51000000000073,0.05,325.50097058823593,FAST64_V2_FIRST_CONVERSION_SEPARATED,9c0fadefd8b6697e9e1583cb71b2350bb263579a96434a205c3c1738e526856f,142,0,64,3a35e4ff9e5f5ab455a4863cfb8bd8fecb47af61d88c2a19016227b12066aa59,ON,c53cf2b7877aa6d8ca2cac309d278e7902529d863a64754b07e3cadaefc4d8e6,100142,PASS_FAST64_COMPLETE,270240,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,225,False,0,COMPLETE,0,7.687581393308917,True,-76.15247494575625,-59.792675495515894,FAST64_SS_W4,True,True,56.2591692040246,48.039239987719675,True,48.59870710858602,-57.21606840133495,False,0,68,68,1cc894b64fa2332107f2c17291c6e50c01970e98188de18c8651e74189a8cb8e,7.68758139330892,56.25916920402452,48.0392399877197,48.59870710858605,-57.216068401334866,4
18,REFERENCE_CONTROL,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,30f8341c057e6449cc1808f4a0cd4366eabd669da3331f37b6daed41e37ac404,8cf9f6b8a42834bad2288e09223a5af9d01eb8e1b2042171148ac28c84af8319,2026-07-28T05:29:36.149036+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s053_low_w4.spice,-2.6645352591003757e-15,0.0,-1.4210854715202004e-14,-1.4210854715202004e-14,-2.1316282072803006e-14,0,73.38244888896588,218750.0,226,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s053_low_w4.log,325.51000000000033,0.05,325.49997058823595,FAST64_V2_FIRST_CONVERSION_SEPARATED,e52e0a1c4f31e1b19f5f77d0a9d6ba9fe4d91376f6b320fa3e060e638ccc827c,53,0,64,2987b1b49fc71ae4c88fc57c33a86aebf967a57a2a47602afa02514b5deed7b1,ON,c2f303c0ecd35d70e3317ef58ce9c0bb86b47822789f49d575a49cda096fdf14,100053,PASS_FAST64_COMPLETE,270308,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,226,False,0,COMPLETE,0,7.691275774154721,True,-63.88694840406988,-71.53526833697374,FAST64_SS_W4,True,True,56.47585479364818,48.06148016041141,True,48.500736378908854,-58.229921211449174,False,0,68,68,cdefab1cb4d7668223b0328136d0c4edce078103715b8356197bea76fa89deae,7.6912757741547235,56.47585479364818,48.06148016041143,48.50073637890887,-58.22992121144915,4
19,REFERENCE_CONTROL,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,ecd4c732b026e2f16b2a38c9c9855bdd3d2e43581c01967cb5bc23c746e537da,5971bfacea57b337cf425cb6bcf1324b8d9cb3c8b99891a92d722d826669302e,2026-07-28T05:29:36.785331+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s132_low_w4.spice,3.552713678800501e-15,0.0,2.1316282072803006e-14,7.105427357601002e-15,2.1316282072803006e-14,0,72.74945428897627,218750.0,224,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S132_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s132_low_w4.log,325.51000000000073,0.05,325.5006470588242,FAST64_V2_FIRST_CONVERSION_SEPARATED,04354f384094c6b3b2412762aa5fb56b1a45c4e48cdee790fc7cf1b333f3df8f,132,0,64,63fd501d49f94daf82607413afd6070f70f38ea45fa989923ae22ec1816c22ae,ON,7ae1fffbe5248c1dda2cf35bd99742ce5fb74c80d96cc68d945f74abddbe6507,100132,PASS_FAST64_COMPLETE,270092,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,0,COMPLETE,0,7.702876226638603,True,-72.2394014090393,-69.65197716764612,FAST64_SS_W4,True,True,56.843750595806824,48.131314884364386,True,48.65448541959662,-57.58168483794467,False,0,68,68,404da25d40539fa039d7875f86d00b1789db0a086975f1716db1a69641ce9a98,7.702876226638599,56.843750595806824,48.131314884364365,48.65448541959661,-57.58168483794469,4
20,REFERENCE_CONTROL,typical,mimcap_typical,3.3,27,480.0,LOW,7,False,a9674ad91ade3d8dc18244b4c96dfe5299410100a6a28f506b9a3f346a8a6323,f6aeb98e36f608160ed0be959dd726ac557028b62e256ebd34cd6dd5fa4856ab,2026-07-28T05:29:38.269280+00:00,jobs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s096_low_w4.spice,3.552713678800501e-15,0.0,2.1316282072803006e-14,2.1316282072803006e-14,-4.973799150320701e-14,0,74.09459503809921,218750.0,224,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S096_LOW_W4,logs/fast64_v2/p4_pvt_tt_mc20_low/pvt3_tt_3p3_27c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s096_low_w4.log,325.5010000000001,0.05,325.49839705882414,FAST64_V2_FIRST_CONVERSION_SEPARATED,5093fa50b4ccaf2cf2c0363e5bf8d4979a6091683930eb27c3c25157e31769d5,96,0,64,cb76a5447f5125bccba98f6c6ba318654f3f33f6a41873724d8030e11f20a034,ON,b77c94643a42b65cfba9e0cbb09c0245277c3034af087ffad7496ec548ed40c7,100096,PASS_FAST64_COMPLETE,269856,P4_PVT_TT_MC20_LOW,0.7853981633974483,True,TT_3P3_27C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,224,False,0,COMPLETE,0,7.748323294461144,True,-73.7480164046829,-64.23885100960793,FAST64_SS_W4,True,True,57.915447505060335,48.40490623265608,True,48.83711887037392,-58.64008894597207,False,0,68,68,146d18dd27cd2440d799df4f51bed3567a0eeebc026162e950330ad3130db03c,7.748323294461141,57.915447505060335,48.40490623265606,48.8371188703739,-58.64008894597202,4
1,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,b1934ef574a36b4afcdfcee0753a30272f67c3ba17cf0124db775f267d666427,714baedc57626db0904fe425a3022969d4bb985a6c6cc8ab0fbe3f9eb706576f,2026-07-28T05:30:44.886039+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s044_low_w4.spice,-1.7763568394002505e-15,-4.263256414560601e-14,-7.105427357601002e-15,-1.4210854715202004e-14,-1.2079226507921703e-13,0,70.78698366996832,218750.0,226,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s044_low_w4.log,325.51000000000073,0.05,325.4979558823536,FAST64_V2_FIRST_CONVERSION_SEPARATED,bd8f468dc79eb35b437943275f6634b635ba84c01b70b7d2934421b2aa0f3227,44,0,64,298ddc3a1e0cf8cd7146a7c83c203ac3cd765ace6bf4117ac05c781d6ad1ed59,ON,cd3cd754ce17c573a473c44a29d2bbcbbe71eac6db0725a8c9a7da0d4b29bfe7,100044,PASS_FAST64_COMPLETE,266628,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,226,False,0,COMPLETE,0,7.8728866909315505,True,-67.43858662175698,-84.00439268838959,FAST64_SS_W4,True,True,56.88863961012528,49.15477787940793,True,49.55090313955259,-59.75085289170344,False,0,68,68,d92c196f5aef7460dd77b92b1360173bc2fae5a30739a2782be3fbdf4e0e5797,7.872886690931552,56.888639610125324,49.15477787940794,49.5509031395526,-59.75085289170332,4
2,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,ee3f1ad03bc9336d27906434b80232ba42f4df2aedd0e995b54e892a06d7da96,602a9d5e7995c1949e1a4704b9a5b08c5f73da01c9104b93fb9347ef5b90aea7,2026-07-28T05:30:46.819639+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s026_low_w4.spice,-0.005915945271304679,-0.9840152486705165,-0.03561399053325687,-0.19701193022446262,-0.8963040810473188,0,70.65122553391848,218750.0,225,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s026_low_w4.log,325.51000000000073,0.05,325.4978088235301,FAST64_V2_FIRST_CONVERSION_SEPARATED,884ab2a37208e7334283d06c280a1fe521805c821790a613ca76d462becf41e7,26,0,64,c042480eeeb2914d98eef586e1096668ec6b5497cd6381306fea83da3ff3ef34,ON,3c7bd715af2bb066f17b48154918af223969ad4c32719480f99ac6d2ebe3e509,100026,PASS_FAST64_COMPLETE,266604,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,226,False,1,COMPLETE,0,7.747601845155314,True,-62.14684140717517,-68.07892356374869,FAST64_SS_W4,True,True,57.77568345637568,48.400563107834984,True,49.01667704065494,-57.186211609977846,False,0,68,68,aadd5fe1b48a9cd3bdb0ba88f1001b8acb09ed63249360133ace1bdb18d10b13,7.753517790426619,58.7596987050462,48.43617709836824,49.2136889708794,-56.28990752893053,4
3,DEEP_TAIL,ss,mimcap_ss,3.0,125,480.0,LOW,7,False,24d929f674009514e4f2c620e7aae942767e4919eb049505863b9a635241e241,fe324228d8b1d33dd821772ba1ff325fa8ffc5b3e32af0cb39fd69da5e3dec5f,2026-07-28T05:30:47.787045+00:00,jobs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s065_low_w4.spice,-0.032296961948853564,-1.1940815058371683,-0.19442771093209643,-0.14413750785458035,0.3467744324376767,0,70.98759648995474,218750.0,226,,True,PASS_FIRST_CONVERSION_DETERMINISTIC,FAST64_STARTUP_INCLUSIVE_W0,3.0,0,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,logs/fast64_v2/p5_pvt_ss_mc20_low/pvt3_ss_3p0_125c_cmp_xm5_xm6_w8p2524_xm7_xm11_w16p8587_s065_low_w4.log,325.513,0.05,325.4981470588242,FAST64_V2_FIRST_CONVERSION_SEPARATED,81b31c359477d6abf8df0ec0340bf4080968961be407641af0758e6803b040c8,65,0,64,c55e23c286f41769614a041a5a31f28d7c73215cb8db984ef6bca06ef3b6cbb7,ON,da917894f97e8f61ba4a722dda79d8b27163134f689bcc966030a9df5917c3ea,100065,PASS_FAST64_COMPLETE,266700,P5_PVT_SS_MC20_LOW,0.7853981633974483,True,SS_3P0_125C,67,4,0,CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_PVT3_MC20_LOW,226,False,1,COMPLETE,0,7.5548173247178125,True,-61.27897601967259,-55.348094058070416,FAST64_SS_W4,True,False,55.348094058070416,47.24000029480123,True,48.50417139625727,-53.216548574885195,False,0,68,68,2ad8d194406822b43dfee9a8253577066dbe60a03fc7a7690e570740b9c0e154,7.587114286666666,56.542175563907584,47.434428005733324,48.64830890411185,-53.56332300732287,4
