quant_error_lsb
-3.073123009116496829e-01
-3.177704230795504459e-01
-1.207106927321721090e-01
-3.481349396602862467e-01
-3.588375832706995339e-01
1.273290615641960444e-01
-2.168221893564618030e-01
9.758289329955888158e-02
3.870905126062579860e-01
1.344915569742631545e-01
-4.232324157194799347e-02
1.835890245679231911e-02
-2.829258610307092137e-01
-1.994168522461383375e-01
-3.793462585220448435e-01
7.081385585412564021e-02
-2.854196224263920723e-01
-2.359880483230286374e-01
3.578008319592928532e-01
-4.412625519112743921e-01
-1.091118963835543548e-01
1.865124647855676832e-01
-2.742388409844205288e-01
2.128365140975193581e-01
-1.116867939125106290e-01
1.371491010781469670e-02
4.782144328821820722e-01
2.143370224504959898e-01
5.983207663500506729e-02
-2.978249587583464697e-01
-1.105270364721925858e-01
-4.037586411979365297e-01
3.496472265132578028e-01
1.823227686453693097e-01
1.542518611732228151e-01
1.141335092100515675e-01
2.753921273483683763e-01
-2.872613427077025938e-01
-1.509734508083645024e-02
-2.515017988767788149e-01
3.253132457514846809e-01
1.619962208332695330e-01
-4.575798558207864186e-01
8.473228778103368553e-02
1.596533997164412411e-01
2.637573158705375787e-01
1.271602673764458437e-02
1.399706228586611034e-01
3.023914602381945205e-01
8.833545609467605142e-02
3.951655357599627716e-01
2.310549000115462992e-01
-6.947453968224943932e-02
-1.763975467663920771e-01
1.874464240205330756e-01
-4.636410495034811730e-01
-2.574411510269669634e-01
-6.528460607136273020e-02
3.859747665432798625e-02
2.280484414709395835e-01
-4.623606129498913364e-01
-9.543393568512383018e-02
-4.884857372656249974e-01
-4.221589746222274564e-01
-1.042425736582853341e-01
1.275410983671530218e-01
4.637843160107609775e-01
-2.071919593936399906e-01
-3.965319216853365192e-01
5.503840822203689281e-02
3.352618587011005902e-01
-1.421663526476509842e-01
3.016876464960539517e-01
1.331133532073636161e-01
7.077086293079179469e-02
-4.594790912126628379e-01
4.697759569741238872e-01
5.210667221436939694e-02
4.500982600253297106e-01
2.863791562594663054e-01
4.069457662474880721e-01
-4.874513210123656570e-01
-2.649449145629118596e-01
-2.794684819065029191e-01
2.083807372978232209e-01
-2.048311740512912538e-01
-3.197330792770672336e-01
-4.538230631426893869e-01
1.098908504231885380e-01
-4.575317247180438196e-01
3.904043851272330223e-01
3.061667577945654251e-01
3.170574155432980268e-01
-1.580163386325453279e-01
-9.072056907936097703e-02
-3.594604776830077619e-01
-2.914188545644565975e-01
-3.194047085671894992e-01
-2.153807872355089914e-01
7.510597898732050692e-02
5.377616085749035296e-02
1.068384990737607102e-03
-7.011823586992704804e-02
3.746302644290889217e-01
3.946965846316342064e-01
1.651236811416117167e-01
1.555184552439507484e-01
8.785536341844470132e-02
-3.570527649511699431e-01
2.375499638987033924e-01
-3.837903160036028605e-01
-6.712774041875156639e-02
3.402461670169915076e-01
-3.561667691656947854e-01
-1.778865141485188317e-01
1.240951815896597921e-01
1.919642555114531995e-02
4.789773269743591300e-01
1.852553235693556177e-01
3.828575647406751159e-01
-3.498004666473060187e-01
-8.366191347798068723e-02
-3.956197346658829050e-01
-8.181540831876245312e-02
2.013141596651568110e-01
3.304910017548015055e-01
-2.749413522596957371e-01
-3.315728479258402417e-01
4.107556190748883895e-01
-4.241336188281132347e-01
1.290908939217040585e-01
-4.222839430370667890e-01
-2.289309817988663953e-01
-2.115794699592336570e-01
2.576125224655690937e-01
5.748906990324004207e-02
-1.529933635567418126e-01
-1.103500092225698781e-01
4.909002235150443649e-01
1.685553374598130760e-01
-2.265550854670717873e-01
-2.964246586022976637e-01
4.684461869661885602e-01
1.196009515160600389e-01
-1.520955188425097970e-01
6.998358712357512224e-02
4.086736414270449869e-01
3.740672673260339032e-01
-3.510827791314221069e-01
9.707344991452974969e-02
3.992327416513236082e-01
-1.082128500683452038e-01
-4.877157239873748384e-01
3.813364339324089580e-01
4.971393539827819730e-01
-1.800352422099268379e-01
3.087978814707693087e-01
2.258125384722454998e-01
4.829409045935971201e-01
3.881111939863130522e-01
-3.963299909715842229e-01
3.348773552719355173e-01
-1.002667043259380664e-01
4.703313421522887783e-01
-1.297451608589948215e-02
4.687831975435167720e-01
3.654669197619769827e-01
-2.989908799731257893e-01
-3.400838717117735110e-01
2.519920651829131719e-01
2.891349575849698206e-01
-2.945696220404122045e-01
2.032980650647974730e-01
2.924602217079970701e-01
-1.959294100082415169e-01
-4.173698163802107564e-01
5.170399744021297872e-02
-4.628557138547548799e-01
-2.268153608277396760e-01
-3.648877691390051692e-01
-2.655954644218889715e-01
4.889395129531655670e-01
-2.411224976268546427e-01
-2.842173059823113190e-01
-2.309833292842962058e-02
-3.469654206441298849e-01
2.492363169192699235e-01
1.148895806446650070e-01
-2.181024688253033195e-01
1.920280810885381384e-01
1.639250787965806921e-01
-1.647188056983014404e-01
2.577991481426940568e-01
-2.324372377359275321e-01
1.690968567406598011e-01
-1.592285052164336689e-01
-2.185811044188312735e-01
-4.603478809713124065e-02
-4.306621464128986276e-01
3.072598578982291828e-01
2.582028598628232086e-01
-4.371179176843043024e-01
-3.442060960797398428e-01
-7.712399204251596530e-02
-1.348170412648093744e-02
3.181848134522624605e-01
4.365363399203407990e-01
1.923779006022260374e-01
2.814330540490693755e-01
3.653926728420696102e-01
-1.266003447482229038e-01
3.478314714327686574e-01
2.530858373936402672e-01
-6.890152092950074803e-02
1.381198944240475956e-01
3.693793953915591177e-01
2.056892298469977787e-01
2.025943162690549970e-01
-2.037545800329312873e-02
5.577768150634951350e-02
4.347710941703673837e-02
3.083424793717714496e-01
3.358099389296017590e-01
1.933504388201821300e-01
-2.741330801518749860e-01
-6.301101447790227739e-02
3.001257467167473547e-01
-3.129954997066373701e-01
-6.466288287135606161e-02
4.248904400782628765e-01
-4.097434070141717233e-01
-4.929351226871190317e-01
1.193972932998121905e-01
-2.850616306609347617e-01
-3.148681310818634560e-01
8.610209757987978552e-02
-8.802249971216055680e-02
-2.804279177086541064e-01
-1.281742284800704013e-01
7.991490390657966791e-02
-3.731617094620908182e-01
2.771590346764817303e-01
1.238455258507709794e-01
3.616993261740015786e-01
1.287219198702286294e-01
1.195577766130514613e-01
-1.321166228705926426e-01
-4.687782024398209207e-02
3.654515245198093343e-01
3.811956505984175347e-01
-4.502330730234154199e-01
-3.051072526485608047e-02
3.061775366614938321e-01
2.351373390036529121e-02
2.501463160732823043e-01
8.542019818522102181e-02
-3.117646004133020621e-01
4.388776987662582063e-01
-3.817626514094907830e-01
-4.646596551348339266e-01
-1.311107911390549663e-01
1.664567839823990689e-02
-7.351268721288975461e-02
4.288956262652565132e-01
-4.274033485667333432e-01
1.642286890916680453e-01
-3.244572148942632683e-01
2.863783714599321684e-01
3.310779998262807222e-01
-3.661468662709875255e-01
-3.238793071183716510e-01
4.337149228002304402e-01
-3.557357494232479267e-01
-2.501888735386781915e-01
8.119582493392005218e-02
9.666379909116157298e-02
-1.193669521075481910e-01
-2.630266912547921665e-01
-2.358561716449217305e-01
2.152157469122157052e-01
-2.290108338657399420e-02
-2.068228065930685089e-01
-2.228124405532044550e-01
-5.076692701158984355e-02
1.637772833372002357e-01
3.051834118211365077e-01
-4.305474640405878572e-01
-2.932288216756847588e-01
-1.555792872390865667e-01
2.359941182773100665e-01
-2.974232033511725604e-01
6.655088215346856295e-02
3.295444055126328098e-01
2.390070413305104835e-01
4.034145385635918846e-01
2.622103806931410652e-01
-2.265085614893912469e-01
1.972405592056247770e-02
-9.138209971205375759e-02
3.344581375052471661e-01
4.240418116504476309e-01
-4.384534045316252904e-01
1.420715528777805048e-01
-3.924511260523184941e-02
-2.914991928448404032e-02
-4.507116844898378938e-01
4.890208815704381040e-01
1.907590884357880656e-01
-4.418903658548141433e-03
-4.174908442775284168e-01
-3.519461970163086373e-01
-2.526944049283402424e-02
4.583545944845635600e-01
-9.013274243817945286e-02
3.094377303120703082e-02
4.848622114319395965e-02
2.032091583922793210e-01
-9.924482036979043187e-02
-4.638783066506763086e-01
-3.511774019800468216e-01
7.944104865741256905e-02
-1.386867606566631606e-01
3.779230536439533439e-01
-3.856786464966516781e-01
-9.087614353033506009e-02
1.006989415836802848e-01
-1.873864751898595971e-01
1.467271015705010062e-01
-9.682066256014904004e-02
4.391179445573644702e-01
1.492786761723905176e-01
-2.333966971677040592e-01
4.279522708646802953e-01
-1.892658801657422785e-01
3.532989917953072712e-01
-3.313520448025830123e-01
-2.360145954199143747e-01
3.699604286150889321e-01
-4.363077191008896683e-01
-2.949272954974864747e-01
3.205320886740323227e-02
-3.848602990658759465e-02
-1.439157610858936009e-01
-4.735298828996840625e-01
-2.253222611766900474e-01
1.376531850778620059e-01
1.942767033197616636e-02
-6.631258545922946723e-02
3.386548408031210822e-01
1.761170504938918899e-02
2.009723921169632721e-01
8.157534663984519763e-02
-2.295329063478762366e-01
-3.654036826027189100e-02
3.530991376496552259e-01
4.445960975444303021e-01
-4.864642401265856231e-01
-2.312215770661275871e-01
1.691276824385400945e-01
4.617452434816434192e-01
1.424294379578039949e-01
-2.298198490817406070e-01
-4.245493002878888977e-01
1.760662295672813515e-01
3.055982952065839919e-01
4.201855831397819513e-02
-2.160308264696114353e-02
-4.834862014247425233e-01
5.998478492392009254e-02
1.748864373840319786e-01
-2.053809691230245593e-01
-4.368844222955705625e-01
-2.962839571346662093e-01
1.011575228574369129e-01
1.252304164100170314e-01
4.783795524225056828e-01
1.936283562956225002e-01
4.561935533205783155e-01
9.584974729656725242e-03
2.764722796578165664e-01
-2.282481304293322300e-01
-2.024955582712931884e-02
2.570718550688365078e-01
8.268605897760207546e-02
3.493482954781471084e-01
4.406892393924475848e-01
-1.539389861510605528e-01
3.448002782520835918e-01
3.360076824315469390e-01
3.567924665441737919e-02
-3.256960858158543526e-01
-1.090726877641861187e-01
1.942300630274223228e-01
2.366568502175509237e-01
3.226160615333677206e-02
-7.588161884314104100e-02
-8.477217794719268951e-02
-2.507680289934743345e-01
2.585280805739972321e-01
-4.487601939083293301e-01
-3.095180918446307494e-01
4.855882741299290539e-01
2.834745909489430060e-01
-1.714107345182803999e-01
4.888273150150138635e-01
-1.466095664803520604e-01
4.814885712546115859e-01
1.174141361927722310e-01
3.444307061191994590e-01
2.640000948996229849e-02
-3.297805108579405786e-01
-1.051982280574413758e-01
4.277459308803720495e-01
3.579369924386141544e-02
-4.373878502839462223e-01
-6.586166475858255820e-02
-3.449722475089094242e-01
4.187018321021482303e-01
4.334401511610675439e-01
3.912801529167896919e-01
-7.585134983381014440e-02
-5.241162193887222154e-02
-4.937105075691092804e-01
1.939193687282086617e-02
1.048876113298751328e-01
9.634787328397967365e-02
-2.599822626453541230e-01
3.461704421390014996e-01
3.613650479254000569e-02
5.741928954160571696e-02
3.531404335846258791e-01
4.056193991772261143e-01
9.132122691865748876e-02
-1.130965960288676797e-01
-4.998870162619168389e-01
2.088020851792126709e-01
4.196283874327879637e-01
3.079610462599275400e-01
1.421292032896852020e-01
-4.659983052946071180e-01
2.830896719564848785e-01
-4.170582028719890810e-01
-4.244838723188676943e-01
-4.604209120449642145e-01
1.423382308157151999e-01
-3.116832296433024174e-01
2.166075089783536245e-01
3.059541723781682432e-01
-3.803995844080030886e-01
-4.594698569903076790e-01
-9.138300115032106652e-02
-4.429069921164676127e-01
3.747717811886693284e-01
1.424173517274512635e-01
-2.102681594052522585e-01
-4.172151980002321014e-01
2.856376443973578372e-01
