sample,source_sample_index,t_sample_s,vdiff_v,direct_code,sar_code,oracle_code
0,16,8e-06,1.41975107681972,234,234,234
1,17,8.5e-06,1.3670717727001747,230,230,230
2,18,9e-06,1.301911427456404,226,226,226
3,19,9.5e-06,1.2248649395896396,220,220,220
4,20,1e-05,1.1366357252648163,213,213,213
5,21,1.05e-05,1.0380292962877775,206,206,206
6,22,1.1e-05,0.9299459059734929,198,198,198
7,23,1.15e-05,0.8133723300467627,189,189,189
8,24,1.2e-05,0.6893728576138309,179,179,179
9,25,1.25e-05,0.5590795744552131,170,170,170
10,26,1.3e-05,0.4236820273509593,159,159,159
11,27,1.35e-05,0.284416363800618,149,149,149
12,28,1.4e-05,0.14255404628968338,138,138,138
13,29,1.45e-05,-0.0006097558614118076,127,127,127
14,30,1.5e-05,-0.1437679910860785,117,117,117
15,31,1.55e-05,-0.28561365864244387,106,106,106
16,32,1.6e-05,-0.42485174122021235,96,96,96
17,33,1.65e-05,-0.5602110281416306,85,85,85
18,34,1.7e-05,-0.6904557212135467,76,76,76
19,35,1.75e-05,-0.8143967172718807,66,66,66
20,36,1.8e-05,-0.9309024644115506,57,57,57
21,37,1.85e-05,-1.038909292787054,49,49,49
22,38,1.9e-05,-1.1374311256659395,42,42,42
23,39,1.95e-05,-1.2255684820755521,35,35,35
24,40,2e-05,-1.302516688851034,29,29,29
25,41,2.05e-05,-1.3675732271105088,25,25,25
26,42,2.1e-05,-1.4201441460858968,21,21,21
27,43,2.15e-05,-1.459749485752587,18,18,18
28,44,2.2e-05,-1.4860276587506542,16,16,16
29,45,2.25e-05,-1.498738751591715,15,15,15
30,46,2.3e-05,-1.4977667150121896,15,15,15
31,47,2.35e-05,-1.4831204234755593,16,16,16
32,48,2.4e-05,-1.4549335941506198,18,18,18
33,49,2.45e-05,-1.4134635661054373,21,21,21
34,50,2.5e-05,-1.3590889508626773,25,25,25
35,51,2.55e-05,-1.2923061757661785,30,30,30
36,52,2.6e-05,-1.2137249517170177,36,36,36
37,53,2.65e-05,-1.1240627066575564,43,43,43
38,54,2.7e-05,-1.0241380356244452,50,50,50
39,55,2.75e-05,-0.9148632271700456,59,59,59
40,56,2.8e-05,-0.7972359343842643,67,67,67
41,57,2.85e-05,-0.6723300665584124,77,77,77
42,58,2.9e-05,-0.5412859846480189,87,87,87
43,59,2.95e-05,-0.40530009004770606,97,97,97
44,60,3e-05,-0.26561390173015365,108,108,108
45,61,3.05e-05,-0.12350272147226563,118,118,118
46,62,3.1e-05,0.019736009347657894,129,129,129
47,63,3.15e-05,0.16279455508204527,140,140,140
48,64,3.2e-05,0.30436682513043556,150,150,150
49,65,3.25e-05,0.4431602982369507,161,161,161
50,66,3.3e-05,0.5779078229028829,171,171,171
51,67,3.35e-05,0.7073791861794141,181,181,181
52,68,3.4e-05,0.8303923452201208,190,190,190
53,69,3.45e-05,0.9458242190518862,199,199,199
54,70,3.5e-05,1.0526209420378707,207,207,207
55,71,3.55e-05,1.1498074854208866,214,214,214
56,72,3.6e-05,1.2364965591047559,221,221,221
57,73,3.65e-05,1.3118967124024858,226,226,226
58,74,3.7e-05,1.3753195597933783,231,231,231
59,75,3.75e-05,1.4261860657196028,235,235,235
60,76,3.8e-05,1.4640318310435356,238,238,238
61,77,3.85e-05,1.48851133290177,240,240,240
62,78,3.9e-05,1.4994010792469283,240,240,240
63,79,3.95e-05,1.4966016492770597,240,240,240
64,80,4e-05,1.4801386011239872,239,239,239
65,81,4.05e-05,1.4501622385136246,237,237,237
66,82,4.1e-05,1.4069462385285991,233,233,233
67,83,4.15e-05,1.3508851530013815,229,229,229
68,84,4.2e-05,1.2824908063496125,224,224,224
69,85,4.25e-05,1.2023876227405297,218,218,218
70,86,4.3e-05,1.1113069252463907,211,211,211
71,87,4.35e-05,1.0100802590382307,204,204,204
72,88,4.4e-05,0.8996317995756287,195,195,195
73,89,4.45e-05,0.7809699151039038,186,186,186
74,90,4.5e-05,0.6551779604911318,177,177,177
75,91,4.55e-05,0.523404386455098,167,167,167
76,92,4.6e-05,0.3868522544805567,157,157,157
77,93,4.65e-05,0.24676825315314682,146,146,146
78,94,4.7e-05,0.10443131618822407,135,135,135
79,95,4.75e-05,-0.038859053930710305,125,125,125
80,96,4.8e-05,-0.18179465010152948,114,114,114
81,97,4.85e-05,-0.3230705042241314,103,103,103
82,98,4.9e-05,-0.4613968012497556,93,93,93
83,99,4.95e-05,-0.5955106548865345,83,83,83
84,100,5e-05,-0.7241876374518924,73,73,73
85,101,5.05e-05,-0.846252958606935,64,64,64
86,102,5.1e-05,-0.9605921909136875,55,55,55
87,103,5.15e-05,-1.0661614442933476,47,47,47
88,104,5.2e-05,-1.1619968964951743,40,40,40
89,105,5.25e-05,-1.2472235925651038,34,34,34
90,106,5.3e-05,-1.3210634329769995,28,28,28
91,107,5.35e-05,-1.3828422774968285,23,23,23
92,108,5.4e-05,-1.431996099923146,20,20,20
93,109,5.45e-05,-1.4680761375125706,17,17,17
94,110,5.5e-05,-1.490752988077222,15,15,15
95,111,5.55e-05,-1.4998196173485874,15,15,15
96,112,5.6e-05,-1.4951932491513016,15,15,15
97,113,5.65e-05,-1.4769161211299997,16,16,16
98,114,5.7e-05,-1.4451550991296371,19,19,19
99,115,5.75e-05,-1.400200153749894,22,22,22
100,116,5.8e-05,-1.3424617129823535,26,26,26
101,117,5.85e-05,-1.2724669151002652,32,32,32
102,118,5.9e-05,-1.1908547960111022,38,38,38
103,119,5.95e-05,-1.0983704550102547,45,45,45
104,120,6e-05,-0.995858252201142,53,53,53
105,121,6.05e-05,-0.8842540996876849,61,61,61
106,122,6.1e-05,-0.764576916918712,70,70,70
107,123,6.15e-05,-0.6379193281950116,79,79,79
108,124,6.2e-05,-0.5054376872685404,89,89,89
109,125,6.25e-05,-0.36834152010686483,100,100,100
110,126,6.3e-05,-0.2278824822078836,110,110,110
111,127,6.35e-05,-0.08534293128191407,121,121,121
112,128,6.4e-05,0.05797578037011428,132,132,132
113,129,6.45e-05,0.20076518689460035,143,143,143
114,130,6.5e-05,0.3417216548682486,153,153,153
115,131,6.55e-05,0.479558285162103,164,164,164
116,132,6.6e-05,0.6130166620254549,174,174,174
117,133,6.65e-05,0.7408783421232351,183,183,183
118,134,6.7e-05,0.8619759786347564,192,192,192
119,135,6.75e-05,0.9752039788533815,201,201,201
120,136,6.8e-05,1.079528597985775,209,209,209
121,137,6.85e-05,1.1739973769967509,216,216,216
122,138,6.9e-05,1.2577478383344067,222,222,222
123,139,6.95e-05,1.3300153601456672,228,228,228
124,140,7e-05,1.3901401570924956,232,232,232
125,141,7.05e-05,1.4375733040355796,236,236,236
126,142,7.1e-05,1.4718817475906925,238,238,238
127,143,7.15e-05,1.4927522598034069,240,240,240
128,144,7.2e-05,1.4999942978460432,240,240,240
129,145,7.25e-05,1.4935417436285068,240,240,240
130,146,7.3e-05,1.4734535074407715,238,238,238
131,147,7.35e-05,1.4399129901159031,236,236,236
132,148,7.4e-05,1.3932264086239374,232,232,232
133,149,7.45e-05,1.333820000383558,228,228,228
134,150,7.5e-05,1.2622361318155322,223,223,223
135,151,7.55e-05,1.1791283466658942,216,216,216
136,152,7.6e-05,1.0852553993065142,209,209,209
137,153,7.65e-05,0.9814743274875992,201,201,201
138,154,7.7e-05,0.8687326277862495,193,193,193
139,155,7.75e-05,0.7480596051873895,184,184,184
140,156,7.8e-05,0.6205569757733181,174,174,174
141,157,7.85e-05,0.48738880831711917,164,164,164
142,158,7.9e-05,0.34977089661078853,154,154,154
143,159,7.95e-05,0.20895965955619367,143,143,143
144,160,8e-05,0.06624067035843681,132,132,132
145,161,8.05e-05,-0.07708308045268217,122,122,122
146,162,8.1e-05,-0.21970308101723457,111,111,111
147,163,8.15e-05,-0.3603172445481668,100,100,100
148,164,8.2e-05,-0.49764179707492545,90,90,90
149,165,8.25e-05,-0.6304229979953833,80,80,80
150,166,8.3e-05,-0.7574485864302605,70,70,70
151,167,8.35e-05,-0.8775588488774974,61,61,61
152,168,8.4e-05,-0.9896572071215377,53,53,53
153,169,8.45e-05,-1.092720229732414,45,45,45
154,170,8.5e-05,-1.1858069757520284,38,38,38
155,171,8.55e-05,-1.2680675852619832,32,32,32
156,172,8.6e-05,-1.338751038403116,27,27,27
157,173,8.65e-05,-1.3972120120087328,22,22,22
158,174,8.7e-05,-1.4429167712521007,19,19,19
159,175,8.75e-05,-1.4754480425188559,16,16,16
160,176,8.8e-05,-1.494508823016159,15,15,15
161,177,8.85e-05,-1.4999250923377685,15,15,15
162,178,8.9e-05,-1.491647401229086,15,15,15
163,179,8.95e-05,-1.4697513230471246,17,17,17
164,180,9e-05,-1.43443676379368,19,19,19
165,181,9.05e-05,-1.3860261370209355,23,23,23
166,182,9.1e-05,-1.3249614202721822,28,28,28
167,183,9.15e-05,-1.2518001199316497,33,33,33
168,184,9.2e-05,-1.167210181323414,40,40,40
169,185,9.25e-05,-1.0719638905289737,47,47,47
170,186,9.3e-05,-0.9669308235984486,55,55,55
171,187,9.35e-05,-0.8530699075274418,63,63,63
172,188,9.4e-05,-0.7314206654809342,72,72,72
173,189,9.45e-05,-0.6030937261933043,82,82,82
174,190,9.5e-05,-0.4692606841913203,92,92,92
175,191,9.55e-05,-0.33114340341392373,103,103,103
176,192,9.6e-05,-0.19000286188419527,113,113,113
177,193,9.65e-05,-0.04712763927900773,124,124,124
178,194,9.7e-05,0.09617784749787517,135,135,135
179,195,9.75e-05,0.23860525333282662,145,145,145
180,196,9.8e-05,0.37885424978300863,156,156,156
181,197,9.85e-05,0.5156443967667214,166,166,166
182,198,9.9e-05,0.647726832677725,176,176,176
183,199,9.95e-05,0.7738956761955944,186,186,186
184,200,0.0001,0.8929990356962056,195,195,195
185,201,0.0001005,1.0039495257491478,203,203,203
186,202,0.000101,1.1057341946888555,211,211,211
187,203,0.0001015,1.1974237726231247,218,218,218
188,204,0.000102,1.2781811554468798,224,224,224
189,205,0.0001025,1.3472690474041582,229,229,229
190,206,0.000103,1.4040566924235347,233,233,233
191,207,0.0001035,1.4480256327714878,237,237,237
192,208,0.000104,1.4787744424485703,239,239,239
193,209,0.0001045,1.4960223921136007,240,240,240
194,210,0.000105,1.499612012075976,240,240,240
195,211,0.0001055,1.4895105299566114,240,240,240
196,212,0.000106,1.4658101698919896,238,238,238
197,213,0.0001065,1.4287273105496636,235,235,235
198,214,0.000107,1.3786005096423282,231,231,231
199,215,0.0001075,1.3158874129761835,227,227,227
200,216,0.000108,1.2411605762532398,221,221,221
201,217,0.0001085,1.1551022377735252,214,214,214
202,218,0.000109,1.0584980897611762,207,207,207
203,219,0.0001095,0.9522301051807414,199,199,199
204,220,0.00011,0.8372684855331313,191,191,191
205,221,0.0001105,0.7146628031459936,181,181,181
206,222,0.000111,0.5855324188272217,172,172,172
207,223,0.0001115,0.4510562623662048,161,161,161
208,224,0.000112,0.3124620691843999,151,151,151
209,225,0.0001125,0.17101517140205422,140,140,140
210,226,0.000113,0.028006945655983804,130,130,130
211,227,0.0001135,-0.1152569768629092,119,119,119
212,228,0.000114,-0.25746863051281765,108,108,108
213,229,0.0001145,-0.3973296566171939,98,98,98
214,230,0.000115,-0.5335631571715944,87,87,87
215,231,0.0001155,-0.664925352619702,77,77,77
216,232,0.000116,-0.7902169372657191,68,68,68
217,233,0.0001165,-0.9082940286510106,59,59,59
218,234,0.000117,-1.0180786109297097,51,51,51
219,235,0.0001175,-1.1185683768977694,43,43,43
220,236,0.000118,-1.2088458788200689,36,36,36
221,237,0.0001185,-1.28808690451069,31,31,31
222,238,0.000119,-1.3555680021947363,25,25,25
223,239,0.0001195,-1.4106730854514935,21,21,21
224,240,0.00012,-1.4528990579373637,18,18,18
225,241,0.0001205,-1.4818604065361871,16,16,16
226,242,0.000121,-1.4972927210025833,15,15,15
227,243,0.0001215,-1.4990551079647887,15,15,15
228,244,0.000122,-1.4871314772477362,16,16,16
229,245,0.0001225,-1.4616306887725368,17,17,17
230,246,0.000123,-1.4227855586912137,20,20,20
231,247,0.0001235,-1.3709507338304388,24,24,24
232,248,0.000124,-1.3065994538500991,29,29,29
233,249,0.0001245,-1.230319230677418,35,35,35
234,250,0.000125,-1.1428064846623696,41,41,41
235,251,0.0001255,-1.0448601864250222,49,49,49
236,252,0.000126,-0.9373745624432162,57,57,57
237,253,0.0001265,-0.8213309309768809,66,66,66
238,254,0.000127,-0.6977887428649984,75,75,75
239,255,0.0001275,-0.5678759089906639,85,85,85
240,256,0.000128,-0.4327785027221748,95,95,95
241,257,0.0001285,-0.2937299313444188,105,105,105
242,258,0.000129,-0.15199967534283032,116,116,116
243,259,0.0001295,-0.008881698347576832,127,127,127
244,260,0.00013,0.13431736644755868,138,138,138
245,261,0.0001305,0.27629014553640796,148,148,148
246,262,0.000131,0.41574046111051854,159,159,159
247,263,0.0001315,0.5513951648552159,169,169,169
248,264,0.000132,0.6820157614917954,179,179,179
249,265,0.0001325,0.8064097159457657,188,188,188
250,266,0.000133,0.9234413409092992,197,197,197
251,267,0.0001335,1.0320421653970577,205,205,205
252,268,0.000134,1.1312206896329327,213,213,213
253,269,0.0001345,1.2200714372078965,219,219,219
254,270,0.000135,1.2977832218649088,225,225,225
255,271,0.0001355,1.3636465534370967,230,230,230
256,272,0.000136,1.4170601153247397,234,234,234
257,273,0.0001365,1.45753625437325,237,237,237
258,274,0.000137,1.4847054330308282,239,239,239
259,275,0.0001375,1.4983196031386956,240,240,240
260,276,0.000138,1.4982544705519643,240,240,240
261,277,0.0001385,1.4845106299157063,239,239,239
262,278,0.000139,1.4572135592359867,237,237,237
263,279,0.0001395,1.416612474295421,234,234,234
264,280,0.00014,1.3630780533721731,230,230,230
265,281,0.0001405,1.2970990530351718,225,225,225
266,282,0.000141,1.219277845912531,219,219,219
267,283,0.0001415,1.130324921172293,213,213,213
268,284,0.000142,1.0310523979247808,205,205,205
269,285,0.0001425,0.9223666107677131,197,197,197
270,286,0.000143,0.8052598351662228,188,188,188
271,287,0.0001435,0.6808012282131528,179,179,179
272,288,0.000144,0.550127067478317,169,169,169
273,289,0.0001445,0.4144303770637229,159,159,159
274,290,0.000145,0.27495003557640973,148,148,148
275,291,0.0001455,0.13295946546053064,138,138,138
276,292,0.000146,-0.010244993047609138,127,127,127
277,293,0.0001465,-0.15335591719852049,116,116,116
278,294,0.000147,-0.2950667381892117,105,105,105
279,295,0.0001475,-0.43408366982656676,95,95,95
280,296,0.000148,-0.5691375204884737,85,85,85
281,297,0.0001485,-0.6989952805424046,75,75,75
282,298,0.000149,-0.8224713794309836,66,66,66
283,299,0.0001495,-0.9384385096500529,57,57,57
284,300,0.00015,-1.045837918798878,49,49,49
285,301,0.0001505,-1.1436890757385145,41,41,41
286,302,0.000151,-1.2310986226086038,35,35,35
287,303,0.0001515,-1.3072685309728036,29,29,29
288,304,0.000152,-1.3715033876291833,24,24,24
289,305,0.0001525,-1.4232167435678598,20,20,20
290,306,0.000153,-1.4619364681114053,17,17,17
291,307,0.0001535,-1.4873090593559697,16,16,16
292,308,0.000154,-1.4991028715598478,15,15,15
293,309,0.0001545,-1.4972102300141703,15,15,15
294,310,0.000155,-1.4816484140874662,16,16,16
295,311,0.0001555,-1.4525594994691227,18,18,18
296,312,0.000156,-1.410209061052032,21,21,21
297,313,0.0001565,-1.3549837482967917,25,25,25
298,314,0.000157,-1.287387755213812,31,31,31
299,315,0.0001575,-1.2080382171915587,37,37,37
300,316,0.000158,-1.1176595766967796,43,43,43
301,317,0.0001585,-1.0170769692865802,51,51,51
302,318,0.000159,-0.9072086903164338,59,59,59
303,319,0.0001595,-0.7890578111213334,68,68,68
304,320,0.00016,-0.6637030212123538,78,78,78
305,321,0.0001605,-0.5322887800971929,87,87,87
306,322,0.000161,-0.3960148686362426,98,98,98
307,323,0.0001615,-0.2561254353278246,108,108,108
308,324,0.000162,-0.11389763752741447,119,119,119
309,325,0.0001625,0.029370018696174137,130,130,130
310,326,0.000163,0.17236953361329027,140,140,140
311,327,0.0001635,0.31379535556084526,151,151,151
312,328,0.000164,0.45235630031939184,162,162,162
313,329,0.0001645,0.5867873393189033,172,172,172
314,330,0.000165,0.7158611490496478,181,181,181
315,331,0.0001655,0.8383993162348056,191,191,191
316,332,0.000166,0.9532830964642813,199,199,199
317,333,0.0001665,1.059463628065844,207,207,207
318,334,0.000167,1.1559715079635515,215,215,215
319,335,0.0001675,1.2419256420979048,221,221,221
320,336,0.000168,1.3165412896057387,227,227,227
321,337,0.0001685,1.3791372273181985,231,231,231
322,338,0.000169,1.4291419691667309,235,235,235
323,339,0.0001695,1.466098983715407,238,238,238
324,340,0.00017,1.4896708621846524,240,240,240
325,341,0.0001705,1.499642398913418,240,240,240
326,342,0.000171,1.495922556135823,240,240,240
327,343,0.0001715,1.4785452951343776,239,239,239
328,344,0.000172,1.4476692661815205,237,237,237
329,345,0.0001725,1.4035763601002609,233,233,233
330,346,0.000173,1.3466691346677893,229,229,229
331,347,0.0001735,1.2774671393584516,224,224,224
332,348,0.000174,1.1966021719802113,218,218,218
333,349,0.0001745,1.1048125105105149,211,211,211
334,350,0.000175,1.0029361727933712,203,203,203
335,351,0.0001755,0.8919032656352004,195,195,195
336,352,0.000176,0.7727274931501796,186,186,186
337,353,0.0001765,0.6464969018821146,176,176,176
338,354,0.000177,0.5143639471974331,166,166,166
339,355,0.0001775,0.37753497164098415,156,156,156
340,356,0.000178,0.23725919131468515,145,145,145
341,357,0.0001785,0.09481729083065327,135,135,135
342,358,0.000179,-0.04849026903554341,124,124,124
343,359,0.0001795,-0.19135512424348539,113,113,113
344,360,0.00018,-0.3324729525412664,102,102,102
345,361,0.0001805,-0.47055538161845634,92,92,92
346,362,0.000181,-0.6043417516397129,82,82,82
347,363,0.0001815,-0.7326106247702224,72,72,72
348,364,0.000182,-0.8541909366134712,63,63,63
349,365,0.0001825,-0.9679726877514778,55,55,55
350,366,0.000183,-1.0729170777763366,47,47,47
351,367,0.0001835,-1.1680659892915548,40,40,40
352,368,0.000184,-1.2525507352967553,33,33,33
353,369,0.0001845,-1.3255999900939497,28,28,28
354,370,0.000185,-1.386546831308315,23,23,23
355,371,0.0001855,-1.4348348287312906,19,19,19
356,372,0.000186,-1.4700231243964788,17,17,17
357,373,0.0001865,-1.4917904575083114,15,15,15
358,374,0.000187,-1.4999380974769583,15,15,15
359,375,0.0001875,-1.4943916582814758,15,15,15
360,376,0.000188,-1.4752017775965465,16,16,16
361,377,0.0001885,-1.442543654482509,19,19,19
362,378,0.000189,-1.3967154498594945,22,22,22
363,379,0.0001895,-1.3381355643689048,27,27,27
364,380,0.00019,-1.2673388184747951,32,32,32
365,381,0.0001905,-1.184971569679819,38,38,38
366,382,0.000191,-1.0917858114345376,45,45,45
367,383,0.0001915,-0.9886323076154768,53,53,53
368,384,0.000192,-0.8764528252527259,62,62,62
369,385,0.0001925,-0.7562715364202124,71,71,71
370,386,0.000193,-0.6291856677875388,80,80,80
371,387,0.0001935,-0.4963554832006956,90,90,90
372,388,0.000194,-0.3589936907482022,100,100,100
373,389,0.0001945,-0.21835437102389488,111,111,111
374,390,0.000195,-0.07572152766839213,122,122,122
375,391,0.0001955,0.06760263527959788,133,133,133
376,392,0.000196,0.21030960219745576,143,143,143
377,393,0.0001965,0.3510964923159253,154,154,154
378,394,0.000197,0.4886779547116812,164,164,164
379,395,0.0001975,0.6217979032563934,174,174,174
380,396,0.000198,0.7492409843853068,184,184,184
381,397,0.0001985,0.8698436729870705,193,193,193
382,398,0.000199,0.982504895112083,201,201,201
383,399,0.0001995,1.0861960805166273,209,209,209
384,400,0.0002,1.1799705532652345,216,216,216
385,401,0.0002005,1.2629721746575577,223,223,223
386,402,0.000201,1.3344431595716464,228,228,228
387,403,0.0002015,1.3937309948624699,232,232,232
388,404,0.000202,1.440294396652166,236,236,236
389,405,0.0002025,1.473708252123531,238,238,238
390,406,0.000203,1.4936675006992117,240,240,240
391,407,0.0002035,1.4999899191724588,240,240,240
392,408,0.000204,1.4926177853617846,240,240,240
393,409,0.0002045,1.4716184051007986,238,238,238
394,410,0.000205,1.4371834977519005,236,236,236
395,411,0.0002055,1.3896274458539737,232,232,232
396,412,0.000206,1.3293844248843318,228,228,228
397,413,0.0002065,1.2570044393395912,222,222,222
398,414,0.000207,1.173148301324997,216,216,216
399,415,0.0002075,1.0785815974966395,209,209,209
400,416,0.000208,0.9741676994367758,201,201,201
401,417,0.0002085,0.8608598812760251,192,192,192
402,418,0.000209,0.7396926165266225,183,183,183
403,419,0.0002095,0.6117721335844892,174,174,174
404,420,0.00021,0.4782663161263571,164,164,164
405,421,0.0002105,0.3403940406086539,153,153,153
406,422,0.000211,0.1994140482145555,143,143,143
407,423,0.0002115,0.056613452845375084,132,132,132
408,424,0.000212,-0.08670400992407169,121,121,121
409,425,0.0002125,-0.2292298856422068,110,110,110
410,426,0.000213,-0.36966294685948703,100,100,100
411,427,0.0002135,-0.506721073026545,89,89,89
412,428,0.000214,-0.6391529559507549,79,79,79
413,429,0.0002145,-0.7657495239432925,70,70,70
414,430,0.000215,-0.8853549803570265,61,61,61
415,431,0.0002155,-0.9968773557357682,52,52,52
416,432,0.000216,-1.0992984772365504,45,45,45
417,433,0.0002165,-1.191683264306187,38,38,38
418,434,0.000217,-1.273188265745058,32,32,32
419,435,0.0002175,-1.3430693602165085,26,26,26
420,436,0.000218,-1.400688549898254,22,22,22
421,437,0.0002185,-1.445519785251173,19,19,19
422,438,0.000219,-1.4771537677268962,16,16,16
423,439,0.0002195,-1.4953016865664819,15,15,15
424,440,0.00022,-1.4997978555741627,15,15,15
425,441,0.0002205,-1.4906012257930326,15,15,15
426,442,0.000221,-1.467795760272286,17,17,17
427,443,0.0002215,-1.4315896675044848,20,20,20
428,444,0.000222,-1.3823135005314027,23,23,23
429,445,0.0002225,-1.3204171390731156,28,28,28
430,446,0.000223,-1.24646568223286,34,34,34
431,447,0.0002235,-1.1611342892761818,40,40,40
432,448,0.000224,-1.0652020155869792,47,47,47
433,449,0.0002245,-0.9595447000765348,55,55,55
434,450,0.000225,-0.8451269689819514,64,64,64
435,451,0.0002255,-0.7229934290573679,73,73,73
436,452,0.000226,-0.5942591305619306,83,83,83
437,453,0.0002265,-0.4600993871154012,93,93,93
438,454,0.000227,-0.3217390453634224,103,103,103
439,455,0.0002275,-0.18044130241815848,114,114,114
440,456,0.000228,-0.03749617316810965,125,125,125
441,457,0.0002285,0.105791287251848,135,135,135
442,458,0.000229,0.24811289830447308,146,146,146
443,459,0.0002295,0.3881692974281833,157,157,157
444,460,0.00023,0.5246818029092112,167,167,167
445,461,0.0002305,0.6564040879424167,177,177,177
446,462,0.000231,0.7821335592994605,186,186,186
447,463,0.0002315,0.9007223367198867,195,195,195
448,464,0.000232,1.0110877327856407,204,204,204
449,465,0.0002325,1.112222137600539,211,211,211
450,466,0.000233,1.2032022180296316,218,218,218
451,467,0.0002335,1.283197347511842,224,224,224
452,468,0.000234,1.3514771894834579,229,229,229
453,469,0.0002345,1.4074183651778283,233,233,233
454,470,0.000235,1.4505101449256463,237,237,237
455,471,0.0002355,1.4803591109957566,239,239,239
456,472,0.000236,1.4966927494057365,240,240,240
457,473,0.0002365,1.4993619379099385,240,240,240
458,474,0.000237,1.4883423074502387,240,240,240
459,475,0.0002375,1.463734464639757,238,238,238
460,476,0.000238,1.4257630732483295,235,235,235
461,477,0.0002385,1.3747748030755762,231,231,231
462,478,0.000239,1.3112351649378107,226,226,226
463,479,0.0002395,1.2357242606646994,221,221,221
464,480,0.00024,1.1489314869070735,214,214,214
465,481,0.0002405,1.0516492411090201,207,207,207
466,482,0.000241,0.9447656871070702,199,199,199
467,483,0.0002415,0.829256646404988,190,190,190
468,484,0.000242,0.7061766891548569,181,181,181
469,485,0.0002425,0.5766495061815909,171,171,171
470,486,0.000243,0.4418576499522252,161,161,161
471,487,0.0002435,0.3030317381522228,150,150,150
472,488,0.000244,0.1614392184378905,140,140,140
473,489,0.0002445,0.018372796939732483,129,129,129
474,490,0.000245,-0.12486136383791079,118,118,118
475,491,0.0002455,-0.2669555699708834,107,107,107
476,492,0.000246,-0.40661253505062844,97,97,97
477,493,0.0002465,-0.5425572241014545,87,87,87
478,494,0.000247,-0.673548494347599,77,77,77
479,495,0.0002475,-0.79839042655239,67,67,67
480,496,0.000248,-0.915943243477378,59,59,59
481,497,0.0002485,-1.0251337157781848,50,50,50
482,498,0.000249,-1.1249649603340022,43,43,43
483,499,0.0002495,-1.2145255415540395,36,36,36
484,500,0.00025,-1.292997792568407,30,30,30
485,501,0.0002505,-1.3596652803326994,25,25,25
486,502,0.000251,-1.4139193464918516,21,21,21
487,503,0.0002515,-1.4552646642865763,18,18,18
488,504,0.000252,-1.4833237607692176,16,16,16
489,505,0.0002525,-1.4978404630422755,15,15,15
490,506,0.000253,-1.4986822370562005,15,15,15
491,507,0.0002535,-1.485841397613847,16,16,16
492,508,0.000254,-1.4594351785345014,18,18,18
493,509,0.0002545,-1.419704662336903,21,21,21
494,510,0.000255,-1.3670125792130277,25,25,25
495,511,0.0002555,-1.3018399953874238,29,29,29
496,512,0.000256,-1.2247819210966835,35,35,35
497,513,0.0002565,-1.1365418782870398,42,42,42
498,514,0.000257,-1.037925477625828,49,49,49
499,515,0.0002575,-0.9298330634671447,57,57,57
500,516,0.000258,-0.8132514939213323,66,66,66
501,517,0.0002585,-0.6892451310745,76,76,76
502,518,0.000259,-0.5589461236149894,85,85,85
503,519,0.0002595,-0.42354407058438004,96,96,96
504,520,0.00026,-0.28427516062024016,106,106,106
505,521,0.0002605,-0.1424108858470714,117,117,117
506,522,0.000261,0.0007535665453737093,128,128,128
507,523,0.0002615,0.1439111390539349,138,138,138
508,524,0.000262,0.2857548369871924,149,149,149
509,525,0.0002625,0.42498966101705193,159,159,159
510,526,0.000263,0.5603444302155096,170,170,170
511,527,0.0002635,0.6905833876351727,179,179,179
512,528,0.000264,0.8145174824770866,189,189,189
513,529,0.0002645,0.9310152258426578,198,198,198
514,530,0.000265,1.0390130209589266,206,206,206
515,531,0.0002655,1.1375248735649715,213,213,213
516,532,0.000266,1.2256513938056484,220,220,220
517,533,0.0002665,1.3025880074477643,226,226,226
518,534,0.000267,1.367632301451991,230,230,230
519,535,0.0002675,1.4201904368374019,234,234,234
520,536,0.000268,1.4597825702905332,237,237,237
521,537,0.0002685,1.4860472350210525,239,239,239
522,538,0.000269,1.49874464086786,240,240,240
523,539,0.0002695,1.4977588635263863,240,240,240
524,540,0.00027,1.4830989029100106,239,239,239
525,541,0.0002705,1.4548986009829878,237,237,237
526,542,0.000271,1.413415419815042,234,234,234
527,543,0.0002715,1.359028091013737,230,230,230
528,544,0.000272,1.2922331579946837,225,225,225
529,545,0.0002725,1.2136404426579026,219,219,219
530,546,0.000273,1.123967477858498,212,212,212
531,547,0.0002735,1.0240329565017918,205,205,205
532,548,0.000274,0.9147492570712774,196,196,196
533,549,0.0002745,0.7971141138293509,188,188,188
534,550,0.000275,0.6722015077401429,178,178,178
535,551,0.0002755,0.5411518612779096,168,168,168
536,552,0.000276,0.4051616266403335,158,158,158
537,553,0.0002765,0.2654723624235847,147,147,147
538,554,0.000277,0.1233593984868164,137,137,137
539,555,0.0002775,-0.01987980750711361,126,126,126
540,556,0.000278,-0.16293751557242103,115,115,115
541,557,0.0002785,-0.3045076427563412,105,105,105
542,558,0.000279,-0.4432976873668629,94,94,94
543,559,0.0002795,-0.5780405292066144,84,84,84
544,560,0.00028,-0.7075059980798876,74,74,74
545,561,0.0002805,-0.8305121049547466,65,65,65
546,562,0.000281,-0.9459358332426921,56,56,56
547,563,0.0002815,-1.0527233916737524,48,48,48
548,564,0.000282,-1.14989983516097,41,41,41
549,565,0.0002825,-1.236577965817804,34,34,34
550,566,0.000283,-1.3119664328645126,29,29,29
