sample,source_sample_index,t_sample_s,vdiff_v,direct_code,sar_code,oracle_code
20617,20633,0.0103165,-0.4726741385046096,92,92,92
20618,20634,0.010317,-0.33464901263626295,102,102,102
20619,20635,0.0103175,-0.19356862063430497,113,113,113
20620,20636,0.010318,-0.0507209930253502,124,124,124
20621,20637,0.0103185,0.09258970522328608,134,134,134
20622,20638,0.010319,0.23505508141779755,145,145,145
20623,20639,0.0103195,0.37537446045564143,156,156,156
20624,20640,0.01032,0.5122667596781174,166,166,166
20625,20641,0.0103205,0.6444821848539211,176,176,176
20626,20642,0.010321,0.7708136405015387,186,186,186
20627,20643,0.0103215,0.8901077503872635,195,195,195
20628,20644,0.010322,1.0012753875743345,203,203,203
20629,20645,0.0103225,1.103301617895868,211,211,211
20630,20646,0.010323,1.19525496606104,217,217,217
20631,20647,0.0103235,1.276295919805548,224,224,224
20632,20648,0.010324,1.3456845944377793,229,229,229
20633,20649,0.0103245,1.4027874878121362,233,233,233
20634,20650,0.010325,1.4470832640520985,236,236,236
20635,20651,0.0103255,1.4781675132242347,239,239,239
20636,20652,0.010326,1.495756443504164,240,240,240
20637,20653,0.0103265,1.4996894721292064,240,240,240
20638,20654,0.010327,1.4899306914805985,240,240,240
20639,20655,0.0103275,1.4665691969116104,238,238,238
20640,20656,0.010328,1.4298182733282814,235,235,235
20641,20657,0.0103285,1.3800134479483623,231,231,231
20642,20658,0.010329,1.3176094270179068,227,227,227
20643,20659,0.0103295,1.2431759444509396,221,221,221
20644,20660,0.01033,1.1573925602932518,215,215,215
20645,20661,0.0103305,1.0610424565016237,207,207,207
20646,20662,0.010331,0.9550052866766469,199,199,199
20647,20663,0.0103315,0.8402491450357554,191,191,191
20648,20664,0.010332,0.7178217279405719,182,182,182
20649,20665,0.0103325,0.5888407686797235,172,172,172
20650,20666,0.010333,0.45448383282664195,162,162,162
20651,20667,0.0103335,0.31597756734753907,151,151,151
20652,20668,0.010334,0.17458650160293052,141,141,141
20653,20669,0.0103345,0.03160150249703554,130,130,130
20654,20670,0.010335,-0.11167201083363767,119,119,119
20655,20671,0.0103355,-0.2539259851847667,108,108,108
20656,20672,0.010336,-0.3938616755025102,98,98,98
20657,20673,0.0103365,-0.5302015021152038,88,88,88
20658,20674,0.010337,-0.6617007147354652,78,78,78
20659,20675,0.0103375,-0.7871587567325877,68,68,68
20660,20676,0.010338,-0.9054302259323852,59,59,59
20661,20677,0.0103385,-1.015435331865075,51,51,51
20662,20678,0.010339,-1.116169753998461,43,43,43
20663,20679,0.0103395,-1.2067138109441693,37,37,37
20664,20680,0.01034,-1.2862408569325519,31,31,31
20665,20681,0.0103405,-1.3540248288908385,26,26,26
20666,20682,0.010341,-1.4094468752283302,21,21,21
20667,20683,0.0103415,-1.4520010058033976,18,18,18
20668,20684,0.010342,-1.481298711494542,16,16,16
20669,20685,0.0103425,-1.4970725111957464,15,15,15
20670,20686,0.010343,-1.4991783938561023,15,15,15
20671,20687,0.0103435,-1.4875971332662583,15,15,15
20672,20688,0.010344,-1.4624344635891926,17,17,17
20673,20689,0.0103445,-1.4239201140325948,20,20,20
20674,20690,0.010345,-1.3724057114751984,24,24,24
20675,20691,0.0103455,-1.308361570197484,29,29,29
20676,20692,0.010346,-1.2323723980228447,35,35,35
20677,20693,0.0103465,-1.145131958074796,41,41,41
20678,20694,0.010347,-1.0474367348838265,49,49,49
20679,20695,0.0103475,-0.9401786626716825,57,57,57
20680,20696,0.010348,-0.8243369822050978,65,65,65
20681,20697,0.0103485,-0.7009693005577649,75,75,75
20682,20698,0.010349,-0.5712019354107207,84,84,84
20683,20699,0.0103495,-0.43621963203666175,95,95,95
20684,20700,0.01035,-0.2972547468589817,105,105,105
20685,20701,0.0103505,-0.1555759963272939,116,116,116
20686,20702,0.010351,-0.012476873839709227,127,127,127
20687,20703,0.0103515,0.13073615954785087,137,137,137
20688,20704,0.010352,0.2727556027986039,148,148,148
20689,20705,0.0103525,0.4122848520720417,159,159,159
20690,20706,0.010353,0.5480500384068607,169,169,169
20691,20707,0.0103535,0.6788116578451545,179,179,179
20692,20708,0.010354,0.8033758878070723,188,188,188
20693,20709,0.0103545,0.9206054864103645,197,197,197
20694,20710,0.010355,1.029430175216751,205,205,205
20695,20711,0.0103555,1.1288564106224914,212,212,212
20696,20712,0.010356,1.2179764546738445,219,219,219
20697,20713,0.0103565,1.2959766625012183,225,225,225
20698,20714,0.010357,1.362144910702216,230,230,230
20699,20715,0.0103575,1.4158770988609133,234,234,234
20700,20716,0.010358,1.4566826648401616,237,237,237
20701,20717,0.0103585,1.4841890634985937,239,239,239
20702,20718,0.010359,1.4981451679386546,240,240,240
20703,20719,0.0103595,1.4984235622361484,240,240,240
20704,20720,0.01036,1.485021704717151,239,239,239
20705,20721,0.0103605,1.458061951162894,237,237,237
20706,20722,0.010361,1.41779043773075,234,234,234
20707,20723,0.0103615,1.3645748337889683,230,230,230
20708,20724,0.010362,1.2989009851832871,225,225,225
20709,20725,0.0103625,1.22136847857856,219,219,219
20710,20726,0.010363,1.1326851673759204,213,213,213
20711,20727,0.0103635,1.0336607091776115,205,205,205
20712,20728,0.010364,0.9251991738064707,197,197,197
20713,20729,0.0103645,0.8082907893622894,188,188,188
20714,20730,0.010365,0.6840029016731338,179,179,179
20715,20731,0.0103655,0.5534702296830073,169,169,169
20716,20732,0.010366,0.41788450573461033,159,159,159
20717,20733,0.0103665,0.27848359533809963,148,148,148
20718,20734,0.010367,0.13654019574994425,138,138,138
20719,20735,0.0103675,-0.006649783448611985,127,127,127
20720,20736,0.010368,-0.1497790517014208,116,116,116
20721,20737,0.0103685,-0.291540872727518,106,106,106
20722,20738,0.010369,-0.43064099471621775,95,95,95
20723,20739,0.0103695,-0.5658094665365737,85,85,85
20724,20740,0.01037,-0.6958122320926998,75,75,75
20725,20741,0.0103705,-0.8194623969607543,66,66,66
20726,20742,0.010371,-0.9356310644560459,57,57,57
20727,20743,0.0103715,-1.0432576421897477,49,49,49
20728,20744,0.010372,-1.141359525028111,42,42,42
20729,20745,0.0103725,-1.2290410660423094,35,35,35
20730,20746,0.010373,-1.3055017535543754,29,29,29
20731,20747,0.0103735,-1.3700435196173468,24,24,24
20732,20748,0.010374,-1.422077113211539,20,20,20
20733,20749,0.0103745,-1.4611274799654153,17,17,17
20734,20750,0.010375,-1.4868380992903334,16,16,16
20735,20751,0.0103755,-1.4989742393282461,15,15,15
20736,20752,0.010376,-1.4974250999983902,15,15,15
20737,20753,0.0103765,-1.4822048245755226,16,16,16
20738,20754,0.010377,-1.4534523705651448,18,18,18
20739,20755,0.0103775,-1.411430241054716,21,21,21
20740,20756,0.010378,-1.3565220881221656,25,25,25
20741,20757,0.0103785,-1.2892292101841876,30,30,30
20742,20758,0.010379,-1.2101659752595273,36,36,36
20743,20759,0.0103795,-1.1200542119359194,43,43,43
20744,20760,0.01038,-1.0197166192447495,51,51,51
20745,20761,0.0103805,-0.910069255615679,59,59,59
20746,20762,0.010381,-0.7921131754785012,68,68,68
20747,20763,0.0103815,-0.6669252898753357,77,77,77
20748,20764,0.010382,-0.5356485345174661,87,87,87
20749,20765,0.0103825,-0.399481435052299,97,97,97
20750,20766,0.010383,-0.2596671648106067,108,108,108
20751,20767,0.0103835,-0.11748219492622636,119,119,119
20752,20768,0.010384,0.02577535954007359,129,129,129
20753,20769,0.0103845,0.1687975910859742,140,140,140
20754,20770,0.010385,0.3102787406502653,151,151,151
20755,20771,0.0103855,0.448927118886153,161,161,161
20756,20772,0.010386,0.5834768989760386,171,171,171
20757,20773,0.0103865,0.7126996733328284,181,181,181
20758,20774,0.010387,0.8354156686673817,190,190,190
20759,20775,0.0103875,0.9505045170413338,199,199,199
20760,20776,0.010388,1.0569154845583928,207,207,207
20761,20777,0.0103885,1.1536770643178371,214,214,214
20762,20778,0.010389,1.239905846040144,221,221,221
20763,20779,0.0103895,1.314814581395195,226,226,226
20764,20780,0.01039,1.377719371391229,231,231,231
20765,20781,0.0103905,1.4280459102118856,235,235,235
20766,20782,0.010391,1.46533472849094,238,238,238
20767,20783,0.0103915,1.4892453881596182,240,240,240
20768,20784,0.010392,1.4995595905647359,240,240,240
20769,20785,0.0103925,1.4961831694840901,240,240,240
20770,20786,0.010393,1.4791469508415456,239,239,239
20771,20787,0.0103935,1.4486064712735938,237,237,237
20772,20788,0.010394,1.4048405581170655,233,233,233
20773,20789,0.0103945,1.3482487837810846,229,229,229
20774,20790,0.010395,1.2793478177465456,224,224,224
20775,20791,0.0103955,1.1987667094951968,218,218,218
20776,20792,0.010396,1.1072411454383342,211,211,211
20777,20793,0.0103965,1.0056067322727908,203,203,203
20778,20794,0.010397,0.8947913680916624,195,195,195
20779,20795,0.0103975,0.7758067708928207,186,186,186
20780,20796,0.010398,0.6497392418355858,176,176,176
20781,20797,0.0103985,0.5177397475664781,166,166,166
20782,20798,0.010399,0.38101341216870377,156,156,156
20783,20799,0.0103995,0.24080851466418846,146,146,146
20784,20800,0.0104,0.09840509252105165,135,135,135
20785,20801,0.0104005,-0.04489674478261428,124,124,124
20786,20802,0.010401,-0.18778868545268582,113,113,113
20787,20803,0.0104015,-0.328966159952755,103,103,103
20788,20804,0.010402,-0.46714025141735555,92,92,92
20789,20805,0.0104025,-0.6010494631546497,82,82,82
20790,20806,0.010403,-0.7294712358147077,73,73,73
20791,20807,0.0104035,-0.8512331090639509,63,63,63
20792,20808,0.010404,-0.9652234258724064,55,55,55
20793,20809,0.0104045,-1.0704014816764966,47,47,47
20794,20810,0.010405,-1.1658070257670852,40,40,40
20795,20811,0.0104055,-1.2505690281487685,33,33,33
20796,20812,0.010406,-1.3239136318389981,28,28,28
20797,20813,0.0104065,-1.3851712179972324,23,23,23
20798,20814,0.010407,-1.4337825193875569,20,20,20
20799,20815,0.0104075,-1.4693037263547764,17,17,17
20800,20816,0.010408,-1.4914105387022485,15,15,15
20801,20817,0.0104085,-1.4999011264751116,15,15,15
20802,20818,0.010409,-1.4946979726203304,15,15,15
20803,20819,0.0104095,-1.4758485806988502,16,16,16
20804,20820,0.01041,-1.4435250411892508,19,19,19
20805,20821,0.0104105,-1.3980224603428388,22,22,22
20806,20822,0.010411,-1.339756265932939,27,27,27
20807,20823,0.0104115,-1.2692584144986898,32,32,32
20808,20824,0.010412,-1.1871725347068771,38,38,38
20809,20825,0.0104125,-1.094248051176157,45,45,45
20810,20826,0.010413,-0.9913333424064399,53,53,53
20811,20827,0.0104135,-0.8793679952861089,61,61,61
20812,20828,0.010414,-0.7593742268845813,70,70,70
20813,20829,0.0104145,-0.6324475518549677,80,80,80
20814,20830,0.010415,-0.49974678064279077,90,90,90
20815,20831,0.0104155,-0.3624834398237934,100,100,100
20816,20832,0.010416,-0.22191071115107291,111,111,111
20817,20833,0.0104165,-0.07931199030542292,122,122,122
20818,20834,0.010417,0.06401083020556828,132,132,132
20819,20835,0.0104175,0.20674924701505126,143,143,143
20820,20836,0.010418,0.347600092223403,154,154,154
20821,20837,0.0104185,0.48527743101313836,164,164,164
20822,20838,0.010419,0.6185243019265535,174,174,174
20823,20839,0.0104195,0.7461241926283833,184,184,184
20824,20840,0.01042,0.8669121463724458,193,193,193
20825,20841,0.0104205,0.9797853977829107,201,201,201
20826,20842,0.010421,1.0837134408384101,209,209,209
20827,20843,0.0104215,1.1777474371497925,216,216,216
20828,20844,0.010422,1.2610288786276636,222,222,222
20829,20845,0.0104225,1.332797425459448,228,228,228
20830,20846,0.010423,1.392397847830015,232,232,232
20831,20847,0.0104235,1.4392860080158754,236,236,236
20832,20848,0.010424,1.4730338282324473,238,238,238
20833,20849,0.0104245,1.493333198883608,240,240,240
20834,20850,0.010425,1.4999987915286097,240,240,240
20835,20851,0.0104255,1.4929697508871829,240,240,240
20836,20852,0.010426,1.4723102504336887,238,238,238
20837,20853,0.0104265,1.4382089065083812,236,236,236
20838,20854,0.010427,1.3909770562953385,232,232,232
20839,20855,0.0104275,1.331045915387149,228,228,228
20840,20856,0.010428,1.2589626408896955,222,222,222
20841,20857,0.0104285,1.1753853360063877,216,216,216
20842,20858,0.010429,1.0810770417133266,209,209,209
20843,20859,0.0104295,0.9768987703745469,201,201,201
20844,20860,0.01043,0.8638016449050766,193,193,193
20845,20861,0.0104305,0.7428182152422877,183,183,183
20846,20862,0.010431,0.6150530314119419,174,174,174
20847,20863,0.0104315,0.4816725592460812,164,164,164
20848,20864,0.010432,0.3438945308289878,153,153,153
20849,20865,0.0104325,0.2029768268894844,143,143,143
20850,20866,0.010433,0.060205992650751244,132,132,132
20851,20867,0.0104335,-0.08311450802515687,121,121,121
20852,20868,0.010434,-0.225676192950597,111,111,111
20853,20869,0.0104345,-0.3661775077471501,100,100,100
20854,20870,0.010435,-0.5033357087261,90,90,90
20855,20871,0.0104355,-0.6358985740351968,80,80,80
20856,20872,0.010436,-0.7626558361481477,70,70,70
20857,20873,0.0104365,-0.8824502313179874,61,61,61
20858,20874,0.010437,-0.9941880651230699,53,53,53
20859,20875,0.0104375,-1.0968491976355397,45,45,45
20860,20876,0.010438,-1.1894963570590864,38,38,38
20861,20877,0.0104385,-1.2712836967962615,32,32,32
20862,20878,0.010439,-1.3414645178290932,26,26,26
20863,20879,0.0104395,-1.39939808590252,22,22,22
20864,20880,0.01044,-1.4445554812775332,19,19,19
20865,20881,0.0104405,-1.4765244276418825,16,16,16
20866,20882,0.010441,-1.4950130560959003,15,15,15
20867,20883,0.0104415,-1.4998525698457437,15,15,15
20868,20884,0.010442,-1.4909987852784463,15,15,15
20869,20885,0.0104425,-1.4685325353477376,17,17,17
20870,20886,0.010443,-1.4326589315881733,20,20,20
20871,20887,0.0104435,-1.383705491495887,23,23,23
20872,20888,0.010444,-1.3221191483708334,28,28,28
20873,20889,0.0104445,-1.2484621709226602,33,33,33
20874,20890,0.010445,-1.1634070298895534,40,40,40
20875,20891,0.0104455,-1.0677302585412434,47,47,47
20876,20892,0.010446,-0.9623053631127785,55,55,55
20877,20893,0.0104465,-0.8480948479015323,64,64,64
20878,20894,0.010447,-0.7261414278292064,73,73,73
20879,20895,0.0104475,-0.5975585087040014,83,83,83
20880,20896,0.010448,-0.46352002208729615,93,93,93
20881,20897,0.0104485,-0.32524970757928334,103,103,103
20882,20898,0.010449,-0.18400994036406254,114,114,114
20883,20899,0.0104495,-0.041090206026154985,124,124,124
20884,20900,0.01045,0.102204672149787,135,135,135
20885,20901,0.0104505,0.24456644590346965,146,146,146
20886,20902,0.010451,0.3846953859980681,156,156,156
20887,20903,0.0104515,0.521312148437278,167,167,167
20888,20904,0.010452,0.6531694545752894,177,177,177
20889,20905,0.0104525,0.7790634784727793,186,186,186
20890,20906,0.010453,0.8978448375433221,195,195,195
20891,20907,0.0104535,1.008429086144642,203,203,203
20892,20908,0.010454,1.1098066163082612,211,211,211
20893,20909,0.0104545,1.20105187522294,218,218,218
20894,20910,0.010455,1.2813318153104625,224,224,224
20895,20911,0.0104555,1.3499134997542166,229,229,229
20896,20912,0.010456,1.4061707940370192,233,233,233
20897,20913,0.0104565,1.4495900824020829,237,237,237
20898,20914,0.010457,1.479774957042026,239,239,239
20899,20915,0.0104575,1.4964498372089765,240,240,240
20900,20916,0.010458,1.4994624852008847,240,240,240
20901,20917,0.0104585,1.4887853962559585,240,240,240
20902,20918,0.010459,1.464516049664561,238,238,238
20903,20919,0.0104595,1.4268760188062006,235,235,235
20904,20920,0.01046,1.3762089482375757,231,231,231
20905,20921,0.0104605,1.3129774162985444,226,226,226
20906,20922,0.010461,1.237758711882527,221,221,221
20907,20923,0.0104615,1.151239563924601,214,214,214
20908,20924,0.010462,1.0542098717305812,207,207,207
20909,20925,0.0104625,0.9475554933820262,199,199,199
20910,20926,0.010463,0.8322501580638403,190,190,190
20911,20927,0.0104635,0.709346576145692,181,181,181
20912,20928,0.010464,0.5799668281881363,171,171,171
20913,20929,0.0104645,0.445292120610843,161,161,161
20914,20930,0.010465,0.3065520015605174,151,151,151
20915,20931,0.0104655,0.16501313542532764,140,140,140
20916,20932,0.010466,0.021967738492013434,129,129,129
20917,20933,0.0104665,-0.12127821868507464,118,118,118
20918,20934,0.010467,-0.26341693448276243,108,108,108
20919,20935,0.0104675,-0.4031507161304707,97,97,97
20920,20936,0.010468,-0.5392038273348169,87,87,87
20921,20937,0.0104685,-0.6703341354521095,77,77,77
20922,20938,0.010469,-0.795344451862281,68,68,68
20923,20939,0.0104695,-0.9130934620195867,59,59,59
20924,20940,0.01047,-1.0225061453816693,51,51,51
20925,20941,0.0104705,-1.1225835900931764,43,43,43
20926,20942,0.010471,-1.212412112814764,36,36,36
20927,20943,0.0104715,-1.2911716004337292,30,30,30
20928,20944,0.010472,-1.3581429975039603,25,25,25
20929,20945,0.0104725,-1.4127148710501696,21,21,21
20930,20946,0.010473,-1.4543889928072398,18,18,18
20931,20947,0.0104735,-1.4827848879251138,16,16,16
20932,20948,0.010474,-1.4976433086147443,15,15,15
20933,20949,0.0104745,-1.4988286010183982,15,15,15
20934,20950,0.010475,-1.4863299436974928,16,16,16
20935,20951,0.0104755,-1.4602614464297412,18,18,18
20936,20952,0.010476,-1.420861108413704,21,21,21
20937,20953,0.0104765,-1.3684886453930316,24,24,24
20938,20954,0.010477,-1.303622205536279,29,29,29
20939,20955,0.0104775,-1.226854004058493,35,35,35
20940,20956,0.010478,-1.1388849164354997,42,42,42
20941,20957,0.0104785,-1.0405180795784537,49,49,49
20942,20958,0.010479,-0.9326515593826156,57,57,57
20943,20959,0.0104795,-0.816270151600538,66,66,66
20944,20960,0.01048,-0.6924363908883211,75,75,75
20945,20961,0.0104805,-0.5622808501183495,85,85,85
20946,20962,0.010481,-0.4269918185147108,95,95,95
20947,20963,0.0104815,-0.28780445285680467,106,106,106
20948,20964,0.010482,-0.14598950078827339,117,117,117
20949,20965,0.0104825,-0.002841699194963548,127,127,127
20950,20966,0.010483,0.1403320464385111,138,138,138
20951,20967,0.0104835,0.28222459376324716,149,149,149
20952,20968,0.010484,0.42154049746845074,159,159,159
20953,20969,0.0104845,0.5570078363872688,169,169,169
20954,20970,0.010485,0.6873898258380757,179,179,179
20955,20971,0.0104855,0.8114961091727906,189,189,189
20956,20972,0.010486,0.9281936254532792,197,197,197
20957,20973,0.0104865,1.0364169540267036,206,206,206
20958,20974,0.010487,1.1351780415656534,213,213,213
20959,20975,0.0104875,1.2235752227588907,220,220,220
20960,20976,0.010488,1.3008014523027198,225,225,225
20961,20977,0.0104885,1.366151673033681,230,230,230
20962,20978,0.010489,1.4190292529320574,234,234,234
20963,20979,0.0104895,1.4589514322319777,237,237,237
20964,20980,0.01049,1.4855537309026055,239,239,239
20965,20981,0.0104905,1.4985932762651495,240,240,240
20966,20982,0.010491,1.49795102036233,240,240,240
20967,20983,0.0104915,1.4836328268382448,239,239,239
20968,20984,0.010492,1.4557694174047011,237,237,237
20969,20985,0.0104925,1.4146151783827146,234,234,234
20970,20986,0.010493,1.3605458382162432,230,230,230
20971,20987,0.0104935,1.2940550371598105,225,225,225
20972,20988,0.010494,1.2157498204610548,219,219,219
20973,20989,0.0104945,1.1263450961803052,212,212,212
20974,20990,0.010495,1.0266571082509894,205,205,205
20975,20991,0.0104955,0.9175959843643805,197,197,197
20976,20992,0.010496,0.8001574267214677,188,188,188
20977,20993,0.0104965,0.6754136215059046,178,178,178
20978,20994,0.010497,0.5445034500806052,168,168,168
20979,20995,0.0104975,0.4086220912685984,158,158,158
20980,20996,0.010498,0.26901010965624655,148,148,148
20981,20997,0.0104985,0.1269421295301686,137,137,137
20982,20998,0.010499,-0.01628480213762017,126,126,126
20983,20999,0.0104995,-0.15936305742368984,116,116,116
20984,21000,0.0105,-0.30098636578336646,105,105,105
20985,21001,0.0105005,-0.4398617399937639,94,94,94
20986,21002,0.010501,-0.5747212808178603,84,84,84
20987,21003,0.0105015,-0.7043337526265107,74,74,74
20988,21004,0.010502,-0.8275158242852423,65,65,65
20989,21005,0.0105025,-0.943142872689369,56,56,56
20990,21006,0.010503,-1.0501592503039392,48,48,48
20991,21007,0.0105035,-1.1475879229775987,41,41,41
20992,21008,0.010504,-1.234539390030696,35,35,35
20993,21009,0.0105045,-1.31021980518741,29,29,29
20994,21010,0.010505,-1.373938224202504,24,24,24
20995,21011,0.0105055,-1.425112913019196,20,20,20
20996,21012,0.010506,-1.4632766588633914,17,17,17
20997,21013,0.0105065,-1.4880810357847531,15,15,15
20998,21014,0.010507,-1.4992995857037283,15,15,15
20999,21015,0.0105075,-1.4968298859196505,15,15,15
21000,21016,0.010508,-1.48069448420592,16,16,16
21001,21017,0.0105085,-1.451040692954228,18,18,18
21002,21018,0.010509,-1.4081392442470448,21,21,21
21003,21019,0.0105095,-1.352381818138464,26,26,26
21004,21020,0.01051,-1.2842774667073726,31,31,31
21005,21021,0.0105105,-1.2044479665337318,37,37,37
21006,21022,0.010511,-1.113622142024551,44,44,44
21007,21023,0.0105115,-1.0126292114213777,51,51,51
21008,21024,0.010512,-0.902391216232663,60,60,60
21009,21025,0.0105125,-0.7839146032153299,68,68,68
21010,21026,0.010513,-0.6582810357524512,78,78,78
21011,21027,0.0105135,-0.5266375185252827,88,88,88
21012,21028,0.010514,-0.39018592563012955,98,98,98
21013,21029,0.0105145,-0.25017202775532166,109,109,109
21014,21030,0.010515,-0.10787411858765,119,119,119
21015,21031,0.0105155,0.03540865570324026,130,130,130
21016,21032,0.010516,0.17836815736401193,141,141,141
21017,21033,0.0105165,0.3196992000424318,152,152,152
21018,21034,0.010517,0.45811146483197984,162,162,162
21019,21035,0.0105175,0.5923412805748365,172,172,172
21020,21036,0.010518,0.7211631608825244,182,182,182
21021,21037,0.0105185,0.8434009925335134,191,191,191
21022,21038,0.010519,0.9579387731104847,200,200,200
21023,21039,0.0105195,1.0637307998354668,208,208,208
21024,21040,0.01052,1.1598112165904024,215,215,215
21025,21041,0.0105205,1.2453028319524861,221,221,221
21026,21042,0.010521,1.3194251277456677,227,227,227
21027,21043,0.0105215,1.381501384984909,232,232,232
21028,21044,0.010522,1.4309648621614524,235,235,235
21029,21045,0.0105225,1.4673639694573097,238,238,238
21030,21046,0.010523,1.4903663916537995,240,240,240
21031,21047,0.0105235,1.4997621220907185,240,240,240
21032,21048,0.010524,1.4954653799770523,240,240,240
21033,21049,0.0105245,1.4775153935494332,239,239,239
21034,21050,0.010525,1.4460760419277234,236,236,236
21035,21051,0.0105255,1.4014343589371703,233,233,233
21036,21052,0.010526,1.3439979125582382,229,229,229
21037,21053,0.0105265,1.2742910839267445,223,223,223
21038,21054,0.010527,1.1929502798595177,217,217,217
21039,21055,0.0105275,1.1007181226097476,210,210,210
21040,21056,0.010528,0.9984366699034399,203,203,203
21041,21057,0.0105285,0.8870397271503061,194,194,194
21042,21058,0.010529,0.7675443220237284,185,185,185
21043,21059,0.0105295,0.6410414192371553,176,176,176
21044,21060,0.01053,0.5086859602972151,166,166,166
21045,21061,0.0105305,0.3716863191592315,155,155,155
21046,21062,0.010531,0.23129327006204048,145,145,145
21047,21063,0.0105315,0.08878856825318715,134,134,134
21048,21064,0.010532,-0.054526752129903114,123,123,123
21049,21065,0.0105325,-0.19734425619578883,113,113,113
21050,21066,0.010533,-0.3383600539966081,102,102,102
21051,21067,0.0105335,-0.4762867047368213,92,92,92
21052,21068,0.010534,-0.6098649707997321,82,82,82
21053,21069,0.0105345,-0.7378753142909428,72,72,72
21054,21070,0.010535,-0.8591490311276291,63,63,63
21055,21071,0.0105355,-0.9725789210321116,54,54,54
21056,21072,0.010536,-1.0771293960055601,46,46,46
21057,21073,0.0105365,-1.1718459350030057,39,39,39
21058,21074,0.010537,-1.2558637984821723,33,33,33
21059,21075,0.0105375,-1.328415923272237,27,27,27
21060,21076,0.010538,-1.388839925677108,23,23,23
21061,21077,0.0105385,-1.436584148882875,19,19,19
21062,21078,0.010539,-1.47121269945257,17,17,17
21063,21079,0.0105395,-1.4924094269307893,15,15,15
21064,21080,0.01054,-1.4999808102217316,15,15,15
21065,21081,0.0105405,-1.4938577243913156,15,15,15
21066,21082,0.010541,-1.4740960717612308,17,17,17
21067,21083,0.0105415,-1.440876271534195,19,19,19
21068,21084,0.010542,-1.3945016126090335,23,23,23
21069,21085,0.0105425,-1.3353954846255773,27,27,27
21070,21086,0.010543,-1.2640975125167704,32,32,32
21071,21087,0.0105435,-1.1812586298621042,39,39,39
21072,21088,0.010544,-1.0876351360170393,46,46,46
21073,21089,0.0105445,-0.9840817912807893,53,53,53
21074,21090,0.010545,-0.8715440131357015,62,62,62
21075,21091,0.0105455,-0.7510492448117763,71,71,71
21076,21092,0.010546,-0.6236975749714804,81,81,81
21077,21093,0.0105465,-0.49065169416338666,91,91,91
21078,21094,0.010547,-0.3531262797307584,101,101,101
21079,21095,0.0105475,-0.2123769060979429,112,112,112
21080,21096,0.010548,-0.06968858167100192,122,122,122
21081,21097,0.0105485,0.07363598298167577,133,133,133
21082,21098,0.010549,0.21628826857065941,144,144,144
21083,21099,0.0105495,0.3569658935536054,154,154,154
21084,21100,0.01055,0.49438450457261185,165,165,165
21085,21101,0.0105505,0.6272895022931733,175,175,175
21086,21102,0.010551,0.7544674956012083,184,184,184
21087,21103,0.0105515,0.8747573795737024,193,193,193
21088,21104,0.010552,0.9870609360937344,202,202,202
21089,21105,0.0105525,1.0903528603192028,210,210,210
21090,21106,0.010553,1.183690121475034,217,217,217
21091,21107,0.0105535,1.2662205724985975,223,223,223
21092,21108,0.010554,1.3371907299420878,228,228,228
21093,21109,0.0105545,1.3959526530961772,233,233,233
21094,21110,0.010555,1.4419698595363952,236,236,236
21095,21111,0.0105555,1.47482222307934,239,239,239
21096,21112,0.010556,1.4942098094359837,240,240,240
21097,21113,0.0105565,1.4999556145399902,240,240,240
21098,21114,0.010557,1.4920071805532336,240,240,240
21099,21115,0.0105575,1.4704370747933155,238,238,238
21100,21116,0.010558,1.4354422272110114,236,236,236
21101,21117,0.0105585,1.3873421324667927,232,232,232
21102,21118,0.010559,1.3265759330203237,227,227,227
21103,21119,0.0105595,1.2536984098633612,222,222,222
21104,21120,0.01056,1.1693749175019297,216,216,216
21105,21121,0.0105605,1.0743753094260746,208,208,208
21106,21122,0.010561,0.9695669095316384,201,201,201
21107,21123,0.0105615,0.8559065936569576,192,192,192
21108,21124,0.010562,0.7344320535353326,183,183,183
21109,21125,0.0105625,0.6062523229134145,173,173,173
21110,21126,0.010563,0.47253765233836625,163,163,163
21111,21127,0.0105635,0.3345088250454368,153,153,153
21112,21128,0.010564,0.19342601149902083,142,142,142
21113,21129,0.0105645,0.050577264332524366,131,131,131
21114,21130,0.010565,-0.0927332412640905,121,121,121
21115,21131,0.0105655,-0.23519711435724105,110,110,110
21116,21132,0.010566,-0.3755136935659952,99,99,99
21117,21133,0.0105665,-0.5124019217947562,89,89,89
21118,21134,0.010567,-0.6446120419781316,79,79,79
21119,21135,0.0105675,-0.7709370070691818,69,69,69
21120,21136,0.010568,-0.8902235000902466,60,60,60
21121,21137,0.0105685,-1.0013824636458626,52,52,52
21122,21138,0.010569,-1.1033990427562925,44,44,44
21123,21139,0.0105695,-1.195341850244947,37,37,37
21124,21140,0.01057,-1.2763714700805298,31,31,31
21125,21141,0.0105705,-1.3457481210480964,26,26,26
21126,21142,0.010571,-1.4028384107746001,22,22,22
21127,21143,0.0105715,-1.4471211184523773,19,19,19
21128,21144,0.010572,-1.478191953460451,16,16,16
21129,21145,0.0105725,-1.4957672464428717,15,15,15
21130,21146,0.010573,-1.4996865391420862,15,15,15
21131,21147,0.0105735,-1.4899140493451133,15,15,15
21132,21148,0.010574,-1.4665389975665892,17,17,17
21133,21149,0.0105745,-1.429774792486441,20,20,20
21134,21150,0.010575,-1.3799570825796839,24,24,24
21135,21151,0.0105755,-1.3175406917247379,28,28,28
21136,21152,0.010576,-1.2430954667700171,34,34,34
