case,expected_hex,measured_hex,returncode,ngspice_completed,cmpck_rising_edges,cmpck_falling_edges,cmpck_post_eoc_max_v,extra_cmpck_after_eoc,start_guard_ns,conversion_time_to_eoc_capture_ns,minimum_frame_margin_ns,eoc_to_capture_delay_ns,evidence_class,deck,log,notes,status
target_b_b2_production_xlogic_top,0xB2,0xB2,0,True,8,8,1.94879e-08,0,11.049999999999983,195.09699999999995,180.00300000000004,7.73199999999998,PAIRED_TARGET_B_PRODUCTION_TRANSIENT,/work/verification/sar_logic_actual/results/netlists/tb_adc_logic_replacement_system_timing_b2.cir,/work/verification/sar_logic_actual/results/logs/tb_adc_logic_replacement_system_timing_b2.log,,PASS
