code,width_lsb,dnl_lsb
246,0.9999999999999933,-6.661338147750939e-15
247,0.9999999999999933,-6.661338147750939e-15
248,1.0000000000000269,2.6867397195928788e-14
249,0.9999999999999933,-6.661338147750939e-15
250,0.9999999999999933,-6.661338147750939e-15
251,0.9999999999999933,-6.661338147750939e-15
252,0.9999999999999933,-6.661338147750939e-15
253,1.0000000000000269,2.6867397195928788e-14
254,0.9999999999999933,-6.661338147750939e-15
255,0.9999999999999933,-6.661338147750939e-15
