bin,frequency_hz,power_linear,power_dbfs,classification,folded_harmonic_order,is_fundamental,is_largest_spur
32,976.5625,9.880262109257333e-40,-391.6509938113913,noise,,0,0
33,1007.080078125,2.0355575319548004e-10,-98.51184465527034,noise,,0,0
34,1037.59765625,3.2874636712973044e-40,-396.4300688481674,noise,,0,0
35,1068.115234375,4.334871120713786e-11,-105.22891657020791,noise,,0,0
36,1098.6328125,2.9401862437333867e-34,-336.91493005774333,noise,,0,0
37,1129.150390625,2.038325678577436e-11,-108.50594271392251,noise,,0,0
38,1159.66796875,4.380446683468793e-40,-395.18349448397964,noise,,0,0
39,1190.185546875,6.051121381465115e-11,-103.78031982414677,noise,,0,0
40,1220.703125,1.19520192794009e-39,-390.82426562074835,noise,,0,0
41,1251.220703125,1.412926623492311e-10,-100.09748238563074,noise,,0,0
42,1281.73828125,9.102125280954475e-39,-382.00725038285105,noise,,0,0
43,1312.255859375,7.715308634473975e-12,-112.7251454332101,noise,,0,0
44,1342.7734375,2.3273727247761991e-38,-377.93001906714693,noise,,0,0
