bin,frequency_hz,power_linear,power_dbfs,classification,folded_harmonic_order,is_fundamental,is_largest_spur
10767,328582.763671875,2.6136440060124618e-11,-107.42621413332758,noise,,0,0
10768,328613.28125,5.274840417714508e-37,-364.3765852184404,noise,,0,0
10769,328643.798828125,2.5502519469236493e-11,-107.53284759304267,noise,,0,0
10770,328674.31640625,5.730247188787057e-40,-394.0169449032401,noise,,0,0
10771,328704.833984375,5.410687457346367e-12,-114.26615398998106,noise,,0,0
10772,328735.3515625,2.943960125830534e-39,-386.9093592364485,noise,,0,0
10773,328765.869140625,6.000339989951812e-11,-103.81691988112811,noise,,0,0
10774,328796.38671875,1.0235328458233458e-39,-391.4976606308286,noise,,0,0
10775,328826.904296875,1.5578516399080814e-11,-109.6734175128953,noise,,0,0
10776,328857.421875,7.237316354141648e-39,-383.00290290377086,noise,,0,0
10777,328887.939453125,6.45641590812617e-11,-103.49876348181176,noise,,0,0
10778,328918.45703125,1.642620338173495e-39,-389.44330651332405,noise,,0,0
10779,328948.974609375,7.738358538428235e-10,-92.71218999239827,noise,,0,0
10780,328979.4921875,3.436841899504802e-40,-396.2370829277085,noise,,0,0
10781,329010.009765625,9.072829268181576e-11,-102.02125108659273,noise,,0,0
10782,329040.52734375,3.132854271598053e-39,-386.6392765345975,noise,,0,0
10783,329071.044921875,2.2232957972063373e-11,-108.1287060007129,noise,,0,0
10784,329101.5625,3.369577352565765e-39,-386.3229241653565,noise,,0,0
10785,329132.080078125,1.2584827973950526e-10,-100.60020563678162,noise,,0,0
10786,329162.59765625,1.32678401070092e-39,-390.37067617970024,noise,,0,0
10787,329193.115234375,2.9590588015042405e-10,-96.8871425168013,noise,,0,0
10788,329223.6328125,2.7546586807120334e-39,-387.1980005234994,noise,,0,0
10789,329254.150390625,2.0120372817480875e-11,-108.56231823438566,noise,,0,0
10790,329284.66796875,4.3646697044821935e-38,-375.1991646295665,noise,,0,0
10791,329315.185546875,3.0633695035224907e-12,-116.73668462541193,noise,,0,0
10792,329345.703125,4.834828494833126e-39,-384.754867740652,noise,,0,0
10793,329376.220703125,3.1489852056717343e-12,-116.61697226821289,noise,,0,0
10794,329406.73828125,7.58830496871367e-40,-392.79723070531185,noise,,0,0
10795,329437.255859375,1.6143857175866885e-11,-109.51860540370647,noise,,0,0
10796,329467.7734375,3.0231383209799835e-39,-386.79409828706,noise,,0,0
10797,329498.291015625,4.751511957436529e-11,-104.83036020564951,noise,,0,0
10798,329528.80859375,1.6570964939643365e-39,-389.4052004864541,noise,,0,0
10799,329559.326171875,2.33975093612656e-12,-117.90698217384477,noise,,0,0
10800,329589.84375,1.248943071741694e-39,-390.63325203908107,noise,,0,0
10801,329620.361328125,5.555039646830949e-10,-94.15180684204796,noise,,0,0
10802,329650.87890625,1.0737955848839042e-41,-411.2894623314657,noise,,0,0
10803,329681.396484375,9.298442169516314e-12,-111.91457652716451,noise,,0,0
10804,329711.9140625,2.275793755878992e-37,-368.02734945583165,noise,,0,0
10805,329742.431640625,2.545308993250498e-11,-107.5412733510823,noise,,0,0
10806,329772.94921875,8.48172031030802e-40,-392.3138389984751,noise,,0,0
10807,329803.466796875,1.9073823952496e-10,-98.79430077225123,noise,,0,0
10808,329833.984375,2.299805327648983e-39,-387.98176771381924,noise,,0,0
10809,329864.501953125,3.250465061752709e-11,-106.47922344789534,noise,,0,0
10810,329895.01953125,1.1370117860567771e-39,-391.0410288056412,noise,,0,0
10811,329925.537109375,3.0941676379361246e-11,-106.69324007587537,noise,,0,0
10812,329956.0546875,1.185083800748893e-38,-380.86118785424907,noise,,0,0
10813,329986.572265625,1.4974141073406386e-11,-109.84525926734277,noise,,0,0
10814,330017.08984375,6.810191921798858e-40,-393.26708495913454,noise,,0,0
10815,330047.607421875,1.8639676029326545e-09,-88.89429487352419,noise,,0,0
10816,330078.125,2.2123767048134947e-39,-388.15008770168436,noise,,0,0
10817,330108.642578125,2.0548762333701328e-11,-108.47082177952545,noise,,0,0
10818,330139.16015625,6.11102091656588e-39,-383.73754076883847,noise,,0,0
10819,330169.677734375,4.8212630559720344e-11,-104.76707019148168,noise,,0,0
10820,330200.1953125,1.7321341042858624e-40,-399.21286334413116,noise,,0,0
10821,330230.712890625,1.9411904919829162e-10,-98.7179969163326,noise,,0,0
10822,330261.23046875,2.6977868069772565e-40,-397.28860220589775,noise,,0,0
10823,330291.748046875,2.4256513252721533e-10,-97.75039473642481,noise,,0,0
10824,330322.265625,2.006691331564694e-39,-388.5738727246639,noise,,0,0
10825,330352.783203125,3.5098657655697716e-11,-106.14577339853837,noise,,0,0
10826,330383.30078125,5.007873795323279e-39,-384.60214471515854,noise,,0,0
10827,330413.818359375,1.9123001634907256e-11,-108.78311784928505,noise,,0,0
10828,330444.3359375,2.4409941793888133e-39,-387.7230110326011,noise,,0,0
10829,330474.853515625,1.3080166840513028e-09,-90.43254563543763,noise,,0,0
10830,330505.37109375,4.2422556050272734e-40,-395.32271014946775,noise,,0,0
10831,330535.888671875,2.0796045194138146e-11,-108.41887094517624,noise,,0,0
10832,330566.40625,3.391147604462257e-39,-386.29521153625797,noise,,0,0
10833,330596.923828125,1.1626541154400024e-11,-110.94417313875584,noise,,0,0
10834,330627.44140625,1.1164461045887055e-39,-391.12030084346713,noise,,0,0
10835,330657.958984375,5.1018878391907324e-11,-104.52136940320948,noise,,0,0
10836,330688.4765625,3.9252298141183365e-40,-395.66002758219787,noise,,0,0
10837,330718.994140625,2.2037717584018896e-10,-98.16701233863589,noise,,0,0
10838,330749.51171875,3.249265933111435e-40,-396.4808258986993,noise,,0,0
10839,330780.029296875,1.2469435774981165e-11,-110.64021044404402,noise,,0,0
10840,330810.546875,1.2987193851487086e-38,-380.4635252407704,noise,,0,0
10841,330841.064453125,2.880356634755404e-11,-107.00421583320376,noise,,0,0
10842,330871.58203125,4.4314093311392626e-39,-385.13325979244564,noise,,0,0
10843,330902.099609375,5.483350313756211e-10,-94.2082185463398,noise,,0,0
10844,330932.6171875,3.777883399946874e-40,-395.82619297302705,noise,,0,0
10845,330963.134765625,1.0987155231149911e-10,-101.18982586638346,noise,,0,0
10846,330993.65234375,1.6424289799477743e-39,-389.4438124772445,noise,,0,0
10847,331024.169921875,1.913076634675962e-11,-108.78135479600414,noise,,0,0
10848,331054.6875,2.2851250647386955e-38,-378.0095787312891,noise,,0,0
10849,331085.205078125,2.6468449107646616e-12,-117.37139352097358,noise,,0,0
10850,331115.72265625,7.881559486808959e-40,-392.632556893103,noise,,0,0
10851,331146.240234375,6.01843398100038e-10,-93.80384346181327,noise,,0,0
10852,331176.7578125,2.9185479784739332e-40,-396.9470100995171,noise,,0,0
10853,331207.275390625,1.6620161484509462e-11,-109.39232607939863,noise,,0,0
10854,331237.79296875,6.777628839171509e-38,-373.28790065051123,noise,,0,0
10855,331268.310546875,1.8738152932294212e-11,-108.87141067949935,noise,,0,0
10856,331298.828125,1.131822704316607e-39,-391.0608944547654,noise,,0,0
10857,331329.345703125,2.1959978383188787e-11,-108.18235938822092,noise,,0,0
10858,331359.86328125,5.3806248741881555e-40,-394.2903513208547,noise,,0,0
10859,331390.380859375,1.7532432159574777e-11,-109.16025679988269,noise,,0,0
10860,331420.8984375,3.3731339052994575e-40,-396.31834265115236,noise,,0,0
10861,331451.416015625,4.452468452079967e-11,-105.1126699613553,noise,,0,0
10862,331481.93359375,6.747794018913724e-38,-373.30706030113015,noise,,0,0
10863,331512.451171875,2.6065629375840156e-12,-117.43799631309119,noise,,0,0
10864,331542.96875,6.017825304986289e-40,-393.80428270897164,noise,,0,0
10865,331573.486328125,5.925411329929311e-09,-83.87149343529742,noise,,0,0
10866,331604.00390625,1.2924173689685811e-39,-390.4846506116655,noise,,0,0
10867,331634.521484375,1.915853365648048e-11,-108.77505580829632,noise,,0,0
10868,331665.0390625,1.0367473185988501e-38,-381.44194926296666,noise,,0,0
10869,331695.556640625,9.049021189136061e-12,-112.03266241936734,noise,,0,0
10870,331726.07421875,5.6515422220226225e-40,-394.07700870579384,noise,,0,0
10871,331756.591796875,5.562124113380332e-11,-104.14627171598079,noise,,0,0
10872,331787.109375,4.598561580460424e-41,-404.97245840489364,noise,,0,0
10873,331817.626953125,4.5652807446559493e-10,-95.00400357203438,noise,,0,0
10874,331848.14453125,5.265649087595682e-40,-394.3841593353004,noise,,0,0
10875,331878.662109375,2.122373599988637e-11,-108.3304601223409,noise,,0,0
10876,331909.1796875,1.0556380238351125e-36,-361.3635282207699,noise,,0,0
10877,331939.697265625,3.3967828300484654e-11,-106.2880006552325,noise,,0,0
10878,331970.21484375,9.291189000174626e-40,-391.9179655256363,noise,,0,0
10879,332000.732421875,1.2935971532617172e-10,-100.48068795917851,noise,,0,0
10880,332031.25,5.281088120721424e-40,-394.37144432866,noise,,0,0
10881,332061.767578125,1.690010805793492e-11,-109.31978365625945,noise,,0,0
10882,332092.28515625,4.5238963186758906e-41,-405.0435520414219,noise,,0,0
10883,332122.802734375,1.477029472038408e-11,-109.90478685960744,noise,,0,0
10884,332153.3203125,3.1910578045775204e-39,-386.55933175778506,noise,,0,0
10885,332183.837890625,6.158310088624167e-13,-123.70406293998624,noise,,0,0
10886,332214.35546875,2.049174454212461e-40,-398.48288913934584,noise,,0,0
10887,332244.873046875,4.647018703512503e-10,-94.92693426643841,noise,,0,0
10888,332275.390625,2.002017701871831e-40,-398.58399933893685,noise,,0,0
10889,332305.908203125,2.97276821262896e-11,-106.86706798600886,noise,,0,0
10890,332336.42578125,3.3587681789657124e-38,-376.3368781707356,noise,,0,0
10891,332366.943359375,8.797284551633557e-12,-112.15519207468535,noise,,0,0
10892,332397.4609375,8.561034435389674e-41,-402.2734160315852,noise,,0,0
10893,332427.978515625,2.685211097456757e-10,-97.30889413721098,noise,,0,0
10894,332458.49609375,1.6109111416599695e-39,-389.52796261826086,noise,,0,0
10895,332489.013671875,7.584703572829872e-12,-112.79929234837306,noise,,0,0
10896,332519.53125,2.4253022244859044e-39,-387.7510198199009,noise,,0,0
10897,332550.048828125,4.315982516851008e-11,-105.24788170314899,noise,,0,0
10898,332580.56640625,1.0480532176207754e-39,-391.3948451145608,noise,,0,0
10899,332611.083984375,2.98096823206921e-12,-116.85510499275487,noise,,0,0
10900,332641.6015625,3.040132522733219e-39,-386.7697533169522,noise,,0,0
10901,332672.119140625,1.2013259986456664e-07,-70.80206971079097,noise,,0,0
10902,332702.63671875,2.2422820081327238e-39,-388.0917761489344,noise,,0,0
10903,332733.154296875,9.080500870374039e-11,-102.01758042708016,noise,,0,0
10904,332763.671875,3.5777844811323117e-38,-376.0625367113903,noise,,0,0
10905,332794.189453125,2.6027455889257794e-11,-107.44436127975072,noise,,0,0
10906,332824.70703125,1.2738310312181854e-40,-400.54756022763786,noise,,0,0
10907,332855.224609375,1.2755301548693e-10,-100.54177116848807,noise,,0,0
10908,332885.7421875,2.2705426886441003e-40,-398.03738175575563,noise,,0,0
10909,332916.259765625,4.2942864519317884e-11,-105.26976836255497,noise,,0,0
10910,332946.77734375,2.6365644254017338e-39,-387.3882945915328,noise,,0,0
10911,332977.294921875,2.9936995000339634e-11,-106.83659642276831,noise,,0,0
10912,333007.8125,6.479562112819935e-38,-373.48322189742305,noise,,0,0
10913,333038.330078125,5.142828156227995e-12,-114.48665834155646,noise,,0,0
10914,333068.84765625,2.1101633438943193e-39,-388.3555177255021,noise,,0,0
10915,333099.365234375,2.2450479357782647e-10,-98.0864222869232,noise,,0,0
10916,333129.8828125,2.7359008839606286e-41,-407.2276748735175,noise,,0,0
10917,333160.400390625,9.694390243416672e-11,-101.73347349020533,noise,,0,0
10918,333190.91796875,1.003928437879937e-39,-391.58165090599823,noise,,0,0
10919,333221.435546875,1.721173536400199e-13,-129.24043187048838,noise,,0,0
10920,333251.953125,2.3915389989645494e-39,-387.8119037976165,noise,,0,0
10921,333282.470703125,1.1175415507984707e-11,-111.1160416768499,noise,,0,0
10922,333312.98828125,6.607781810052877e-41,-403.3981215301246,noise,,0,0
10923,333343.505859375,2.4809500641253057e-09,-87.6524982409125,noise,,0,0
10924,333374.0234375,5.184404732060465e-39,-384.45168948744055,noise,,0,0
10925,333404.541015625,2.6119030482797482e-11,-107.4291079484886,noise,,0,0
10926,333435.05859375,7.731100782288597e-38,-372.716265123414,noise,,0,0
10927,333465.576171875,2.3701848104756282e-11,-107.85085636508396,noise,,0,0
10928,333496.09375,4.856853782634033e-40,-394.73512818017525,noise,,0,0
10929,333526.611328125,5.438618404808244e-12,-114.24379259044066,noise,,0,0
10930,333557.12890625,4.886650797468924e-40,-394.7085654185832,noise,,0,0
10931,333587.646484375,1.3392509341160737e-10,-100.33005889130877,noise,,0,0
10932,333618.1640625,9.40413337219583e-40,-391.8654906730343,noise,,0,0
10933,333648.681640625,1.3296006026291624e-11,-110.36146643812532,noise,,0,0
10934,333679.19921875,3.9899222072641754e-38,-375.5890341889586,noise,,0,0
10935,333709.716796875,2.551457177963377e-11,-107.53079563285877,noise,,0,0
10936,333740.234375,1.3475520501213597e-39,-390.30322297987846,noise,,0,0
10937,333770.751953125,2.0715253947863387e-08,-78.43577585418682,noise,,0,0
10938,333801.26953125,2.993010967545972e-40,-396.83759538827064,noise,,0,0
10939,333831.787109375,2.980525176381077e-11,-106.85575052442857,noise,,0,0
10940,333862.3046875,1.439473992001867e-38,-380.01664024514184,noise,,0,0
10941,333892.822265625,5.9558725439224124e-12,-113.8492245184444,noise,,0,0
10942,333923.33984375,1.2253895542142314e-40,-400.7159367320733,noise,,0,0
10943,333953.857421875,3.8283155386425854e-10,-95.768601209544,noise,,0,0
10944,333984.375,3.961521241640879e-40,-395.62005858140657,noise,,0,0
10945,334014.892578125,9.959782935607428e-11,-101.6161797361818,noise,,0,0
10946,334045.41015625,2.595196481045613e-42,-417.45697603442323,noise,,0,0
10947,334075.927734375,2.5435100905065807e-11,-107.54434382206917,noise,,0,0
10948,334106.4453125,1.7582234282166205e-37,-369.1479378438895,noise,,0,0
10949,334136.962890625,3.237190239041711e-11,-106.49699624879254,noise,,0,0
10950,334167.48046875,8.972043570929678e-40,-392.0697647311249,noise,,0,0
10951,334197.998046875,5.701535686112031e-12,-114.03876000160865,noise,,0,0
10952,334228.515625,3.4103797090833466e-41,-406.2706511139067,noise,,0,0
10953,334259.033203125,2.5542919540887565e-11,-107.52597311720692,noise,,0,0
10954,334289.55078125,3.747673915020217e-38,-375.8610605118105,noise,,0,0
10955,334320.068359375,9.863457894783535e-12,-111.65838652095101,noise,,0,0
10956,334350.5859375,1.541533501745181e-38,-379.7191487951887,noise,,0,0
10957,334381.103515625,1.848524413064633e-11,-108.93042656511683,noise,,0,0
10958,334411.62109375,3.779325291998747e-40,-395.82453573212035,noise,,0,0
10959,334442.138671875,6.801169645437856e-12,-113.27284239257317,noise,,0,0
10960,334472.65625,2.659063108635769e-40,-397.3513920234956,noise,,0,0
10961,334503.173828125,6.983075353781369e-12,-113.15821118590878,noise,,0,0
10962,334533.69140625,1.0907927310200689e-37,-371.2212561192674,noise,,0,0
10963,334564.208984375,7.326372159750798e-11,-102.94978871226915,noise,,0,0
10964,334594.7265625,1.4035171690439703e-39,-390.12650117421396,noise,,0,0
10965,334625.244140625,4.769298234268305e-10,-94.81413366460475,noise,,0,0
10966,334655.76171875,7.68987055194141e-41,-402.7394881796093,noise,,0,0
10967,334686.279296875,4.3658152067093105e-11,-105.19802497855245,noise,,0,0
10968,334716.796875,1.4489424595276776e-38,-379.9881670800221,noise,,0,0
10969,334747.314453125,1.5617306018482083e-11,-109.66261726783841,noise,,0,0
10970,334777.83203125,2.5630147243240526e-39,-387.5111674591249,noise,,0,0
10971,334808.349609375,1.1479609696752996e-10,-100.99940724660229,noise,,0,0
10972,334838.8671875,1.4359232152058953e-40,-400.0273663009991,noise,,0,0
10973,334869.384765625,3.354008893259572e-08,-76.34303637275559,noise,,0,0
10974,334899.90234375,6.158931491603551e-40,-393.7036247381641,noise,,0,0
10975,334930.419921875,4.5259308637361514e-11,-105.04159931527595,noise,,0,0
10976,334960.9375,1.0185523849907817e-38,-381.5188447705793,noise,,0,0
10977,334991.455078125,1.4485573043449058e-11,-109.98932166697753,noise,,0,0
10978,335021.97265625,9.585018078375119e-40,-391.78274910751605,noise,,0,0
10979,335052.490234375,1.1041230850120662e-10,-101.16850356886063,noise,,0,0
10980,335083.0078125,2.598557770727269e-40,-397.4513547065981,noise,,0,0
10981,335113.525390625,1.7641380965277248e-10,-99.13335268443875,noise,,0,0
10982,335144.04296875,3.8612782306236625e-39,-385.73136750552436,noise,,0,0
10983,335174.560546875,4.274303444486477e-11,-105.29002496417519,noise,,0,0
10984,335205.078125,2.6605427895613874e-37,-367.34897599009065,noise,,0,0
10985,335235.595703125,5.276611813581768e-11,-104.3751270164019,noise,,0,0
10986,335266.11328125,8.697160972979922e-40,-392.204903387254,noise,,0,0
10987,335296.630859375,5.791186780804222e-10,-93.97100274809088,noise,,0,0
10988,335327.1484375,4.767321522045521e-40,-394.8159340409328,noise,,0,0
10989,335357.666015625,1.1692516426799588e-11,-110.91959858371901,noise,,0,0
10990,335388.18359375,4.2593082338214703e-39,-385.30528777245627,noise,,0,0
10991,335418.701171875,1.336577622979695e-11,-110.33873661214507,noise,,0,0
10992,335449.21875,1.790451761561643e-39,-389.06905222370057,noise,,0,0
10993,335479.736328125,1.1417128205668631e-10,-101.0231096921384,noise,,0,0
10994,335510.25390625,7.368098799813669e-41,-402.92512406352444,noise,,0,0
10995,335540.771484375,2.9291325781530018e-09,-86.93128817965695,noise,,0,0
10996,335571.2890625,5.887326065612877e-39,-383.8994975750515,noise,,0,0
10997,335601.806640625,2.0429987688087674e-12,-118.49599742182939,noise,,0,0
10998,335632.32421875,1.5208123719393602e-38,-379.7779221019787,noise,,0,0
10999,335662.841796875,2.282065113689185e-11,-108.0153981519947,noise,,0,0
11000,335693.359375,2.0590631886293654e-39,-388.46198172620245,noise,,0,0
11001,335723.876953125,6.821721303922045e-12,-113.25973874419483,noise,,0,0
11002,335754.39453125,1.4623781786794396e-39,-389.948081491116,noise,,0,0
11003,335784.912109375,1.6133057933626094e-10,-99.52151153737694,noise,,0,0
11004,335815.4296875,2.025520140180249e-39,-388.5333128126851,noise,,0,0
11005,335845.947265625,1.5330658892791734e-11,-109.74307026396426,noise,,0,0
11006,335876.46484375,4.7452279238489745e-39,-384.8361076969857,noise,,0,0
11007,335906.982421875,1.6632808353213696e-11,-109.38902263577646,noise,,0,0
11008,335937.5,2.4319806571581217e-39,-387.7390773065424,noise,,0,0
11009,335968.017578125,4.220846511968758e-08,-75.34468287455807,noise,,0,0
11010,335998.53515625,8.49359464620162e-40,-392.3077631649378,noise,,0,0
11011,336029.052734375,7.872675831027826e-11,-102.63745477994544,noise,,0,0
11012,336059.5703125,2.803990769087117e-40,-397.12091267520174,noise,,0,0
11013,336090.087890625,1.6718510887085876e-13,-129.36670254750453,noise,,0,0
11014,336120.60546875,9.544383343245598e-39,-381.80119972956595,noise,,0,0
11015,336151.123046875,8.195784425478604e-11,-102.46277320503522,noise,,0,0
11016,336181.640625,4.742724904638214e-41,-404.83839912375856,noise,,0,0
11017,336212.158203125,1.2406672103053018e-10,-100.66212542717207,noise,,0,0
11018,336242.67578125,2.623179102287749e-40,-397.4103990325028,noise,,0,0
11019,336273.193359375,1.5916952834177238e-12,-119.58007917734128,noise,,0,0
11020,336303.7109375,4.2532003261473946e-38,-375.3115200858463,noise,,0,0
11021,336334.228515625,6.934219208676945e-12,-113.18870280378766,noise,,0,0
11022,336364.74609375,1.0375375536778243e-39,-391.4386402213264,noise,,0,0
11023,336395.263671875,4.938872775281635e-11,-104.66240008156123,noise,,0,0
11024,336425.78125,5.1371882447590645e-40,-394.49142366989753,noise,,0,0
11025,336456.298828125,5.3120079420418185e-11,-104.34609131413637,noise,,0,0
11026,336486.81640625,4.289437192093803e-39,-385.27467534022657,noise,,0,0
11027,336517.333984375,1.2712350441570523e-11,-110.55641990525204,noise,,0,0
11028,336547.8515625,5.884743284794625e-39,-383.90140325100685,noise,,0,0
11029,336578.369140625,9.118693574994035e-11,-101.99935225190973,noise,,0,0
11030,336608.88671875,4.0799659943822604e-40,-395.49211303736433,noise,,0,0
11031,336639.404296875,5.92608084020384e-12,-113.87100275511312,noise,,0,0
11032,336669.921875,2.0142171964782842e-39,-388.5576154763461,noise,,0,0
11033,336700.439453125,1.5106394468194834e-11,-109.80707025997701,noise,,0,0
11034,336730.95703125,2.640247417358658e-38,-377.38223220617135,noise,,0,0
11035,336761.474609375,1.0569539516629147e-11,-111.35811780290655,noise,,0,0
11036,336791.9921875,2.915701851889449e-40,-396.9512473440796,noise,,0,0
11037,336822.509765625,4.1189880997127493e-10,-95.45077309867042,noise,,0,0
11038,336853.02734375,1.8742595155645745e-39,-388.8703812266755,noise,,0,0
11039,336883.544921875,7.702621145378642e-10,-92.73229309547833,noise,,0,0
11040,336914.0625,4.669224815400111e-39,-384.9062306210218,noise,,0,0
11041,336944.580078125,7.636212546056803e-14,-132.769898390662,noise,,0,0
11042,336975.09765625,6.296334086712685e-38,-373.60780083242446,noise,,0,0
11043,337005.615234375,1.9444203241037373e-11,-108.7107769519203,noise,,0,0
11044,337036.1328125,1.049801630871896e-39,-391.3876060398135,noise,,0,0
11045,337066.650390625,2.224935282091568e-08,-78.12550464152822,noise,,0,0
11046,337097.16796875,2.1743239937949364e-40,-398.2254358874369,noise,,0,0
11047,337127.685546875,2.043734060249522e-12,-118.49443464279727,noise,,0,0
11048,337158.203125,2.367035957961399e-38,-377.85662991687525,noise,,0,0
11049,337188.720703125,2.5201020668236548e-11,-107.58449716564738,noise,,0,0
11050,337219.23828125,1.5400039348183276e-38,-379.7234601660175,noise,,0,0
11051,337249.755859375,1.083880275229024e-10,-101.24886534151258,noise,,0,0
11052,337280.2734375,4.457853948693818e-40,-395.1074201137262,noise,,0,0
11053,337310.791015625,2.17732830227652e-10,-98.21943929251611,noise,,0,0
11054,337341.30859375,6.167023437293836e-40,-393.6979224816066,noise,,0,0
11055,337371.826171875,8.801889891640406e-12,-112.15291915693643,noise,,0,0
11056,337402.34375,1.2541746547834755e-39,-390.61509827083546,noise,,0,0
11057,337432.861328125,4.3881975070623605e-11,-105.17581680720214,noise,,0,0
11058,337463.37890625,7.61452976666311e-40,-392.78224758336995,noise,,0,0
11059,337493.896484375,3.500730205199155e-10,-96.15709205310165,noise,,0,0
11060,337524.4140625,9.334052728809056e-40,-391.897975971723,noise,,0,0
11061,337554.931640625,2.5649495483913734e-11,-107.50789019972495,noise,,0,0
11062,337585.44921875,3.2315870867058394e-40,-396.50451983053534,noise,,0,0
11063,337615.966796875,1.255302358294515e-11,-110.61119502372479,noise,,0,0
11064,337646.484375,6.727421221549288e-40,-393.3201922623786,noise,,0,0
11065,337677.001953125,7.011960523435183e-13,-123.14028384693987,noise,,0,0
11066,337707.51953125,6.5473740301894096e-40,-393.43800695630256,noise,,0,0
11067,337738.037109375,1.1566016689548592e-11,-110.96684032445617,noise,,0,0
11068,337768.5546875,5.295878440422899e-40,-394.3592983917668,noise,,0,0
11069,337799.072265625,3.5505142721532042e-12,-116.09576584352297,noise,,0,0
11070,337829.58984375,1.9715079682353038e-38,-378.6506931039363,noise,,0,0
11071,337860.107421875,3.578970917831441e-11,-106.06109677698552,noise,,0,0
11072,337890.625,2.8034703829159896e-40,-397.1217187471017,noise,,0,0
11073,337921.142578125,1.452389324300363e-10,-99.97784799095228,noise,,0,0
11074,337951.66015625,1.9846246119034725e-40,-398.6218947422832,noise,,0,0
11075,337982.177734375,1.8859022258470765e-11,-108.84348674001863,noise,,0,0
11076,338012.6953125,3.620043769162685e-39,-386.01154025567433,noise,,0,0
11077,338043.212890625,7.759320797344546e-11,-102.7004413960694,noise,,0,0
11078,338073.73046875,3.658340316620876e-38,-375.96583743886583,noise,,0,0
11079,338104.248046875,2.515555971257899e-10,-97.59233862247328,noise,,0,0
11080,338134.765625,4.3773491475824335e-39,-385.1865665875659,noise,,0,0
11081,338165.283203125,9.775433606003965e-11,-101.69731816726113,noise,,0,0
11082,338195.80078125,1.828134261165577e-39,-388.97859759227504,noise,,0,0
11083,338226.318359375,4.7509928613676356e-11,-104.83083469224609,noise,,0,0
11084,338256.8359375,9.882605872571283e-40,-391.6499637144642,noise,,0,0
11085,338287.353515625,7.233589369852033e-12,-113.00513995620938,noise,,0,0
11086,338317.87109375,5.885424267301257e-39,-383.90090071449856,noise,,0,0
11087,338348.388671875,9.733389277984369e-11,-101.71603754160034,noise,,0,0
11088,338378.90625,3.2735823034774295e-40,-396.44844582788653,noise,,0,0
11089,338409.423828125,2.2278846228892232e-11,-108.11975151138455,noise,,0,0
11090,338439.94140625,4.7289942048867885e-39,-384.85099065279985,noise,,0,0
11091,338470.458984375,5.251840517514521e-11,-104.39556317682558,noise,,0,0
11092,338500.9765625,3.31425435767716e-38,-376.39482011115297,noise,,0,0
11093,338531.494140625,1.8010252587918964e-11,-109.04348043391848,noise,,0,0
11094,338562.01171875,3.713770186188249e-39,-385.90052821667894,noise,,0,0
11095,338592.529296875,1.084889075199615e-09,-91.2448251120425,noise,,0,0
11096,338623.046875,6.776098755697898e-40,-393.2888812026252,noise,,0,0
11097,338653.564453125,6.9509844763887035e-12,-113.17821528490316,noise,,0,0
11098,338684.08203125,2.7586976514017714e-39,-387.1916374194616,noise,,0,0
11099,338714.599609375,6.463845752603811e-13,-123.49376862814943,noise,,0,0
11100,338745.1171875,5.830441621632451e-39,-383.9416639583711,noise,,0,0
11101,338775.634765625,3.6817871170776864e-13,-125.93809173340449,noise,,0,0
11102,338806.15234375,9.774442716676694e-40,-391.6977584132865,noise,,0,0
11103,338836.669921875,5.900111859411159e-09,-83.8900760164288,noise,,0,0
11104,338867.1875,2.9149556473878742e-40,-396.9523589597052,noise,,0,0
11105,338897.705078125,2.929278270374727e-12,-116.93107217115362,noise,,0,0
11106,338928.22265625,6.3837091857409554e-37,-363.5479475288284,noise,,0,0
11107,338958.740234375,5.297698113470853e-11,-104.35780640467942,noise,,0,0
11108,338989.2578125,1.8932867530110708e-39,-388.82651450868343,noise,,0,0
11109,339019.775390625,8.550035290499966e-12,-112.27899939798574,noise,,0,0
11110,339050.29296875,2.3163482619647408e-39,-387.95063991139534,noise,,0,0
11111,339080.810546875,5.020545764508935e-11,-104.59116916873589,noise,,0,0
11112,339111.328125,5.887306568694314e-40,-393.899511957503,noise,,0,0
11113,339141.845703125,4.730923473674194e-12,-114.84921924034451,noise,,0,0
11114,339172.36328125,1.7966145968887788e-39,-389.05412923236753,noise,,0,0
11115,339202.880859375,6.752990075933516e-11,-103.3037173560287,noise,,0,0
11116,339233.3984375,7.086463400245403e-41,-403.0943829864534,noise,,0,0
11117,339263.916015625,1.2565578142056237e-08,-80.6068537182187,noise,,0,0
11118,339294.43359375,1.4033571856675221e-40,-400.12699624373886,noise,,0,0
11119,339324.951171875,1.3250391456942967e-11,-110.37639138247744,noise,,0,0
11120,339355.46875,6.723489311824054e-39,-383.3227312826797,noise,,0,0
11121,339385.986328125,3.4111255320387285e-11,-106.26970145020684,noise,,0,0
11122,339416.50390625,8.865859307704177e-39,-382.1214701189245,noise,,0,0
11123,339447.021484375,4.878218525869895e-12,-114.71606595917288,noise,,0,0
11124,339477.5390625,1.1201919955164172e-41,-411.10575382058784,noise,,0,0
11125,339508.056640625,6.530931074713271e-10,-93.44892746707961,noise,,0,0
11126,339538.57421875,4.641530575571548e-39,-384.9320663142674,noise,,0,0
11127,339569.091796875,1.5709300594872e-11,-109.6371099716076,noise,,0,0
11128,339599.609375,1.574935508272682e-38,-379.6260507244298,noise,,0,0
11129,339630.126953125,2.795668442055603e-11,-107.1338218299602,noise,,0,0
11130,339660.64453125,2.6920225284196518e-39,-387.2978915709508,noise,,0,0
