bin,frequency_hz,power_linear,power_dbfs,classification,folded_harmonic_order,is_fundamental,is_largest_spur
9670,295104.98046875,5.788050380848093e-40,-393.9733554440557,noise,,0,0
9671,295135.498046875,8.492962918320137e-12,-112.30808619205152,noise,,0,0
9672,295166.015625,4.1635406824768754e-40,-395.404050345318,noise,,0,0
9673,295196.533203125,2.6411584387260316e-11,-107.38073392496577,noise,,0,0
9674,295227.05078125,1.4305229427784143e-40,-400.0437301966491,noise,,0,0
9675,295257.568359375,7.086982637549842e-11,-103.09406478310947,noise,,0,0
9676,295288.0859375,9.135714222565471e-40,-391.99125341294126,noise,,0,0
9677,295318.603515625,6.212644375487016e-13,-123.6659135267532,noise,,0,0
9678,295349.12109375,2.630302683784058e-38,-377.39862119008393,noise,,0,0
9679,295379.638671875,1.8558756950406252e-11,-108.91318962906826,noise,,0,0
9680,295410.15625,2.2069395439734857e-39,-388.16077410658744,noise,,0,0
9681,295440.673828125,9.777002316423749e-12,-111.69662129012195,noise,,0,0
9682,295471.19140625,3.0273804286933484e-40,-396.78800848104623,noise,,0,0
9683,295501.708984375,5.7198052129430456e-11,-104.02486607877235,noise,,0,0
9684,295532.2265625,1.0222161080198401e-39,-391.50325126833144,noise,,0,0
9685,295562.744140625,9.63630803479305e-12,-111.75957172861253,noise,,0,0
9686,295593.26171875,1.2372290432665431e-39,-390.6741774081934,noise,,0,0
9687,295623.779296875,2.577979065798516e-12,-117.48588460702452,noise,,0,0
9688,295654.296875,3.8802130428941215e-38,-375.7101227592793,noise,,0,0
9689,295684.814453125,7.754401498195422e-12,-112.70319563455091,noise,,0,0
9690,295715.33203125,3.2030720541361724e-38,-376.54301138724793,noise,,0,0
9691,295745.849609375,6.145848999610291e-12,-113.71285961436058,noise,,0,0
9692,295776.3671875,1.072277076802022e-39,-391.29560825375927,noise,,0,0
9693,295806.884765625,2.173906277473113e-11,-108.22627030458045,noise,,0,0
9694,295837.40234375,2.573523773722271e-39,-387.4933966255817,noise,,0,0
9695,295867.919921875,2.3629966716480134e-12,-117.86404737176626,noise,,0,0
9696,295898.4375,2.2086302077538763e-38,-378.15744839313373,noise,,0,0
9697,295928.955078125,2.200032735015815e-11,-108.17438704210831,noise,,0,0
9698,295959.47265625,1.1149302467860827e-39,-391.12620149559064,noise,,0,0
9699,295989.990234375,4.581314186961882e-12,-114.98877770338342,noise,,0,0
9700,296020.5078125,1.4512960801453551e-38,-379.981118248299,noise,,0,0
9701,296051.025390625,1.8627758188831652e-12,-118.89707255470788,noise,,0,0
9702,296081.54296875,4.382506230167285e-37,-365.18145304933614,noise,,0,0
9703,296112.060546875,3.9012473627716326e-12,-115.68664359000495,noise,,0,0
9704,296142.578125,1.1540461787049156e-34,-340.9764465980191,noise,,0,0
9705,296173.095703125,1.3723142357272268e-11,-110.22414278566986,noise,,0,0
9706,296203.61328125,2.57379185721585e-36,-357.49294424538823,noise,,0,0
9707,296234.130859375,1.3040584334617225e-11,-110.44570794990062,noise,,0,0
9708,296264.6484375,2.2766464429458477e-37,-368.0257225600304,noise,,0,0
9709,296295.166015625,2.4582778196026475e-11,-107.69236884448453,noise,,0,0
9710,296325.68359375,1.585713645606947e-38,-379.59643083632415,noise,,0,0
9711,296356.201171875,5.905416627971328e-12,-113.88617304525565,noise,,0,0
9712,296386.71875,1.015888775522526e-39,-391.5302168522834,noise,,0,0
9713,296417.236328125,3.467048800651999e-12,-116.19907892455288,noise,,0,0
9714,296447.75390625,1.857155624609601e-38,-378.9101954912698,noise,,0,0
9715,296478.271484375,4.6460054473756484e-12,-114.92788132423917,noise,,0,0
9716,296508.7890625,2.9096056839031028e-39,-386.96033710652546,noise,,0,0
9717,296539.306640625,6.575053211769818e-12,-113.41968575180277,noise,,0,0
9718,296569.82421875,1.5181763245327007e-38,-379.78545632631585,noise,,0,0
9719,296600.341796875,5.2028131323651676e-11,-104.436296193207,noise,,0,0
9720,296630.859375,1.4885885040077603e-39,-389.87093186370123,noise,,0,0
9721,296661.376953125,2.8307432634579366e-11,-107.07967364629485,noise,,0,0
9722,296691.89453125,4.6309699599941925e-40,-394.94195883255026,noise,,0,0
9723,296722.412109375,5.3200751565906835e-11,-104.339500794851,noise,,0,0
9724,296752.9296875,1.0512890577290008e-39,-391.38145702979983,noise,,0,0
9725,296783.447265625,1.7250410299570546e-12,-119.23068417902388,noise,,0,0
9726,296813.96484375,3.5589897652209594e-39,-386.0854110801102,noise,,0,0
9727,296844.482421875,1.705418461742647e-11,-109.28036887032385,noise,,0,0
9728,296875.0,7.68010099658412e-39,-382.74500915866946,noise,,0,0
9729,296905.517578125,7.183363537525526e-12,-113.0354000121528,noise,,0,0
9730,296936.03515625,2.774803264278869e-39,-387.16635650360695,noise,,0,0
9731,296966.552734375,1.134635040233391e-12,-121.05011655608442,noise,,0,0
9732,296997.0703125,1.1647806269703631e-38,-380.9362370839785,noise,,0,0
9733,297027.587890625,8.139624815820195e-12,-112.49263459915181,noise,,0,0
9734,297058.10546875,5.836610786576167e-40,-393.93707113672434,noise,,0,0
9735,297088.623046875,3.339633176389961e-11,-106.36169080346447,noise,,0,0
9736,297119.140625,8.795854929192772e-39,-382.1558978920175,noise,,0,0
9737,297149.658203125,3.1066646541692264e-11,-106.67573470794133,noise,,0,0
9738,297180.17578125,6.910486600239195e-40,-393.20359217900955,noise,,0,0
9739,297210.693359375,3.2501333583441316e-11,-106.47966665927618,noise,,0,0
9740,297241.2109375,9.158326485623258e-40,-391.9805172543995,noise,,0,0
9741,297271.728515625,4.614645139679477e-12,-114.9572953713789,noise,,0,0
9742,297302.24609375,2.659678183799631e-40,-397.3503875612135,noise,,0,0
9743,297332.763671875,3.380819476787802e-11,-106.30845865421153,noise,,0,0
9744,297363.28125,6.129969330789824e-39,-383.72409545412984,noise,,0,0
9745,297393.798828125,5.768008727960999e-11,-103.98841938220578,noise,,0,0
9746,297424.31640625,9.525684945186207e-42,-411.8097163364047,noise,,0,0
9747,297454.833984375,1.1109267126081051e-11,-111.14182437440377,noise,,0,0
9748,297485.3515625,1.4482227120216771e-39,-389.9903249299074,noise,,0,0
9749,297515.869140625,7.702621145378483e-10,-92.73229309547843,noise,,0,0
9750,297546.38671875,2.3532631848259576e-39,-387.88197346467393,noise,,0,0
9751,297576.904296875,2.6674033505753684e-12,-117.33779154730726,noise,,0,0
9752,297607.421875,8.791421599010444e-40,-392.1580873963132,noise,,0,0
9753,297637.939453125,1.0319591826792513e-10,-101.46205327211973,noise,,0,0
9754,297668.45703125,5.675976023320301e-40,-394.05827294866975,noise,,0,0
9755,297698.974609375,5.425778537542203e-12,-114.25405783779452,noise,,0,0
9756,297729.4921875,3.1163710026380156e-40,-396.6621869244147,noise,,0,0
9757,297760.009765625,7.75188368010877e-11,-102.70460599750827,noise,,0,0
9758,297790.52734375,2.0725885946795278e-39,-388.4335474316189,noise,,0,0
9759,297821.044921875,2.1091755395409396e-10,-98.35755120989177,noise,,0,0
9760,297851.5625,5.613125297945845e-40,-394.10663110306865,noise,,0,0
9761,297882.080078125,6.844605735850999e-10,-93.24519410207034,noise,,0,0
9762,297912.59765625,7.522231135984423e-40,-392.835211732122,noise,,0,0
9763,297943.115234375,3.924368987500456e-11,-105.66098012069311,noise,,0,0
9764,297973.6328125,6.74862215576786e-40,-393.306527337028,noise,,0,0
9765,298004.150390625,1.3863273987101113e-10,-100.18002040581439,noise,,0,0
9766,298034.66796875,2.6158347731673603e-39,-387.42257538391357,noise,,0,0
9767,298065.185546875,1.718238125709562e-10,-99.24784495795703,noise,,0,0
9768,298095.703125,1.0652429905696027e-39,-391.32419161921985,noise,,0,0
9769,298126.220703125,1.103926463412759e-08,-81.16927702682844,noise,,0,0
9770,298156.73828125,3.540914005200627e-39,-386.10752467502016,noise,,0,0
9771,298187.255859375,5.957400986619403e-09,-83.84811014088704,noise,,0,0
9772,298217.7734375,6.7974355673006265e-40,-393.2752274747862,noise,,0,0
9773,298248.291015625,1.2467758050824378e-09,-90.64079481319929,noise,,0,0
9774,298278.80859375,3.474504101262232e-39,-386.1897501844089,noise,,0,0
9775,298309.326171875,1.140270006722096e-09,-91.02860146155226,noise,,0,0
9776,298339.84375,3.8540391129095896e-39,-385.73951729291394,noise,,0,0
9777,298370.361328125,8.593600602356817e-10,-92.25692681619856,noise,,0,0
9778,298400.87890625,5.532793026247675e-40,-394.16923422900425,noise,,0,0
9779,298431.396484375,1.0097403196639914e-10,-101.55658148792669,noise,,0,0
9780,298461.9140625,2.2128030358828722e-40,-398.1492508849117,noise,,0,0
9781,298492.431640625,4.5849078904658885e-11,-104.98537231855167,noise,,0,0
9782,298522.94921875,1.3367088682609792e-39,-390.3383101774799,noise,,0,0
9783,298553.466796875,1.0393198293146316e-12,-121.43118633767847,noise,,0,0
9784,298583.984375,1.5464693544822727e-39,-389.705265288388,noise,,0,0
9785,298614.501953125,6.653550134969942e-12,-113.3681441342494,noise,,0,0
9786,298645.01953125,1.3574986334790348e-39,-390.2712844601239,noise,,0,0
9787,298675.537109375,5.2978161074494896e-11,-104.3577096767005,noise,,0,0
9788,298706.0546875,3.848203033094581e-39,-385.74609869530724,noise,,0,0
9789,298736.572265625,1.2650766352960305e-10,-100.5775101226999,noise,,0,0
9790,298767.08984375,2.5469490355542302e-39,-387.53847592273837,noise,,0,0
9791,298797.607421875,2.916232332332664e-11,-106.95045726407321,noise,,0,0
9792,298828.125,1.0052584700178794e-39,-391.5759010606218,noise,,0,0
9793,298858.642578125,6.553323571513683e-11,-103.43406235239952,noise,,0,0
9794,298889.16015625,2.9722959677961548e-40,-396.8677579476954,noise,,0,0
9795,298919.677734375,8.924076345132458e-11,-102.09304570092159,noise,,0,0
9796,298950.1953125,6.5925017668898656e-40,-393.4081759222961,noise,,0,0
9797,298980.712890625,1.0343126550737876e-10,-101.45216008674521,noise,,0,0
9798,299011.23046875,5.849268763942148e-40,-393.92766270178663,noise,,0,0
9799,299041.748046875,2.6364660207314204e-11,-107.38845668657754,noise,,0,0
9800,299072.265625,5.480659801550603e-40,-394.21035001943324,noise,,0,0
9801,299102.783203125,2.6135741314014708e-11,-107.42633024157936,noise,,0,0
9802,299133.30078125,3.912734521165868e-39,-385.6738746505032,noise,,0,0
9803,299163.818359375,1.5875857429559087e-11,-109.59130656947752,noise,,0,0
9804,299194.3359375,1.8810460269043512e-39,-388.85468424755356,noise,,0,0
9805,299224.853515625,5.811970351043342e-12,-113.95544456953698,noise,,0,0
9806,299255.37109375,9.985655944206015e-40,-391.60491248732876,noise,,0,0
9807,299285.888671875,6.513571687656467e-11,-103.46048649787727,noise,,0,0
9808,299316.40625,3.379894545894526e-39,-386.30964696770695,noise,,0,0
9809,299346.923828125,1.1102830738019363e-11,-111.1443412802034,noise,,0,0
9810,299377.44140625,5.412061201977061e-39,-384.26505147945505,noise,,0,0
9811,299407.958984375,6.655110047629041e-12,-113.36712605811867,noise,,0,0
9812,299438.4765625,1.1919779870468065e-39,-390.8359961198397,noise,,0,0
9813,299468.994140625,1.2351697644363072e-12,-120.6814119501022,noise,,0,0
9814,299499.51171875,7.84634824987174e-40,-392.6520026728054,noise,,0,0
9815,299530.029296875,1.6499754589443452e-12,-119.42390362347939,noise,,0,0
9816,299560.546875,1.1910774971991076e-40,-400.83927827414175,noise,,0,0
9817,299591.064453125,2.740733990498019e-11,-107.22000961157238,noise,,0,0
9818,299621.58203125,1.0395431323601644e-38,-381.4302533345645,noise,,0,0
9819,299652.099609375,3.5634662244767215e-11,-106.0799520030389,noise,,0,0
9820,299682.6171875,2.4416559960819513e-39,-387.72183370746296,noise,,0,0
9821,299713.134765625,1.1496037699553396e-13,-130.99319667759616,noise,,0,0
9822,299743.65234375,6.404959171489856e-40,-393.5335148141985,noise,,0,0
9823,299774.169921875,2.3339832930633433e-11,-107.91770104104882,noise,,0,0
9824,299804.6875,4.6092793577920486e-38,-374.9623481658338,noise,,0,0
9825,299835.205078125,3.5729220518160946e-11,-106.06844305515207,noise,,0,0
9826,299865.72265625,1.443832059912503e-39,-390.0035116611303,noise,,0,0
9827,299896.240234375,2.433452859115473e-12,-117.73644909590635,noise,,0,0
9828,299926.7578125,2.9125489956590303e-39,-386.95594607181965,noise,,0,0
9829,299957.275390625,1.850201795772931e-11,-108.9264874895375,noise,,0,0
9830,299987.79296875,2.734827282477642e-38,-377.22937943346506,noise,,0,0
9831,300018.310546875,3.1837959730588307e-13,-126.56922617993573,noise,,0,0
9832,300048.828125,5.713802242411503e-38,-374.02942641937636,noise,,0,0
9833,300079.345703125,3.7937517647941025e-11,-105.80798936646174,noise,,0,0
9834,300109.86328125,9.105580881276566e-39,-382.00560190702856,noise,,0,0
9835,300140.380859375,2.5313687549936296e-11,-107.56512431845964,noise,,0,0
9836,300170.8984375,5.396679565004847e-36,-354.2774121507175,noise,,0,0
9837,300201.416015625,7.514049027756464e-12,-112.83993822666154,noise,,0,0
9838,300231.93359375,2.1865984192286392e-36,-358.20098817290966,noise,,0,0
9839,300262.451171875,4.089453528436248e-12,-115.4820256975541,noise,,0,0
9840,300292.96875,2.5336467529733768e-40,-397.56121782689,noise,,0,0
9841,300323.486328125,2.3265425219614446e-11,-107.93156852598328,noise,,0,0
9842,300354.00390625,5.022858144064925e-38,-374.5891693413704,noise,,0,0
9843,300384.521484375,4.228909269542603e-11,-105.3363947955259,noise,,0,0
9844,300415.0390625,3.615844585386573e-38,-376.01658091539116,noise,,0,0
9845,300445.556640625,1.7950425099960638e-11,-109.0579310914307,noise,,0,0
9846,300476.07421875,3.887831689387496e-40,-395.7016039175203,noise,,0,0
9847,300506.591796875,1.9831642673227488e-11,-108.62509158385423,noise,,0,0
9848,300537.109375,2.5852496093956974e-38,-377.4736536591029,noise,,0,0
9849,300567.626953125,2.5166298880249836e-11,-107.59048497021921,noise,,0,0
9850,300598.14453125,1.487275372506246e-38,-379.874764604887,noise,,0,0
9851,300628.662109375,3.2486514876758296e-11,-106.48164723958631,noise,,0,0
9852,300659.1796875,1.1746614134900442e-39,-390.8995514426636,noise,,0,0
9853,300689.697265625,9.989782479155182e-12,-111.60311815236062,noise,,0,0
9854,300720.21484375,4.527452836860358e-39,-385.04013912192164,noise,,0,0
9855,300750.732421875,1.799371055527346e-11,-109.04747116903523,noise,,0,0
9856,300781.25,1.8049421253997257e-38,-379.0340456607111,noise,,0,0
9857,300811.767578125,7.1105523296923185e-12,-113.07964510157325,noise,,0,0
9858,300842.28515625,7.895247167125931e-39,-382.62502116593896,noise,,0,0
9859,300872.802734375,2.105605003471031e-11,-108.36490943159617,noise,,0,0
9860,300903.3203125,5.6521098934285e-40,-394.0765724988816,noise,,0,0
9861,300933.837890625,1.7212976932780083e-11,-109.24011860340002,noise,,0,0
9862,300964.35546875,1.3153060666766995e-39,-390.4084102384684,noise,,0,0
9863,300994.873046875,3.322318217793402e-11,-106.38426619454924,noise,,0,0
9864,301025.390625,7.201830960532538e-39,-383.0242492358264,noise,,0,0
9865,301055.908203125,3.0305452397352767e-13,-126.78347075585097,noise,,0,0
9866,301086.42578125,2.1074141217609994e-39,-388.36117961164814,noise,,0,0
9867,301116.943359375,8.179604222551183e-12,-112.47135556638895,noise,,0,0
9868,301147.4609375,3.003091359347252e-41,-406.8229930268684,noise,,0,0
9869,301177.978515625,1.9014865877363033e-10,-98.80774580659535,noise,,0,0
9870,301208.49609375,8.150500831212748e-40,-392.48683551045934,noise,,0,0
9871,301239.013671875,3.91394459878044e-12,-115.67253173091542,noise,,0,0
9872,301269.53125,2.579408468484692e-39,-387.48347725752524,noise,,0,0
9873,301300.048828125,1.695242941371674e-11,-109.30635902348911,noise,,0,0
9874,301330.56640625,1.6483136924107127e-39,-389.42827980800246,noise,,0,0
9875,301361.083984375,3.4949713642790017e-11,-106.16424225347508,noise,,0,0
9876,301391.6015625,9.981003421128417e-40,-391.6069364264355,noise,,0,0
9877,301422.119140625,3.1363861199815237e-11,-106.63438323866272,noise,,0,0
9878,301452.63671875,2.818775490563574e-39,-387.09807360469716,noise,,0,0
9879,301483.154296875,2.6108647396410306e-11,-107.43083474062855,noise,,0,0
9880,301513.671875,4.9999578149655106e-39,-384.6090150691754,noise,,0,0
9881,301544.189453125,2.163739602511682e-11,-108.24662853133506,noise,,0,0
9882,301574.70703125,1.4312340953281934e-41,-410.0415717350438,noise,,0,0
9883,301605.224609375,9.131846084323778e-11,-101.99309264170579,noise,,0,0
9884,301635.7421875,3.327779900164094e-39,-386.3771325282281,noise,,0,0
9885,301666.259765625,4.210323418494537e-10,-95.35552389386906,noise,,0,0
9886,301696.77734375,1.0583235813950694e-39,-391.35249373978706,noise,,0,0
9887,301727.294921875,5.2915335969030506e-12,-114.36286289207088,noise,,0,0
9888,301757.8125,8.272963539194609e-40,-392.4220673679414,noise,,0,0
9889,301788.330078125,1.3321429448421853e-12,-120.35317018035072,noise,,0,0
9890,301818.84765625,3.2568143110743414e-39,-386.47074849342766,noise,,0,0
9891,301849.365234375,1.3612077165164604e-10,-100.25943444700664,noise,,0,0
9892,301879.8828125,2.4138988977746782e-39,-387.77148770667634,noise,,0,0
9893,301910.400390625,1.497117192828819e-09,-89.846120492834,noise,,0,0
9894,301940.91796875,6.771913167783908e-40,-393.29156466319887,noise,,0,0
9895,301971.435546875,1.6608538759412692e-09,-89.39536422747122,noise,,0,0
9896,302001.953125,5.753632356320403e-40,-393.99925739055533,noise,,0,0
9897,302032.470703125,4.879476230781762e-10,-94.71494640313074,noise,,0,0
9898,302062.98828125,2.9591325884023597e-40,-396.88703422276154,noise,,0,0
9899,302093.505859375,1.3200645851972588e-11,-110.39272667168072,noise,,0,0
9900,302124.0234375,8.605482726428186e-40,-392.250926099021,noise,,0,0
9901,302154.541015625,8.63345173303486e-09,-82.23683381748224,noise,,0,0
9902,302185.05859375,1.494177315243067e-39,-389.85465708473834,noise,,0,0
9903,302215.576171875,2.4239504578193535e-08,-77.75344107883612,noise,,0,0
9904,302246.09375,1.1426533408963356e-39,-391.01953353329685,noise,,0,0
9905,302276.611328125,6.580298989146837e-09,-83.41622219985209,noise,,0,0
9906,302307.12890625,2.3170431494717774e-39,-387.94933725515364,noise,,0,0
9907,302337.646484375,3.1350636341729384e-10,-96.63621486713808,noise,,0,0
9908,302368.1640625,3.591488966921136e-40,-396.04593310476844,noise,,0,0
9909,302398.681640625,2.9578542336611895e-10,-96.88891079418323,noise,,0,0
9910,302429.19921875,7.012733247358096e-40,-393.1398052771521,noise,,0,0
9911,302459.716796875,3.4181646541677926e-12,-116.26074868089306,noise,,0,0
9912,302490.234375,2.2514418508202116e-39,-388.0740711240211,noise,,0,0
9913,302520.751953125,5.189425485285712e-10,-94.4474856677418,noise,,0,0
9914,302551.26953125,1.4791792139003283e-39,-389.89847051802326,noise,,0,0
9915,302581.787109375,1.2724745573544736e-09,-90.55218739550193,noise,,0,0
9916,302612.3046875,7.888020059038515e-40,-392.6289984075796,noise,,0,0
9917,302642.822265625,8.974793375411058e-11,-102.0684338838837,noise,,0,0
9918,302673.33984375,5.214938700577366e-40,-394.4261863924995,noise,,0,0
9919,302703.857421875,1.910810136221846e-10,-98.78650310685175,noise,,0,0
9920,302734.375,1.1718758163342293e-39,-390.90986255153064,noise,,0,0
9921,302764.892578125,1.8553234520896663e-11,-108.91448212811524,noise,,0,0
9922,302795.41015625,4.8583287128499475e-39,-384.7338095141406,noise,,0,0
9923,302825.927734375,3.311750866158464e-11,-106.3981018852146,noise,,0,0
9924,302856.4453125,1.7886474242466126e-40,-399.07343105627893,noise,,0,0
9925,302886.962890625,1.3872414245570457e-10,-100.17715798255176,noise,,0,0
9926,302917.48046875,1.642104047528756e-39,-389.44467175529616,noise,,0,0
9927,302947.998046875,8.437241722744287e-11,-102.33667355488006,noise,,0,0
9928,302978.515625,5.214909479819832e-40,-394.42621072730003,noise,,0,0
9929,303009.033203125,3.632646258372489e-10,-95.99644738114145,noise,,0,0
9930,303039.55078125,6.839577078499673e-41,-403.24838598903506,noise,,0,0
9931,303070.068359375,1.890174153780409e-11,-108.83366026759848,noise,,0,0
9932,303100.5859375,4.7887310780723584e-40,-394.79647398145283,noise,,0,0
9933,303131.103515625,3.209675267956423e-11,-106.5340675128226,noise,,0,0
9934,303161.62109375,3.8340951744744e-39,-385.76204957842117,noise,,0,0
9935,303192.138671875,2.8874842061603344e-12,-116.9934822967156,noise,,0,0
9936,303222.65625,3.0748363964838504e-39,-386.7204583397121,noise,,0,0
9937,303253.173828125,9.291507901843848e-13,-121.91781646521093,noise,,0,0
9938,303283.69140625,2.1378217596647198e-39,-388.29896353900324,noise,,0,0
9939,303314.208984375,1.7646317765138514e-11,-109.1321375159641,noise,,0,0
9940,303344.7265625,6.548229182600269e-40,-393.43743976139336,noise,,0,0
9941,303375.244140625,5.7303933992173936e-11,-104.01683409201166,noise,,0,0
9942,303405.76171875,1.1116422550239705e-39,-391.1390280055348,noise,,0,0
9943,303436.279296875,8.809042274386323e-12,-112.14939152932365,noise,,0,0
9944,303466.796875,1.948872947509577e-39,-388.7008431992675,noise,,0,0
9945,303497.314453125,1.87005988941488e-12,-118.88012331879108,noise,,0,0
9946,303527.83203125,5.251309789684786e-41,-404.39600207784343,noise,,0,0
9947,303558.349609375,9.211099371604529e-12,-111.95556379487718,noise,,0,0
9948,303588.8671875,9.859379921694424e-39,-381.6601824503722,noise,,0,0
9949,303619.384765625,1.0823216297160588e-11,-111.25511509377064,noise,,0,0
9950,303649.90234375,2.886443518260643e-39,-386.99504783420997,noise,,0,0
9951,303680.419921875,1.573041315467877e-11,-109.63127717702541,noise,,0,0
9952,303710.9375,1.8196951112162743e-39,-388.9986921878249,noise,,0,0
9953,303741.455078125,6.072985327564861e-11,-103.7646561523154,noise,,0,0
9954,303771.97265625,2.6884651081959664e-38,-377.3036344266265,noise,,0,0
9955,303802.490234375,5.298657714912611e-12,-114.3570198142348,noise,,0,0
9956,303833.0078125,6.46062522499272e-39,-383.49593298350555,noise,,0,0
9957,303863.525390625,3.9765420853396667e-13,-125.60362263966795,noise,,0,0
9958,303894.04296875,5.2119513043309636e-39,-384.428674976804,noise,,0,0
9959,303924.560546875,2.2148195653126037e-12,-118.14529495757381,noise,,0,0
9960,303955.078125,2.6914317812429064e-39,-387.2988447070799,noise,,0,0
9961,303985.595703125,4.5785340287161224e-12,-114.99141400781468,noise,,0,0
9962,304016.11328125,3.3259121167483443e-38,-376.37957077769954,noise,,0,0
9963,304046.630859375,5.7175894923849176e-11,-104.02654876132141,noise,,0,0
9964,304077.1484375,1.4369481286730238e-39,-390.0242675595046,noise,,0,0
9965,304107.666015625,3.0010002499378366e-12,-116.82601815497564,noise,,0,0
9966,304138.18359375,9.954188538787083e-40,-391.6186198478749,noise,,0,0
9967,304168.701171875,6.46775351673411e-12,-113.49114386316145,noise,,0,0
9968,304199.21875,2.0824874732213454e-37,-368.4128544941576,noise,,0,0
9969,304229.736328125,6.116424968799857e-12,-113.7337019455226,noise,,0,0
9970,304260.25390625,1.4205536610036938e-34,-340.074102033753,harmonic,10,0,0
9971,304290.771484375,4.0920887171386266e-11,-105.4792280637647,noise,,0,0
9972,304321.2890625,6.371483037984968e-37,-363.5562731581696,noise,,0,0
9973,304351.806640625,4.5928429197014907e-11,-104.97786254771405,noise,,0,0
9974,304382.32421875,2.1786568709006352e-39,-388.2167901097607,noise,,0,0
9975,304412.841796875,1.4786994334186976e-11,-109.89987940623251,noise,,0,0
9976,304443.359375,1.4862292815146713e-37,-369.8778203361994,noise,,0,0
9977,304473.876953125,1.9184218594467626e-11,-108.76923732743641,noise,,0,0
9978,304504.39453125,4.786981723909054e-40,-394.7980607768887,noise,,0,0
9979,304534.912109375,2.988142352517594e-11,-106.84466564042827,noise,,0,0
9980,304565.4296875,8.726950130904379e-39,-382.19005352841776,noise,,0,0
9981,304595.947265625,6.840153114199461e-12,-113.2480202374852,noise,,0,0
9982,304626.46484375,1.93634352208643e-38,-378.72885440136685,noise,,0,0
9983,304656.982421875,2.933945136239188e-12,-116.924158586662,noise,,0,0
9984,304687.5,4.608447164520807e-39,-384.96313234389703,noise,,0,0
9985,304718.017578125,3.6652833328255234e-12,-115.95760295093166,noise,,0,0
9986,304748.53515625,1.4124707108415374e-38,-380.09888396089076,noise,,0,0
9987,304779.052734375,1.4374437032006783e-11,-110.02277002334768,noise,,0,0
9988,304809.5703125,1.3809485819008948e-38,-380.19690338689486,noise,,0,0
9989,304840.087890625,1.90495570141613e-11,-108.79982966217001,noise,,0,0
9990,304870.60546875,4.451185638143722e-39,-385.1139214003982,noise,,0,0
9991,304901.123046875,1.1304038736767143e-11,-111.06634210005834,noise,,0,0
9992,304931.640625,2.1324150233080467e-39,-388.30996113533774,noise,,0,0
9993,304962.158203125,1.468269940054956e-11,-109.93061939537705,noise,,0,0
9994,304992.67578125,5.716798350894174e-39,-384.0271497351367,noise,,0,0
9995,305023.193359375,8.72106634509562e-11,-102.19298256715383,noise,,0,0
9996,305053.7109375,8.154798856606251e-41,-402.4845459373875,noise,,0,0
9997,305084.228515625,2.554237824460182e-12,-117.5260651522934,noise,,0,0
9998,305114.74609375,5.246663856486556e-40,-394.3998460640279,noise,,0,0
9999,305145.263671875,4.992661136335302e-11,-104.61535756626051,noise,,0,0
10000,305175.78125,5.507355217782581e-40,-394.1892475823655,noise,,0,0
10001,305206.298828125,7.083540611116842e-11,-103.09617458962768,noise,,0,0
10002,305236.81640625,1.7787560122766602e-39,-389.0975146606254,noise,,0,0
10003,305267.333984375,7.567299661323782e-12,-112.80926914937797,noise,,0,0
10004,305297.8515625,8.481980880581967e-39,-382.31370557920434,noise,,0,0
10005,305328.369140625,1.4755655667296797e-10,-99.90909334960257,noise,,0,0
10006,305358.88671875,1.6949138547270927e-39,-389.307202173366,noise,,0,0
10007,305389.404296875,1.3335886218064608e-11,-110.3484596566235,noise,,0,0
10008,305419.921875,6.39285868654253e-39,-383.54172742585666,noise,,0,0
10009,305450.439453125,2.234929262991644e-10,-98.10604065118372,noise,,0,0
10010,305480.95703125,4.324532001802972e-40,-395.2392873183089,noise,,0,0
10011,305511.474609375,8.73115447405262e-11,-102.18796175143976,noise,,0,0
10012,305541.9921875,3.6531953260188967e-40,-395.9719495376257,noise,,0,0
10013,305572.509765625,1.0564661025527294e-10,-101.36012280120204,noise,,0,0
10014,305603.02734375,8.281336905900005e-40,-392.41767393884146,noise,,0,0
10015,305633.544921875,1.15832032381639e-11,-110.96039170578024,noise,,0,0
10016,305664.0625,3.589519882118975e-39,-386.04831483887676,noise,,0,0
10017,305694.580078125,8.559641842877884e-12,-112.27412254017744,noise,,0,0
10018,305725.09765625,8.331373073924947e-40,-392.3915126473893,noise,,0,0
10019,305755.615234375,5.8250447334525466e-12,-113.94568582215626,noise,,0,0
10020,305786.1328125,1.404969943107858e-39,-390.12200813728356,noise,,0,0
10021,305816.650390625,4.771027777512446e-12,-114.81255902010217,noise,,0,0
10022,305847.16796875,3.485319011280967e-39,-386.17625311861326,noise,,0,0
10023,305877.685546875,7.343442720523672e-12,-112.93968135405991,noise,,0,0
10024,305908.203125,9.916905208082411e-40,-391.6349168509476,noise,,0,0
10025,305938.720703125,5.414152872789869e-11,-104.26337332844679,noise,,0,0
10026,305969.23828125,6.866368307625607e-41,-403.2314075209846,noise,,0,0
10027,305999.755859375,5.43517976825577e-10,-94.24653934167885,noise,,0,0
10028,306030.2734375,1.2010030808290334e-40,-400.8032372563026,noise,,0,0
10029,306060.791015625,2.439874941837548e-10,-97.72500280369312,noise,,0,0
10030,306091.30859375,8.923428091319773e-40,-392.0933611882267,noise,,0,0
10031,306121.826171875,2.2540666070044175e-11,-108.06901101918824,noise,,0,0
10032,306152.34375,1.610375253345275e-40,-399.5294075896891,noise,,0,0
10033,306182.861328125,1.7365306964315024e-10,-99.20185382409801,noise,,0,0
