transition_code,point,delta_lsb,vdiff_v,expected_code,direct_code,sar_code,oracle_code,status
142,minus_eps,-0.0001,0.18593617187500008,141,141,141,141,PASS
142,exact,0.0,0.1859375000000001,142,142,142,142,PASS
142,plus_eps,0.0001,0.1859388281250001,142,142,142,142,PASS
143,minus_eps,-0.0001,0.199217421875,142,142,142,142,PASS
143,exact,0.0,0.19921875,143,143,143,143,PASS
143,plus_eps,0.0001,0.199220078125,143,143,143,143,PASS
144,minus_eps,-0.0001,0.2124986718749999,143,143,143,143,PASS
144,exact,0.0,0.2124999999999999,144,144,144,144,PASS
144,plus_eps,0.0001,0.21250132812499992,144,144,144,144,PASS
145,minus_eps,-0.0001,0.22577992187500004,144,144,144,144,PASS
145,exact,0.0,0.22578125000000004,145,145,145,145,PASS
145,plus_eps,0.0001,0.22578257812500005,145,145,145,145,PASS
146,minus_eps,-0.0001,0.23906117187499995,145,145,145,145,PASS
146,exact,0.0,0.23906249999999996,146,146,146,146,PASS
146,plus_eps,0.0001,0.23906382812499996,146,146,146,146,PASS
147,minus_eps,-0.0001,0.2523424218750001,146,146,146,146,PASS
147,exact,0.0,0.2523437500000001,147,147,147,147,PASS
147,plus_eps,0.0001,0.25234507812500007,147,147,147,147,PASS
148,minus_eps,-0.0001,0.265623671875,147,147,147,147,PASS
148,exact,0.0,0.265625,148,148,148,148,PASS
148,plus_eps,0.0001,0.265626328125,148,148,148,148,PASS
149,minus_eps,-0.0001,0.27890492187499993,148,148,148,148,PASS
149,exact,0.0,0.2789062499999999,149,149,149,149,PASS
149,plus_eps,0.0001,0.2789075781249999,149,149,149,149,PASS
150,minus_eps,-0.0001,0.29218617187500007,149,149,149,149,PASS
150,exact,0.0,0.29218750000000004,150,150,150,150,PASS
150,plus_eps,0.0001,0.292188828125,150,150,150,150,PASS
151,minus_eps,-0.0001,0.305467421875,150,150,150,150,PASS
151,exact,0.0,0.30546874999999996,151,151,151,151,PASS
151,plus_eps,0.0001,0.30547007812499993,151,151,151,151,PASS
152,minus_eps,-0.0001,0.3187486718749999,151,151,151,151,PASS
152,exact,0.0,0.31874999999999987,152,152,152,152,PASS
152,plus_eps,0.0001,0.31875132812499984,152,152,152,152,PASS
153,minus_eps,-0.0001,0.3320299218749998,152,152,152,152,PASS
153,exact,0.0,0.3320312499999998,153,153,153,153,PASS
153,plus_eps,0.0001,0.33203257812499976,153,153,153,153,PASS
154,minus_eps,-0.0001,0.34531117187500016,153,153,153,153,PASS
154,exact,0.0,0.34531250000000013,154,154,154,154,PASS
154,plus_eps,0.0001,0.3453138281250001,154,154,154,154,PASS
155,minus_eps,-0.0001,0.35859242187500007,154,154,154,154,PASS
155,exact,0.0,0.35859375000000004,155,155,155,155,PASS
155,plus_eps,0.0001,0.358595078125,155,155,155,155,PASS
156,minus_eps,-0.0001,0.371873671875,155,155,155,155,PASS
156,exact,0.0,0.37187499999999996,156,156,156,156,PASS
156,plus_eps,0.0001,0.37187632812499993,156,156,156,156,PASS
157,minus_eps,-0.0001,0.3851549218749999,156,156,156,156,PASS
157,exact,0.0,0.38515624999999987,157,157,157,157,PASS
157,plus_eps,0.0001,0.38515757812499984,157,157,157,157,PASS
158,minus_eps,-0.0001,0.3984361718749998,157,157,157,157,PASS
158,exact,0.0,0.3984374999999998,158,158,158,158,PASS
158,plus_eps,0.0001,0.39843882812499976,158,158,158,158,PASS
159,minus_eps,-0.0001,0.41171742187500016,158,158,158,158,PASS
159,exact,0.0,0.41171875000000013,159,159,159,159,PASS
159,plus_eps,0.0001,0.4117200781250001,159,159,159,159,PASS
160,minus_eps,-0.0001,0.42499867187500007,159,159,159,159,PASS
160,exact,0.0,0.42500000000000004,160,160,160,160,PASS
160,plus_eps,0.0001,0.425001328125,160,160,160,160,PASS
161,minus_eps,-0.0001,0.438279921875,160,160,160,160,PASS
161,exact,0.0,0.43828124999999996,161,161,161,161,PASS
161,plus_eps,0.0001,0.43828257812499993,161,161,161,161,PASS
162,minus_eps,-0.0001,0.4515611718749999,161,161,161,161,PASS
162,exact,0.0,0.45156249999999987,162,162,162,162,PASS
162,plus_eps,0.0001,0.45156382812499984,162,162,162,162,PASS
163,minus_eps,-0.0001,0.4648424218749998,162,162,162,162,PASS
163,exact,0.0,0.4648437499999998,163,163,163,163,PASS
163,plus_eps,0.0001,0.46484507812499976,163,163,163,163,PASS
164,minus_eps,-0.0001,0.47812367187500016,163,163,163,163,PASS
164,exact,0.0,0.47812500000000013,164,164,164,164,PASS
164,plus_eps,0.0001,0.4781263281250001,164,164,164,164,PASS
165,minus_eps,-0.0001,0.49140492187500007,164,164,164,164,PASS
165,exact,0.0,0.49140625000000004,165,165,165,165,PASS
165,plus_eps,0.0001,0.491407578125,165,165,165,165,PASS
166,minus_eps,-0.0001,0.504686171875,165,165,165,165,PASS
166,exact,0.0,0.5046875,166,166,166,166,PASS
166,plus_eps,0.0001,0.5046888281249999,166,166,166,166,PASS
167,minus_eps,-0.0001,0.5179674218749999,166,166,166,166,PASS
167,exact,0.0,0.5179687499999999,167,167,167,167,PASS
167,plus_eps,0.0001,0.5179700781249998,167,167,167,167,PASS
168,minus_eps,-0.0001,0.5312486718749998,167,167,167,167,PASS
168,exact,0.0,0.5312499999999998,168,168,168,168,PASS
168,plus_eps,0.0001,0.5312513281249998,168,168,168,168,PASS
169,minus_eps,-0.0001,0.5445299218750002,168,168,168,168,PASS
169,exact,0.0,0.5445312500000001,169,169,169,169,PASS
169,plus_eps,0.0001,0.5445325781250001,169,169,169,169,PASS
170,minus_eps,-0.0001,0.5578111718750001,169,169,169,169,PASS
170,exact,0.0,0.5578125,170,170,170,170,PASS
170,plus_eps,0.0001,0.557813828125,170,170,170,170,PASS
171,minus_eps,-0.0001,0.571092421875,170,170,170,170,PASS
171,exact,0.0,0.57109375,171,171,171,171,PASS
171,plus_eps,0.0001,0.5710950781249999,171,171,171,171,PASS
172,minus_eps,-0.0001,0.5843736718749999,171,171,171,171,PASS
172,exact,0.0,0.5843749999999999,172,172,172,172,PASS
172,plus_eps,0.0001,0.5843763281249998,172,172,172,172,PASS
173,minus_eps,-0.0001,0.5976549218749998,172,172,172,172,PASS
173,exact,0.0,0.5976562499999998,173,173,173,173,PASS
173,plus_eps,0.0001,0.5976575781249998,173,173,173,173,PASS
174,minus_eps,-0.0001,0.6109361718750002,173,173,173,173,PASS
174,exact,0.0,0.6109375000000001,174,174,174,174,PASS
174,plus_eps,0.0001,0.6109388281250001,174,174,174,174,PASS
175,minus_eps,-0.0001,0.6242174218750001,174,174,174,174,PASS
175,exact,0.0,0.62421875,175,175,175,175,PASS
175,plus_eps,0.0001,0.624220078125,175,175,175,175,PASS
176,minus_eps,-0.0001,0.637498671875,175,175,175,175,PASS
176,exact,0.0,0.6375,176,176,176,176,PASS
176,plus_eps,0.0001,0.6375013281249999,176,176,176,176,PASS
177,minus_eps,-0.0001,0.6507799218749999,176,176,176,176,PASS
177,exact,0.0,0.6507812499999999,177,177,177,177,PASS
177,plus_eps,0.0001,0.6507825781249998,177,177,177,177,PASS
178,minus_eps,-0.0001,0.6640611718749998,177,177,177,177,PASS
178,exact,0.0,0.6640624999999998,178,178,178,178,PASS
178,plus_eps,0.0001,0.6640638281249998,178,178,178,178,PASS
179,minus_eps,-0.0001,0.6773424218750002,178,178,178,178,PASS
179,exact,0.0,0.6773437500000001,179,179,179,179,PASS
179,plus_eps,0.0001,0.6773450781250001,179,179,179,179,PASS
180,minus_eps,-0.0001,0.6906236718750001,179,179,179,179,PASS
180,exact,0.0,0.690625,180,180,180,180,PASS
180,plus_eps,0.0001,0.690626328125,180,180,180,180,PASS
181,minus_eps,-0.0001,0.703904921875,180,180,180,180,PASS
181,exact,0.0,0.70390625,181,181,181,181,PASS
181,plus_eps,0.0001,0.7039075781249999,181,181,181,181,PASS
182,minus_eps,-0.0001,0.7171861718749999,181,181,181,181,PASS
182,exact,0.0,0.7171874999999999,182,182,182,182,PASS
182,plus_eps,0.0001,0.7171888281249998,182,182,182,182,PASS
183,minus_eps,-0.0001,0.7304674218749998,182,182,182,182,PASS
183,exact,0.0,0.7304687499999998,183,183,183,183,PASS
183,plus_eps,0.0001,0.7304700781249998,183,183,183,183,PASS
184,minus_eps,-0.0001,0.7437486718750002,183,183,183,183,PASS
184,exact,0.0,0.7437500000000001,184,184,184,184,PASS
184,plus_eps,0.0001,0.7437513281250001,184,184,184,184,PASS
185,minus_eps,-0.0001,0.7570299218750001,184,184,184,184,PASS
185,exact,0.0,0.75703125,185,185,185,185,PASS
185,plus_eps,0.0001,0.757032578125,185,185,185,185,PASS
186,minus_eps,-0.0001,0.770311171875,185,185,185,185,PASS
186,exact,0.0,0.7703125,186,186,186,186,PASS
186,plus_eps,0.0001,0.7703138281249999,186,186,186,186,PASS
187,minus_eps,-0.0001,0.7835924218749999,186,186,186,186,PASS
187,exact,0.0,0.7835937499999999,187,187,187,187,PASS
187,plus_eps,0.0001,0.7835950781249998,187,187,187,187,PASS
188,minus_eps,-0.0001,0.7968736718749998,187,187,187,187,PASS
188,exact,0.0,0.7968749999999998,188,188,188,188,PASS
188,plus_eps,0.0001,0.7968763281249998,188,188,188,188,PASS
189,minus_eps,-0.0001,0.8101549218750002,188,188,188,188,PASS
189,exact,0.0,0.8101562500000001,189,189,189,189,PASS
189,plus_eps,0.0001,0.8101575781250001,189,189,189,189,PASS
190,minus_eps,-0.0001,0.8234361718750001,189,189,189,189,PASS
190,exact,0.0,0.8234375,190,190,190,190,PASS
190,plus_eps,0.0001,0.823438828125,190,190,190,190,PASS
191,minus_eps,-0.0001,0.836717421875,190,190,190,190,PASS
191,exact,0.0,0.83671875,191,191,191,191,PASS
191,plus_eps,0.0001,0.8367200781249999,191,191,191,191,PASS
192,minus_eps,-0.0001,0.8499986718749999,191,191,191,191,PASS
192,exact,0.0,0.8499999999999999,192,192,192,192,PASS
192,plus_eps,0.0001,0.8500013281249998,192,192,192,192,PASS
193,minus_eps,-0.0001,0.8632799218749998,192,192,192,192,PASS
193,exact,0.0,0.8632812499999998,193,193,193,193,PASS
193,plus_eps,0.0001,0.8632825781249998,193,193,193,193,PASS
194,minus_eps,-0.0001,0.8765611718750002,193,193,193,193,PASS
194,exact,0.0,0.8765625000000001,194,194,194,194,PASS
194,plus_eps,0.0001,0.8765638281250001,194,194,194,194,PASS
195,minus_eps,-0.0001,0.8898424218750001,194,194,194,194,PASS
195,exact,0.0,0.88984375,195,195,195,195,PASS
195,plus_eps,0.0001,0.889845078125,195,195,195,195,PASS
196,minus_eps,-0.0001,0.903123671875,195,195,195,195,PASS
196,exact,0.0,0.903125,196,196,196,196,PASS
196,plus_eps,0.0001,0.9031263281249999,196,196,196,196,PASS
197,minus_eps,-0.0001,0.9164049218749999,196,196,196,196,PASS
197,exact,0.0,0.9164062499999999,197,197,197,197,PASS
197,plus_eps,0.0001,0.9164075781249998,197,197,197,197,PASS
198,minus_eps,-0.0001,0.9296861718749998,197,197,197,197,PASS
198,exact,0.0,0.9296874999999998,198,198,198,198,PASS
198,plus_eps,0.0001,0.9296888281249998,198,198,198,198,PASS
199,minus_eps,-0.0001,0.9429674218750002,198,198,198,198,PASS
199,exact,0.0,0.9429687500000001,199,199,199,199,PASS
199,plus_eps,0.0001,0.9429700781250001,199,199,199,199,PASS
200,minus_eps,-0.0001,0.9562486718750001,199,199,199,199,PASS
200,exact,0.0,0.95625,200,200,200,200,PASS
200,plus_eps,0.0001,0.956251328125,200,200,200,200,PASS
201,minus_eps,-0.0001,0.969529921875,200,200,200,200,PASS
201,exact,0.0,0.96953125,201,201,201,201,PASS
201,plus_eps,0.0001,0.9695325781249999,201,201,201,201,PASS
202,minus_eps,-0.0001,0.9828111718749999,201,201,201,201,PASS
202,exact,0.0,0.9828124999999999,202,202,202,202,PASS
202,plus_eps,0.0001,0.9828138281249998,202,202,202,202,PASS
203,minus_eps,-0.0001,0.9960924218749998,202,202,202,202,PASS
203,exact,0.0,0.9960937499999998,203,203,203,203,PASS
203,plus_eps,0.0001,0.9960950781249998,203,203,203,203,PASS
204,minus_eps,-0.0001,1.0093736718750002,203,203,203,203,PASS
204,exact,0.0,1.0093750000000001,204,204,204,204,PASS
204,plus_eps,0.0001,1.009376328125,204,204,204,204,PASS
205,minus_eps,-0.0001,1.022654921875,204,204,204,204,PASS
205,exact,0.0,1.02265625,205,205,205,205,PASS
205,plus_eps,0.0001,1.022657578125,205,205,205,205,PASS
206,minus_eps,-0.0001,1.035936171875,205,205,205,205,PASS
206,exact,0.0,1.0359375,206,206,206,206,PASS
206,plus_eps,0.0001,1.035938828125,206,206,206,206,PASS
207,minus_eps,-0.0001,1.049217421875,206,206,206,206,PASS
207,exact,0.0,1.0492187499999999,207,207,207,207,PASS
207,plus_eps,0.0001,1.0492200781249998,207,207,207,207,PASS
208,minus_eps,-0.0001,1.0624986718749998,207,207,207,207,PASS
208,exact,0.0,1.0624999999999998,208,208,208,208,PASS
208,plus_eps,0.0001,1.0625013281249998,208,208,208,208,PASS
209,minus_eps,-0.0001,1.0757799218750002,208,208,208,208,PASS
209,exact,0.0,1.0757812500000001,209,209,209,209,PASS
209,plus_eps,0.0001,1.075782578125,209,209,209,209,PASS
210,minus_eps,-0.0001,1.089061171875,209,209,209,209,PASS
210,exact,0.0,1.0890625,210,210,210,210,PASS
210,plus_eps,0.0001,1.089063828125,210,210,210,210,PASS
211,minus_eps,-0.0001,1.102342421875,210,210,210,210,PASS
211,exact,0.0,1.10234375,211,211,211,211,PASS
211,plus_eps,0.0001,1.102345078125,211,211,211,211,PASS
212,minus_eps,-0.0001,1.115623671875,211,211,211,211,PASS
212,exact,0.0,1.1156249999999999,212,212,212,212,PASS
212,plus_eps,0.0001,1.1156263281249998,212,212,212,212,PASS
213,minus_eps,-0.0001,1.1289049218749998,212,212,212,212,PASS
213,exact,0.0,1.1289062499999998,213,213,213,213,PASS
213,plus_eps,0.0001,1.1289075781249998,213,213,213,213,PASS
214,minus_eps,-0.0001,1.1421861718750002,213,213,213,213,PASS
214,exact,0.0,1.1421875000000001,214,214,214,214,PASS
214,plus_eps,0.0001,1.142188828125,214,214,214,214,PASS
215,minus_eps,-0.0001,1.155467421875,214,214,214,214,PASS
215,exact,0.0,1.15546875,215,215,215,215,PASS
215,plus_eps,0.0001,1.155470078125,215,215,215,215,PASS
216,minus_eps,-0.0001,1.168748671875,215,215,215,215,PASS
216,exact,0.0,1.16875,216,216,216,216,PASS
216,plus_eps,0.0001,1.168751328125,216,216,216,216,PASS
217,minus_eps,-0.0001,1.182029921875,216,216,216,216,PASS
217,exact,0.0,1.1820312499999999,217,217,217,217,PASS
217,plus_eps,0.0001,1.1820325781249998,217,217,217,217,PASS
218,minus_eps,-0.0001,1.1953111718749998,217,217,217,217,PASS
218,exact,0.0,1.1953124999999998,218,218,218,218,PASS
218,plus_eps,0.0001,1.1953138281249998,218,218,218,218,PASS
219,minus_eps,-0.0001,1.2085924218750002,218,218,218,218,PASS
219,exact,0.0,1.2085937500000001,219,219,219,219,PASS
219,plus_eps,0.0001,1.208595078125,219,219,219,219,PASS
220,minus_eps,-0.0001,1.221873671875,219,219,219,219,PASS
220,exact,0.0,1.221875,220,220,220,220,PASS
220,plus_eps,0.0001,1.221876328125,220,220,220,220,PASS
221,minus_eps,-0.0001,1.235154921875,220,220,220,220,PASS
221,exact,0.0,1.23515625,221,221,221,221,PASS
221,plus_eps,0.0001,1.235157578125,221,221,221,221,PASS
222,minus_eps,-0.0001,1.248436171875,221,221,221,221,PASS
222,exact,0.0,1.2484374999999999,222,222,222,222,PASS
222,plus_eps,0.0001,1.2484388281249998,222,222,222,222,PASS
223,minus_eps,-0.0001,1.2617174218749998,222,222,222,222,PASS
223,exact,0.0,1.2617187499999998,223,223,223,223,PASS
223,plus_eps,0.0001,1.2617200781249998,223,223,223,223,PASS
224,minus_eps,-0.0001,1.2749986718750002,223,223,223,223,PASS
224,exact,0.0,1.2750000000000001,224,224,224,224,PASS
224,plus_eps,0.0001,1.275001328125,224,224,224,224,PASS
225,minus_eps,-0.0001,1.288279921875,224,224,224,224,PASS
225,exact,0.0,1.28828125,225,225,225,225,PASS
225,plus_eps,0.0001,1.288282578125,225,225,225,225,PASS
226,minus_eps,-0.0001,1.301561171875,225,225,225,225,PASS
226,exact,0.0,1.3015625,226,226,226,226,PASS
226,plus_eps,0.0001,1.301563828125,226,226,226,226,PASS
227,minus_eps,-0.0001,1.314842421875,226,226,226,226,PASS
227,exact,0.0,1.3148437499999999,227,227,227,227,PASS
227,plus_eps,0.0001,1.3148450781249998,227,227,227,227,PASS
228,minus_eps,-0.0001,1.3281236718749998,227,227,227,227,PASS
228,exact,0.0,1.3281249999999998,228,228,228,228,PASS
228,plus_eps,0.0001,1.3281263281249998,228,228,228,228,PASS
229,minus_eps,-0.0001,1.3414049218750002,228,228,228,228,PASS
229,exact,0.0,1.3414062500000001,229,229,229,229,PASS
229,plus_eps,0.0001,1.341407578125,229,229,229,229,PASS
230,minus_eps,-0.0001,1.354686171875,229,229,229,229,PASS
230,exact,0.0,1.3546875,230,230,230,230,PASS
230,plus_eps,0.0001,1.354688828125,230,230,230,230,PASS
231,minus_eps,-0.0001,1.367967421875,230,230,230,230,PASS
231,exact,0.0,1.36796875,231,231,231,231,PASS
231,plus_eps,0.0001,1.367970078125,231,231,231,231,PASS
232,minus_eps,-0.0001,1.381248671875,231,231,231,231,PASS
232,exact,0.0,1.3812499999999999,232,232,232,232,PASS
232,plus_eps,0.0001,1.3812513281249998,232,232,232,232,PASS
233,minus_eps,-0.0001,1.3945299218749998,232,232,232,232,PASS
233,exact,0.0,1.3945312499999998,233,233,233,233,PASS
233,plus_eps,0.0001,1.3945325781249998,233,233,233,233,PASS
234,minus_eps,-0.0001,1.4078111718750002,233,233,233,233,PASS
234,exact,0.0,1.4078125000000001,234,234,234,234,PASS
234,plus_eps,0.0001,1.407813828125,234,234,234,234,PASS
235,minus_eps,-0.0001,1.421092421875,234,234,234,234,PASS
235,exact,0.0,1.42109375,235,235,235,235,PASS
235,plus_eps,0.0001,1.421095078125,235,235,235,235,PASS
236,minus_eps,-0.0001,1.434373671875,235,235,235,235,PASS
236,exact,0.0,1.434375,236,236,236,236,PASS
236,plus_eps,0.0001,1.434376328125,236,236,236,236,PASS
237,minus_eps,-0.0001,1.447654921875,236,236,236,236,PASS
237,exact,0.0,1.4476562499999999,237,237,237,237,PASS
237,plus_eps,0.0001,1.4476575781249998,237,237,237,237,PASS
238,minus_eps,-0.0001,1.4609361718749998,237,237,237,237,PASS
238,exact,0.0,1.4609374999999998,238,238,238,238,PASS
238,plus_eps,0.0001,1.4609388281249998,238,238,238,238,PASS
239,minus_eps,-0.0001,1.4742174218750002,238,238,238,238,PASS
239,exact,0.0,1.4742187500000001,239,239,239,239,PASS
239,plus_eps,0.0001,1.474220078125,239,239,239,239,PASS
240,minus_eps,-0.0001,1.487498671875,239,239,239,239,PASS
240,exact,0.0,1.4875,240,240,240,240,PASS
240,plus_eps,0.0001,1.487501328125,240,240,240,240,PASS
241,minus_eps,-0.0001,1.500779921875,240,240,240,240,PASS
241,exact,0.0,1.50078125,241,241,241,241,PASS
241,plus_eps,0.0001,1.500782578125,241,241,241,241,PASS
242,minus_eps,-0.0001,1.514061171875,241,241,241,241,PASS
242,exact,0.0,1.5140624999999999,242,242,242,242,PASS
242,plus_eps,0.0001,1.5140638281249998,242,242,242,242,PASS
243,minus_eps,-0.0001,1.5273424218749998,242,242,242,242,PASS
243,exact,0.0,1.5273437499999998,243,243,243,243,PASS
243,plus_eps,0.0001,1.5273450781249998,243,243,243,243,PASS
244,minus_eps,-0.0001,1.5406236718750002,243,243,243,243,PASS
244,exact,0.0,1.5406250000000001,244,244,244,244,PASS
244,plus_eps,0.0001,1.540626328125,244,244,244,244,PASS
245,minus_eps,-0.0001,1.553904921875,244,244,244,244,PASS
245,exact,0.0,1.55390625,245,245,245,245,PASS
245,plus_eps,0.0001,1.553907578125,245,245,245,245,PASS
246,minus_eps,-0.0001,1.567186171875,245,245,245,245,PASS
246,exact,0.0,1.5671875,246,246,246,246,PASS
246,plus_eps,0.0001,1.567188828125,246,246,246,246,PASS
247,minus_eps,-0.0001,1.580467421875,246,246,246,246,PASS
247,exact,0.0,1.5804687499999999,247,247,247,247,PASS
247,plus_eps,0.0001,1.5804700781249998,247,247,247,247,PASS
248,minus_eps,-0.0001,1.5937486718749998,247,247,247,247,PASS
248,exact,0.0,1.5937499999999998,248,248,248,248,PASS
248,plus_eps,0.0001,1.5937513281249998,248,248,248,248,PASS
249,minus_eps,-0.0001,1.6070299218750002,248,248,248,248,PASS
249,exact,0.0,1.6070312500000001,249,249,249,249,PASS
249,plus_eps,0.0001,1.607032578125,249,249,249,249,PASS
250,minus_eps,-0.0001,1.620311171875,249,249,249,249,PASS
250,exact,0.0,1.6203125,250,250,250,250,PASS
250,plus_eps,0.0001,1.620313828125,250,250,250,250,PASS
251,minus_eps,-0.0001,1.633592421875,250,250,250,250,PASS
251,exact,0.0,1.63359375,251,251,251,251,PASS
251,plus_eps,0.0001,1.633595078125,251,251,251,251,PASS
252,minus_eps,-0.0001,1.646873671875,251,251,251,251,PASS
252,exact,0.0,1.6468749999999999,252,252,252,252,PASS
252,plus_eps,0.0001,1.6468763281249998,252,252,252,252,PASS
253,minus_eps,-0.0001,1.6601549218749998,252,252,252,252,PASS
253,exact,0.0,1.6601562499999998,253,253,253,253,PASS
253,plus_eps,0.0001,1.6601575781249998,253,253,253,253,PASS
254,minus_eps,-0.0001,1.6734361718750002,253,253,253,253,PASS
254,exact,0.0,1.6734375000000001,254,254,254,254,PASS
254,plus_eps,0.0001,1.673438828125,254,254,254,254,PASS
255,minus_eps,-0.0001,1.686717421875,254,254,254,254,PASS
255,exact,0.0,1.68671875,255,255,255,255,PASS
255,plus_eps,0.0001,1.686720078125,255,255,255,255,PASS
