variant,mismatch_seed,target_transition,lower_v,upper_v,transition_v,lower_code,upper_code,final_bracket_width_lsb,center_v,expansion_half_width_lsb,bisection_rounds,frames_per_point,maxstep_ps,status,reason
CURRENT,44,1,-1.6995849609375002,-1.6993774414062504,-1.6994812011718752,0,1,0.01562499999998997,-1.68671875,2.0,8,2,50,PASS,BRACKETED
CURRENT,44,2,-1.6862260953647885,-1.686070455716351,-1.6861482755405697,1,2,0.011718749999996657,-1.6862260953647885,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,16,-1.501277172659326,-1.5011215330108885,-1.501199352835107,15,16,0.011718749999996657,-1.5006546140655759,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,31,-1.301361108013964,-1.3012054683655265,-1.3012832881897451,30,31,0.011718749999996657,-1.3018280269592766,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,32,-1.289506759042815,-1.2893511193943776,-1.2894289392185962,31,32,0.011718749999996657,-1.2885729211521901,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,33,-1.2750065360482283,-1.2748508963997909,-1.2749287162240095,32,33,0.011718749999996657,-1.2753178153451035,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,48,-1.0766468678872416,-1.0764912282388042,-1.076569048063023,47,48,0.011718749999996657,-1.0764912282388042,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,63,-0.87673080324188,-0.8765751635934425,-0.8766529834176613,62,63,0.011718750000005015,-0.877664641132505,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,64,-0.8675223282941684,-0.867366688645731,-0.8674445084699497,63,64,0.011718749999996657,-0.8644095353254184,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,65,-0.8502205916277068,-0.8500649519792693,-0.8501427718034881,64,65,0.011718749999996657,-0.8511544295183318,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,80,-0.6518609234667199,-0.6517052838182824,-0.6517831036425011,79,80,0.011718749999996657,-0.6523278424120325,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,95,-0.4521004984697959,-0.4519448588213584,-0.4520226786455771,94,95,0.011718750000000836,-0.4535012553057334,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,96,-0.4402461494986467,-0.4400905098502092,-0.440168329674428,95,96,0.011718750000000836,-0.4402461494986467,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,97,-0.42574592650406007,-0.42559028685562256,-0.42566810667984134,96,97,0.011718750000000836,-0.42699104369156005,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,112,-0.22738625834307324,-0.22723061869463573,-0.2273084385188545,111,112,0.011718750000000836,-0.22816445658526074,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,127,-0.027625833346149164,-0.027470193697711663,-0.027548013521930412,126,127,0.011718750000000052,-0.029337869478961665,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,128,-0.01639404296875,-0.0161865234375,-0.016290283203125,127,128,0.015625000000000156,0.0,2.0,8,2,50,PASS,BRACKETED
CURRENT,44,129,-0.004850973294475835,-0.004695333646038335,-0.0047731534702570855,128,129,0.011718749999999988,-0.0028276578647883355,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,144,0.19350869486651096,0.19366433451494847,0.1935865146907297,143,144,0.011718750000000836,0.19599892924151097,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,159,0.39326911986343527,0.3934247595118728,0.393346939687654,158,159,0.011718750000000836,0.39482551634781027,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,160,0.40512346883458444,0.40527910848302195,0.4052012886588032,159,160,0.011718750000000836,0.40808062215489693,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,161,0.41962369182917064,0.41977933147760815,0.4197015116533894,160,161,0.011718750000000836,0.42133572796198315,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,176,0.6179833599901577,0.6181389996385953,0.6180611798143765,175,176,0.011718750000005015,0.6201623150682827,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,190,0.8041773998831201,0.8043330395315575,0.8042552197073388,189,190,0.011718749999996657,0.8057337963674951,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,191,0.8177437849870818,0.8178994246355193,0.8178216048113005,190,191,0.011718750000005015,0.8189889021745818,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,192,0.8266409806379185,0.8267966202863559,0.8267188004621372,191,192,0.011718749999996657,0.8322440079816684,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,193,0.8442539966012551,0.8444096362496927,0.8443318164254738,192,193,0.011718750000005015,0.8454991137887551,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,208,1.0426136647622417,1.0427693044106792,1.0426914845864603,207,208,0.011718749999996657,1.0443257008950542,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,223,1.2425297294076036,1.242685369056041,1.2426075492318223,222,223,0.011718749999996657,1.2431522880013537,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,224,1.254384078378753,1.2545397180271904,1.2544618982029716,223,224,0.011718749999996657,1.2564073938084404,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,225,1.2688843013733395,1.269039941021777,1.2689621211975584,224,225,0.011718749999996657,1.269662499615527,0.75,7,2,50,PASS,BRACKETED
CURRENT,44,255,1.6672119140625,1.66741943359375,1.667315673828125,254,255,0.01562500000000669,1.68671875,2.0,8,2,50,PASS,BRACKETED
