utc_started,job,variant,stage,points,frames,frames_per_point,maxstep_ps,elapsed_s,peak_rss_kb,returncode,cached,timed_out,simulation_aborted,retry
2026-07-28T05:47:20.578054+00:00,current_pilot_anchor_expand0_f2_sh000,CURRENT,pilot_anchor_expand0,6,12,2,50,13.140762540977448,44100,0,False,False,False,False
2026-07-28T05:47:33.777072+00:00,current_pilot_anchor_expand1_f2_sh000,CURRENT,pilot_anchor_expand1,6,12,2,50,13.242465193965472,44104,0,False,False,False,False
2026-07-28T05:47:47.070009+00:00,current_pilot_anchor_bis00_f2_sh000,CURRENT,pilot_anchor_bis00,3,6,2,50,6.421951872063801,33296,0,False,False,False,False
2026-07-28T05:47:53.544845+00:00,current_pilot_anchor_bis01_f2_sh000,CURRENT,pilot_anchor_bis01,3,6,2,50,6.621769080986269,33308,0,False,False,False,False
2026-07-28T05:48:00.220802+00:00,current_pilot_anchor_bis02_f2_sh000,CURRENT,pilot_anchor_bis02,3,6,2,50,6.519588281051256,33168,0,False,False,False,False
2026-07-28T05:48:06.795563+00:00,current_pilot_anchor_bis03_f2_sh000,CURRENT,pilot_anchor_bis03,3,6,2,50,6.421294391038828,32980,0,False,False,False,False
2026-07-28T05:48:13.276982+00:00,current_pilot_anchor_bis04_f2_sh000,CURRENT,pilot_anchor_bis04,3,6,2,50,6.6219145050272346,33220,0,False,False,False,False
2026-07-28T05:48:19.951395+00:00,current_pilot_anchor_bis05_f2_sh000,CURRENT,pilot_anchor_bis05,3,6,2,50,6.621278042905033,33276,0,False,False,False,False
2026-07-28T05:48:26.627962+00:00,current_pilot_anchor_bis06_f2_sh000,CURRENT,pilot_anchor_bis06,3,6,2,50,6.723456780076958,33168,0,False,False,False,False
2026-07-28T05:48:33.415674+00:00,current_pilot_anchor_bis07_f2_sh000,CURRENT,pilot_anchor_bis07,3,6,2,50,6.621161316987127,33148,0,False,False,False,False
2026-07-28T05:48:40.089900+00:00,current_pilot_full_expand0_f2_sh001,CURRENT,pilot_full_expand0,26,52,2,50,57.372952250996605,116648,0,False,False,False,False
2026-07-28T05:48:40.089678+00:00,current_pilot_full_expand0_f2_sh000,CURRENT,pilot_full_expand0,32,64,2,50,71.51389048201963,138628,0,False,False,False,False
2026-07-28T05:49:51.653101+00:00,current_pilot_full_bis00_f2_sh000,CURRENT,pilot_full_bis00,29,58,2,50,63.791219362057745,127736,0,False,False,False,False
2026-07-28T05:50:55.495566+00:00,current_pilot_full_bis01_f2_sh000,CURRENT,pilot_full_bis01,29,58,2,50,64.89651378302369,127744,0,False,False,False,False
2026-07-28T05:52:00.464814+00:00,current_pilot_full_bis02_f2_sh000,CURRENT,pilot_full_bis02,29,58,2,50,64.39799135399517,127716,0,False,False,False,False
2026-07-28T05:53:04.916373+00:00,current_pilot_full_bis03_f2_sh000,CURRENT,pilot_full_bis03,29,58,2,50,62.57984498597216,127704,0,False,False,False,False
2026-07-28T05:54:07.539525+00:00,current_pilot_full_bis04_f2_sh000,CURRENT,pilot_full_bis04,29,58,2,50,63.79358564398717,127832,0,False,False,False,False
2026-07-28T05:55:11.382095+00:00,current_pilot_full_bis05_f2_sh000,CURRENT,pilot_full_bis05,29,58,2,50,64.1940430480754,127704,0,False,False,False,False
2026-07-28T05:56:15.622564+00:00,current_pilot_full_bis06_f2_sh000,CURRENT,pilot_full_bis06,29,58,2,50,64.19293626293074,127904,0,False,False,False,False
2026-07-28T05:57:20.206773+00:00,current_full_transition_expand0_f2_sh001,CURRENT,full_transition_expand0,32,64,2,50,70.33339308295399,138884,0,False,False,False,False
2026-07-28T05:57:20.206548+00:00,current_full_transition_expand0_f2_sh000,CURRENT,full_transition_expand0,32,64,2,50,71.33302077802364,138520,0,False,False,False,False
2026-07-28T05:58:30.590542+00:00,current_full_transition_expand0_f2_sh002,CURRENT,full_transition_expand0,32,64,2,50,70.7426773130428,138780,0,False,False,False,False
2026-07-28T05:58:31.598886+00:00,current_full_transition_expand0_f2_sh003,CURRENT,full_transition_expand0,32,64,2,50,73.24426402302925,138728,0,False,False,False,False
2026-07-28T05:59:41.367943+00:00,current_full_transition_expand0_f2_sh004,CURRENT,full_transition_expand0,32,64,2,50,72.04846151801758,138612,0,False,False,False,False
2026-07-28T05:59:44.877943+00:00,current_full_transition_expand0_f2_sh005,CURRENT,full_transition_expand0,32,64,2,50,72.54877287696581,138476,0,False,False,False,False
2026-07-28T06:00:53.450075+00:00,current_full_transition_expand0_f2_sh006,CURRENT,full_transition_expand0,32,64,2,50,73.56319808098488,138544,0,False,False,False,False
2026-07-28T06:00:57.460556+00:00,current_full_transition_expand0_f2_sh007,CURRENT,full_transition_expand0,32,64,2,50,72.25919203693047,138620,0,False,False,False,False
2026-07-28T06:02:07.049141+00:00,current_full_transition_expand0_f2_sh008,CURRENT,full_transition_expand0,32,64,2,50,68.94395864894614,138640,0,False,False,False,False
2026-07-28T06:02:09.758024+00:00,current_full_transition_expand0_f2_sh009,CURRENT,full_transition_expand0,32,64,2,50,69.8447988339467,138488,0,False,False,False,False
2026-07-28T06:03:16.030970+00:00,current_full_transition_expand0_f2_sh010,CURRENT,full_transition_expand0,32,64,2,50,71.54379247699399,138668,0,False,False,False,False
2026-07-28T06:03:19.647548+00:00,current_full_transition_expand0_f2_sh011,CURRENT,full_transition_expand0,32,64,2,50,71.03758167906199,138560,0,False,False,False,False
2026-07-28T06:04:30.717902+00:00,current_full_transition_expand0_f2_sh013,CURRENT,full_transition_expand0,30,60,2,50,68.03689262806438,131224,0,False,False,False,False
2026-07-28T06:04:27.608929+00:00,current_full_transition_expand0_f2_sh012,CURRENT,full_transition_expand0,32,64,2,50,72.95029555796646,138476,0,False,False,False,False
