target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
59,-0.9294150284894809,-0.929337208665262,-0.9292593888410433,0.017606284658044015
60,-0.9163106602946605,-0.9162328404704417,-0.916155020646223,0.005868761552678547
61,-0.90320629209984,-0.9031284722756213,-0.9030506524514026,-0.005868761552678547
62,-0.8899462842565822,-0.8898684644323634,-0.8897906446081447,-0.005868761552678547
63,-0.8766862764133243,-0.8766084565891056,-0.8765306367648869,-0.005868761552678547
64,-0.8634262685700664,-0.8633484487458477,-0.863270628921629,-0.005868761552678547
65,-0.8504775400236837,-0.8503997201994649,-0.8503219003752461,-0.02934380776340111
66,-0.8373731718288633,-0.8372953520046446,-0.8372175321804258,-0.04108133086876658
67,-0.823957524337168,-0.8238797045129491,-0.8238018846887304,-0.02934380776340111
68,-0.811008795790785,-0.8109309759665663,-0.8108531561423475,-0.05281885397412367
69,-0.7977487879475271,-0.7976709681233084,-0.7975931482990897,-0.05281885397412367
70,-0.7846444197527067,-0.784566599928488,-0.7844887801042693,-0.06455637707948077
71,-0.7713844119094488,-0.7713065920852301,-0.7712287722610114,-0.06455637707948077
72,-0.7576574851208786,-0.7575796652966598,-0.757501845472441,-0.02934380776340111
73,-0.7442418376291832,-0.7441640178049644,-0.7440861979807456,-0.017606284658044015
74,-0.7311374694343629,-0.731059649610144,-0.7309818297859253,-0.02934380776340111
75,-0.717877461591105,-0.7177996417668862,-0.7177218219426674,-0.02934380776340111
76,-0.7047730933962846,-0.7046952735720659,-0.7046174537478471,-0.04108133086876658
77,-0.6916687252014642,-0.6915909053772454,-0.6915130855530267,-0.05281885397412367
78,-0.6784087173582063,-0.6783308975339876,-0.6782530777097688,-0.05281885397412367
79,-0.6651487095149484,-0.6650708896907297,-0.664993069866511,-0.05281885397412367
80,-0.6517330620232531,-0.6516552421990344,-0.6515774223748156,-0.04108133086876658
81,-0.6384730541799952,-0.6383952343557765,-0.6383174145315578,-0.04108133086876658
82,-0.6252130463367374,-0.6251352265125186,-0.6250574066882999,-0.04108133086876658
83,-0.6119530384934795,-0.6118752186692608,-0.611797398845042,-0.04108133086876658
84,-0.5990043099470965,-0.5989264901228778,-0.5988486702986591,-0.06455637707948077
85,-0.5857443021038387,-0.5856664822796199,-0.5855886624554012,-0.06455637707948077
86,-0.5726399339090182,-0.5725621140847995,-0.5724842942605808,-0.07629390018483787
87,-0.5593799260657604,-0.5593021062415416,-0.5592242864173229,-0.07629390018483787
88,-0.5456529992771901,-0.5455751794529714,-0.5454973596287527,-0.04108133086876658
89,-0.5322373517854948,-0.532159531961276,-0.5320817121370572,-0.02934380776340111
90,-0.5191329835906744,-0.5190551637664557,-0.5189773439422369,-0.04108133086876658
91,-0.5058729757474165,-0.5057951559231978,-0.5057173360989791,-0.04108133086876658
92,-0.4927686075525961,-0.4926907877283774,-0.4926129679041586,-0.05281885397412367
