variant,mismatch_seed,target_transition,lower_v,upper_v,transition_v,lower_code,upper_code,final_bracket_width_lsb,center_v,expansion_half_width_lsb,bisection_rounds,frames_per_point,maxstep_ps,status,reason
CURRENT,106,1,-1.6987548828125,-1.69854736328125,-1.698651123046875,0,1,0.01562500000000669,-1.68671875,2.0,8,2,50,PASS,BRACKETED
CURRENT,106,2,-1.6855467548520546,-1.6853911152036172,-1.6854689350278358,1,2,0.011718749999996657,-1.6853911152036172,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,16,-1.4999066450464444,-1.499751005398007,-1.4998288252222256,15,16,0.011718749999996657,-1.499751005398007,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,31,-1.3013178066944513,-1.3011621670460136,-1.3012399868702325,30,31,0.011718750000013375,-1.3008508877491387,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,32,-1.2874352402574434,-1.287279600609006,-1.2873574204332248,31,32,0.011718749999996657,-1.2875908799058808,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,33,-1.2741752324141855,-1.274019592765748,-1.274097412589967,32,33,0.011718749999996657,-1.274330872062623,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,48,-1.0752751147653175,-1.07511947511688,-1.0751972949410988,47,48,0.011718749999996657,-1.075430754413755,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,63,-0.8766862764133243,-0.8765306367648869,-0.8766084565891056,62,63,0.011718749999996657,-0.8765306367648869,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,64,-0.8634262685700664,-0.863270628921629,-0.8633484487458477,63,64,0.011718749999996657,-0.863270628921629,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,65,-0.8504775400236837,-0.8503219003752461,-0.8503997201994649,64,65,0.011718750000005015,-0.8500106210783711,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,80,-0.6517330620232531,-0.6515774223748156,-0.6516552421990344,79,80,0.011718749999996657,-0.651110503429503,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,95,-0.45314422367125995,-0.4529885840228225,-0.4530664038470412,94,95,0.011718749999996657,-0.452210385780635,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,96,-0.4394172968826896,-0.43926165723425215,-0.4393394770584709,95,96,0.011718749999996657,-0.4389503779373771,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,97,-0.42600164939099405,-0.42584600974255654,-0.4259238295667753,96,97,0.011718750000000836,-0.42569037009411903,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,112,-0.22725717139056345,-0.22710153174212597,-0.22717935156634472,111,112,0.011718749999998746,-0.22679025244525097,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,127,-0.028668333038570415,-0.028512693390132914,-0.028590513214351666,126,127,0.011718750000000052,-0.027890134796382915,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,128,-0.01348876953125,-0.01328125,-0.013385009765625,127,128,0.015625000000000028,0.0,2.0,8,2,50,PASS,BRACKETED
CURRENT,106,129,-0.0007475605161171739,-0.0005919208676796739,-0.0006697406918984239,128,129,0.011718750000000003,-0.0013701191098671739,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,144,0.19799691748431336,0.19815255713275087,0.19807473730853212,143,144,0.011718750000000836,0.19752999853900088,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,159,0.39658575583630645,0.39674139548474396,0.39666357566052524,158,159,0.011718750000000836,0.39643011618786894,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,160,0.4104683222733143,0.41062396192175177,0.41054614209753304,159,160,0.011718749999996657,0.4096901240311268,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,161,0.4237283301165722,0.42388396976500964,0.4238061499407909,160,161,0.011718749999996657,0.4229501318743847,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,176,0.6224728081170028,0.6226284477654402,0.6225506279412215,175,176,0.011718749999996657,0.6218502495232527,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,190,0.807801638625738,0.8079572782741755,0.8078794584499567,189,190,0.011718750000005015,0.8074903593288629,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,191,0.8210616464689958,0.8212172861174334,0.8211394662932145,190,191,0.011718750000005015,0.8207503671721208,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,192,0.8341660146638161,0.8343216543122537,0.834243834488035,191,192,0.011718750000005015,0.8340103750153787,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,193,0.847270382858637,0.8474260225070744,0.8473482026828557,192,193,0.011718749999996657,0.847270382858637,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,208,1.046170500507505,1.0463261401559425,1.0462483203317237,207,208,0.011718749999996657,1.046170500507505,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,223,1.244759338859498,1.2449149785079356,1.2448371586837168,222,223,0.011718750000013375,1.245070618156373,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,224,1.2584862656480684,1.258641905296506,1.2585640854722873,223,224,0.011718750000013375,1.258330625999631,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,225,1.271901913139764,1.2720575527882014,1.2719797329639828,224,225,0.011718749999996657,1.2715906338428888,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,255,1.669287109375,1.66949462890625,1.669390869140625,254,255,0.01562500000000669,1.68671875,2.0,8,2,50,PASS,BRACKETED
