variant,mismatch_seed,target_transition,lower_v,upper_v,transition_v,lower_code,upper_code,final_bracket_width_lsb,center_v,expansion_half_width_lsb,bisection_rounds,frames_per_point,maxstep_ps,status,reason
CURRENT,106,1,-1.6987548828125,-1.69854736328125,-1.698651123046875,0.0,1.0,0.01562500000000669,-1.68671875,2.0,8.0,2.0,50.0,PASS,BRACKETED
CURRENT,106,2,-1.6855467548520546,-1.6853911152036172,-1.6854689350278358,1.0,2.0,0.011718749999996657,-1.6853911152036172,0.75,7.0,2.0,50.0,PASS,BRACKETED
CURRENT,106,3,-1.6722867470087968,-1.6721311073603593,-1.672208927184578,2,3,0.011718749999996657,-1.6721311073603593,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,4,-1.6591823788139766,-1.6590267391655389,-1.6591045589897577,3,4,0.011718750000013375,-1.6588710995171014,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,5,-1.6460780106191562,-1.6459223709707187,-1.6460001907949375,4,5,0.011718749999996657,-1.6456110916738436,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,6,-1.6328180027758983,-1.6326623631274608,-1.6327401829516797,5,6,0.011718749999996657,-1.6323510838305857,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,7,-1.6195579949326404,-1.619402355284203,-1.6194801751084218,6,7,0.011718749999996657,-1.6190910759873278,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,8,-1.6059867077925074,-1.60583106814407,-1.6059088879682886,7,8,0.011718749999996657,-1.60583106814407,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,9,-1.5924154206523746,-1.592259781003937,-1.5923376008281558,8,9,0.011718750000013375,-1.592571060300812,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,10,-1.5793110524575542,-1.5791554128091168,-1.5792332326333356,9,10,0.011718749999996657,-1.5793110524575542,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,11,-1.5660510446142963,-1.5658954049658589,-1.5659732247900777,10,11,0.011718749999996657,-1.5660510446142963,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,12,-1.552946676419476,-1.5527910367710385,-1.552868856595257,11,12,0.011718749999996657,-1.5527910367710385,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,13,-1.5398423082246557,-1.539686668576218,-1.539764488400437,12,13,0.011718750000013375,-1.5395310289277806,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,14,-1.5265823003813979,-1.5264266607329602,-1.526504480557179,13,14,0.011718750000013375,-1.5262710210845227,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,15,-1.51332229253814,-1.5131666528897023,-1.5132444727139212,14,15,0.011718750000013375,-1.5130110132412649,0.75,7,2,50,PASS,BRACKETED
CURRENT,106,16,-1.4999066450464444,-1.499751005398007,-1.4998288252222256,15.0,16.0,0.011718749999996657,-1.499751005398007,0.75,7.0,2.0,50.0,PASS,BRACKETED
