target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
1,-1.7012451171875003,-1.7011413574218752,-1.7010375976562502,0.0
2,-1.6878813495786174,-1.6878035297543987,-1.68772570993018,0.0058687615526701745
3,-1.674154422790047,-1.6740766029658283,-1.6739987831416094,0.041081330868758204
4,-1.6612056942436642,-1.6611278744194453,-1.6610500545952265,0.017606284658044015
5,-1.6477900467519686,-1.6477122269277498,-1.6476344071035312,0.029343807763417856
6,-1.6345300389087107,-1.634452219084492,-1.6343743992602733,0.029343807763417856
7,-1.620958751768578,-1.6208809319443591,-1.6208031121201405,0.052818853974132045
8,-1.6084769421675076,-1.6083991223432887,-1.6083213025190701,-0.0058687615526701745
9,-1.5950612946758123,-1.5949834748515936,-1.5949056550273748,0.0058687615526701745
10,-1.5818012868325544,-1.5817234670083358,-1.581645647184117,0.0058687615526701745
11,-1.5682299996924214,-1.5681521798682025,-1.568074360043984,0.029343807763417856
12,-1.5552812711460386,-1.55520345132182,-1.5551256314976012,0.0058687615526701745
13,-1.5418656236543433,-1.5417878038301245,-1.5417099840059056,0.017606284658044015
14,-1.5284499761626478,-1.528372156338429,-1.5282943365142103,0.029343807763417856
15,-1.514878689022515,-1.5148008691982962,-1.5147230493740775,0.052818853974132045
16,-1.5031750776636321,-1.5030972578394133,-1.5030194380151947,-0.0645563770794724
17,-1.4891368715781867,-1.489059051753968,-1.4889812319297493,-0.0058687615526701745
18,-1.4757212240864914,-1.4756434042622728,-1.475565584438054,0.0058687615526701745
19,-1.4621499369463584,-1.4620721171221396,-1.461994297297921,0.029343807763417856
20,-1.4492012083999757,-1.449123388575757,-1.4490455687515382,0.0058687615526701745
21,-1.4357855609082804,-1.4357077410840615,-1.4356299212598427,0.017606284658044015
22,-1.4225255530650225,-1.4224477332408036,-1.4223699134165848,0.017606284658044015
23,-1.408798626276452,-1.4087208064522332,-1.4086429866280146,0.052818853974132045
24,-1.3964724563238193,-1.3963946364996005,-1.3963168166753817,-0.017606284658044015
25,-1.3830568088321236,-1.382978989007905,-1.382901169183686,-0.00586876155268692
26,-1.3696411613404282,-1.3695633415162094,-1.3694855216919908,0.00586876155268692
27,-1.3560698742002955,-1.3559920543760766,-1.3559142345518578,0.02934380776340111
28,-1.3431211456539125,-1.3430433258296937,-1.342965506005475,0.00586876155268692
