job_id,frame_index,comparator_p_initial_values,comparator_n_initial_values,comparator_p_retry_5ns_values,comparator_n_retry_5ns_values,comparator_decision_sources,comparator_valid_decision_count,comparator_retry_decision_count,comparator_direct_bits,comparator_direct_code,comparator_inverse_code,dctrl_direct_bits_7_to_1,dctrl_valid_update_count,dctrl_direct_code_7_to_1,dctrl_inverse_code_7_to_1,digital_dout_code,digital_observation,driver_dout_bits_470,driver_dout_code_470,analog_dout_bits_470,analog_dout_code_470,driver_dout_bits_480,driver_dout_code_480,analog_dout_bits_480,analog_dout_code_480,driver_analog_match_480,dout_stable_470_to_480
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,0,-1.45179e-06;-4.97801e-06;-1.5408e-06;-1.53591e-06;-4.89152e-06;-4.89101e-06;-1.51067e-06;-4.96533e-06,-1.5039e-06;-5.06779e-06;-1.5941e-06;-1.58922e-06;-4.98236e-06;-4.98175e-06;-1.56355e-06;-5.05552e-06,3.6;3.6;3.6;-1.39123e-06;-1.69643e-06;-1.69287e-06;3.6;-1.69466e-06,-1.58495e-06;-1.84545e-06;-1.50814e-06;3.6;3.6;3.6;-1.50589e-06;3.6,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,11100010,226,29,1110001,7,226,28,226,INFERRED_AT_DAC_BRIDGE_OUTPUT,11100010,226,11100010,226,11100010,226,11100010,226,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,1,-1.39841e-06;-5.14924e-06;-1.56139e-06;-1.52689e-06;-4.81288e-06;-4.81643e-06;-1.51302e-06;-4.89068e-06,-1.44821e-06;-5.23062e-06;-1.6139e-06;-1.57949e-06;-4.89797e-06;-4.90773e-06;-1.5654e-06;-4.98146e-06,3.6;3.6;3.6;3.6;-1.70274e-06;-1.69033e-06;-1.3773e-06;3.6,-1.59022e-06;-1.8503e-06;-1.51111e-06;-1.50303e-06;3.6;3.6;3.6;-1.82555e-06,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,11110001,241,14,1111000,7,240,14,241,INFERRED_AT_DAC_BRIDGE_OUTPUT,11110001,241,11110001,241,11110001,241,11110001,241,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,2,-1.45996e-06;-4.67623e-06;-1.57663e-06;-1.53523e-06;-4.59301e-06;-4.59244e-06;-1.51981e-06;-4.66682e-06,-1.51023e-06;-4.76854e-06;-1.62919e-06;-1.58636e-06;-4.68607e-06;-4.68556e-06;-1.57077e-06;-4.75924e-06,3.6;3.6;-1.37898e-06;-1.37029e-06;3.6;3.6;3.6;-1.68102e-06,-1.56781e-06;-1.83065e-06;3.6;3.6;-1.81524e-06;-1.81221e-06;-1.48767e-06;3.6,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,11001110,206,49,1100111,7,206,48,206,INFERRED_AT_DAC_BRIDGE_OUTPUT,11001110,206,11001110,206,11001110,206,11001110,206,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,3,-1.39389e-06;-4.83349e-06;-1.57237e-06;-1.53606e-06;-4.742e-06;-4.74174e-06;-1.51553e-06;-4.79099e-06,-1.44441e-06;-4.92548e-06;-1.62562e-06;-1.58832e-06;-4.83389e-06;-4.83376e-06;-1.56751e-06;-4.87799e-06,3.6;-1.70776e-06;-1.38542e-06;-1.3827e-06;-1.6784e-06;3.6;3.6;3.6,-1.5796e-06;3.6;3.6;3.6;3.6;-1.82127e-06;-1.50209e-06;-1.82624e-06,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,10000111,135,120,1000011,7,134,120,135,INFERRED_AT_DAC_BRIDGE_OUTPUT,10000111,135,10000111,135,10000111,135,10000111,135,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,64,-1.4448e-06;-5.27564e-06;-1.54943e-06;-1.52484e-06;-4.5931e-06;-5.18948e-06;-1.51295e-06;-4.59218e-06,-1.49898e-06;-5.36291e-06;-1.60128e-06;-1.57981e-06;-4.6861e-06;-5.27799e-06;-1.56535e-06;-4.68517e-06,3.6;3.6;3.6;-1.40397e-06;-1.68207e-06;-1.70701e-06;3.6;-1.6771e-06,-1.59967e-06;-1.85983e-06;-1.49693e-06;3.6;3.6;3.6;-1.50297e-06;3.6,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,11100010,226,29,1110001,7,226,28,226,INFERRED_AT_DAC_BRIDGE_OUTPUT,11100010,226,11100010,226,11100010,226,11100010,226,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,65,-1.45456e-06;-5.25677e-06;-1.63166e-06;-1.51654e-06;-4.54963e-06;-5.1149e-06;-1.51529e-06;-4.51751e-06,-1.50812e-06;-5.33393e-06;-1.68482e-06;-1.57106e-06;-4.64063e-06;-5.20399e-06;-1.56719e-06;-4.61114e-06,3.6;3.6;3.6;3.6;-1.68855e-06;-1.70475e-06;-1.37355e-06;3.6,-1.60983e-06;-1.86413e-06;-1.51026e-06;-1.51659e-06;3.6;3.6;3.6;-1.8434e-06,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,11110001,241,14,1111000,7,240,14,241,INFERRED_AT_DAC_BRIDGE_OUTPUT,11110001,241,11110001,241,11110001,241,11110001,241,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,66,-1.4526e-06;-4.97461e-06;-1.58642e-06;-1.52487e-06;-4.29448e-06;-4.89095e-06;-1.52208e-06;-4.29367e-06,-1.50484e-06;-5.06444e-06;-1.63779e-06;-1.57786e-06;-4.38991e-06;-4.98177e-06;-1.57255e-06;-4.3889e-06,3.6;3.6;-1.36819e-06;-1.38377e-06;3.6;3.6;3.6;-1.66332e-06,-1.58255e-06;-1.84513e-06;3.6;3.6;-1.80081e-06;-1.82677e-06;-1.48652e-06;3.6,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,11001110,206,49,1100111,7,206,48,206,INFERRED_AT_DAC_BRIDGE_OUTPUT,11001110,206,11001110,206,11001110,206,11001110,206,True,True
PVT3_FF_3P6_M40C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,67,-1.39193e-06;-5.13057e-06;-1.58208e-06;-1.52523e-06;-4.44354e-06;-5.04027e-06;-1.51774e-06;-4.43369e-06,-1.44444e-06;-5.22048e-06;-1.63416e-06;-1.57922e-06;-4.53769e-06;-5.12996e-06;-1.56923e-06;-4.52539e-06,3.6;-1.72188e-06;-1.37561e-06;-1.39585e-06;-1.66371e-06;3.6;3.6;3.6,-1.59379e-06;3.6;3.6;3.6;3.6;-1.83571e-06;-1.49809e-06;-1.80785e-06,RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS;RETRY_5NS,8,8,10000111,135,120,1000011,7,134,120,135,INFERRED_AT_DAC_BRIDGE_OUTPUT,10000111,135,10000111,135,10000111,135,10000111,135,True,True
