timestamp_utc,process_count,total_threads,total_rss_kb,pids
2026-07-25T13:36:36.951500+00:00,0,0,0,
2026-07-25T13:47:17.749608+00:00,4,16,219276,1578549;1578576;1578610;1578637
2026-07-25T13:47:19.752085+00:00,4,16,228816,1578549;1578576;1578610;1578637
2026-07-25T13:47:21.754215+00:00,4,16,238596,1578549;1578576;1578610;1578637
2026-07-25T13:47:23.756609+00:00,4,16,251932,1578549;1578576;1578610;1578637
2026-07-25T13:47:25.758761+00:00,4,16,272920,1578549;1578576;1578610;1578637
2026-07-25T13:47:27.760872+00:00,4,16,283936,1578549;1578576;1578610;1578637
2026-07-25T13:47:29.762893+00:00,4,16,295384,1578549;1578576;1578610;1578637
2026-07-25T13:47:31.765449+00:00,4,16,307048,1578549;1578576;1578610;1578637
2026-07-25T13:47:33.767542+00:00,4,16,318712,1578549;1578576;1578610;1578637
2026-07-25T13:47:35.770034+00:00,4,16,329584,1578549;1578576;1578610;1578637
2026-07-25T13:47:37.772547+00:00,4,16,340888,1578549;1578576;1578610;1578637
2026-07-25T13:47:39.773912+00:00,4,16,352768,1578549;1578576;1578610;1578637
2026-07-25T13:47:41.777180+00:00,4,16,364504,1578549;1578576;1578610;1578637
2026-07-25T13:47:43.779633+00:00,4,16,376168,1578549;1578576;1578610;1578637
2026-07-25T13:47:45.782454+00:00,4,16,387544,1578549;1578576;1578610;1578637
2026-07-25T13:47:47.784979+00:00,4,16,398488,1578549;1578576;1578610;1578637
2026-07-25T13:47:49.788241+00:00,4,16,409936,1578549;1578576;1578610;1578637
2026-07-25T13:47:51.790978+00:00,4,16,420952,1578549;1578576;1578610;1578637
2026-07-25T13:47:53.793460+00:00,4,16,432472,1578549;1578576;1578610;1578637
2026-07-25T13:47:55.796071+00:00,4,16,443344,1578549;1578576;1578610;1578637
2026-07-25T13:47:57.798564+00:00,4,16,454576,1578549;1578576;1578610;1578637
2026-07-25T13:47:59.800790+00:00,4,16,466096,1578549;1578576;1578610;1578637
2026-07-25T13:48:01.802923+00:00,4,16,477616,1578549;1578576;1578610;1578637
2026-07-25T13:48:03.805309+00:00,4,16,488848,1578549;1578576;1578610;1578637
2026-07-25T13:48:05.807953+00:00,4,16,499936,1578549;1578576;1578610;1578637
2026-07-25T13:48:07.810911+00:00,3,12,279076,1578576;1578637;1579077
2026-07-25T13:48:09.811330+00:00,1,4,28256,1579077
2026-07-25T13:48:11.813234+00:00,1,4,31548,1579077
2026-07-25T13:48:13.815559+00:00,1,4,39256,1579077
2026-07-25T13:48:15.817751+00:00,1,4,41016,1579077
2026-07-25T13:48:17.819901+00:00,1,4,42776,1579077
2026-07-25T13:48:19.821850+00:00,1,4,48724,1579077
2026-07-25T13:48:21.824466+00:00,1,4,51304,1579077
2026-07-25T13:48:23.826391+00:00,1,4,53944,1579077
2026-07-25T13:48:25.828515+00:00,1,4,56524,1579077
2026-07-25T13:48:27.830427+00:00,1,4,59104,1579077
2026-07-25T13:48:29.832437+00:00,1,4,61864,1579077
2026-07-25T13:48:31.834254+00:00,1,4,68504,1579077
2026-07-25T13:48:33.836004+00:00,1,4,71744,1579077
2026-07-25T13:48:35.837857+00:00,1,4,75056,1579077
2026-07-25T13:48:37.840123+00:00,1,4,78224,1579077
2026-07-25T13:48:39.841283+00:00,1,4,81464,1579077
2026-07-25T13:48:41.843073+00:00,1,4,84560,1579077
2026-07-25T13:48:43.845350+00:00,1,4,87728,1579077
2026-07-25T13:48:45.847420+00:00,1,4,90752,1579077
2026-07-25T13:48:47.849580+00:00,1,4,93776,1579077
2026-07-25T13:48:49.851489+00:00,1,4,97016,1579077
2026-07-25T13:48:51.854037+00:00,1,4,100184,1579077
2026-07-25T13:48:53.856287+00:00,1,4,103496,1579077
2026-07-25T13:48:55.858270+00:00,1,4,106592,1579077
2026-07-25T13:48:57.860203+00:00,1,4,109616,1579077
2026-07-25T13:48:59.862090+00:00,1,4,112640,1579077
2026-07-25T13:49:01.864272+00:00,1,4,115880,1579077
2026-07-25T13:49:03.866203+00:00,1,4,119048,1579077
2026-07-25T13:49:05.868057+00:00,1,4,122216,1579077
2026-07-25T13:49:07.869962+00:00,1,4,125384,1579077
2026-07-25T13:49:09.871089+00:00,0,0,0,
