job_id,mismatch_seed,noise_mode,band,early_frame,same_phase_frame,early_code,same_phase_code,code_equal,classification,used_as_first_conversion_gate
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S037_LOW_W4,37,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S037_LOW_W4,37,ON,LOW,1,65,240,241,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S037_LOW_W4,37,ON,LOW,2,66,197,205,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S037_LOW_W4,37,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S038_LOW_W4,38,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S038_LOW_W4,38,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S038_LOW_W4,38,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S038_LOW_W4,38,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S039_LOW_W4,39,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S039_LOW_W4,39,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S039_LOW_W4,39,ON,LOW,2,66,205,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S039_LOW_W4,39,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S040_LOW_W4,40,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S040_LOW_W4,40,ON,LOW,1,65,240,239,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S040_LOW_W4,40,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S040_LOW_W4,40,ON,LOW,3,67,133,134,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S041_LOW_W4,41,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S041_LOW_W4,41,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S041_LOW_W4,41,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S041_LOW_W4,41,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S042_LOW_W4,42,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S042_LOW_W4,42,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S042_LOW_W4,42,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S042_LOW_W4,42,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S043_LOW_W4,43,ON,LOW,0,64,223,223,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S043_LOW_W4,43,ON,LOW,1,65,238,238,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S043_LOW_W4,43,ON,LOW,2,66,203,203,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S043_LOW_W4,43,ON,LOW,3,67,132,132,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,44,ON,LOW,0,64,226,225,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,44,ON,LOW,1,65,241,241,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,44,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,44,ON,LOW,3,67,135,135,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S045_LOW_W4,45,ON,LOW,0,64,223,224,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S045_LOW_W4,45,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S045_LOW_W4,45,ON,LOW,2,66,203,203,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S045_LOW_W4,45,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S046_LOW_W4,46,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S046_LOW_W4,46,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S046_LOW_W4,46,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S046_LOW_W4,46,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S047_LOW_W4,47,ON,LOW,0,64,223,223,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S047_LOW_W4,47,ON,LOW,1,65,238,238,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S047_LOW_W4,47,ON,LOW,2,66,203,203,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S047_LOW_W4,47,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S048_LOW_W4,48,ON,LOW,0,64,225,224,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S048_LOW_W4,48,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S048_LOW_W4,48,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S048_LOW_W4,48,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S049_LOW_W4,49,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S049_LOW_W4,49,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S049_LOW_W4,49,ON,LOW,2,66,203,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S049_LOW_W4,49,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S050_LOW_W4,50,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S050_LOW_W4,50,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S050_LOW_W4,50,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S050_LOW_W4,50,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S051_LOW_W4,51,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S051_LOW_W4,51,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S051_LOW_W4,51,ON,LOW,2,66,203,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S051_LOW_W4,51,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S052_LOW_W4,52,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S052_LOW_W4,52,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S052_LOW_W4,52,ON,LOW,2,66,203,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S052_LOW_W4,52,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,53,ON,LOW,0,64,226,226,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,53,ON,LOW,1,65,241,241,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,53,ON,LOW,2,66,206,206,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S053_LOW_W4,53,ON,LOW,3,67,135,135,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S054_LOW_W4,54,ON,LOW,0,64,223,223,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S054_LOW_W4,54,ON,LOW,1,65,238,238,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S054_LOW_W4,54,ON,LOW,2,66,202,202,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S054_LOW_W4,54,ON,LOW,3,67,132,132,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S055_LOW_W4,55,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S055_LOW_W4,55,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S055_LOW_W4,55,ON,LOW,2,66,205,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S055_LOW_W4,55,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S056_LOW_W4,56,ON,LOW,0,64,223,223,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S056_LOW_W4,56,ON,LOW,1,65,238,238,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S056_LOW_W4,56,ON,LOW,2,66,202,202,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S056_LOW_W4,56,ON,LOW,3,67,132,132,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S057_LOW_W4,57,ON,LOW,0,64,223,223,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S057_LOW_W4,57,ON,LOW,1,65,238,238,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S057_LOW_W4,57,ON,LOW,2,66,202,202,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S057_LOW_W4,57,ON,LOW,3,67,132,132,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S058_LOW_W4,58,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S058_LOW_W4,58,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S058_LOW_W4,58,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S058_LOW_W4,58,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S059_LOW_W4,59,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S059_LOW_W4,59,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S059_LOW_W4,59,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S059_LOW_W4,59,ON,LOW,3,67,134,133,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S060_LOW_W4,60,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S060_LOW_W4,60,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S060_LOW_W4,60,ON,LOW,2,66,196,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S060_LOW_W4,60,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S061_LOW_W4,61,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S061_LOW_W4,61,ON,LOW,1,65,239,239,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S061_LOW_W4,61,ON,LOW,2,66,203,203,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S061_LOW_W4,61,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S062_LOW_W4,62,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S062_LOW_W4,62,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S062_LOW_W4,62,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S062_LOW_W4,62,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S063_LOW_W4,63,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S063_LOW_W4,63,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S063_LOW_W4,63,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S063_LOW_W4,63,ON,LOW,3,67,134,135,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S064_LOW_W4,64,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S064_LOW_W4,64,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S064_LOW_W4,64,ON,LOW,2,66,205,204,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S064_LOW_W4,64,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,65,ON,LOW,0,64,226,226,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,65,ON,LOW,1,65,242,242,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,65,ON,LOW,2,66,206,206,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,65,ON,LOW,3,67,136,135,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S066_LOW_W4,66,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S066_LOW_W4,66,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S066_LOW_W4,66,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S066_LOW_W4,66,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S067_LOW_W4,67,ON,LOW,0,64,226,226,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S067_LOW_W4,67,ON,LOW,1,65,241,241,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S067_LOW_W4,67,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S067_LOW_W4,67,ON,LOW,3,67,135,135,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S068_LOW_W4,68,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S068_LOW_W4,68,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S068_LOW_W4,68,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S068_LOW_W4,68,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S069_LOW_W4,69,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S069_LOW_W4,69,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S069_LOW_W4,69,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S069_LOW_W4,69,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S070_LOW_W4,70,ON,LOW,0,64,225,224,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S070_LOW_W4,70,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S070_LOW_W4,70,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S070_LOW_W4,70,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S071_LOW_W4,71,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S071_LOW_W4,71,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S071_LOW_W4,71,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S071_LOW_W4,71,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S072_LOW_W4,72,ON,LOW,0,64,225,225,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S072_LOW_W4,72,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S072_LOW_W4,72,ON,LOW,2,66,205,205,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S072_LOW_W4,72,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S073_LOW_W4,73,ON,LOW,0,64,224,224,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S073_LOW_W4,73,ON,LOW,1,65,231,239,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S073_LOW_W4,73,ON,LOW,2,66,195,203,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S073_LOW_W4,73,ON,LOW,3,67,133,133,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S074_LOW_W4,74,ON,LOW,0,64,224,225,False,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S074_LOW_W4,74,ON,LOW,1,65,240,240,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S074_LOW_W4,74,ON,LOW,2,66,204,204,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S074_LOW_W4,74,ON,LOW,3,67,134,134,True,NOISE_ON_DIAGNOSTIC_ONLY,False
MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S075_LOW_W4,75,ON,LOW,0,64,226,226,True,NOISE_ON_DIAGNOSTIC_ONLY,False
