job_id,category,pvt,mismatch_seed,noise_seed,band,nfft,bin,fin_hz,maxstep_ps,solver_profile,required,state,attempt_count,measurement_stem,compact_code_checksum_sha256
D3_S040_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,40,100040,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s040_near_nyquist_050ps,685638e996ae03a03b1be7f1df82dc5a6a68ff8c253aaf1bf90112dac447d2da
D3_S041_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,41,100041,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s041_low_050ps,3aab6663960b4d58008a3b6daa0acc8fea9a0e49f862addb12e87323102d30cf
D3_S041_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,41,100041,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s041_near_nyquist_050ps,ed1706fc9ed4184e6d0a503ca742746e53876f46f86e779c6408ed1b35dc3f62
D3_S042_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,42,100042,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s042_low_050ps,d33bdfd740fa55447891e23d0f9f184462e209e578ee11ead13ba92741370bb4
D3_S042_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,42,100042,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s042_near_nyquist_050ps,a549c5c4ae78816e446210f5daea248a2ab8880fd7ff75d28cf09d628e571ab6
D3_S043_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,43,100043,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s043_low_050ps,cb7e0134bb08326679b1dffdc1eee21c91128cd0d6811bfe447626a6efcfe839
D3_S043_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,43,100043,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s043_near_nyquist_050ps,9c7004696800f9b7b21b075dfc57e8901f39b0f710f5eabd7e78c64d3891b052
D3_S044_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,44,100044,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s044_low_050ps,6a98518ae72646f233191e171c80073592bd1f14ad7fce7d40fca5f98ccf1926
D3_S044_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,44,100044,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s044_near_nyquist_050ps,4c8fa5c471a1d1665a7be2f4322ef3578286baa4e8c717c9f5d2502c5f52315e
D3_S045_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,45,100045,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s045_low_050ps,4ac12d027be17154f0402501eb75739d49d50d5283868c93be3635dccbdb5d04
D3_S045_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,45,100045,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s045_near_nyquist_050ps,2d43e3a8595af7b64c3e5fc085ee568822b6aff2364011672e68cc6b08963352
D3_S046_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,46,100046,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s046_low_050ps,b7a112ebc173dcbc30826316aa33c3045bcf7e61e66cb89b7d50f08ec747df4f
D3_S046_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,46,100046,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s046_near_nyquist_050ps,7d33953913ae28c90fef49cd18db7566a5892d5932bf3acc329f23a9db5570a7
D3_S047_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,47,100047,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s047_low_050ps,57bb79c88e495b45c08001bc78df659e39b4d00fd249bc27ea8471a6faa63a6f
D3_S047_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,47,100047,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s047_near_nyquist_050ps,1b8f85f3f43c25f0e0f4698efe2f73f874093d638aaca5a99d9a850abd21699d
D3_S048_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,48,100048,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s048_low_050ps,9ca8c09bb9758ba46a02759bedc5888d962ab74cc6275380c77a8c96f30de8cc
D3_S048_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,48,100048,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s048_near_nyquist_050ps,5c2d8d890f87982fa73666714eadaa63bfef2011e0956f85e5c87e5449c2a9dc
D3_S049_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,49,100049,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s049_low_050ps,1672819e8c1964e98c222fd5cbb144a1e04cc99091ef9ceec51d07274d94fe04
D3_S049_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,49,100049,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s049_near_nyquist_050ps,5827afb1dc6c10e40105f2e58fad372d39a693c76af5ff072abedd2567375304
D3_S050_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,50,100050,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s050_low_050ps,c4a170726b6cf91d22965a363460a79a62e9fc61c35e43dadde8afd3884ab78c
D3_S050_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,50,100050,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s050_near_nyquist_050ps,91dd942d5eb1cabb2bb843a40896099c8553886f83974273986f1bf305b85312
D3_S051_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,51,100051,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s051_low_050ps,d5218103dda41602339d8302a4fdd9b6ea211c0c2b52ae31c4a793b492f82ece
D3_S051_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,51,100051,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s051_near_nyquist_050ps,c28a10bb43077f35349cfbf488205d87348a5a05bd1821217f68e47411ca4053
D3_S052_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,52,100052,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s052_low_050ps,b822559c64df23066114daaa46dc75068f421b6c1a90fa28ef5c7bc5516e6bc2
D3_S052_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,52,100052,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s052_near_nyquist_050ps,4059c7c95729ba5ea7dea78f7fdafda76643e911888ac8f8d51d049f523fcf68
D3_S053_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,53,100053,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s053_low_050ps,14b74a0828d07ac08dbfd23e68588b47619f5328af92b0e4ff1182279e6db257
D3_S053_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,53,100053,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s053_near_nyquist_050ps,e07e5e415d6027249a1b13d415c96d480a3eb2a62dfdfb2bb5c70c3ef0d41355
D3_S054_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,54,100054,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s054_low_050ps,5b6d5ec14880262a0505213b835b340e8fe936b4ff11eda6531cedf2492d3688
D3_S054_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,54,100054,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s054_near_nyquist_050ps,b48d565383c24fb256e58fb8ced064cc0a8227c003783fa09ade9da44d17ed96
D3_S055_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,55,100055,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s055_low_050ps,72bdb6ffa830e2e3095a1944783b570652b94e9db1a18acd7a614ebe10e1fdd0
D3_S055_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,55,100055,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s055_near_nyquist_050ps,08b4bc99dfedb069ab6ce0f02927c88728a379e2352016dbacca081dc4bdec52
D3_S056_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,56,100056,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s056_low_050ps,46aaa0bf6b1c5ba9a1b43d9ac410d2a062f0e7008c72354fc7efe0cf882b971f
D3_S056_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,56,100056,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s056_near_nyquist_050ps,d7b6581720caa017daf116769d2ca81b46e7c7f96919085d1d2925b749e23821
D3_S057_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,57,100057,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s057_low_050ps,8c9a20391a9813933f7002233fded61b6c723798fd3e4e1920099937fc268fab
D3_S057_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,57,100057,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s057_near_nyquist_050ps,3d79aef2dc6920aab0aa0ba43052a2d86f164dd4e42a7f0ba14ef0838ed24f33
D3_S058_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,58,100058,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s058_low_050ps,3755aed05d876ee40ef84f55c19e0d999fcb391cd00c070df79b0246b9acb51e
D3_S058_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,58,100058,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s058_near_nyquist_050ps,030574437669c7511e56e9bb7c10eb30bfe56c6400554a12da3aadf4566b6846
D3_S059_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,59,100059,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s059_low_050ps,1b8d2f894b043d47bc5faec36cf26ca35af93dcb81857bccfc1e94e161d3963d
D3_S059_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,59,100059,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s059_near_nyquist_050ps,b62e7cb0e41676bb8b20a942e190e1287f4fa8e68fdac813b2b6541642040371
D3_S060_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,60,100060,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s060_low_050ps,82ed0127724f19f944ea0360dbf605e6925ff1ef58469b1ff2296d1b008678a8
D3_S060_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,60,100060,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s060_near_nyquist_050ps,2b642dc1a146857816c105f95f0db645c1420fac326b39adcb70a83154248ffd
D3_S061_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,61,100061,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s061_low_050ps,f9f7a39fabb137387fc9cbb207c506d47fd4e6b31b54ff544ad2438792e67c0b
D3_S061_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,61,100061,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s061_near_nyquist_050ps,f1184f5dfaa1354f764aa8c8d4842b16f617542526cd4799382d16c68753474f
D3_S062_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,62,100062,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s062_low_050ps,e51ec05e6957f89869e989b5b05bc9f8efb2f4a177a88759d0bd5dbf4d01f4cd
D3_S062_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,62,100062,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s062_near_nyquist_050ps,c562b44e4a8100746651e060d4928e93f4ef2e25630cf28584d3c7e15f2face8
D3_S063_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,63,100063,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s063_low_050ps,a7eae18dd7fd0831f62f583c588fb4d8f28a1622a0d92fbe10c0e939f2f53f56
D3_S063_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,63,100063,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s063_near_nyquist_050ps,26100bbd39389ad99d22e8487ca110e9c7e4faf323df3e14aac2340c1d2a960c
D3_S064_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,64,100064,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s064_low_050ps,13fa6ee36daa917d393651c470fed02371111d9952555461188732158fd8e07a
D3_S064_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,64,100064,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s064_near_nyquist_050ps,fd0e80d394262ece5de6ddcba52fce8cd4b6554fa3212da8bb81d53cc91a7572
D3_S065_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,65,100065,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s065_low_050ps,c2a3fd86b66f1698bffc72a84cf956fb19f261032ff258b2e5be8980cdae3d6c
D3_S065_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,65,100065,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s065_near_nyquist_050ps,c34b093b19fce560ef1ac1370190a23a5c6e8fbac10f14f2a8e0a50ef042c6d4
D3_S066_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,66,100066,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s066_low_050ps,7f7c7d164a5d8103ed40f6592a08185a699eae908f4f0d4dbbad3feee3248ee1
D3_S066_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,66,100066,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s066_near_nyquist_050ps,10c2e21465e54773d6a579030f488a1958aeb4152aed8990777bfd33a23442da
D3_S067_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,67,100067,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s067_low_050ps,038357e5306ba4929b67c6b61b4688b5b89a77e6c13dc138dcd150623d34995f
D3_S067_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,67,100067,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s067_near_nyquist_050ps,dbc035d37186d3ca60f6dce5324fa1e4949e10c6d1a0ed0f8fe69334bb1f0d10
D3_S068_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,68,100068,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s068_low_050ps,946f0bac23c1837f709da8b12496706bd2a25a30415e19bdcc646cc3f6837899
D3_S068_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,68,100068,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s068_near_nyquist_050ps,8806f011e215c9d3414a2d9f542c58dedb67ac4389d1ab01518364b67b59d9c2
D3_S069_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,69,100069,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s069_low_050ps,54bca493df4342d52d15b78b7dd5820345fa8f9f2d57a15bdb2d84ec2bce3ce6
D3_S069_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,69,100069,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s069_near_nyquist_050ps,1e213452885589b4cf560fe74e49a6e98854ca3e98f3fd7febbf21601d345387
D3_S070_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,70,100070,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s070_low_050ps,8a9a75327c87999a8612e2955659892692121a8158ab722b3c4981807c5385c9
D3_S070_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,70,100070,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s070_near_nyquist_050ps,1f5614876717d0240f20fe1490a3c6a9eff00d29e4da631b994b40d4893430f9
D3_S071_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,71,100071,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s071_low_050ps,655542f118c748962a2d0fb1cf5ed3b9d29f4183c4c2f5b1b8efba47648dae30
D3_S071_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,71,100071,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s071_near_nyquist_050ps,2bbf0b085c0e1e0077bb7382f457eb8e024bab3db50b2487646f009099b9d4b9
D3_S072_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,72,100072,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s072_low_050ps,4e6c25642b43562e5316d8d43fe7aaa780329496f728dcd57f3b8c8149f39771
D3_S072_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,72,100072,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s072_near_nyquist_050ps,a5e13a85c3dc93cdfb79c301b2ebb347d470c7352d3fc3f7c2aeec2a2f4a7174
D3_S073_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,73,100073,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s073_low_050ps,1b2858a747eb372c4985b9479ab0ddc50e34e74a9e72f290452a01412250951f
D3_S073_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,73,100073,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s073_near_nyquist_050ps,0ffe8e66d4b5470fc73fe8d04392697b38559425d27669814bf2d0d35c862c25
D3_S074_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,74,100074,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s074_low_050ps,9da9f973f6907e71a2bdbb5ed3b1e2c6d8116d33c6913d73842790bf3106a604
D3_S074_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,74,100074,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s074_near_nyquist_050ps,74f8749b328e28457d27e5c9af4cd80413e74037acb5e5259ae101bb8905329c
D3_S075_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,75,100075,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s075_low_050ps,819a93b1d8eb89c3845b9ef858b3a405e369eec86014a3566ac2a71341cbfb91
D3_S075_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,75,100075,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s075_near_nyquist_050ps,d68f932b5aa5b43383e36a7543c5eb89315d90a8adbd2b6afdf42f308166e7cb
D3_S076_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,76,100076,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s076_low_050ps,7eb5f06a127e28ed865cc5bb40c4d0542b6bf9a8fca5d60ace28268f4122463e
D3_S076_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,76,100076,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s076_near_nyquist_050ps,4ff29aa1e2b6bdf7073c650c31ead32ab436beb326fca316343265e903286665
D3_S077_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,77,100077,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s077_low_050ps,cecd4264db5ea05c3c5703efd729ff7958712d38bee60d1724281233dbba45e2
D3_S077_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,77,100077,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s077_near_nyquist_050ps,24c1d1b5fcf9a57371020eef7e3676c3685dcb4542d0fcce331d7789d72ec595
D3_S078_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,78,100078,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s078_low_050ps,362bb0df1da720af50f31467c2a1b8048ef19c5e123a1fc6f0d9c225c0e97d19
D3_S078_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,78,100078,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s078_near_nyquist_050ps,d856040376624734005f8001a502b27630b27dcb05c66e603b51196e589e71c5
D3_S079_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,79,100079,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s079_low_050ps,0593895c42ac4223fcc9d0b3185b51478a1a2f09cfb8ec5912803cf5bbb36c4e
D3_S079_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,79,100079,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s079_near_nyquist_050ps,9d565c1c8a264f7de8d9d13741395ec9b178bff954ea54398696db6d9509f5c5
D3_S080_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,80,100080,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s080_low_050ps,fcf334ee949b9b1e56bee4c954cf2a5e122bb1ff96029dc6a604de469861afee
D3_S080_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,80,100080,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_FAIL,1,formal_s080_near_nyquist_050ps,8f4511444a2c534ebf59b0996d1a44df21eebb189d5c188d080fd847f1149d19
D3_S081_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,81,100081,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s081_low_050ps,9834a654d06c3c6a2ac736663e6a95d585a4467f2f4aacf8f713e47f27463296
D3_S081_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,81,100081,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s081_near_nyquist_050ps,99485ba6f5090217293fc96d3e8b0212fb48ea0b840486c550f8b4557767ed47
D3_S082_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,82,100082,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s082_low_050ps,4eb836fd7921e20923dcc456152bf271b4bfeddf2600e4ecb99c8369ea814d3d
D3_S082_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,82,100082,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s082_near_nyquist_050ps,5a10c30ea6360ed256bad3b57dda3fdd2084c799487946950cc0be98afe2eddf
D3_S083_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,83,100083,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s083_low_050ps,02259ddc11642dbeef1c8d89a2446d7467d770bc50693dfb7ac6c7b32f65e1cc
D3_S083_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,83,100083,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s083_near_nyquist_050ps,fe7c5fbbb7f14ae2499ae1107b9e994ef36f1cddcef9f6d94df63e709d95b5eb
D3_S084_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,84,100084,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s084_low_050ps,2bf20a9760778f9b72cb3bc71f189370e13d89b956385f03cb25b1e36d359f52
D3_S084_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,84,100084,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s084_near_nyquist_050ps,1d4b324a2dd1bc5be195d8ca31e04eaa30cf7c56e8fc65a22d9d80b1cab53346
D3_S085_LOW,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,85,100085,LOW,64,7,218750.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s085_low_050ps,a2f3b1715df135012761a3cf4e72b7952ad800e0e93583f0690cb76a808f3031
D3_S085_NEAR_NYQUIST,D3_NOISE_PLUS_MISMATCH_MC200,TT_3P3_27C,85,100085,NEAR_NYQUIST,64,29,906250.0,50,ROBUST_GEAR,True,VALID_PASS,1,formal_s085_near_nyquist_050ps,9da291624b8ea3630b62238ec5ca8e40ddf3d530ff796c39ad96e62100060da7
