utc_started,job,variant,stage,points,frames,frames_per_point,maxstep_ps,elapsed_s,peak_rss_kb,returncode,cached,timed_out,simulation_aborted,retry
2026-07-28T06:17:58.415868+00:00,current_pilot_anchor_expand0_f2_sh000,CURRENT,pilot_anchor_expand0,6,12,2,50,12.739148333086632,43896,0,False,False,False,False
2026-07-28T06:18:11.213239+00:00,current_pilot_anchor_bis00_f2_sh000,CURRENT,pilot_anchor_bis00,3,6,2,50,6.421373701072298,32996,0,False,False,False,False
2026-07-28T06:18:17.682007+00:00,current_pilot_anchor_bis01_f2_sh000,CURRENT,pilot_anchor_bis01,3,6,2,50,6.421223944053054,33120,0,False,False,False,False
2026-07-28T06:18:24.156671+00:00,current_pilot_anchor_bis02_f2_sh000,CURRENT,pilot_anchor_bis02,3,6,2,50,6.8213936149841174,33164,0,False,False,False,False
2026-07-28T06:18:31.026603+00:00,current_pilot_anchor_bis03_f2_sh000,CURRENT,pilot_anchor_bis03,3,6,2,50,6.622708510956727,33100,0,False,False,False,False
2026-07-28T06:18:37.702950+00:00,current_pilot_anchor_bis04_f2_sh000,CURRENT,pilot_anchor_bis04,3,6,2,50,6.5198442480759695,33148,0,False,False,False,False
2026-07-28T06:18:44.269276+00:00,current_pilot_anchor_bis05_f2_sh000,CURRENT,pilot_anchor_bis05,3,6,2,50,6.62085259903688,33252,0,False,False,False,False
2026-07-28T06:18:50.940314+00:00,current_pilot_anchor_bis06_f2_sh000,CURRENT,pilot_anchor_bis06,3,6,2,50,6.2211593489628285,33048,0,False,False,False,False
2026-07-28T06:18:57.211510+00:00,current_pilot_full_expand0_f2_sh001,CURRENT,pilot_full_expand0,26,52,2,50,56.99843839497771,116736,0,False,False,False,False
2026-07-28T06:18:57.211281+00:00,current_pilot_full_expand0_f2_sh000,CURRENT,pilot_full_expand0,32,64,2,50,70.64084504405037,138452,0,False,False,False,False
2026-07-28T06:20:07.899232+00:00,current_pilot_full_bis00_f2_sh000,CURRENT,pilot_full_bis00,29,58,2,50,65.00322308810428,127648,0,False,False,False,False
2026-07-28T06:21:12.948806+00:00,current_pilot_full_bis01_f2_sh000,CURRENT,pilot_full_bis01,29,58,2,50,63.186822501942515,127856,0,False,False,False,False
2026-07-28T06:22:16.183142+00:00,current_pilot_full_bis02_f2_sh000,CURRENT,pilot_full_bis02,29,58,2,50,63.88952618499752,127636,0,False,False,False,False
2026-07-28T06:23:20.123332+00:00,current_pilot_full_bis03_f2_sh000,CURRENT,pilot_full_bis03,29,58,2,50,61.178318363032304,127980,0,False,False,False,False
2026-07-28T06:24:21.350971+00:00,current_pilot_full_bis04_f2_sh000,CURRENT,pilot_full_bis04,29,58,2,50,64.08977454702836,127692,0,False,False,False,False
2026-07-28T06:25:25.486083+00:00,current_pilot_full_bis05_f2_sh000,CURRENT,pilot_full_bis05,29,58,2,50,65.09272974799387,127760,0,False,False,False,False
2026-07-28T06:26:30.627835+00:00,current_pilot_full_bis06_f2_sh000,CURRENT,pilot_full_bis06,29,58,2,50,63.897285960032605,127684,0,False,False,False,False
2026-07-28T06:27:34.849582+00:00,current_full_transition_expand0_f2_sh001,CURRENT,full_transition_expand0,32,64,2,50,69.94252666993998,138504,0,False,False,False,False
2026-07-28T06:27:34.849378+00:00,current_full_transition_expand0_f2_sh000,CURRENT,full_transition_expand0,32,64,2,50,70.54256393399555,138588,0,False,False,False,False
2026-07-28T06:28:44.825356+00:00,current_full_transition_expand0_f2_sh002,CURRENT,full_transition_expand0,32,64,2,50,71.52579986606725,138884,0,False,False,False,False
2026-07-28T06:28:45.427609+00:00,current_full_transition_expand0_f2_sh003,CURRENT,full_transition_expand0,32,64,2,50,72.52369080192875,138540,0,False,False,False,False
2026-07-28T06:29:56.383658+00:00,current_full_transition_expand0_f2_sh004,CURRENT,full_transition_expand0,32,64,2,50,72.04122156696394,138420,0,False,False,False,False
2026-07-28T06:29:57.995389+00:00,current_full_transition_expand0_f2_sh005,CURRENT,full_transition_expand0,32,64,2,50,72.33246574003715,138508,0,False,False,False,False
2026-07-28T06:31:08.465325+00:00,current_full_transition_expand0_f2_sh006,CURRENT,full_transition_expand0,32,64,2,50,72.63935174490325,138476,0,False,False,False,False
2026-07-28T06:31:10.369571+00:00,current_full_transition_expand0_f2_sh007,CURRENT,full_transition_expand0,32,64,2,50,70.94283520104364,138528,0,False,False,False,False
2026-07-28T06:32:21.141359+00:00,current_full_transition_expand0_f2_sh008,CURRENT,full_transition_expand0,32,64,2,50,70.74813248193823,138484,0,False,False,False,False
2026-07-28T06:32:21.342794+00:00,current_full_transition_expand0_f2_sh009,CURRENT,full_transition_expand0,32,64,2,50,71.04658627300523,138740,0,False,False,False,False
2026-07-28T06:33:32.425585+00:00,current_full_transition_expand0_f2_sh011,CURRENT,full_transition_expand0,32,64,2,50,70.84323323902208,138504,0,False,False,False,False
2026-07-28T06:33:31.923496+00:00,current_full_transition_expand0_f2_sh010,CURRENT,full_transition_expand0,32,64,2,50,72.04879278701264,138536,0,False,False,False,False
2026-07-28T06:34:44.006038+00:00,current_full_transition_expand0_f2_sh013,CURRENT,full_transition_expand0,30,60,2,50,68.51412231696304,130996,0,False,False,False,False
2026-07-28T06:34:43.300815+00:00,current_full_transition_expand0_f2_sh012,CURRENT,full_transition_expand0,32,64,2,50,73.33468989201356,138480,0,False,False,False,False
2026-07-28T06:35:56.679902+00:00,current_full_transition_bis00_f2_sh001,CURRENT,full_transition_bis00,32,64,2,50,72.43522194004618,138796,0,False,False,False,False
2026-07-28T06:35:56.679734+00:00,current_full_transition_bis00_f2_sh000,CURRENT,full_transition_bis00,32,64,2,50,72.63451193808578,138436,0,False,False,False,False
2026-07-28T06:37:09.154970+00:00,current_full_transition_bis00_f2_sh002,CURRENT,full_transition_bis00,32,64,2,50,70.84816164593212,138644,0,False,False,False,False
2026-07-28T06:37:09.355516+00:00,current_full_transition_bis00_f2_sh003,CURRENT,full_transition_bis00,32,64,2,50,72.45377970603295,138484,0,False,False,False,False
2026-07-28T06:38:20.035412+00:00,current_full_transition_bis00_f2_sh004,CURRENT,full_transition_bis00,32,64,2,50,71.15134975092951,138676,0,False,False,False,False
2026-07-28T06:38:21.840979+00:00,current_full_transition_bis00_f2_sh005,CURRENT,full_transition_bis00,32,64,2,50,72.2524640520569,138676,0,False,False,False,False
2026-07-28T06:39:31.219739+00:00,current_full_transition_bis00_f2_sh006,CURRENT,full_transition_bis00,31,62,2,50,66.79641890199855,134896,0,False,False,False,False
2026-07-28T06:40:38.069397+00:00,current_full_transition_bis01_f2_sh000,CURRENT,full_transition_bis01,32,64,2,50,71.6457465949934,138556,0,False,False,False,False
