variant,mismatch_seed,target_transition,lower_v,upper_v,transition_v,lower_code,upper_code,final_bracket_width_lsb,center_v,expansion_half_width_lsb,bisection_rounds,frames_per_point,maxstep_ps,status,reason
CURRENT,180,1,-1.6912322998046876,-1.6910766601562501,-1.6911544799804688,0.0,1.0,0.011718749999996657,-1.68671875,0.75,7.0,2.0,50.0,PASS,BRACKETED
CURRENT,180,2,-1.6780503160371554,-1.677894676388718,-1.6779724962129365,1.0,2.0,0.011718749999996657,-1.677894676388718,0.75,7.0,2.0,50.0,PASS,BRACKETED
CURRENT,180,3,-1.6647905124454048,-1.6646348727969673,-1.664712692621186,2,3,0.011718749999996657,-1.6646348727969673,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,4,-1.651530708853654,-1.6513750692052165,-1.6514528890294353,3,4,0.011718749999996657,-1.6513750692052165,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,5,-1.6379596259650284,-1.637803986316591,-1.6378818061408098,4,5,0.011718749999996657,-1.6381152656134659,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,6,-1.624855462021715,-1.6246998223732776,-1.6247776421974964,5,6,0.011718749999996657,-1.624855462021715,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,7,-1.6115956584299642,-1.6114400187815268,-1.6115178386057454,6,7,0.011718749999996657,-1.6115956584299642,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,8,-1.598491494486651,-1.5983358548382136,-1.5984136746624324,7,8,0.011718749999996657,-1.5983358548382136,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,9,-1.5847647719495876,-1.5846091323011502,-1.5846869521253688,8,9,0.011718749999996657,-1.5850760512464628,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,10,-1.5716606080062747,-1.571504968357837,-1.5715827881820559,9,10,0.011718750000013375,-1.5718162476547122,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,11,-1.5584008044145239,-1.5582451647660864,-1.5583229845903053,10,11,0.011718749999996657,-1.5585564440629613,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,12,-1.5449853611743358,-1.5448297215258981,-1.544907541350117,11,12,0.011718750000013375,-1.5452966404712107,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,13,-1.5315699179341473,-1.5314142782857099,-1.5314920981099287,12,13,0.011718749999996657,-1.53203683687946,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,14,-1.5183101143423965,-1.518154474693959,-1.5182322945181776,13,14,0.011718749999996657,-1.518777033287709,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,15,-1.5050503107506459,-1.5048946711022084,-1.504972490926427,14,15,0.011718749999996657,-1.5055172296959585,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,16,-1.4927243450495202,-1.4925687054010828,-1.4926465252253016,15.0,16.0,0.011718749999996657,-1.4922574261042076,0.75,7.0,2.0,50.0,PASS,BRACKETED
CURRENT,180,17,-1.4793089018093317,-1.4791532621608943,-1.4792310819851129,16,17,0.011718749999996657,-1.4789976225124568,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,18,-1.4662047378660188,-1.4660490982175811,-1.4661269180418,17,18,0.011718750000013375,-1.4657378189207062,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,19,-1.452944934274268,-1.4527892946258305,-1.4528671144500493,18,19,0.011718749999996657,-1.4524780153289554,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,20,-1.43952949103408,-1.4393738513856422,-1.439451671209861,19,20,0.011718750000013375,-1.4392182117372048,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,21,-1.425958408145454,-1.4258027684970165,-1.425880588321235,20,21,0.011718749999996657,-1.425958408145454,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,22,-1.4128542442021408,-1.4126986045537033,-1.4127764243779222,21,22,0.011718749999996657,-1.4126986045537033,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,23,-1.39959444061039,-1.3994388009619525,-1.3995166207861711,22,23,0.011718749999996657,-1.3994388009619525,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,24,-1.3864902766670766,-1.3863346370186391,-1.3864124568428577,23,24,0.011718749999996657,-1.3861789973702017,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,25,-1.372919193778451,-1.3727635541300136,-1.3728413739542322,24,25,0.011718749999996657,-1.372919193778451,0.75,7,2,50,PASS,BRACKETED
CURRENT,180,26,-1.3596593901867002,-1.3595037505382628,-1.3595815703624816,25,26,0.011718749999996657,-1.3596593901867002,0.75,7,2,50,PASS,BRACKETED
