point_id,target,role,vid_v,variant,label,frames_per_point,conditioning_codes,formal_code,all_frames_valid,formal_valid,formal_bits,formal_complete_v,formal_invalid_v,formal_timeout_v,formal_complete_time_s,formal_stable_margin_ns,sampled_diff_v,input_diff_v,job
t020_low,20,low,-1.4491791492372048,CURRENT,full_transition_expand0,2,19,19,True,True,00010011,3.3,0.0,0.0,8.75484e-07,104.51599999999993,-1.44917,-1.44917,current_full_transition_expand0_f2_sh001
t020_high,20,high,-1.4292572742372047,CURRENT,full_transition_expand0,2,20,20,True,True,00010100,3.3,0.0,0.0,1.87548e-06,104.52000000000014,-1.42925,-1.42925,current_full_transition_expand0_f2_sh001
t021_low,21,low,-1.435919345645454,CURRENT,full_transition_expand0,2,20,20,True,True,00010100,3.3,0.0,0.0,2.87548e-06,104.51999999999973,-1.43591,-1.43591,current_full_transition_expand0_f2_sh001
t021_high,21,high,-1.415997470645454,CURRENT,full_transition_expand0,2,21,21,True,True,00010101,3.3,0.0,0.0,3.87548e-06,104.52000000000014,-1.41599,-1.41599,current_full_transition_expand0_f2_sh001
t022_low,22,low,-1.4226595420537034,CURRENT,full_transition_expand0,2,21,21,True,True,00010101,3.3,0.0,0.0,4.87548e-06,104.52000000000099,-1.42265,-1.42265,current_full_transition_expand0_f2_sh001
t022_high,22,high,-1.4027376670537033,CURRENT,full_transition_expand0,2,22,22,True,True,00010110,3.3,0.0,0.0,5.87548e-06,104.52000000000014,-1.40273,-1.40273,current_full_transition_expand0_f2_sh001
t023_low,23,low,-1.4093997384619525,CURRENT,full_transition_expand0,2,22,22,True,True,00010110,3.3,0.0,0.0,6.87548e-06,104.52000000000014,-1.40939,-1.40939,current_full_transition_expand0_f2_sh001
t023_high,23,high,-1.3894778634619525,CURRENT,full_transition_expand0,2,23,23,True,True,00010111,3.3,0.0,0.0,7.87548e-06,104.52000000000014,-1.38947,-1.38947,current_full_transition_expand0_f2_sh001
t024_low,24,low,-1.3961399348702017,CURRENT,full_transition_expand0,2,23,23,True,True,00010111,3.3,0.0,0.0,8.87548e-06,104.52000000000014,-1.39613,-1.39613,current_full_transition_expand0_f2_sh001
t024_high,24,high,-1.3762180598702016,CURRENT,full_transition_expand0,2,24,24,True,True,00011000,3.3,0.0,0.0,9.87548e-06,104.52000000000014,-1.37621,-1.37621,current_full_transition_expand0_f2_sh001
t025_low,25,low,-1.382880131278451,CURRENT,full_transition_expand0,2,24,24,True,True,00011000,3.3,0.0,0.0,1.08755e-05,104.50000000000044,-1.38287,-1.38287,current_full_transition_expand0_f2_sh001
t025_high,25,high,-1.362958256278451,CURRENT,full_transition_expand0,2,25,25,True,True,00011001,3.3,0.0,0.0,1.18755e-05,104.50000000000044,-1.36295,-1.36295,current_full_transition_expand0_f2_sh001
t026_low,26,low,-1.3696203276867003,CURRENT,full_transition_expand0,2,25,25,True,True,00011001,3.3,0.0,0.0,1.28755e-05,104.49999999999875,-1.36961,-1.36961,current_full_transition_expand0_f2_sh001
t026_high,26,high,-1.3496984526867002,CURRENT,full_transition_expand0,2,26,26,True,True,00011010,3.3,0.0,0.0,1.38755e-05,104.50000000000044,-1.34969,-1.34969,current_full_transition_expand0_f2_sh001
t027_low,27,low,-1.3563605240949494,CURRENT,full_transition_expand0,2,26,26,True,True,00011010,3.3,0.0,0.0,1.48755e-05,104.50000000000044,-1.35635,-1.35635,current_full_transition_expand0_f2_sh001
t027_high,27,high,-1.3364386490949494,CURRENT,full_transition_expand0,2,27,27,True,True,00011011,3.3,0.0,0.0,1.58755e-05,104.49999999999875,-1.33643,-1.33643,current_full_transition_expand0_f2_sh001
t028_low,28,low,-1.3431007205031988,CURRENT,full_transition_expand0,2,27,27,True,True,00011011,3.3,0.0,0.0,1.68755e-05,104.49999999999535,-1.34309,-1.34309,current_full_transition_expand0_f2_sh001
